context: That night Nana took Misato by the hand response:	and left the flat without saying a word.
context: smoke those odd cigarettes with that distinctive smell.\So they do have a distinctive smell?\I always thought it had a nice, sweet scent.\Really?\But these aren't Yasu's. They're Shin's.\I confiscated them from him.\Huh? What is it with Shin?\There's no sense in me holding onto them, response:	so go ahead and smoke them, Nana.
context: So they do have a distinctive smell?\I always thought it had a nice, sweet scent.\Really?\But these aren't Yasu's. They're Shin's.\I confiscated them from him.\Huh? What is it with Shin?\There's no sense in me holding onto them,\so go ahead and smoke them, Nana. response:	No, I don't care for these.
context: I always thought it had a nice, sweet scent.\Really?\But these aren't Yasu's. They're Shin's.\I confiscated them from him.\Huh? What is it with Shin?\There's no sense in me holding onto them,\so go ahead and smoke them, Nana.\No, I don't care for these. response:	Leave them here and Yasu will smoke them when he's here.
context: Really?\But these aren't Yasu's. They're Shin's.\I confiscated them from him.\Huh? What is it with Shin?\There's no sense in me holding onto them,\so go ahead and smoke them, Nana.\No, I don't care for these.\Leave them here and Yasu will smoke them when he's here. response:	Wait a minute. When did you see Shin?
context: But these aren't Yasu's. They're Shin's.\I confiscated them from him.\Huh? What is it with Shin?\There's no sense in me holding onto them,\so go ahead and smoke them, Nana.\No, I don't care for these.\Leave them here and Yasu will smoke them when he's here.\Wait a minute. When did you see Shin? response:	I bumped into him when I was coming home from work.
context: I confiscated them from him.\Huh? What is it with Shin?\There's no sense in me holding onto them,\so go ahead and smoke them, Nana.\No, I don't care for these.\Leave them here and Yasu will smoke them when he's here.\Wait a minute. When did you see Shin?\I bumped into him when I was coming home from work. response:	Oh?
context: Huh? What is it with Shin?\There's no sense in me holding onto them,\so go ahead and smoke them, Nana.\No, I don't care for these.\Leave them here and Yasu will smoke them when he's here.\Wait a minute. When did you see Shin?\I bumped into him when I was coming home from work.\Oh? response:	What am I doing lying to her? I should just tell her the truth.
context: There's no sense in me holding onto them,\so go ahead and smoke them, Nana.\No, I don't care for these.\Leave them here and Yasu will smoke them when he's here.\Wait a minute. When did you see Shin?\I bumped into him when I was coming home from work.\Oh?\What am I doing lying to her? I should just tell her the truth. response:	There's something fishy here. Don't go after Shin.
context: so go ahead and smoke them, Nana.\No, I don't care for these.\Leave them here and Yasu will smoke them when he's here.\Wait a minute. When did you see Shin?\I bumped into him when I was coming home from work.\Oh?\What am I doing lying to her? I should just tell her the truth.\There's something fishy here. Don't go after Shin. response:	To him, a working woman is a woman to get money from.
context: No, I don't care for these.\Leave them here and Yasu will smoke them when he's here.\Wait a minute. When did you see Shin?\I bumped into him when I was coming home from work.\Oh?\What am I doing lying to her? I should just tell her the truth.\There's something fishy here. Don't go after Shin.\To him, a working woman is a woman to get money from. response:	Even if that woman is you.
context: Leave them here and Yasu will smoke them when he's here.\Wait a minute. When did you see Shin?\I bumped into him when I was coming home from work.\Oh?\What am I doing lying to her? I should just tell her the truth.\There's something fishy here. Don't go after Shin.\To him, a working woman is a woman to get money from.\Even if that woman is you. response:	It's nothing like that.
context: Wait a minute. When did you see Shin?\I bumped into him when I was coming home from work.\Oh?\What am I doing lying to her? I should just tell her the truth.\There's something fishy here. Don't go after Shin.\To him, a working woman is a woman to get money from.\Even if that woman is you.\It's nothing like that. response:	Then that's fine.
context: I bumped into him when I was coming home from work.\Oh?\What am I doing lying to her? I should just tell her the truth.\There's something fishy here. Don't go after Shin.\To him, a working woman is a woman to get money from.\Even if that woman is you.\It's nothing like that.\Then that's fine. response:	By the way, did you call Misato?
context: Oh?\What am I doing lying to her? I should just tell her the truth.\There's something fishy here. Don't go after Shin.\To him, a working woman is a woman to get money from.\Even if that woman is you.\It's nothing like that.\Then that's fine.\By the way, did you call Misato? response:	It was with the first set of members, back when Ren was in the band.
context: What am I doing lying to her? I should just tell her the truth.\There's something fishy here. Don't go after Shin.\To him, a working woman is a woman to get money from.\Even if that woman is you.\It's nothing like that.\Then that's fine.\By the way, did you call Misato?\It was with the first set of members, back when Ren was in the band. response:	Yeah.
context: There's something fishy here. Don't go after Shin.\To him, a working woman is a woman to get money from.\Even if that woman is you.\It's nothing like that.\Then that's fine.\By the way, did you call Misato?\It was with the first set of members, back when Ren was in the band.\Yeah. response:	I wonder if she got back all right.
context: To him, a working woman is a woman to get money from.\Even if that woman is you.\It's nothing like that.\Then that's fine.\By the way, did you call Misato?\It was with the first set of members, back when Ren was in the band.\Yeah.\I wonder if she got back all right. response:	Mhm. She said she was on the train on her way home.
context: Even if that woman is you.\It's nothing like that.\Then that's fine.\By the way, did you call Misato?\It was with the first set of members, back when Ren was in the band.\Yeah.\I wonder if she got back all right.\Mhm. She said she was on the train on her way home. response:	I'm glad to hear that.
context: It's nothing like that.\Then that's fine.\By the way, did you call Misato?\It was with the first set of members, back when Ren was in the band.\Yeah.\I wonder if she got back all right.\Mhm. She said she was on the train on her way home.\I'm glad to hear that. response:	You know, Nana. About Ren of Trapnest...
context: Then that's fine.\By the way, did you call Misato?\It was with the first set of members, back when Ren was in the band.\Yeah.\I wonder if she got back all right.\Mhm. She said she was on the train on her way home.\I'm glad to hear that.\You know, Nana. About Ren of Trapnest... response:	This is about the live concert, right?
context: By the way, did you call Misato?\It was with the first set of members, back when Ren was in the band.\Yeah.\I wonder if she got back all right.\Mhm. She said she was on the train on her way home.\I'm glad to hear that.\You know, Nana. About Ren of Trapnest...\This is about the live concert, right? response:	Sure. I'll go.
context: It was with the first set of members, back when Ren was in the band.\Yeah.\I wonder if she got back all right.\Mhm. She said she was on the train on her way home.\I'm glad to hear that.\You know, Nana. About Ren of Trapnest...\This is about the live concert, right?\Sure. I'll go. response:	Huh? Why?
context: Yeah.\I wonder if she got back all right.\Mhm. She said she was on the train on her way home.\I'm glad to hear that.\You know, Nana. About Ren of Trapnest...\This is about the live concert, right?\Sure. I'll go.\Huh? Why? response:	I told you I'd go if I felt like it.
context: I wonder if she got back all right.\Mhm. She said she was on the train on her way home.\I'm glad to hear that.\You know, Nana. About Ren of Trapnest...\This is about the live concert, right?\Sure. I'll go.\Huh? Why?\I told you I'd go if I felt like it. response:	So what made you feel like going?
context: Mhm. She said she was on the train on her way home.\I'm glad to hear that.\You know, Nana. About Ren of Trapnest...\This is about the live concert, right?\Sure. I'll go.\Huh? Why?\I told you I'd go if I felt like it.\So what made you feel like going? response:	No reason. Just felt like it.
context: I'm glad to hear that.\You know, Nana. About Ren of Trapnest...\This is about the live concert, right?\Sure. I'll go.\Huh? Why?\I told you I'd go if I felt like it.\So what made you feel like going?\No reason. Just felt like it. response:	But...
context: You know, Nana. About Ren of Trapnest...\This is about the live concert, right?\Sure. I'll go.\Huh? Why?\I told you I'd go if I felt like it.\So what made you feel like going?\No reason. Just felt like it.\But... response:	What? If you have plans with someone else, that's fine with me.
context: This is about the live concert, right?\Sure. I'll go.\Huh? Why?\I told you I'd go if I felt like it.\So what made you feel like going?\No reason. Just felt like it.\But...\What? If you have plans with someone else, that's fine with me. response:	N-N-No, let's go together.
context: Sure. I'll go.\Huh? Why?\I told you I'd go if I felt like it.\So what made you feel like going?\No reason. Just felt like it.\But...\What? If you have plans with someone else, that's fine with me.\N-N-No, let's go together. response:	I'd be super happy to go with you, Nana.
context: Huh? Why?\I told you I'd go if I felt like it.\So what made you feel like going?\No reason. Just felt like it.\But...\What? If you have plans with someone else, that's fine with me.\N-N-No, let's go together.\I'd be super happy to go with you, Nana. response:	Why? Does she want to see Ren, after all?
context: I told you I'd go if I felt like it.\So what made you feel like going?\No reason. Just felt like it.\But...\What? If you have plans with someone else, that's fine with me.\N-N-No, let's go together.\I'd be super happy to go with you, Nana.\Why? Does she want to see Ren, after all? response:	Maybe she still has feelings for Ren.
context: So what made you feel like going?\No reason. Just felt like it.\But...\What? If you have plans with someone else, that's fine with me.\N-N-No, let's go together.\I'd be super happy to go with you, Nana.\Why? Does she want to see Ren, after all?\Maybe she still has feelings for Ren. response:	I want to ask her. But I mustn't be hasty about it.
context: No reason. Just felt like it.\But...\What? If you have plans with someone else, that's fine with me.\N-N-No, let's go together.\I'd be super happy to go with you, Nana.\Why? Does she want to see Ren, after all?\Maybe she still has feelings for Ren.\I want to ask her. But I mustn't be hasty about it. response:	Even if I ask, Nana's not likely to be direct with me.
context: But...\What? If you have plans with someone else, that's fine with me.\N-N-No, let's go together.\I'd be super happy to go with you, Nana.\Why? Does she want to see Ren, after all?\Maybe she still has feelings for Ren.\I want to ask her. But I mustn't be hasty about it.\Even if I ask, Nana's not likely to be direct with me. response:	She won't give me an honest answer.
context: What? If you have plans with someone else, that's fine with me.\N-N-No, let's go together.\I'd be super happy to go with you, Nana.\Why? Does she want to see Ren, after all?\Maybe she still has feelings for Ren.\I want to ask her. But I mustn't be hasty about it.\Even if I ask, Nana's not likely to be direct with me.\She won't give me an honest answer. response:	She'll get embarrassed and say
context: N-N-No, let's go together.\I'd be super happy to go with you, Nana.\Why? Does she want to see Ren, after all?\Maybe she still has feelings for Ren.\I want to ask her. But I mustn't be hasty about it.\Even if I ask, Nana's not likely to be direct with me.\She won't give me an honest answer.\She'll get embarrassed and say response:	she's changed her mind about going to the live concert with me.
context: I'd be super happy to go with you, Nana.\Why? Does she want to see Ren, after all?\Maybe she still has feelings for Ren.\I want to ask her. But I mustn't be hasty about it.\Even if I ask, Nana's not likely to be direct with me.\She won't give me an honest answer.\She'll get embarrassed and say\she's changed her mind about going to the live concert with me. response:	I wonder if I should ask her after the live concert.
context: Why? Does she want to see Ren, after all?\Maybe she still has feelings for Ren.\I want to ask her. But I mustn't be hasty about it.\Even if I ask, Nana's not likely to be direct with me.\She won't give me an honest answer.\She'll get embarrassed and say\she's changed her mind about going to the live concert with me.\I wonder if I should ask her after the live concert. response:	This is a golden opportunity for them to get back together.
context: Maybe she still has feelings for Ren.\I want to ask her. But I mustn't be hasty about it.\Even if I ask, Nana's not likely to be direct with me.\She won't give me an honest answer.\She'll get embarrassed and say\she's changed her mind about going to the live concert with me.\I wonder if I should ask her after the live concert.\This is a golden opportunity for them to get back together. response:	If I don't watch it I could ruin things.
context: I want to ask her. But I mustn't be hasty about it.\Even if I ask, Nana's not likely to be direct with me.\She won't give me an honest answer.\She'll get embarrassed and say\she's changed her mind about going to the live concert with me.\I wonder if I should ask her after the live concert.\This is a golden opportunity for them to get back together.\If I don't watch it I could ruin things. response:	We have first row seats.
context: Even if I ask, Nana's not likely to be direct with me.\She won't give me an honest answer.\She'll get embarrassed and say\she's changed her mind about going to the live concert with me.\I wonder if I should ask her after the live concert.\This is a golden opportunity for them to get back together.\If I don't watch it I could ruin things.\We have first row seats. response:	And the concert hall is small. Ren will surely notice Nana there.
context: She won't give me an honest answer.\She'll get embarrassed and say\she's changed her mind about going to the live concert with me.\I wonder if I should ask her after the live concert.\This is a golden opportunity for them to get back together.\If I don't watch it I could ruin things.\We have first row seats.\And the concert hall is small. Ren will surely notice Nana there. response:	The girl he had a tearful break up with will suddenly be standing before him.
context: She'll get embarrassed and say\she's changed her mind about going to the live concert with me.\I wonder if I should ask her after the live concert.\This is a golden opportunity for them to get back together.\If I don't watch it I could ruin things.\We have first row seats.\And the concert hall is small. Ren will surely notice Nana there.\The girl he had a tearful break up with will suddenly be standing before him. response:	Ren won't be able to resist getting closer to her!
context: she's changed her mind about going to the live concert with me.\I wonder if I should ask her after the live concert.\This is a golden opportunity for them to get back together.\If I don't watch it I could ruin things.\We have first row seats.\And the concert hall is small. Ren will surely notice Nana there.\The girl he had a tearful break up with will suddenly be standing before him.\Ren won't be able to resist getting closer to her! response:	They will silently look in each other's eyes.
context: I wonder if I should ask her after the live concert.\This is a golden opportunity for them to get back together.\If I don't watch it I could ruin things.\We have first row seats.\And the concert hall is small. Ren will surely notice Nana there.\The girl he had a tearful break up with will suddenly be standing before him.\Ren won't be able to resist getting closer to her!\They will silently look in each other's eyes. response:	Nana's eyes will be filled with tears.
context: This is a golden opportunity for them to get back together.\If I don't watch it I could ruin things.\We have first row seats.\And the concert hall is small. Ren will surely notice Nana there.\The girl he had a tearful break up with will suddenly be standing before him.\Ren won't be able to resist getting closer to her!\They will silently look in each other's eyes.\Nana's eyes will be filled with tears. response:	Without a second thought,
context: If I don't watch it I could ruin things.\We have first row seats.\And the concert hall is small. Ren will surely notice Nana there.\The girl he had a tearful break up with will suddenly be standing before him.\Ren won't be able to resist getting closer to her!\They will silently look in each other's eyes.\Nana's eyes will be filled with tears.\Without a second thought, response:	Ren will jump down from the stage and embrace Nana.
context: We have first row seats.\And the concert hall is small. Ren will surely notice Nana there.\The girl he had a tearful break up with will suddenly be standing before him.\Ren won't be able to resist getting closer to her!\They will silently look in each other's eyes.\Nana's eyes will be filled with tears.\Without a second thought,\Ren will jump down from the stage and embrace Nana. response:	Beautiful!
context: And the concert hall is small. Ren will surely notice Nana there.\The girl he had a tearful break up with will suddenly be standing before him.\Ren won't be able to resist getting closer to her!\They will silently look in each other's eyes.\Nana's eyes will be filled with tears.\Without a second thought,\Ren will jump down from the stage and embrace Nana.\Beautiful! response:	I should keep quiet so Nana doesn't change her mind.
context: The girl he had a tearful break up with will suddenly be standing before him.\Ren won't be able to resist getting closer to her!\They will silently look in each other's eyes.\Nana's eyes will be filled with tears.\Without a second thought,\Ren will jump down from the stage and embrace Nana.\Beautiful!\I should keep quiet so Nana doesn't change her mind. response:	At least until the concert. I'll do it. I'll act as if don't know anything.
context: Ren won't be able to resist getting closer to her!\They will silently look in each other's eyes.\Nana's eyes will be filled with tears.\Without a second thought,\Ren will jump down from the stage and embrace Nana.\Beautiful!\I should keep quiet so Nana doesn't change her mind.\At least until the concert. I'll do it. I'll act as if don't know anything. response:	I am an adult after all.
context: They will silently look in each other's eyes.\Nana's eyes will be filled with tears.\Without a second thought,\Ren will jump down from the stage and embrace Nana.\Beautiful!\I should keep quiet so Nana doesn't change her mind.\At least until the concert. I'll do it. I'll act as if don't know anything.\I am an adult after all. response:	For the sake of an exciting reunion.
context: Nana's eyes will be filled with tears.\Without a second thought,\Ren will jump down from the stage and embrace Nana.\Beautiful!\I should keep quiet so Nana doesn't change her mind.\At least until the concert. I'll do it. I'll act as if don't know anything.\I am an adult after all.\For the sake of an exciting reunion. response:	Sure. I'll go along with your story.
context: Without a second thought,\Ren will jump down from the stage and embrace Nana.\Beautiful!\I should keep quiet so Nana doesn't change her mind.\At least until the concert. I'll do it. I'll act as if don't know anything.\I am an adult after all.\For the sake of an exciting reunion.\Sure. I'll go along with your story. response:	I acted like I didn't know until now anyway.
context: Ren will jump down from the stage and embrace Nana.\Beautiful!\I should keep quiet so Nana doesn't change her mind.\At least until the concert. I'll do it. I'll act as if don't know anything.\I am an adult after all.\For the sake of an exciting reunion.\Sure. I'll go along with your story.\I acted like I didn't know until now anyway. response:	Thank you, Shin!
context: Beautiful!\I should keep quiet so Nana doesn't change her mind.\At least until the concert. I'll do it. I'll act as if don't know anything.\I am an adult after all.\For the sake of an exciting reunion.\Sure. I'll go along with your story.\I acted like I didn't know until now anyway.\Thank you, Shin! response:	But I envy you. First row seats, right? I'd like to come too.
context: I should keep quiet so Nana doesn't change her mind.\At least until the concert. I'll do it. I'll act as if don't know anything.\I am an adult after all.\For the sake of an exciting reunion.\Sure. I'll go along with your story.\I acted like I didn't know until now anyway.\Thank you, Shin!\But I envy you. First row seats, right? I'd like to come too. response:	Yeah, I'm sure you would. I'm sorry.
context: At least until the concert. I'll do it. I'll act as if don't know anything.\I am an adult after all.\For the sake of an exciting reunion.\Sure. I'll go along with your story.\I acted like I didn't know until now anyway.\Thank you, Shin!\But I envy you. First row seats, right? I'd like to come too.\Yeah, I'm sure you would. I'm sorry. response:	But I wonder if the reunion will be as exciting as you're thinking, Hachi.
context: I am an adult after all.\For the sake of an exciting reunion.\Sure. I'll go along with your story.\I acted like I didn't know until now anyway.\Thank you, Shin!\But I envy you. First row seats, right? I'd like to come too.\Yeah, I'm sure you would. I'm sorry.\But I wonder if the reunion will be as exciting as you're thinking, Hachi. response:	Well, I agree maybe imagining him jumping off the stage is a stretch.
context: For the sake of an exciting reunion.\Sure. I'll go along with your story.\I acted like I didn't know until now anyway.\Thank you, Shin!\But I envy you. First row seats, right? I'd like to come too.\Yeah, I'm sure you would. I'm sorry.\But I wonder if the reunion will be as exciting as you're thinking, Hachi.\Well, I agree maybe imagining him jumping off the stage is a stretch. response:	Still, I wonder if Ren still thinks about Nana.
context: Sure. I'll go along with your story.\I acted like I didn't know until now anyway.\Thank you, Shin!\But I envy you. First row seats, right? I'd like to come too.\Yeah, I'm sure you would. I'm sorry.\But I wonder if the reunion will be as exciting as you're thinking, Hachi.\Well, I agree maybe imagining him jumping off the stage is a stretch.\Still, I wonder if Ren still thinks about Nana. response:	They haven't been in touch for two years, right?
context: I acted like I didn't know until now anyway.\Thank you, Shin!\But I envy you. First row seats, right? I'd like to come too.\Yeah, I'm sure you would. I'm sorry.\But I wonder if the reunion will be as exciting as you're thinking, Hachi.\Well, I agree maybe imagining him jumping off the stage is a stretch.\Still, I wonder if Ren still thinks about Nana.\They haven't been in touch for two years, right? response:	Yeah. I wonder about that. To start with, that guy...
context: Thank you, Shin!\But I envy you. First row seats, right? I'd like to come too.\Yeah, I'm sure you would. I'm sorry.\But I wonder if the reunion will be as exciting as you're thinking, Hachi.\Well, I agree maybe imagining him jumping off the stage is a stretch.\Still, I wonder if Ren still thinks about Nana.\They haven't been in touch for two years, right?\Yeah. I wonder about that. To start with, that guy... response:	To start with that guy, what?!
context: But I envy you. First row seats, right? I'd like to come too.\Yeah, I'm sure you would. I'm sorry.\But I wonder if the reunion will be as exciting as you're thinking, Hachi.\Well, I agree maybe imagining him jumping off the stage is a stretch.\Still, I wonder if Ren still thinks about Nana.\They haven't been in touch for two years, right?\Yeah. I wonder about that. To start with, that guy...\To start with that guy, what?! response:	Rumor has it he's a real womanizer.
context: Yeah, I'm sure you would. I'm sorry.\But I wonder if the reunion will be as exciting as you're thinking, Hachi.\Well, I agree maybe imagining him jumping off the stage is a stretch.\Still, I wonder if Ren still thinks about Nana.\They haven't been in touch for two years, right?\Yeah. I wonder about that. To start with, that guy...\To start with that guy, what?!\Rumor has it he's a real womanizer. response:	Really?!
context: But I wonder if the reunion will be as exciting as you're thinking, Hachi.\Well, I agree maybe imagining him jumping off the stage is a stretch.\Still, I wonder if Ren still thinks about Nana.\They haven't been in touch for two years, right?\Yeah. I wonder about that. To start with, that guy...\To start with that guy, what?!\Rumor has it he's a real womanizer.\Really?! response:	Well, but, that's something from his past.
context: Well, I agree maybe imagining him jumping off the stage is a stretch.\Still, I wonder if Ren still thinks about Nana.\They haven't been in touch for two years, right?\Yeah. I wonder about that. To start with, that guy...\To start with that guy, what?!\Rumor has it he's a real womanizer.\Really?!\Well, but, that's something from his past. response:	As far as Nana was concerned, he was very faithful to her.
context: Still, I wonder if Ren still thinks about Nana.\They haven't been in touch for two years, right?\Yeah. I wonder about that. To start with, that guy...\To start with that guy, what?!\Rumor has it he's a real womanizer.\Really?!\Well, but, that's something from his past.\As far as Nana was concerned, he was very faithful to her. response:	Oh, and that necklace Ren's always wearing? Nana gave that to him.
context: They haven't been in touch for two years, right?\Yeah. I wonder about that. To start with, that guy...\To start with that guy, what?!\Rumor has it he's a real womanizer.\Really?!\Well, but, that's something from his past.\As far as Nana was concerned, he was very faithful to her.\Oh, and that necklace Ren's always wearing? Nana gave that to him. response:	No way, really?
context: Yeah. I wonder about that. To start with, that guy...\To start with that guy, what?!\Rumor has it he's a real womanizer.\Really?!\Well, but, that's something from his past.\As far as Nana was concerned, he was very faithful to her.\Oh, and that necklace Ren's always wearing? Nana gave that to him.\No way, really? response:	That's a totally good sign he still feels for her!
context: To start with that guy, what?!\Rumor has it he's a real womanizer.\Really?!\Well, but, that's something from his past.\As far as Nana was concerned, he was very faithful to her.\Oh, and that necklace Ren's always wearing? Nana gave that to him.\No way, really?\That's a totally good sign he still feels for her! response:	But maybe he just likes it, and there's no real reason behind him wearing it.
context: Rumor has it he's a real womanizer.\Really?!\Well, but, that's something from his past.\As far as Nana was concerned, he was very faithful to her.\Oh, and that necklace Ren's always wearing? Nana gave that to him.\No way, really?\That's a totally good sign he still feels for her!\But maybe he just likes it, and there's no real reason behind him wearing it. response:	That can't be.
context: Really?!\Well, but, that's something from his past.\As far as Nana was concerned, he was very faithful to her.\Oh, and that necklace Ren's always wearing? Nana gave that to him.\No way, really?\That's a totally good sign he still feels for her!\But maybe he just likes it, and there's no real reason behind him wearing it.\That can't be. response:	It definitely means something to him. Hey, Yasu, don't you agree?
context: Well, but, that's something from his past.\As far as Nana was concerned, he was very faithful to her.\Oh, and that necklace Ren's always wearing? Nana gave that to him.\No way, really?\That's a totally good sign he still feels for her!\But maybe he just likes it, and there's no real reason behind him wearing it.\That can't be.\It definitely means something to him. Hey, Yasu, don't you agree? response:	Yeah, I do.
context: As far as Nana was concerned, he was very faithful to her.\Oh, and that necklace Ren's always wearing? Nana gave that to him.\No way, really?\That's a totally good sign he still feels for her!\But maybe he just likes it, and there's no real reason behind him wearing it.\That can't be.\It definitely means something to him. Hey, Yasu, don't you agree?\Yeah, I do. response:	I knew it!
context: Oh, and that necklace Ren's always wearing? Nana gave that to him.\No way, really?\That's a totally good sign he still feels for her!\But maybe he just likes it, and there's no real reason behind him wearing it.\That can't be.\It definitely means something to him. Hey, Yasu, don't you agree?\Yeah, I do.\I knew it! response:	What's the matter?
context: No way, really?\That's a totally good sign he still feels for her!\But maybe he just likes it, and there's no real reason behind him wearing it.\That can't be.\It definitely means something to him. Hey, Yasu, don't you agree?\Yeah, I do.\I knew it!\What's the matter? response:	Come on, everyone, practice time. Let's give it our best today too.
context: That's a totally good sign he still feels for her!\But maybe he just likes it, and there's no real reason behind him wearing it.\That can't be.\It definitely means something to him. Hey, Yasu, don't you agree?\Yeah, I do.\I knew it!\What's the matter?\Come on, everyone, practice time. Let's give it our best today too. response:	That dampens the mood.
context: But maybe he just likes it, and there's no real reason behind him wearing it.\That can't be.\It definitely means something to him. Hey, Yasu, don't you agree?\Yeah, I do.\I knew it!\What's the matter?\Come on, everyone, practice time. Let's give it our best today too.\That dampens the mood. response:	That was two weeks before the live concert.
context: That can't be.\It definitely means something to him. Hey, Yasu, don't you agree?\Yeah, I do.\I knew it!\What's the matter?\Come on, everyone, practice time. Let's give it our best today too.\That dampens the mood.\That was two weeks before the live concert. response:	As my heart pounded
context: It definitely means something to him. Hey, Yasu, don't you agree?\Yeah, I do.\I knew it!\What's the matter?\Come on, everyone, practice time. Let's give it our best today too.\That dampens the mood.\That was two weeks before the live concert.\As my heart pounded response:	worrying about the possibility of Nana changing her mind,
context: Yeah, I do.\I knew it!\What's the matter?\Come on, everyone, practice time. Let's give it our best today too.\That dampens the mood.\That was two weeks before the live concert.\As my heart pounded\worrying about the possibility of Nana changing her mind, response:	my imagination just kept escalating.
context: I knew it!\What's the matter?\Come on, everyone, practice time. Let's give it our best today too.\That dampens the mood.\That was two weeks before the live concert.\As my heart pounded\worrying about the possibility of Nana changing her mind,\my imagination just kept escalating. response:	Should Nana and Ren get back together,
context: What's the matter?\Come on, everyone, practice time. Let's give it our best today too.\That dampens the mood.\That was two weeks before the live concert.\As my heart pounded\worrying about the possibility of Nana changing her mind,\my imagination just kept escalating.\Should Nana and Ren get back together, response:	would that mean members of Trapnest
context: Come on, everyone, practice time. Let's give it our best today too.\That dampens the mood.\That was two weeks before the live concert.\As my heart pounded\worrying about the possibility of Nana changing her mind,\my imagination just kept escalating.\Should Nana and Ren get back together,\would that mean members of Trapnest response:	could come visit us at our place?
context: That dampens the mood.\That was two weeks before the live concert.\As my heart pounded\worrying about the possibility of Nana changing her mind,\my imagination just kept escalating.\Should Nana and Ren get back together,\would that mean members of Trapnest\could come visit us at our place? response:	Then maybe I could become all lovey-dovey with Takumi.
context: That was two weeks before the live concert.\As my heart pounded\worrying about the possibility of Nana changing her mind,\my imagination just kept escalating.\Should Nana and Ren get back together,\would that mean members of Trapnest\could come visit us at our place?\Then maybe I could become all lovey-dovey with Takumi. response:	What am I gonna do?
context: As my heart pounded\worrying about the possibility of Nana changing her mind,\my imagination just kept escalating.\Should Nana and Ren get back together,\would that mean members of Trapnest\could come visit us at our place?\Then maybe I could become all lovey-dovey with Takumi.\What am I gonna do? response:	What's the matter, Miss Komatsu?
context: worrying about the possibility of Nana changing her mind,\my imagination just kept escalating.\Should Nana and Ren get back together,\would that mean members of Trapnest\could come visit us at our place?\Then maybe I could become all lovey-dovey with Takumi.\What am I gonna do?\What's the matter, Miss Komatsu? response:	Yes.
context: my imagination just kept escalating.\Should Nana and Ren get back together,\would that mean members of Trapnest\could come visit us at our place?\Then maybe I could become all lovey-dovey with Takumi.\What am I gonna do?\What's the matter, Miss Komatsu?\Yes. response:	It's me.
context: Should Nana and Ren get back together,\would that mean members of Trapnest\could come visit us at our place?\Then maybe I could become all lovey-dovey with Takumi.\What am I gonna do?\What's the matter, Miss Komatsu?\Yes.\It's me. response:	You again?
context: would that mean members of Trapnest\could come visit us at our place?\Then maybe I could become all lovey-dovey with Takumi.\What am I gonna do?\What's the matter, Miss Komatsu?\Yes.\It's me.\You again? response:	What do you want this late at night?
context: could come visit us at our place?\Then maybe I could become all lovey-dovey with Takumi.\What am I gonna do?\What's the matter, Miss Komatsu?\Yes.\It's me.\You again?\What do you want this late at night? response:	The morning of the live concert, Nana,
context: Then maybe I could become all lovey-dovey with Takumi.\What am I gonna do?\What's the matter, Miss Komatsu?\Yes.\It's me.\You again?\What do you want this late at night?\The morning of the live concert, Nana, response:	you were sitting by that window the same as always.
context: What am I gonna do?\What's the matter, Miss Komatsu?\Yes.\It's me.\You again?\What do you want this late at night?\The morning of the live concert, Nana,\you were sitting by that window the same as always. response:	But there was a different scent in the room.
context: What's the matter, Miss Komatsu?\Yes.\It's me.\You again?\What do you want this late at night?\The morning of the live concert, Nana,\you were sitting by that window the same as always.\But there was a different scent in the room. response:	The scent of Black Stone,
context: Yes.\It's me.\You again?\What do you want this late at night?\The morning of the live concert, Nana,\you were sitting by that window the same as always.\But there was a different scent in the room.\The scent of Black Stone, response:	those cigarettes I confiscated from Shin
context: It's me.\You again?\What do you want this late at night?\The morning of the live concert, Nana,\you were sitting by that window the same as always.\But there was a different scent in the room.\The scent of Black Stone,\those cigarettes I confiscated from Shin response:	that you said you don't care for.
context: You again?\What do you want this late at night?\The morning of the live concert, Nana,\you were sitting by that window the same as always.\But there was a different scent in the room.\The scent of Black Stone,\those cigarettes I confiscated from Shin\that you said you don't care for. response:	I reached into the sky
context: What do you want this late at night?\The morning of the live concert, Nana,\you were sitting by that window the same as always.\But there was a different scent in the room.\The scent of Black Stone,\those cigarettes I confiscated from Shin\that you said you don't care for.\I reached into the sky response:	But I couldn't reach what I wanted
context: The morning of the live concert, Nana,\you were sitting by that window the same as always.\But there was a different scent in the room.\The scent of Black Stone,\those cigarettes I confiscated from Shin\that you said you don't care for.\I reached into the sky\But I couldn't reach what I wanted response:	They grew smaller and disappeared into the sky
context: you were sitting by that window the same as always.\But there was a different scent in the room.\The scent of Black Stone,\those cigarettes I confiscated from Shin\that you said you don't care for.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky response:	Like colorful balloons
context: But there was a different scent in the room.\The scent of Black Stone,\those cigarettes I confiscated from Shin\that you said you don't care for.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons response:	I'm alone
context: The scent of Black Stone,\those cigarettes I confiscated from Shin\that you said you don't care for.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone response:	My hand had no place to go
context: those cigarettes I confiscated from Shin\that you said you don't care for.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go response:	And gently you took it
