context: I got it. response:	Have you been possessed?
context: Since A-Yin purposely hid her identity\why would these Kunlun Mountain people know?\Fiery Qilin.\My Lord.\- Return to Grand Ziming Palace. - Yes.\My Lord.\I have been investigating the Ghost Realm situation recently.\I encountered many from the Ghost Realm response:	traveling to various regions in disguise in search of High Immortal Si Yin.
context: why would these Kunlun Mountain people know?\Fiery Qilin.\My Lord.\- Return to Grand Ziming Palace. - Yes.\My Lord.\I have been investigating the Ghost Realm situation recently.\I encountered many from the Ghost Realm\traveling to various regions in disguise in search of High Immortal Si Yin. response:	They all carried this drawing.
context: Fiery Qilin.\My Lord.\- Return to Grand Ziming Palace. - Yes.\My Lord.\I have been investigating the Ghost Realm situation recently.\I encountered many from the Ghost Realm\traveling to various regions in disguise in search of High Immortal Si Yin.\They all carried this drawing. response:	I heard this very drawing was drawn by the Ghost Lord himself.
context: My Lord.\- Return to Grand Ziming Palace. - Yes.\My Lord.\I have been investigating the Ghost Realm situation recently.\I encountered many from the Ghost Realm\traveling to various regions in disguise in search of High Immortal Si Yin.\They all carried this drawing.\I heard this very drawing was drawn by the Ghost Lord himself. response:	The rest are all copies.
context: - Return to Grand Ziming Palace. - Yes.\My Lord.\I have been investigating the Ghost Realm situation recently.\I encountered many from the Ghost Realm\traveling to various regions in disguise in search of High Immortal Si Yin.\They all carried this drawing.\I heard this very drawing was drawn by the Ghost Lord himself.\The rest are all copies. response:	There was word from Sixteenth Disciple just now
context: My Lord.\I have been investigating the Ghost Realm situation recently.\I encountered many from the Ghost Realm\traveling to various regions in disguise in search of High Immortal Si Yin.\They all carried this drawing.\I heard this very drawing was drawn by the Ghost Lord himself.\The rest are all copies.\There was word from Sixteenth Disciple just now response:	that Ghost Lord visited Kunlun Mountain today
context: I have been investigating the Ghost Realm situation recently.\I encountered many from the Ghost Realm\traveling to various regions in disguise in search of High Immortal Si Yin.\They all carried this drawing.\I heard this very drawing was drawn by the Ghost Lord himself.\The rest are all copies.\There was word from Sixteenth Disciple just now\that Ghost Lord visited Kunlun Mountain today response:	and said he had seen Si Yin
context: I encountered many from the Ghost Realm\traveling to various regions in disguise in search of High Immortal Si Yin.\They all carried this drawing.\I heard this very drawing was drawn by the Ghost Lord himself.\The rest are all copies.\There was word from Sixteenth Disciple just now\that Ghost Lord visited Kunlun Mountain today\and said he had seen Si Yin response:	so he went to check if Si Yin had returned to Kunlun Mountain.
context: traveling to various regions in disguise in search of High Immortal Si Yin.\They all carried this drawing.\I heard this very drawing was drawn by the Ghost Lord himself.\The rest are all copies.\There was word from Sixteenth Disciple just now\that Ghost Lord visited Kunlun Mountain today\and said he had seen Si Yin\so he went to check if Si Yin had returned to Kunlun Mountain. response:	I have been searching for Si Yin for 70,000 years without any clues.
context: They all carried this drawing.\I heard this very drawing was drawn by the Ghost Lord himself.\The rest are all copies.\There was word from Sixteenth Disciple just now\that Ghost Lord visited Kunlun Mountain today\and said he had seen Si Yin\so he went to check if Si Yin had returned to Kunlun Mountain.\I have been searching for Si Yin for 70,000 years without any clues. response:	How could he have seen him? It is clearly another lie!
context: I heard this very drawing was drawn by the Ghost Lord himself.\The rest are all copies.\There was word from Sixteenth Disciple just now\that Ghost Lord visited Kunlun Mountain today\and said he had seen Si Yin\so he went to check if Si Yin had returned to Kunlun Mountain.\I have been searching for Si Yin for 70,000 years without any clues.\How could he have seen him? It is clearly another lie! response:	Die Feng.
context: The rest are all copies.\There was word from Sixteenth Disciple just now\that Ghost Lord visited Kunlun Mountain today\and said he had seen Si Yin\so he went to check if Si Yin had returned to Kunlun Mountain.\I have been searching for Si Yin for 70,000 years without any clues.\How could he have seen him? It is clearly another lie!\Die Feng. response:	Is the one in this drawing really Si Yin?
context: There was word from Sixteenth Disciple just now\that Ghost Lord visited Kunlun Mountain today\and said he had seen Si Yin\so he went to check if Si Yin had returned to Kunlun Mountain.\I have been searching for Si Yin for 70,000 years without any clues.\How could he have seen him? It is clearly another lie!\Die Feng.\Is the one in this drawing really Si Yin? response:	Yes, this is Seventeenth Disciple.
context: that Ghost Lord visited Kunlun Mountain today\and said he had seen Si Yin\so he went to check if Si Yin had returned to Kunlun Mountain.\I have been searching for Si Yin for 70,000 years without any clues.\How could he have seen him? It is clearly another lie!\Die Feng.\Is the one in this drawing really Si Yin?\Yes, this is Seventeenth Disciple. response:	You just said Ghost Lord Li Jing had seen Si Yin?
context: and said he had seen Si Yin\so he went to check if Si Yin had returned to Kunlun Mountain.\I have been searching for Si Yin for 70,000 years without any clues.\How could he have seen him? It is clearly another lie!\Die Feng.\Is the one in this drawing really Si Yin?\Yes, this is Seventeenth Disciple.\You just said Ghost Lord Li Jing had seen Si Yin? response:	Yes, that's what Li Jing said to Sixteenth, Zi Lan.
context: so he went to check if Si Yin had returned to Kunlun Mountain.\I have been searching for Si Yin for 70,000 years without any clues.\How could he have seen him? It is clearly another lie!\Die Feng.\Is the one in this drawing really Si Yin?\Yes, this is Seventeenth Disciple.\You just said Ghost Lord Li Jing had seen Si Yin?\Yes, that's what Li Jing said to Sixteenth, Zi Lan. response:	Did he say where?
context: I have been searching for Si Yin for 70,000 years without any clues.\How could he have seen him? It is clearly another lie!\Die Feng.\Is the one in this drawing really Si Yin?\Yes, this is Seventeenth Disciple.\You just said Ghost Lord Li Jing had seen Si Yin?\Yes, that's what Li Jing said to Sixteenth, Zi Lan.\Did he say where? response:	On the north bank of the Eastern Sea.
context: How could he have seen him? It is clearly another lie!\Die Feng.\Is the one in this drawing really Si Yin?\Yes, this is Seventeenth Disciple.\You just said Ghost Lord Li Jing had seen Si Yin?\Yes, that's what Li Jing said to Sixteenth, Zi Lan.\Did he say where?\On the north bank of the Eastern Sea. response:	The north bank of the Eastern Sea?
context: Die Feng.\Is the one in this drawing really Si Yin?\Yes, this is Seventeenth Disciple.\You just said Ghost Lord Li Jing had seen Si Yin?\Yes, that's what Li Jing said to Sixteenth, Zi Lan.\Did he say where?\On the north bank of the Eastern Sea.\The north bank of the Eastern Sea? response:	So it is indeed the Eastern Sea.
context: Is the one in this drawing really Si Yin?\Yes, this is Seventeenth Disciple.\You just said Ghost Lord Li Jing had seen Si Yin?\Yes, that's what Li Jing said to Sixteenth, Zi Lan.\Did he say where?\On the north bank of the Eastern Sea.\The north bank of the Eastern Sea?\So it is indeed the Eastern Sea. response:	Kunlun Mountain's seventeenth disciple, Si Yin
context: Yes, this is Seventeenth Disciple.\You just said Ghost Lord Li Jing had seen Si Yin?\Yes, that's what Li Jing said to Sixteenth, Zi Lan.\Did he say where?\On the north bank of the Eastern Sea.\The north bank of the Eastern Sea?\So it is indeed the Eastern Sea.\Kunlun Mountain's seventeenth disciple, Si Yin response:	and Mo Yuan's body, have been missing for 70,000 years.
context: You just said Ghost Lord Li Jing had seen Si Yin?\Yes, that's what Li Jing said to Sixteenth, Zi Lan.\Did he say where?\On the north bank of the Eastern Sea.\The north bank of the Eastern Sea?\So it is indeed the Eastern Sea.\Kunlun Mountain's seventeenth disciple, Si Yin\and Mo Yuan's body, have been missing for 70,000 years. response:	This is the Celestial Tribe's biggest unresolved case.
context: Yes, that's what Li Jing said to Sixteenth, Zi Lan.\Did he say where?\On the north bank of the Eastern Sea.\The north bank of the Eastern Sea?\So it is indeed the Eastern Sea.\Kunlun Mountain's seventeenth disciple, Si Yin\and Mo Yuan's body, have been missing for 70,000 years.\This is the Celestial Tribe's biggest unresolved case. response:	I never imagined... Qian Qian, you are Si Yin.
context: Did he say where?\On the north bank of the Eastern Sea.\The north bank of the Eastern Sea?\So it is indeed the Eastern Sea.\Kunlun Mountain's seventeenth disciple, Si Yin\and Mo Yuan's body, have been missing for 70,000 years.\This is the Celestial Tribe's biggest unresolved case.\I never imagined... Qian Qian, you are Si Yin. response:	Does Your Highness have a clue?
context: On the north bank of the Eastern Sea.\The north bank of the Eastern Sea?\So it is indeed the Eastern Sea.\Kunlun Mountain's seventeenth disciple, Si Yin\and Mo Yuan's body, have been missing for 70,000 years.\This is the Celestial Tribe's biggest unresolved case.\I never imagined... Qian Qian, you are Si Yin.\Does Your Highness have a clue? response:	No.
context: The north bank of the Eastern Sea?\So it is indeed the Eastern Sea.\Kunlun Mountain's seventeenth disciple, Si Yin\and Mo Yuan's body, have been missing for 70,000 years.\This is the Celestial Tribe's biggest unresolved case.\I never imagined... Qian Qian, you are Si Yin.\Does Your Highness have a clue?\No. response:	But I have heard of the matters regarding Si Yin.
context: So it is indeed the Eastern Sea.\Kunlun Mountain's seventeenth disciple, Si Yin\and Mo Yuan's body, have been missing for 70,000 years.\This is the Celestial Tribe's biggest unresolved case.\I never imagined... Qian Qian, you are Si Yin.\Does Your Highness have a clue?\No.\But I have heard of the matters regarding Si Yin. response:	Seeing this drawing has reminded me of the great war 70,000 years ago.
context: Kunlun Mountain's seventeenth disciple, Si Yin\and Mo Yuan's body, have been missing for 70,000 years.\This is the Celestial Tribe's biggest unresolved case.\I never imagined... Qian Qian, you are Si Yin.\Does Your Highness have a clue?\No.\But I have heard of the matters regarding Si Yin.\Seeing this drawing has reminded me of the great war 70,000 years ago. response:	You may all step out now.
context: and Mo Yuan's body, have been missing for 70,000 years.\This is the Celestial Tribe's biggest unresolved case.\I never imagined... Qian Qian, you are Si Yin.\Does Your Highness have a clue?\No.\But I have heard of the matters regarding Si Yin.\Seeing this drawing has reminded me of the great war 70,000 years ago.\You may all step out now. response:	- Yes. - Yes.
context: This is the Celestial Tribe's biggest unresolved case.\I never imagined... Qian Qian, you are Si Yin.\Does Your Highness have a clue?\No.\But I have heard of the matters regarding Si Yin.\Seeing this drawing has reminded me of the great war 70,000 years ago.\You may all step out now.\- Yes. - Yes. response:	Why did you take Mo Yuan's body?
context: I never imagined... Qian Qian, you are Si Yin.\Does Your Highness have a clue?\No.\But I have heard of the matters regarding Si Yin.\Seeing this drawing has reminded me of the great war 70,000 years ago.\You may all step out now.\- Yes. - Yes.\Why did you take Mo Yuan's body? response:	Why did you disappear? You even avoided your fellow disciples.
context: Does Your Highness have a clue?\No.\But I have heard of the matters regarding Si Yin.\Seeing this drawing has reminded me of the great war 70,000 years ago.\You may all step out now.\- Yes. - Yes.\Why did you take Mo Yuan's body?\Why did you disappear? You even avoided your fellow disciples. response:	Qian Qian, if I were to ask you, would you tell me the truth?
context: No.\But I have heard of the matters regarding Si Yin.\Seeing this drawing has reminded me of the great war 70,000 years ago.\You may all step out now.\- Yes. - Yes.\Why did you take Mo Yuan's body?\Why did you disappear? You even avoided your fellow disciples.\Qian Qian, if I were to ask you, would you tell me the truth? response:	Good boy. Ying'er, you are such a good boy.
context: But I have heard of the matters regarding Si Yin.\Seeing this drawing has reminded me of the great war 70,000 years ago.\You may all step out now.\- Yes. - Yes.\Why did you take Mo Yuan's body?\Why did you disappear? You even avoided your fellow disciples.\Qian Qian, if I were to ask you, would you tell me the truth?\Good boy. Ying'er, you are such a good boy. response:	- Your Majesty. - Your Majesty.
context: Seeing this drawing has reminded me of the great war 70,000 years ago.\You may all step out now.\- Yes. - Yes.\Why did you take Mo Yuan's body?\Why did you disappear? You even avoided your fellow disciples.\Qian Qian, if I were to ask you, would you tell me the truth?\Good boy. Ying'er, you are such a good boy.\- Your Majesty. - Your Majesty. response:	- Leave. - Yes.
context: You may all step out now.\- Yes. - Yes.\Why did you take Mo Yuan's body?\Why did you disappear? You even avoided your fellow disciples.\Qian Qian, if I were to ask you, would you tell me the truth?\Good boy. Ying'er, you are such a good boy.\- Your Majesty. - Your Majesty.\- Leave. - Yes. response:	My Lord, look. He's very obedient. He doesn't cry or scream.
context: - Yes. - Yes.\Why did you take Mo Yuan's body?\Why did you disappear? You even avoided your fellow disciples.\Qian Qian, if I were to ask you, would you tell me the truth?\Good boy. Ying'er, you are such a good boy.\- Your Majesty. - Your Majesty.\- Leave. - Yes.\My Lord, look. He's very obedient. He doesn't cry or scream. response:	Stop this nonsense.
context: Why did you take Mo Yuan's body?\Why did you disappear? You even avoided your fellow disciples.\Qian Qian, if I were to ask you, would you tell me the truth?\Good boy. Ying'er, you are such a good boy.\- Your Majesty. - Your Majesty.\- Leave. - Yes.\My Lord, look. He's very obedient. He doesn't cry or scream.\Stop this nonsense. response:	It's been 300 years. How come you still haven't come to your senses?
context: Why did you disappear? You even avoided your fellow disciples.\Qian Qian, if I were to ask you, would you tell me the truth?\Good boy. Ying'er, you are such a good boy.\- Your Majesty. - Your Majesty.\- Leave. - Yes.\My Lord, look. He's very obedient. He doesn't cry or scream.\Stop this nonsense.\It's been 300 years. How come you still haven't come to your senses? response:	It's because you stole the tactical formations
context: Qian Qian, if I were to ask you, would you tell me the truth?\Good boy. Ying'er, you are such a good boy.\- Your Majesty. - Your Majesty.\- Leave. - Yes.\My Lord, look. He's very obedient. He doesn't cry or scream.\Stop this nonsense.\It's been 300 years. How come you still haven't come to your senses?\It's because you stole the tactical formations response:	that we have a sick child.
context: Good boy. Ying'er, you are such a good boy.\- Your Majesty. - Your Majesty.\- Leave. - Yes.\My Lord, look. He's very obedient. He doesn't cry or scream.\Stop this nonsense.\It's been 300 years. How come you still haven't come to your senses?\It's because you stole the tactical formations\that we have a sick child. response:	My Lord, I have found a way to make him wake up.
context: - Your Majesty. - Your Majesty.\- Leave. - Yes.\My Lord, look. He's very obedient. He doesn't cry or scream.\Stop this nonsense.\It's been 300 years. How come you still haven't come to your senses?\It's because you stole the tactical formations\that we have a sick child.\My Lord, I have found a way to make him wake up. response:	My Lord.
context: - Leave. - Yes.\My Lord, look. He's very obedient. He doesn't cry or scream.\Stop this nonsense.\It's been 300 years. How come you still haven't come to your senses?\It's because you stole the tactical formations\that we have a sick child.\My Lord, I have found a way to make him wake up.\My Lord. response:	As long as Ying'er wakes up
context: My Lord, look. He's very obedient. He doesn't cry or scream.\Stop this nonsense.\It's been 300 years. How come you still haven't come to your senses?\It's because you stole the tactical formations\that we have a sick child.\My Lord, I have found a way to make him wake up.\My Lord.\As long as Ying'er wakes up response:	that will be proof that I can give birth to a healthy child.
context: Stop this nonsense.\It's been 300 years. How come you still haven't come to your senses?\It's because you stole the tactical formations\that we have a sick child.\My Lord, I have found a way to make him wake up.\My Lord.\As long as Ying'er wakes up\that will be proof that I can give birth to a healthy child. response:	Then I can bear more princes for you.
context: It's been 300 years. How come you still haven't come to your senses?\It's because you stole the tactical formations\that we have a sick child.\My Lord, I have found a way to make him wake up.\My Lord.\As long as Ying'er wakes up\that will be proof that I can give birth to a healthy child.\Then I can bear more princes for you. response:	And princesses!
context: It's because you stole the tactical formations\that we have a sick child.\My Lord, I have found a way to make him wake up.\My Lord.\As long as Ying'er wakes up\that will be proof that I can give birth to a healthy child.\Then I can bear more princes for you.\And princesses! response:	Don't you miss Yan Zhi the most?
context: that we have a sick child.\My Lord, I have found a way to make him wake up.\My Lord.\As long as Ying'er wakes up\that will be proof that I can give birth to a healthy child.\Then I can bear more princes for you.\And princesses!\Don't you miss Yan Zhi the most? response:	I will give birth to a few princesses for you. Won't that be nice?
context: My Lord, I have found a way to make him wake up.\My Lord.\As long as Ying'er wakes up\that will be proof that I can give birth to a healthy child.\Then I can bear more princes for you.\And princesses!\Don't you miss Yan Zhi the most?\I will give birth to a few princesses for you. Won't that be nice? response:	Since things have turned out this way, why don't you just let it go?
context: My Lord.\As long as Ying'er wakes up\that will be proof that I can give birth to a healthy child.\Then I can bear more princes for you.\And princesses!\Don't you miss Yan Zhi the most?\I will give birth to a few princesses for you. Won't that be nice?\Since things have turned out this way, why don't you just let it go? response:	Let me ask you.
context: As long as Ying'er wakes up\that will be proof that I can give birth to a healthy child.\Then I can bear more princes for you.\And princesses!\Don't you miss Yan Zhi the most?\I will give birth to a few princesses for you. Won't that be nice?\Since things have turned out this way, why don't you just let it go?\Let me ask you. response:	Who exactly is Si Yin?
context: that will be proof that I can give birth to a healthy child.\Then I can bear more princes for you.\And princesses!\Don't you miss Yan Zhi the most?\I will give birth to a few princesses for you. Won't that be nice?\Since things have turned out this way, why don't you just let it go?\Let me ask you.\Who exactly is Si Yin? response:	It's been 70,000 years.
context: Then I can bear more princes for you.\And princesses!\Don't you miss Yan Zhi the most?\I will give birth to a few princesses for you. Won't that be nice?\Since things have turned out this way, why don't you just let it go?\Let me ask you.\Who exactly is Si Yin?\It's been 70,000 years. response:	Are you still thinking of that man?
context: And princesses!\Don't you miss Yan Zhi the most?\I will give birth to a few princesses for you. Won't that be nice?\Since things have turned out this way, why don't you just let it go?\Let me ask you.\Who exactly is Si Yin?\It's been 70,000 years.\Are you still thinking of that man? response:	Could it be that you don't know?
context: Don't you miss Yan Zhi the most?\I will give birth to a few princesses for you. Won't that be nice?\Since things have turned out this way, why don't you just let it go?\Let me ask you.\Who exactly is Si Yin?\It's been 70,000 years.\Are you still thinking of that man?\Could it be that you don't know? response:	She is the same as you, a woman of the Fox Clan.
context: I will give birth to a few princesses for you. Won't that be nice?\Since things have turned out this way, why don't you just let it go?\Let me ask you.\Who exactly is Si Yin?\It's been 70,000 years.\Are you still thinking of that man?\Could it be that you don't know?\She is the same as you, a woman of the Fox Clan. response:	A woman of the Fox Clan?
context: Since things have turned out this way, why don't you just let it go?\Let me ask you.\Who exactly is Si Yin?\It's been 70,000 years.\Are you still thinking of that man?\Could it be that you don't know?\She is the same as you, a woman of the Fox Clan.\A woman of the Fox Clan? response:	Impossible.
context: Let me ask you.\Who exactly is Si Yin?\It's been 70,000 years.\Are you still thinking of that man?\Could it be that you don't know?\She is the same as you, a woman of the Fox Clan.\A woman of the Fox Clan?\Impossible. response:	I saw him get dressed with my own eyes when I was at Kunlun Mountain.
context: Who exactly is Si Yin?\It's been 70,000 years.\Are you still thinking of that man?\Could it be that you don't know?\She is the same as you, a woman of the Fox Clan.\A woman of the Fox Clan?\Impossible.\I saw him get dressed with my own eyes when I was at Kunlun Mountain. response:	He is a man of the Celestial Tribe!
context: It's been 70,000 years.\Are you still thinking of that man?\Could it be that you don't know?\She is the same as you, a woman of the Fox Clan.\A woman of the Fox Clan?\Impossible.\I saw him get dressed with my own eyes when I was at Kunlun Mountain.\He is a man of the Celestial Tribe! response:	Your Majesty was once with him.
context: Are you still thinking of that man?\Could it be that you don't know?\She is the same as you, a woman of the Fox Clan.\A woman of the Fox Clan?\Impossible.\I saw him get dressed with my own eyes when I was at Kunlun Mountain.\He is a man of the Celestial Tribe!\Your Majesty was once with him. response:	How could you not know he is a man of the Celestial Tribe?
context: Could it be that you don't know?\She is the same as you, a woman of the Fox Clan.\A woman of the Fox Clan?\Impossible.\I saw him get dressed with my own eyes when I was at Kunlun Mountain.\He is a man of the Celestial Tribe!\Your Majesty was once with him.\How could you not know he is a man of the Celestial Tribe? response:	I knew long ago that she is a woman.
context: She is the same as you, a woman of the Fox Clan.\A woman of the Fox Clan?\Impossible.\I saw him get dressed with my own eyes when I was at Kunlun Mountain.\He is a man of the Celestial Tribe!\Your Majesty was once with him.\How could you not know he is a man of the Celestial Tribe?\I knew long ago that she is a woman. response:	But she never told me she was from the Fox Clan, and not the Celestial Tribe.
context: A woman of the Fox Clan?\Impossible.\I saw him get dressed with my own eyes when I was at Kunlun Mountain.\He is a man of the Celestial Tribe!\Your Majesty was once with him.\How could you not know he is a man of the Celestial Tribe?\I knew long ago that she is a woman.\But she never told me she was from the Fox Clan, and not the Celestial Tribe. response:	The Fox Clan?
context: Impossible.\I saw him get dressed with my own eyes when I was at Kunlun Mountain.\He is a man of the Celestial Tribe!\Your Majesty was once with him.\How could you not know he is a man of the Celestial Tribe?\I knew long ago that she is a woman.\But she never told me she was from the Fox Clan, and not the Celestial Tribe.\The Fox Clan? response:	A woman of the Fox Clan?
context: I saw him get dressed with my own eyes when I was at Kunlun Mountain.\He is a man of the Celestial Tribe!\Your Majesty was once with him.\How could you not know he is a man of the Celestial Tribe?\I knew long ago that she is a woman.\But she never told me she was from the Fox Clan, and not the Celestial Tribe.\The Fox Clan?\A woman of the Fox Clan? response:	Did you think of something?
context: He is a man of the Celestial Tribe!\Your Majesty was once with him.\How could you not know he is a man of the Celestial Tribe?\I knew long ago that she is a woman.\But she never told me she was from the Fox Clan, and not the Celestial Tribe.\The Fox Clan?\A woman of the Fox Clan?\Did you think of something? response:	I don't believe Si Yin is a woman of the Fox Clan.
context: Your Majesty was once with him.\How could you not know he is a man of the Celestial Tribe?\I knew long ago that she is a woman.\But she never told me she was from the Fox Clan, and not the Celestial Tribe.\The Fox Clan?\A woman of the Fox Clan?\Did you think of something?\I don't believe Si Yin is a woman of the Fox Clan. response:	My Lord, stop lying to yourself.
context: How could you not know he is a man of the Celestial Tribe?\I knew long ago that she is a woman.\But she never told me she was from the Fox Clan, and not the Celestial Tribe.\The Fox Clan?\A woman of the Fox Clan?\Did you think of something?\I don't believe Si Yin is a woman of the Fox Clan.\My Lord, stop lying to yourself. response:	Do you really not know?
context: I knew long ago that she is a woman.\But she never told me she was from the Fox Clan, and not the Celestial Tribe.\The Fox Clan?\A woman of the Fox Clan?\Did you think of something?\I don't believe Si Yin is a woman of the Fox Clan.\My Lord, stop lying to yourself.\Do you really not know? response:	Ying'er, you're so good.
context: But she never told me she was from the Fox Clan, and not the Celestial Tribe.\The Fox Clan?\A woman of the Fox Clan?\Did you think of something?\I don't believe Si Yin is a woman of the Fox Clan.\My Lord, stop lying to yourself.\Do you really not know?\Ying'er, you're so good. response:	As long as you listen to me, I will definitely wake you up.
context: The Fox Clan?\A woman of the Fox Clan?\Did you think of something?\I don't believe Si Yin is a woman of the Fox Clan.\My Lord, stop lying to yourself.\Do you really not know?\Ying'er, you're so good.\As long as you listen to me, I will definitely wake you up. response:	Qian Qian.
context: A woman of the Fox Clan?\Did you think of something?\I don't believe Si Yin is a woman of the Fox Clan.\My Lord, stop lying to yourself.\Do you really not know?\Ying'er, you're so good.\As long as you listen to me, I will definitely wake you up.\Qian Qian. response:	So it was you.
context: Did you think of something?\I don't believe Si Yin is a woman of the Fox Clan.\My Lord, stop lying to yourself.\Do you really not know?\Ying'er, you're so good.\As long as you listen to me, I will definitely wake you up.\Qian Qian.\So it was you. response:	I can't believe it didn't cross my mind that Si Yin was actually you.
context: I don't believe Si Yin is a woman of the Fox Clan.\My Lord, stop lying to yourself.\Do you really not know?\Ying'er, you're so good.\As long as you listen to me, I will definitely wake you up.\Qian Qian.\So it was you.\I can't believe it didn't cross my mind that Si Yin was actually you. response:	Why do all the men I love constantly think of you?
context: My Lord, stop lying to yourself.\Do you really not know?\Ying'er, you're so good.\As long as you listen to me, I will definitely wake you up.\Qian Qian.\So it was you.\I can't believe it didn't cross my mind that Si Yin was actually you.\Why do all the men I love constantly think of you? response:	You already have Mo Yuan.
context: Do you really not know?\Ying'er, you're so good.\As long as you listen to me, I will definitely wake you up.\Qian Qian.\So it was you.\I can't believe it didn't cross my mind that Si Yin was actually you.\Why do all the men I love constantly think of you?\You already have Mo Yuan. response:	Why must you still steal Li Jing from me?
context: Ying'er, you're so good.\As long as you listen to me, I will definitely wake you up.\Qian Qian.\So it was you.\I can't believe it didn't cross my mind that Si Yin was actually you.\Why do all the men I love constantly think of you?\You already have Mo Yuan.\Why must you still steal Li Jing from me? response:	Mo Yuan?
context: As long as you listen to me, I will definitely wake you up.\Qian Qian.\So it was you.\I can't believe it didn't cross my mind that Si Yin was actually you.\Why do all the men I love constantly think of you?\You already have Mo Yuan.\Why must you still steal Li Jing from me?\Mo Yuan? response:	Why didn't it occur to me?
context: Qian Qian.\So it was you.\I can't believe it didn't cross my mind that Si Yin was actually you.\Why do all the men I love constantly think of you?\You already have Mo Yuan.\Why must you still steal Li Jing from me?\Mo Yuan?\Why didn't it occur to me? response:	Mo Yuan.
context: So it was you.\I can't believe it didn't cross my mind that Si Yin was actually you.\Why do all the men I love constantly think of you?\You already have Mo Yuan.\Why must you still steal Li Jing from me?\Mo Yuan?\Why didn't it occur to me?\Mo Yuan. response:	Take a look at this.
context: I can't believe it didn't cross my mind that Si Yin was actually you.\Why do all the men I love constantly think of you?\You already have Mo Yuan.\Why must you still steal Li Jing from me?\Mo Yuan?\Why didn't it occur to me?\Mo Yuan.\Take a look at this. response:	This is made from fresh morning dew collected from leaves at daybreak.
context: Why do all the men I love constantly think of you?\You already have Mo Yuan.\Why must you still steal Li Jing from me?\Mo Yuan?\Why didn't it occur to me?\Mo Yuan.\Take a look at this.\This is made from fresh morning dew collected from leaves at daybreak. response:	- Aunt. - It smells so fragrant.
context: You already have Mo Yuan.\Why must you still steal Li Jing from me?\Mo Yuan?\Why didn't it occur to me?\Mo Yuan.\Take a look at this.\This is made from fresh morning dew collected from leaves at daybreak.\- Aunt. - It smells so fragrant. response:	Take a look.
context: Why must you still steal Li Jing from me?\Mo Yuan?\Why didn't it occur to me?\Mo Yuan.\Take a look at this.\This is made from fresh morning dew collected from leaves at daybreak.\- Aunt. - It smells so fragrant.\Take a look. response:	- Aunt is back. - Aunt, you're back?
context: Mo Yuan?\Why didn't it occur to me?\Mo Yuan.\Take a look at this.\This is made from fresh morning dew collected from leaves at daybreak.\- Aunt. - It smells so fragrant.\Take a look.\- Aunt is back. - Aunt, you're back? response:	- Weren't you going to the Mortal Realm? - Yes. You're back so soon?
context: Why didn't it occur to me?\Mo Yuan.\Take a look at this.\This is made from fresh morning dew collected from leaves at daybreak.\- Aunt. - It smells so fragrant.\Take a look.\- Aunt is back. - Aunt, you're back?\- Weren't you going to the Mortal Realm? - Yes. You're back so soon? response:	I can't believe Bai Qian actually isn't here.
context: Mo Yuan.\Take a look at this.\This is made from fresh morning dew collected from leaves at daybreak.\- Aunt. - It smells so fragrant.\Take a look.\- Aunt is back. - Aunt, you're back?\- Weren't you going to the Mortal Realm? - Yes. You're back so soon?\I can't believe Bai Qian actually isn't here. response:	Even the Heavens are helping me.
context: Take a look at this.\This is made from fresh morning dew collected from leaves at daybreak.\- Aunt. - It smells so fragrant.\Take a look.\- Aunt is back. - Aunt, you're back?\- Weren't you going to the Mortal Realm? - Yes. You're back so soon?\I can't believe Bai Qian actually isn't here.\Even the Heavens are helping me. response:	A day in Heaven is a year in the Mortal Realm.
context: This is made from fresh morning dew collected from leaves at daybreak.\- Aunt. - It smells so fragrant.\Take a look.\- Aunt is back. - Aunt, you're back?\- Weren't you going to the Mortal Realm? - Yes. You're back so soon?\I can't believe Bai Qian actually isn't here.\Even the Heavens are helping me.\A day in Heaven is a year in the Mortal Realm. response:	You might think time passes by quickly
context: - Aunt. - It smells so fragrant.\Take a look.\- Aunt is back. - Aunt, you're back?\- Weren't you going to the Mortal Realm? - Yes. You're back so soon?\I can't believe Bai Qian actually isn't here.\Even the Heavens are helping me.\A day in Heaven is a year in the Mortal Realm.\You might think time passes by quickly response:	but many months have actually gone by already.
context: Take a look.\- Aunt is back. - Aunt, you're back?\- Weren't you going to the Mortal Realm? - Yes. You're back so soon?\I can't believe Bai Qian actually isn't here.\Even the Heavens are helping me.\A day in Heaven is a year in the Mortal Realm.\You might think time passes by quickly\but many months have actually gone by already. response:	That is true. You picked these this morning.
context: - Aunt is back. - Aunt, you're back?\- Weren't you going to the Mortal Realm? - Yes. You're back so soon?\I can't believe Bai Qian actually isn't here.\Even the Heavens are helping me.\A day in Heaven is a year in the Mortal Realm.\You might think time passes by quickly\but many months have actually gone by already.\That is true. You picked these this morning. response:	You said you'd be in the Mortal Realm from six months to a whole year.
context: - Weren't you going to the Mortal Realm? - Yes. You're back so soon?\I can't believe Bai Qian actually isn't here.\Even the Heavens are helping me.\A day in Heaven is a year in the Mortal Realm.\You might think time passes by quickly\but many months have actually gone by already.\That is true. You picked these this morning.\You said you'd be in the Mortal Realm from six months to a whole year. response:	You told me to save these loquats and you'd pick them up tomorrow.
