context: Bell-kun, response:	has something good happened to you?
context: Thank you, Welf-san.\We've only known each other for a few days,\so I won't ask you to trust me completely.\But...\Treat me more like a companion, like Li'l Lili does.\All right, Welf.\Okay. Let's go over this one last time.\Once we pass through, we'll be on Floor 13, a middle floor. response:	The monsters down there will attack from a distance, using fire and other projectiles.
context: We've only known each other for a few days,\so I won't ask you to trust me completely.\But...\Treat me more like a companion, like Li'l Lili does.\All right, Welf.\Okay. Let's go over this one last time.\Once we pass through, we'll be on Floor 13, a middle floor.\The monsters down there will attack from a distance, using fire and other projectiles. response:	Even if they aren't nearby, never let down your guard.
context: so I won't ask you to trust me completely.\But...\Treat me more like a companion, like Li'l Lili does.\All right, Welf.\Okay. Let's go over this one last time.\Once we pass through, we'll be on Floor 13, a middle floor.\The monsters down there will attack from a distance, using fire and other projectiles.\Even if they aren't nearby, never let down your guard. response:	Yeah.
context: But...\Treat me more like a companion, like Li'l Lili does.\All right, Welf.\Okay. Let's go over this one last time.\Once we pass through, we'll be on Floor 13, a middle floor.\The monsters down there will attack from a distance, using fire and other projectiles.\Even if they aren't nearby, never let down your guard.\Yeah. response:	We're going to use a standard formation.
context: Treat me more like a companion, like Li'l Lili does.\All right, Welf.\Okay. Let's go over this one last time.\Once we pass through, we'll be on Floor 13, a middle floor.\The monsters down there will attack from a distance, using fire and other projectiles.\Even if they aren't nearby, never let down your guard.\Yeah.\We're going to use a standard formation. response:	Welf-sama will be in the front.
context: All right, Welf.\Okay. Let's go over this one last time.\Once we pass through, we'll be on Floor 13, a middle floor.\The monsters down there will attack from a distance, using fire and other projectiles.\Even if they aren't nearby, never let down your guard.\Yeah.\We're going to use a standard formation.\Welf-sama will be in the front. response:	Bell-sama will be in the middle, where the stress is greatest.
context: Okay. Let's go over this one last time.\Once we pass through, we'll be on Floor 13, a middle floor.\The monsters down there will attack from a distance, using fire and other projectiles.\Even if they aren't nearby, never let down your guard.\Yeah.\We're going to use a standard formation.\Welf-sama will be in the front.\Bell-sama will be in the middle, where the stress is greatest. response:	That leaves me in the rear.
context: Once we pass through, we'll be on Floor 13, a middle floor.\The monsters down there will attack from a distance, using fire and other projectiles.\Even if they aren't nearby, never let down your guard.\Yeah.\We're going to use a standard formation.\Welf-sama will be in the front.\Bell-sama will be in the middle, where the stress is greatest.\That leaves me in the rear. response:	But please keep in mind that a supporter doesn't really
context: The monsters down there will attack from a distance, using fire and other projectiles.\Even if they aren't nearby, never let down your guard.\Yeah.\We're going to use a standard formation.\Welf-sama will be in the front.\Bell-sama will be in the middle, where the stress is greatest.\That leaves me in the rear.\But please keep in mind that a supporter doesn't really response:	have the firepower to cover the rear alone.
context: Even if they aren't nearby, never let down your guard.\Yeah.\We're going to use a standard formation.\Welf-sama will be in the front.\Bell-sama will be in the middle, where the stress is greatest.\That leaves me in the rear.\But please keep in mind that a supporter doesn't really\have the firepower to cover the rear alone. response:	What's so funny, Bell?
context: Yeah.\We're going to use a standard formation.\Welf-sama will be in the front.\Bell-sama will be in the middle, where the stress is greatest.\That leaves me in the rear.\But please keep in mind that a supporter doesn't really\have the firepower to cover the rear alone.\What's so funny, Bell? response:	Bell-sama!
context: We're going to use a standard formation.\Welf-sama will be in the front.\Bell-sama will be in the middle, where the stress is greatest.\That leaves me in the rear.\But please keep in mind that a supporter doesn't really\have the firepower to cover the rear alone.\What's so funny, Bell?\Bell-sama! response:	Aren't you taking this seriously?
context: Welf-sama will be in the front.\Bell-sama will be in the middle, where the stress is greatest.\That leaves me in the rear.\But please keep in mind that a supporter doesn't really\have the firepower to cover the rear alone.\What's so funny, Bell?\Bell-sama!\Aren't you taking this seriously? response:	Sorry, sorry.
context: Bell-sama will be in the middle, where the stress is greatest.\That leaves me in the rear.\But please keep in mind that a supporter doesn't really\have the firepower to cover the rear alone.\What's so funny, Bell?\Bell-sama!\Aren't you taking this seriously?\Sorry, sorry. response:	But isn't this exciting?
context: That leaves me in the rear.\But please keep in mind that a supporter doesn't really\have the firepower to cover the rear alone.\What's so funny, Bell?\Bell-sama!\Aren't you taking this seriously?\Sorry, sorry.\But isn't this exciting? response:	We're all working together and going on an adventure!
context: But please keep in mind that a supporter doesn't really\have the firepower to cover the rear alone.\What's so funny, Bell?\Bell-sama!\Aren't you taking this seriously?\Sorry, sorry.\But isn't this exciting?\We're all working together and going on an adventure! response:	You're right, yeah!
context: have the firepower to cover the rear alone.\What's so funny, Bell?\Bell-sama!\Aren't you taking this seriously?\Sorry, sorry.\But isn't this exciting?\We're all working together and going on an adventure!\You're right, yeah! response:	If you can't get excited, you're not a man!
context: What's so funny, Bell?\Bell-sama!\Aren't you taking this seriously?\Sorry, sorry.\But isn't this exciting?\We're all working together and going on an adventure!\You're right, yeah!\If you can't get excited, you're not a man! response:	I'm not sure that I agree with that...
context: Bell-sama!\Aren't you taking this seriously?\Sorry, sorry.\But isn't this exciting?\We're all working together and going on an adventure!\You're right, yeah!\If you can't get excited, you're not a man!\I'm not sure that I agree with that... response:	But I understand how you feel.
context: Aren't you taking this seriously?\Sorry, sorry.\But isn't this exciting?\We're all working together and going on an adventure!\You're right, yeah!\If you can't get excited, you're not a man!\I'm not sure that I agree with that...\But I understand how you feel. response:	It's okay.
context: Sorry, sorry.\But isn't this exciting?\We're all working together and going on an adventure!\You're right, yeah!\If you can't get excited, you're not a man!\I'm not sure that I agree with that...\But I understand how you feel.\It's okay. response:	I'm not alone.
context: But isn't this exciting?\We're all working together and going on an adventure!\You're right, yeah!\If you can't get excited, you're not a man!\I'm not sure that I agree with that...\But I understand how you feel.\It's okay.\I'm not alone. response:	They may not be from my familia,
context: We're all working together and going on an adventure!\You're right, yeah!\If you can't get excited, you're not a man!\I'm not sure that I agree with that...\But I understand how you feel.\It's okay.\I'm not alone.\They may not be from my familia, response:	but I have companions.
context: You're right, yeah!\If you can't get excited, you're not a man!\I'm not sure that I agree with that...\But I understand how you feel.\It's okay.\I'm not alone.\They may not be from my familia,\but I have companions. response:	Are we ready, then?
context: If you can't get excited, you're not a man!\I'm not sure that I agree with that...\But I understand how you feel.\It's okay.\I'm not alone.\They may not be from my familia,\but I have companions.\Are we ready, then? response:	Yeah, let's go!
context: I'm not sure that I agree with that...\But I understand how you feel.\It's okay.\I'm not alone.\They may not be from my familia,\but I have companions.\Are we ready, then?\Yeah, let's go! response:	Yeah!
context: But I understand how you feel.\It's okay.\I'm not alone.\They may not be from my familia,\but I have companions.\Are we ready, then?\Yeah, let's go!\Yeah! response:	Pass Parade Procession of Monsters
context: It's okay.\I'm not alone.\They may not be from my familia,\but I have companions.\Are we ready, then?\Yeah, let's go!\Yeah!\Pass Parade Procession of Monsters response:	Next Time
context: I'm not alone.\They may not be from my familia,\but I have companions.\Are we ready, then?\Yeah, let's go!\Yeah!\Pass Parade Procession of Monsters\Next Time response:	Next time: Pass Parade.
