context: Komachi... response:	What?
context: So it would seem.\Yes.\You thought you understood, didn't you?\I'll go report to the teacher.\We'll go with you...\I can handle it myself.\So, uh... I'm sorry.\Huh? Wh-Why are you apologizing? response:	Well, you worked hard on a lot of stuff, right?
context: Yes.\You thought you understood, didn't you?\I'll go report to the teacher.\We'll go with you...\I can handle it myself.\So, uh... I'm sorry.\Huh? Wh-Why are you apologizing?\Well, you worked hard on a lot of stuff, right? response:	Like your pledge, and your campaign speech...
context: You thought you understood, didn't you?\I'll go report to the teacher.\We'll go with you...\I can handle it myself.\So, uh... I'm sorry.\Huh? Wh-Why are you apologizing?\Well, you worked hard on a lot of stuff, right?\Like your pledge, and your campaign speech... response:	Oh... That doesn't matter.
context: I'll go report to the teacher.\We'll go with you...\I can handle it myself.\So, uh... I'm sorry.\Huh? Wh-Why are you apologizing?\Well, you worked hard on a lot of stuff, right?\Like your pledge, and your campaign speech...\Oh... That doesn't matter. response:	You did a lot, too, didn't you?
context: We'll go with you...\I can handle it myself.\So, uh... I'm sorry.\Huh? Wh-Why are you apologizing?\Well, you worked hard on a lot of stuff, right?\Like your pledge, and your campaign speech...\Oh... That doesn't matter.\You did a lot, too, didn't you? response:	Look, you let your hair grow out and get all scruffy.
context: I can handle it myself.\So, uh... I'm sorry.\Huh? Wh-Why are you apologizing?\Well, you worked hard on a lot of stuff, right?\Like your pledge, and your campaign speech...\Oh... That doesn't matter.\You did a lot, too, didn't you?\Look, you let your hair grow out and get all scruffy. response:	I'll fix it.
context: So, uh... I'm sorry.\Huh? Wh-Why are you apologizing?\Well, you worked hard on a lot of stuff, right?\Like your pledge, and your campaign speech...\Oh... That doesn't matter.\You did a lot, too, didn't you?\Look, you let your hair grow out and get all scruffy.\I'll fix it. response:	You don't have to.
context: Huh? Wh-Why are you apologizing?\Well, you worked hard on a lot of stuff, right?\Like your pledge, and your campaign speech...\Oh... That doesn't matter.\You did a lot, too, didn't you?\Look, you let your hair grow out and get all scruffy.\I'll fix it.\You don't have to. response:	Now, come on.
context: Well, you worked hard on a lot of stuff, right?\Like your pledge, and your campaign speech...\Oh... That doesn't matter.\You did a lot, too, didn't you?\Look, you let your hair grow out and get all scruffy.\I'll fix it.\You don't have to.\Now, come on. response:	You worked hard, too, didn't you?
context: Like your pledge, and your campaign speech...\Oh... That doesn't matter.\You did a lot, too, didn't you?\Look, you let your hair grow out and get all scruffy.\I'll fix it.\You don't have to.\Now, come on.\You worked hard, too, didn't you? response:	No...
context: Oh... That doesn't matter.\You did a lot, too, didn't you?\Look, you let your hair grow out and get all scruffy.\I'll fix it.\You don't have to.\Now, come on.\You worked hard, too, didn't you?\No... response:	You protected the place
context: You did a lot, too, didn't you?\Look, you let your hair grow out and get all scruffy.\I'll fix it.\You don't have to.\Now, come on.\You worked hard, too, didn't you?\No...\You protected the place response:	that's most important to me.
context: Look, you let your hair grow out and get all scruffy.\I'll fix it.\You don't have to.\Now, come on.\You worked hard, too, didn't you?\No...\You protected the place\that's most important to me. response:	You know, the truth is, I knew.
context: I'll fix it.\You don't have to.\Now, come on.\You worked hard, too, didn't you?\No...\You protected the place\that's most important to me.\You know, the truth is, I knew. response:	That I probably couldn't beat Yukinon,
context: You don't have to.\Now, come on.\You worked hard, too, didn't you?\No...\You protected the place\that's most important to me.\You know, the truth is, I knew.\That I probably couldn't beat Yukinon, response:	and that if I did win and became president,
context: Now, come on.\You worked hard, too, didn't you?\No...\You protected the place\that's most important to me.\You know, the truth is, I knew.\That I probably couldn't beat Yukinon,\and that if I did win and became president, response:	I wouldn't be able to come to this club.
context: You worked hard, too, didn't you?\No...\You protected the place\that's most important to me.\You know, the truth is, I knew.\That I probably couldn't beat Yukinon,\and that if I did win and became president,\I wouldn't be able to come to this club. response:	So it's all thanks to you, Hikki.
context: No...\You protected the place\that's most important to me.\You know, the truth is, I knew.\That I probably couldn't beat Yukinon,\and that if I did win and became president,\I wouldn't be able to come to this club.\So it's all thanks to you, Hikki. response:	You're wrong about that.
context: You protected the place\that's most important to me.\You know, the truth is, I knew.\That I probably couldn't beat Yukinon,\and that if I did win and became president,\I wouldn't be able to come to this club.\So it's all thanks to you, Hikki.\You're wrong about that. response:	Are you done?
context: that's most important to me.\You know, the truth is, I knew.\That I probably couldn't beat Yukinon,\and that if I did win and became president,\I wouldn't be able to come to this club.\So it's all thanks to you, Hikki.\You're wrong about that.\Are you done? response:	You worked hard!
context: You know, the truth is, I knew.\That I probably couldn't beat Yukinon,\and that if I did win and became president,\I wouldn't be able to come to this club.\So it's all thanks to you, Hikki.\You're wrong about that.\Are you done?\You worked hard! response:	Where's this coming from?
context: That I probably couldn't beat Yukinon,\and that if I did win and became president,\I wouldn't be able to come to this club.\So it's all thanks to you, Hikki.\You're wrong about that.\Are you done?\You worked hard!\Where's this coming from? response:	You worked hard.
context: and that if I did win and became president,\I wouldn't be able to come to this club.\So it's all thanks to you, Hikki.\You're wrong about that.\Are you done?\You worked hard!\Where's this coming from?\You worked hard. response:	Cut it out. I didn't do anything.
context: I wouldn't be able to come to this club.\So it's all thanks to you, Hikki.\You're wrong about that.\Are you done?\You worked hard!\Where's this coming from?\You worked hard.\Cut it out. I didn't do anything. response:	Yeah... You didn't do anything that we could see.
context: So it's all thanks to you, Hikki.\You're wrong about that.\Are you done?\You worked hard!\Where's this coming from?\You worked hard.\Cut it out. I didn't do anything.\Yeah... You didn't do anything that we could see. response:	But if we could have,
context: You're wrong about that.\Are you done?\You worked hard!\Where's this coming from?\You worked hard.\Cut it out. I didn't do anything.\Yeah... You didn't do anything that we could see.\But if we could have, response:	I'm sure we would've seen you doing something that wasn't easy.
context: Are you done?\You worked hard!\Where's this coming from?\You worked hard.\Cut it out. I didn't do anything.\Yeah... You didn't do anything that we could see.\But if we could have,\I'm sure we would've seen you doing something that wasn't easy. response:	I don't think your methods can be changed, even if you wanted to.
context: You worked hard!\Where's this coming from?\You worked hard.\Cut it out. I didn't do anything.\Yeah... You didn't do anything that we could see.\But if we could have,\I'm sure we would've seen you doing something that wasn't easy.\I don't think your methods can be changed, even if you wanted to. response:	Guilt doesn't go away.
context: Where's this coming from?\You worked hard.\Cut it out. I didn't do anything.\Yeah... You didn't do anything that we could see.\But if we could have,\I'm sure we would've seen you doing something that wasn't easy.\I don't think your methods can be changed, even if you wanted to.\Guilt doesn't go away. response:	I couldn't do anything,
context: You worked hard.\Cut it out. I didn't do anything.\Yeah... You didn't do anything that we could see.\But if we could have,\I'm sure we would've seen you doing something that wasn't easy.\I don't think your methods can be changed, even if you wanted to.\Guilt doesn't go away.\I couldn't do anything, response:	but I still can't help thinking this was for the best.
context: Cut it out. I didn't do anything.\Yeah... You didn't do anything that we could see.\But if we could have,\I'm sure we would've seen you doing something that wasn't easy.\I don't think your methods can be changed, even if you wanted to.\Guilt doesn't go away.\I couldn't do anything,\but I still can't help thinking this was for the best. response:	So it must be even more so for you.
context: Yeah... You didn't do anything that we could see.\But if we could have,\I'm sure we would've seen you doing something that wasn't easy.\I don't think your methods can be changed, even if you wanted to.\Guilt doesn't go away.\I couldn't do anything,\but I still can't help thinking this was for the best.\So it must be even more so for you. response:	We can all go back to normal now, right?
context: But if we could have,\I'm sure we would've seen you doing something that wasn't easy.\I don't think your methods can be changed, even if you wanted to.\Guilt doesn't go away.\I couldn't do anything,\but I still can't help thinking this was for the best.\So it must be even more so for you.\We can all go back to normal now, right? response:	I don't know.
context: I'm sure we would've seen you doing something that wasn't easy.\I don't think your methods can be changed, even if you wanted to.\Guilt doesn't go away.\I couldn't do anything,\but I still can't help thinking this was for the best.\So it must be even more so for you.\We can all go back to normal now, right?\I don't know. response:	You thought you understood, didn't you?
context: I don't think your methods can be changed, even if you wanted to.\Guilt doesn't go away.\I couldn't do anything,\but I still can't help thinking this was for the best.\So it must be even more so for you.\We can all go back to normal now, right?\I don't know.\You thought you understood, didn't you? response:	This club isn't that demanding,
context: Guilt doesn't go away.\I couldn't do anything,\but I still can't help thinking this was for the best.\So it must be even more so for you.\We can all go back to normal now, right?\I don't know.\You thought you understood, didn't you?\This club isn't that demanding, response:	and I understand the work that comes with being on the student council.
context: I couldn't do anything,\but I still can't help thinking this was for the best.\So it must be even more so for you.\We can all go back to normal now, right?\I don't know.\You thought you understood, didn't you?\This club isn't that demanding,\and I understand the work that comes with being on the student council. response:	If they're not given a problem,
context: but I still can't help thinking this was for the best.\So it must be even more so for you.\We can all go back to normal now, right?\I don't know.\You thought you understood, didn't you?\This club isn't that demanding,\and I understand the work that comes with being on the student council.\If they're not given a problem, response:	My doing this was the best choice.
context: So it must be even more so for you.\We can all go back to normal now, right?\I don't know.\You thought you understood, didn't you?\This club isn't that demanding,\and I understand the work that comes with being on the student council.\If they're not given a problem,\My doing this was the best choice. response:	if they're unable to find a reason,
context: We can all go back to normal now, right?\I don't know.\You thought you understood, didn't you?\This club isn't that demanding,\and I understand the work that comes with being on the student council.\If they're not given a problem,\My doing this was the best choice.\if they're unable to find a reason, response:	Even against Isshiki-san, I can win easily.
context: I don't know.\You thought you understood, didn't you?\This club isn't that demanding,\and I understand the work that comes with being on the student council.\If they're not given a problem,\My doing this was the best choice.\if they're unable to find a reason,\Even against Isshiki-san, I can win easily. response:	And I don't mind doing it.
context: You thought you understood, didn't you?\This club isn't that demanding,\and I understand the work that comes with being on the student council.\If they're not given a problem,\My doing this was the best choice.\if they're unable to find a reason,\Even against Isshiki-san, I can win easily.\And I don't mind doing it. response:	some people can't bring themselves to act.
context: This club isn't that demanding,\and I understand the work that comes with being on the student council.\If they're not given a problem,\My doing this was the best choice.\if they're unable to find a reason,\Even against Isshiki-san, I can win easily.\And I don't mind doing it.\some people can't bring themselves to act. response:	Maybe I got something wrong somewhere.
context: and I understand the work that comes with being on the student council.\If they're not given a problem,\My doing this was the best choice.\if they're unable to find a reason,\Even against Isshiki-san, I can win easily.\And I don't mind doing it.\some people can't bring themselves to act.\Maybe I got something wrong somewhere. response:	Only that bit of doubt stayed with me.
context: If they're not given a problem,\My doing this was the best choice.\if they're unable to find a reason,\Even against Isshiki-san, I can win easily.\And I don't mind doing it.\some people can't bring themselves to act.\Maybe I got something wrong somewhere.\Only that bit of doubt stayed with me. response:	Student Council President Isshiki Iroha Winner Vice President Honmoku Makito Winner Secretary Fujisawa Sawako Winner Treasurer Inamura Jun
context: My doing this was the best choice.\if they're unable to find a reason,\Even against Isshiki-san, I can win easily.\And I don't mind doing it.\some people can't bring themselves to act.\Maybe I got something wrong somewhere.\Only that bit of doubt stayed with me.\Student Council President Isshiki Iroha Winner Vice President Honmoku Makito Winner Secretary Fujisawa Sawako Winner Treasurer Inamura Jun response:	You're starting work today already?
context: if they're unable to find a reason,\Even against Isshiki-san, I can win easily.\And I don't mind doing it.\some people can't bring themselves to act.\Maybe I got something wrong somewhere.\Only that bit of doubt stayed with me.\Student Council President Isshiki Iroha Winner Vice President Honmoku Makito Winner Secretary Fujisawa Sawako Winner Treasurer Inamura Jun\You're starting work today already? response:	Yeah.
context: Even against Isshiki-san, I can win easily.\And I don't mind doing it.\some people can't bring themselves to act.\Maybe I got something wrong somewhere.\Only that bit of doubt stayed with me.\Student Council President Isshiki Iroha Winner Vice President Honmoku Makito Winner Secretary Fujisawa Sawako Winner Treasurer Inamura Jun\You're starting work today already?\Yeah. response:	I doubt anything will come of it at first, though.
context: And I don't mind doing it.\some people can't bring themselves to act.\Maybe I got something wrong somewhere.\Only that bit of doubt stayed with me.\Student Council President Isshiki Iroha Winner Vice President Honmoku Makito Winner Secretary Fujisawa Sawako Winner Treasurer Inamura Jun\You're starting work today already?\Yeah.\I doubt anything will come of it at first, though. response:	My sister's going to be starting here next year.
context: some people can't bring themselves to act.\Maybe I got something wrong somewhere.\Only that bit of doubt stayed with me.\Student Council President Isshiki Iroha Winner Vice President Honmoku Makito Winner Secretary Fujisawa Sawako Winner Treasurer Inamura Jun\You're starting work today already?\Yeah.\I doubt anything will come of it at first, though.\My sister's going to be starting here next year. response:	So make this a good school.
context: Maybe I got something wrong somewhere.\Only that bit of doubt stayed with me.\Student Council President Isshiki Iroha Winner Vice President Honmoku Makito Winner Secretary Fujisawa Sawako Winner Treasurer Inamura Jun\You're starting work today already?\Yeah.\I doubt anything will come of it at first, though.\My sister's going to be starting here next year.\So make this a good school. response:	What is this? Are you hitting on me?
context: Only that bit of doubt stayed with me.\Student Council President Isshiki Iroha Winner Vice President Honmoku Makito Winner Secretary Fujisawa Sawako Winner Treasurer Inamura Jun\You're starting work today already?\Yeah.\I doubt anything will come of it at first, though.\My sister's going to be starting here next year.\So make this a good school.\What is this? Are you hitting on me? response:	I'm sorry, you're trying too hard and it's creeping me out and I can't!
context: Student Council President Isshiki Iroha Winner Vice President Honmoku Makito Winner Secretary Fujisawa Sawako Winner Treasurer Inamura Jun\You're starting work today already?\Yeah.\I doubt anything will come of it at first, though.\My sister's going to be starting here next year.\So make this a good school.\What is this? Are you hitting on me?\I'm sorry, you're trying too hard and it's creeping me out and I can't! response:	That's not the reason you gave for rejecting me last time.
context: You're starting work today already?\Yeah.\I doubt anything will come of it at first, though.\My sister's going to be starting here next year.\So make this a good school.\What is this? Are you hitting on me?\I'm sorry, you're trying too hard and it's creeping me out and I can't!\That's not the reason you gave for rejecting me last time. response:	Well, work hard.
context: Yeah.\I doubt anything will come of it at first, though.\My sister's going to be starting here next year.\So make this a good school.\What is this? Are you hitting on me?\I'm sorry, you're trying too hard and it's creeping me out and I can't!\That's not the reason you gave for rejecting me last time.\Well, work hard. response:	Oh, Hikigaya-kun!
context: I doubt anything will come of it at first, though.\My sister's going to be starting here next year.\So make this a good school.\What is this? Are you hitting on me?\I'm sorry, you're trying too hard and it's creeping me out and I can't!\That's not the reason you gave for rejecting me last time.\Well, work hard.\Oh, Hikigaya-kun! response:	I'll carry that.
context: My sister's going to be starting here next year.\So make this a good school.\What is this? Are you hitting on me?\I'm sorry, you're trying too hard and it's creeping me out and I can't!\That's not the reason you gave for rejecting me last time.\Well, work hard.\Oh, Hikigaya-kun!\I'll carry that. response:	Thanks. I didn't realize how much stuff I had.
context: So make this a good school.\What is this? Are you hitting on me?\I'm sorry, you're trying too hard and it's creeping me out and I can't!\That's not the reason you gave for rejecting me last time.\Well, work hard.\Oh, Hikigaya-kun!\I'll carry that.\Thanks. I didn't realize how much stuff I had. response:	It sort of looks like a different room now.
context: What is this? Are you hitting on me?\I'm sorry, you're trying too hard and it's creeping me out and I can't!\That's not the reason you gave for rejecting me last time.\Well, work hard.\Oh, Hikigaya-kun!\I'll carry that.\Thanks. I didn't realize how much stuff I had.\It sort of looks like a different room now. response:	To be honest, I had my hopes up.
context: I'm sorry, you're trying too hard and it's creeping me out and I can't!\That's not the reason you gave for rejecting me last time.\Well, work hard.\Oh, Hikigaya-kun!\I'll carry that.\Thanks. I didn't realize how much stuff I had.\It sort of looks like a different room now.\To be honest, I had my hopes up. response:	Pardon?
context: That's not the reason you gave for rejecting me last time.\Well, work hard.\Oh, Hikigaya-kun!\I'll carry that.\Thanks. I didn't realize how much stuff I had.\It sort of looks like a different room now.\To be honest, I had my hopes up.\Pardon? response:	I thought it'd be great if Yukinoshita-san became president.
context: Well, work hard.\Oh, Hikigaya-kun!\I'll carry that.\Thanks. I didn't realize how much stuff I had.\It sort of looks like a different room now.\To be honest, I had my hopes up.\Pardon?\I thought it'd be great if Yukinoshita-san became president. response:	And Yuigahama-san would be vice president,
context: Oh, Hikigaya-kun!\I'll carry that.\Thanks. I didn't realize how much stuff I had.\It sort of looks like a different room now.\To be honest, I had my hopes up.\Pardon?\I thought it'd be great if Yukinoshita-san became president.\And Yuigahama-san would be vice president, response:	and you'd handle general affairs.
context: I'll carry that.\Thanks. I didn't realize how much stuff I had.\It sort of looks like a different room now.\To be honest, I had my hopes up.\Pardon?\I thought it'd be great if Yukinoshita-san became president.\And Yuigahama-san would be vice president,\and you'd handle general affairs. response:	I'm the only one who doesn't get an official position?
context: Thanks. I didn't realize how much stuff I had.\It sort of looks like a different room now.\To be honest, I had my hopes up.\Pardon?\I thought it'd be great if Yukinoshita-san became president.\And Yuigahama-san would be vice president,\and you'd handle general affairs.\I'm the only one who doesn't get an official position? response:	And then...
context: It sort of looks like a different room now.\To be honest, I had my hopes up.\Pardon?\I thought it'd be great if Yukinoshita-san became president.\And Yuigahama-san would be vice president,\and you'd handle general affairs.\I'm the only one who doesn't get an official position?\And then... response:	After graduation, I'd drop in to visit the student council now and then,
context: To be honest, I had my hopes up.\Pardon?\I thought it'd be great if Yukinoshita-san became president.\And Yuigahama-san would be vice president,\and you'd handle general affairs.\I'm the only one who doesn't get an official position?\And then...\After graduation, I'd drop in to visit the student council now and then, response:	and we'd talk about how much fun the cultural and athletic festivals were.
context: Pardon?\I thought it'd be great if Yukinoshita-san became president.\And Yuigahama-san would be vice president,\and you'd handle general affairs.\I'm the only one who doesn't get an official position?\And then...\After graduation, I'd drop in to visit the student council now and then,\and we'd talk about how much fun the cultural and athletic festivals were. response:	I sort of always wanted to do that.
context: I thought it'd be great if Yukinoshita-san became president.\And Yuigahama-san would be vice president,\and you'd handle general affairs.\I'm the only one who doesn't get an official position?\And then...\After graduation, I'd drop in to visit the student council now and then,\and we'd talk about how much fun the cultural and athletic festivals were.\I sort of always wanted to do that. response:	Rhetorically speaking... Strictly rhetorically...
context: And Yuigahama-san would be vice president,\and you'd handle general affairs.\I'm the only one who doesn't get an official position?\And then...\After graduation, I'd drop in to visit the student council now and then,\and we'd talk about how much fun the cultural and athletic festivals were.\I sort of always wanted to do that.\Rhetorically speaking... Strictly rhetorically... response:	If it were possible to return to the previous save point, like in a game,
context: and you'd handle general affairs.\I'm the only one who doesn't get an official position?\And then...\After graduation, I'd drop in to visit the student council now and then,\and we'd talk about how much fun the cultural and athletic festivals were.\I sort of always wanted to do that.\Rhetorically speaking... Strictly rhetorically...\If it were possible to return to the previous save point, like in a game, response:	and make a different choice,
context: I'm the only one who doesn't get an official position?\And then...\After graduation, I'd drop in to visit the student council now and then,\and we'd talk about how much fun the cultural and athletic festivals were.\I sort of always wanted to do that.\Rhetorically speaking... Strictly rhetorically...\If it were possible to return to the previous save point, like in a game,\and make a different choice, response:	would life change?
context: And then...\After graduation, I'd drop in to visit the student council now and then,\and we'd talk about how much fun the cultural and athletic festivals were.\I sort of always wanted to do that.\Rhetorically speaking... Strictly rhetorically...\If it were possible to return to the previous save point, like in a game,\and make a different choice,\would life change? response:	The Scent of Tea Doesn't Fill That Room Anymore.
context: After graduation, I'd drop in to visit the student council now and then,\and we'd talk about how much fun the cultural and athletic festivals were.\I sort of always wanted to do that.\Rhetorically speaking... Strictly rhetorically...\If it were possible to return to the previous save point, like in a game,\and make a different choice,\would life change?\The Scent of Tea Doesn't Fill That Room Anymore. response:	The answer is no.
context: and we'd talk about how much fun the cultural and athletic festivals were.\I sort of always wanted to do that.\Rhetorically speaking... Strictly rhetorically...\If it were possible to return to the previous save point, like in a game,\and make a different choice,\would life change?\The Scent of Tea Doesn't Fill That Room Anymore.\The answer is no. response:	06 Without Incident, The Congress Dances, But Does Not Progress.
context: I sort of always wanted to do that.\Rhetorically speaking... Strictly rhetorically...\If it were possible to return to the previous save point, like in a game,\and make a different choice,\would life change?\The Scent of Tea Doesn't Fill That Room Anymore.\The answer is no.\06 Without Incident, The Congress Dances, But Does Not Progress. response:	Hey, Irohas!
context: Rhetorically speaking... Strictly rhetorically...\If it were possible to return to the previous save point, like in a game,\and make a different choice,\would life change?\The Scent of Tea Doesn't Fill That Room Anymore.\The answer is no.\06 Without Incident, The Congress Dances, But Does Not Progress.\Hey, Irohas! response:	Looks like there's nothing else to carry, Irohas.
context: If it were possible to return to the previous save point, like in a game,\and make a different choice,\would life change?\The Scent of Tea Doesn't Fill That Room Anymore.\The answer is no.\06 Without Incident, The Congress Dances, But Does Not Progress.\Hey, Irohas!\Looks like there's nothing else to carry, Irohas. response:	Tobe-senpai, the fridge doesn't go there. It goes in the back.
context: and make a different choice,\would life change?\The Scent of Tea Doesn't Fill That Room Anymore.\The answer is no.\06 Without Incident, The Congress Dances, But Does Not Progress.\Hey, Irohas!\Looks like there's nothing else to carry, Irohas.\Tobe-senpai, the fridge doesn't go there. It goes in the back. response:	And the heater goes beside the desk.
context: would life change?\The Scent of Tea Doesn't Fill That Room Anymore.\The answer is no.\06 Without Incident, The Congress Dances, But Does Not Progress.\Hey, Irohas!\Looks like there's nothing else to carry, Irohas.\Tobe-senpai, the fridge doesn't go there. It goes in the back.\And the heater goes beside the desk. response:	I wish you'd said that sooner.
context: The Scent of Tea Doesn't Fill That Room Anymore.\The answer is no.\06 Without Incident, The Congress Dances, But Does Not Progress.\Hey, Irohas!\Looks like there's nothing else to carry, Irohas.\Tobe-senpai, the fridge doesn't go there. It goes in the back.\And the heater goes beside the desk.\I wish you'd said that sooner. response:	Irohas, I've got a Christmas season part-time job to get to.
context: The answer is no.\06 Without Incident, The Congress Dances, But Does Not Progress.\Hey, Irohas!\Looks like there's nothing else to carry, Irohas.\Tobe-senpai, the fridge doesn't go there. It goes in the back.\And the heater goes beside the desk.\I wish you'd said that sooner.\Irohas, I've got a Christmas season part-time job to get to. response:	But I don't have anything to do.
context: 06 Without Incident, The Congress Dances, But Does Not Progress.\Hey, Irohas!\Looks like there's nothing else to carry, Irohas.\Tobe-senpai, the fridge doesn't go there. It goes in the back.\And the heater goes beside the desk.\I wish you'd said that sooner.\Irohas, I've got a Christmas season part-time job to get to.\But I don't have anything to do. response:	I want to get the student council room rearrangement out of the way.
context: Hey, Irohas!\Looks like there's nothing else to carry, Irohas.\Tobe-senpai, the fridge doesn't go there. It goes in the back.\And the heater goes beside the desk.\I wish you'd said that sooner.\Irohas, I've got a Christmas season part-time job to get to.\But I don't have anything to do.\I want to get the student council room rearrangement out of the way. response:	Y-Yeah...
context: Looks like there's nothing else to carry, Irohas.\Tobe-senpai, the fridge doesn't go there. It goes in the back.\And the heater goes beside the desk.\I wish you'd said that sooner.\Irohas, I've got a Christmas season part-time job to get to.\But I don't have anything to do.\I want to get the student council room rearrangement out of the way.\Y-Yeah... response:	I've got work, though...
context: Tobe-senpai, the fridge doesn't go there. It goes in the back.\And the heater goes beside the desk.\I wish you'd said that sooner.\Irohas, I've got a Christmas season part-time job to get to.\But I don't have anything to do.\I want to get the student council room rearrangement out of the way.\Y-Yeah...\I've got work, though... response:	Man, Hayato-kun, hurry up and get here!
context: And the heater goes beside the desk.\I wish you'd said that sooner.\Irohas, I've got a Christmas season part-time job to get to.\But I don't have anything to do.\I want to get the student council room rearrangement out of the way.\Y-Yeah...\I've got work, though...\Man, Hayato-kun, hurry up and get here! response:	Hayama-senpai?
context: I wish you'd said that sooner.\Irohas, I've got a Christmas season part-time job to get to.\But I don't have anything to do.\I want to get the student council room rearrangement out of the way.\Y-Yeah...\I've got work, though...\Man, Hayato-kun, hurry up and get here!\Hayama-senpai? response:	Tobe-senpai, that's enough. You can go now.
context: Irohas, I've got a Christmas season part-time job to get to.\But I don't have anything to do.\I want to get the student council room rearrangement out of the way.\Y-Yeah...\I've got work, though...\Man, Hayato-kun, hurry up and get here!\Hayama-senpai?\Tobe-senpai, that's enough. You can go now. response:	O-Okay.
