context: World War III. response:	By 2036,
context: What was that?\Was that you, fifteen years from now?\The voice was so deep!\Operation Skuld?\El Psy Congroo?\I still talk like that when I'm thirty-three years old?\I sound like an otaku who's read too many bad light novels.\Okarin? response:	I'll do it.
context: Was that you, fifteen years from now?\The voice was so deep!\Operation Skuld?\El Psy Congroo?\I still talk like that when I'm thirty-three years old?\I sound like an otaku who's read too many bad light novels.\Okarin?\I'll do it. response:	If that is the choice of Steins Gate.
context: The voice was so deep!\Operation Skuld?\El Psy Congroo?\I still talk like that when I'm thirty-three years old?\I sound like an otaku who's read too many bad light novels.\Okarin?\I'll do it.\If that is the choice of Steins Gate. response:	I am the mad scientist, Hououin Kyouma!
context: Operation Skuld?\El Psy Congroo?\I still talk like that when I'm thirty-three years old?\I sound like an otaku who's read too many bad light novels.\Okarin?\I'll do it.\If that is the choice of Steins Gate.\I am the mad scientist, Hououin Kyouma! response:	Deceiving the world is nothing to me!
context: El Psy Congroo?\I still talk like that when I'm thirty-three years old?\I sound like an otaku who's read too many bad light novels.\Okarin?\I'll do it.\If that is the choice of Steins Gate.\I am the mad scientist, Hououin Kyouma!\Deceiving the world is nothing to me! response:	He's back to the usual Okarin.
context: I still talk like that when I'm thirty-three years old?\I sound like an otaku who's read too many bad light novels.\Okarin?\I'll do it.\If that is the choice of Steins Gate.\I am the mad scientist, Hououin Kyouma!\Deceiving the world is nothing to me!\He's back to the usual Okarin. response:	But Mayushii likes Okarin better when he's like this.
context: I sound like an otaku who's read too many bad light novels.\Okarin?\I'll do it.\If that is the choice of Steins Gate.\I am the mad scientist, Hououin Kyouma!\Deceiving the world is nothing to me!\He's back to the usual Okarin.\But Mayushii likes Okarin better when he's like this. response:	I'll say it once more.
context: Okarin?\I'll do it.\If that is the choice of Steins Gate.\I am the mad scientist, Hououin Kyouma!\Deceiving the world is nothing to me!\He's back to the usual Okarin.\But Mayushii likes Okarin better when he's like this.\I'll say it once more. response:	I am the mad scientist, Hououin Kyouma...
context: I'll do it.\If that is the choice of Steins Gate.\I am the mad scientist, Hououin Kyouma!\Deceiving the world is nothing to me!\He's back to the usual Okarin.\But Mayushii likes Okarin better when he's like this.\I'll say it once more.\I am the mad scientist, Hououin Kyouma... response:	And the world is in the palm of my hand!
context: If that is the choice of Steins Gate.\I am the mad scientist, Hououin Kyouma!\Deceiving the world is nothing to me!\He's back to the usual Okarin.\But Mayushii likes Okarin better when he's like this.\I'll say it once more.\I am the mad scientist, Hououin Kyouma...\And the world is in the palm of my hand! response:	TS
context: I am the mad scientist, Hououin Kyouma!\Deceiving the world is nothing to me!\He's back to the usual Okarin.\But Mayushii likes Okarin better when he's like this.\I'll say it once more.\I am the mad scientist, Hououin Kyouma...\And the world is in the palm of my hand!\TS response:	SCRIPT
context: Deceiving the world is nothing to me!\He's back to the usual Okarin.\But Mayushii likes Okarin better when he's like this.\I'll say it once more.\I am the mad scientist, Hououin Kyouma...\And the world is in the palm of my hand!\TS\SCRIPT response:	ED
context: He's back to the usual Okarin.\But Mayushii likes Okarin better when he's like this.\I'll say it once more.\I am the mad scientist, Hououin Kyouma...\And the world is in the palm of my hand!\TS\SCRIPT\ED response:	sore wa oroka yue no guuzen
context: But Mayushii likes Okarin better when he's like this.\I'll say it once more.\I am the mad scientist, Hououin Kyouma...\And the world is in the palm of my hand!\TS\SCRIPT\ED\sore wa oroka yue no guuzen response:	That's a set of foolish coincidences
context: I'll say it once more.\I am the mad scientist, Hououin Kyouma...\And the world is in the palm of my hand!\TS\SCRIPT\ED\sore wa oroka yue no guuzen\That's a set of foolish coincidences response:	manekarezaru kiseki
context: I am the mad scientist, Hououin Kyouma...\And the world is in the palm of my hand!\TS\SCRIPT\ED\sore wa oroka yue no guuzen\That's a set of foolish coincidences\manekarezaru kiseki response:	An uninvited miracle
context: And the world is in the palm of my hand!\TS\SCRIPT\ED\sore wa oroka yue no guuzen\That's a set of foolish coincidences\manekarezaru kiseki\An uninvited miracle response:	tozasaretekita gate
context: TS\SCRIPT\ED\sore wa oroka yue no guuzen\That's a set of foolish coincidences\manekarezaru kiseki\An uninvited miracle\tozasaretekita gate response:	The gate that's now closed
context: SCRIPT\ED\sore wa oroka yue no guuzen\That's a set of foolish coincidences\manekarezaru kiseki\An uninvited miracle\tozasaretekita gate\The gate that's now closed response:	kisei wa owatta
context: ED\sore wa oroka yue no guuzen\That's a set of foolish coincidences\manekarezaru kiseki\An uninvited miracle\tozasaretekita gate\The gate that's now closed\kisei wa owatta response:	The laws have broken down
context: sore wa oroka yue no guuzen\That's a set of foolish coincidences\manekarezaru kiseki\An uninvited miracle\tozasaretekita gate\The gate that's now closed\kisei wa owatta\The laws have broken down response:	Open the Eyes
context: That's a set of foolish coincidences\manekarezaru kiseki\An uninvited miracle\tozasaretekita gate\The gate that's now closed\kisei wa owatta\The laws have broken down\Open the Eyes response:	kousoku e to te wo nobashita
context: manekarezaru kiseki\An uninvited miracle\tozasaretekita gate\The gate that's now closed\kisei wa owatta\The laws have broken down\Open the Eyes\kousoku e to te wo nobashita response:	We reached out at the speed of light
context: An uninvited miracle\tozasaretekita gate\The gate that's now closed\kisei wa owatta\The laws have broken down\Open the Eyes\kousoku e to te wo nobashita\We reached out at the speed of light response:	omoide no pulse ga tobikomu
context: tozasaretekita gate\The gate that's now closed\kisei wa owatta\The laws have broken down\Open the Eyes\kousoku e to te wo nobashita\We reached out at the speed of light\omoide no pulse ga tobikomu response:	A pulse of memories dive in
context: The gate that's now closed\kisei wa owatta\The laws have broken down\Open the Eyes\kousoku e to te wo nobashita\We reached out at the speed of light\omoide no pulse ga tobikomu\A pulse of memories dive in response:	fukashigi na logic
context: kisei wa owatta\The laws have broken down\Open the Eyes\kousoku e to te wo nobashita\We reached out at the speed of light\omoide no pulse ga tobikomu\A pulse of memories dive in\fukashigi na logic response:	An enigmatic logic
context: The laws have broken down\Open the Eyes\kousoku e to te wo nobashita\We reached out at the speed of light\omoide no pulse ga tobikomu\A pulse of memories dive in\fukashigi na logic\An enigmatic logic response:	Open the Eyes
context: Open the Eyes\kousoku e to te wo nobashita\We reached out at the speed of light\omoide no pulse ga tobikomu\A pulse of memories dive in\fukashigi na logic\An enigmatic logic\Open the Eyes response:	uchuu ga mata kakushimotta
context: kousoku e to te wo nobashita\We reached out at the speed of light\omoide no pulse ga tobikomu\A pulse of memories dive in\fukashigi na logic\An enigmatic logic\Open the Eyes\uchuu ga mata kakushimotta response:	Yet another chaotic theory
context: We reached out at the speed of light\omoide no pulse ga tobikomu\A pulse of memories dive in\fukashigi na logic\An enigmatic logic\Open the Eyes\uchuu ga mata kakushimotta\Yet another chaotic theory response:	chitsujo no nai riron
context: omoide no pulse ga tobikomu\A pulse of memories dive in\fukashigi na logic\An enigmatic logic\Open the Eyes\uchuu ga mata kakushimotta\Yet another chaotic theory\chitsujo no nai riron response:	Buried in the heavens
context: A pulse of memories dive in\fukashigi na logic\An enigmatic logic\Open the Eyes\uchuu ga mata kakushimotta\Yet another chaotic theory\chitsujo no nai riron\Buried in the heavens response:	mugen to yobareta ten to ten ga, fusei na chikara wo karite
context: fukashigi na logic\An enigmatic logic\Open the Eyes\uchuu ga mata kakushimotta\Yet another chaotic theory\chitsujo no nai riron\Buried in the heavens\mugen to yobareta ten to ten ga, fusei na chikara wo karite response:	Those points called infinity take law-breaking powers
context: An enigmatic logic\Open the Eyes\uchuu ga mata kakushimotta\Yet another chaotic theory\chitsujo no nai riron\Buried in the heavens\mugen to yobareta ten to ten ga, fusei na chikara wo karite\Those points called infinity take law-breaking powers response:	saisei wo suru
context: Open the Eyes\uchuu ga mata kakushimotta\Yet another chaotic theory\chitsujo no nai riron\Buried in the heavens\mugen to yobareta ten to ten ga, fusei na chikara wo karite\Those points called infinity take law-breaking powers\saisei wo suru response:	To bring about rebirth
