context: Good morning! Greetings, all. This is Morioh Radio, response:	and your host, once again, is me, your neighbor, Kai Harada.
context: His IQ is 160.\He was sent to juvie for robbery and rape when he was just 12.\Since he committed that first crime,\he's become the most awful\and disgusting criminal in Japan's history.\He spent most of his youth in jail for his crimes,\a total of 20 years by the time he'd turned 34.\His last crime was so vile, it'd make even a rat in the bathroom puke. response:	He was eventually arrested, and the sentence they gave him
context: He was sent to juvie for robbery and rape when he was just 12.\Since he committed that first crime,\he's become the most awful\and disgusting criminal in Japan's history.\He spent most of his youth in jail for his crimes,\a total of 20 years by the time he'd turned 34.\His last crime was so vile, it'd make even a rat in the bathroom puke.\He was eventually arrested, and the sentence they gave him response:	was death.
context: Since he committed that first crime,\he's become the most awful\and disgusting criminal in Japan's history.\He spent most of his youth in jail for his crimes,\a total of 20 years by the time he'd turned 34.\His last crime was so vile, it'd make even a rat in the bathroom puke.\He was eventually arrested, and the sentence they gave him\was death. response:	But, somehow, the execution failed to kill him.
context: he's become the most awful\and disgusting criminal in Japan's history.\He spent most of his youth in jail for his crimes,\a total of 20 years by the time he'd turned 34.\His last crime was so vile, it'd make even a rat in the bathroom puke.\He was eventually arrested, and the sentence they gave him\was death.\But, somehow, the execution failed to kill him. response:	Shortly after, Angelo escaped.
context: and disgusting criminal in Japan's history.\He spent most of his youth in jail for his crimes,\a total of 20 years by the time he'd turned 34.\His last crime was so vile, it'd make even a rat in the bathroom puke.\He was eventually arrested, and the sentence they gave him\was death.\But, somehow, the execution failed to kill him.\Shortly after, Angelo escaped. response:	He most likely became a Stand user right before his execution.
context: He spent most of his youth in jail for his crimes,\a total of 20 years by the time he'd turned 34.\His last crime was so vile, it'd make even a rat in the bathroom puke.\He was eventually arrested, and the sentence they gave him\was death.\But, somehow, the execution failed to kill him.\Shortly after, Angelo escaped.\He most likely became a Stand user right before his execution. response:	I'm not sure why,
context: a total of 20 years by the time he'd turned 34.\His last crime was so vile, it'd make even a rat in the bathroom puke.\He was eventually arrested, and the sentence they gave him\was death.\But, somehow, the execution failed to kill him.\Shortly after, Angelo escaped.\He most likely became a Stand user right before his execution.\I'm not sure why, response:	but he's hiding out in this quiet town...
context: His last crime was so vile, it'd make even a rat in the bathroom puke.\He was eventually arrested, and the sentence they gave him\was death.\But, somehow, the execution failed to kill him.\Shortly after, Angelo escaped.\He most likely became a Stand user right before his execution.\I'm not sure why,\but he's hiding out in this quiet town... response:	Somewhere.
context: He was eventually arrested, and the sentence they gave him\was death.\But, somehow, the execution failed to kill him.\Shortly after, Angelo escaped.\He most likely became a Stand user right before his execution.\I'm not sure why,\but he's hiding out in this quiet town...\Somewhere. response:	Koichi, you heading home?
context: was death.\But, somehow, the execution failed to kill him.\Shortly after, Angelo escaped.\He most likely became a Stand user right before his execution.\I'm not sure why,\but he's hiding out in this quiet town...\Somewhere.\Koichi, you heading home? response:	Oh... Yeah.
context: But, somehow, the execution failed to kill him.\Shortly after, Angelo escaped.\He most likely became a Stand user right before his execution.\I'm not sure why,\but he's hiding out in this quiet town...\Somewhere.\Koichi, you heading home?\Oh... Yeah. response:	We're in the same class.
context: Shortly after, Angelo escaped.\He most likely became a Stand user right before his execution.\I'm not sure why,\but he's hiding out in this quiet town...\Somewhere.\Koichi, you heading home?\Oh... Yeah.\We're in the same class. response:	Yeah... Talk about coincidences.
context: He most likely became a Stand user right before his execution.\I'm not sure why,\but he's hiding out in this quiet town...\Somewhere.\Koichi, you heading home?\Oh... Yeah.\We're in the same class.\Yeah... Talk about coincidences. response:	Well, see you tomorrow.
context: I'm not sure why,\but he's hiding out in this quiet town...\Somewhere.\Koichi, you heading home?\Oh... Yeah.\We're in the same class.\Yeah... Talk about coincidences.\Well, see you tomorrow. response:	Ah... Hey! J-Josuke!
context: but he's hiding out in this quiet town...\Somewhere.\Koichi, you heading home?\Oh... Yeah.\We're in the same class.\Yeah... Talk about coincidences.\Well, see you tomorrow.\Ah... Hey! J-Josuke! response:	Huh?
context: Somewhere.\Koichi, you heading home?\Oh... Yeah.\We're in the same class.\Yeah... Talk about coincidences.\Well, see you tomorrow.\Ah... Hey! J-Josuke!\Huh? response:	Oh, you want to hear what that Jotaro guy has to say?
context: Koichi, you heading home?\Oh... Yeah.\We're in the same class.\Yeah... Talk about coincidences.\Well, see you tomorrow.\Ah... Hey! J-Josuke!\Huh?\Oh, you want to hear what that Jotaro guy has to say? response:	It's been bugging me, and it has to do with this town.
context: Oh... Yeah.\We're in the same class.\Yeah... Talk about coincidences.\Well, see you tomorrow.\Ah... Hey! J-Josuke!\Huh?\Oh, you want to hear what that Jotaro guy has to say?\It's been bugging me, and it has to do with this town. response:	You're amazing. I'm gonna pass.
context: We're in the same class.\Yeah... Talk about coincidences.\Well, see you tomorrow.\Ah... Hey! J-Josuke!\Huh?\Oh, you want to hear what that Jotaro guy has to say?\It's been bugging me, and it has to do with this town.\You're amazing. I'm gonna pass. response:	Why?
context: Yeah... Talk about coincidences.\Well, see you tomorrow.\Ah... Hey! J-Josuke!\Huh?\Oh, you want to hear what that Jotaro guy has to say?\It's been bugging me, and it has to do with this town.\You're amazing. I'm gonna pass.\Why? response:	I'm sort of curious, but when I thought it through,
context: Well, see you tomorrow.\Ah... Hey! J-Josuke!\Huh?\Oh, you want to hear what that Jotaro guy has to say?\It's been bugging me, and it has to do with this town.\You're amazing. I'm gonna pass.\Why?\I'm sort of curious, but when I thought it through, response:	I don't think getting involved with being some guy's lovechild is a good idea.
context: Ah... Hey! J-Josuke!\Huh?\Oh, you want to hear what that Jotaro guy has to say?\It's been bugging me, and it has to do with this town.\You're amazing. I'm gonna pass.\Why?\I'm sort of curious, but when I thought it through,\I don't think getting involved with being some guy's lovechild is a good idea. response:	Why?
context: Huh?\Oh, you want to hear what that Jotaro guy has to say?\It's been bugging me, and it has to do with this town.\You're amazing. I'm gonna pass.\Why?\I'm sort of curious, but when I thought it through,\I don't think getting involved with being some guy's lovechild is a good idea.\Why? response:	Well, I mean...
context: Oh, you want to hear what that Jotaro guy has to say?\It's been bugging me, and it has to do with this town.\You're amazing. I'm gonna pass.\Why?\I'm sort of curious, but when I thought it through,\I don't think getting involved with being some guy's lovechild is a good idea.\Why?\Well, I mean... response:	Things are just fine as they are right now.
context: It's been bugging me, and it has to do with this town.\You're amazing. I'm gonna pass.\Why?\I'm sort of curious, but when I thought it through,\I don't think getting involved with being some guy's lovechild is a good idea.\Why?\Well, I mean...\Things are just fine as they are right now. response:	I see...
context: You're amazing. I'm gonna pass.\Why?\I'm sort of curious, but when I thought it through,\I don't think getting involved with being some guy's lovechild is a good idea.\Why?\Well, I mean...\Things are just fine as they are right now.\I see... response:	I wonder what that is.
context: Why?\I'm sort of curious, but when I thought it through,\I don't think getting involved with being some guy's lovechild is a good idea.\Why?\Well, I mean...\Things are just fine as they are right now.\I see...\I wonder what that is. response:	Maybe an accident or something?
context: I'm sort of curious, but when I thought it through,\I don't think getting involved with being some guy's lovechild is a good idea.\Why?\Well, I mean...\Things are just fine as they are right now.\I see...\I wonder what that is.\Maybe an accident or something? response:	Wanna go after it?
context: I don't think getting involved with being some guy's lovechild is a good idea.\Why?\Well, I mean...\Things are just fine as they are right now.\I see...\I wonder what that is.\Maybe an accident or something?\Wanna go after it? response:	Yeah.
context: Why?\Well, I mean...\Things are just fine as they are right now.\I see...\I wonder what that is.\Maybe an accident or something?\Wanna go after it?\Yeah. response:	What? Are they shooting a drama?
context: Well, I mean...\Things are just fine as they are right now.\I see...\I wonder what that is.\Maybe an accident or something?\Wanna go after it?\Yeah.\What? Are they shooting a drama? response:	It's dangerous, so step back. Step back!
context: Things are just fine as they are right now.\I see...\I wonder what that is.\Maybe an accident or something?\Wanna go after it?\Yeah.\What? Are they shooting a drama?\It's dangerous, so step back. Step back! response:	Talk about a huge commotion.
context: I see...\I wonder what that is.\Maybe an accident or something?\Wanna go after it?\Yeah.\What? Are they shooting a drama?\It's dangerous, so step back. Step back!\Talk about a huge commotion. response:	A man robbing that convenience store took a female employee hostage inside.
context: I wonder what that is.\Maybe an accident or something?\Wanna go after it?\Yeah.\What? Are they shooting a drama?\It's dangerous, so step back. Step back!\Talk about a huge commotion.\A man robbing that convenience store took a female employee hostage inside. response:	Huh?
context: Maybe an accident or something?\Wanna go after it?\Yeah.\What? Are they shooting a drama?\It's dangerous, so step back. Step back!\Talk about a huge commotion.\A man robbing that convenience store took a female employee hostage inside.\Huh? response:	Look! There he is!
context: Wanna go after it?\Yeah.\What? Are they shooting a drama?\It's dangerous, so step back. Step back!\Talk about a huge commotion.\A man robbing that convenience store took a female employee hostage inside.\Huh?\Look! There he is! response:	Don't move! Drop the knife!
context: Yeah.\What? Are they shooting a drama?\It's dangerous, so step back. Step back!\Talk about a huge commotion.\A man robbing that convenience store took a female employee hostage inside.\Huh?\Look! There he is!\Don't move! Drop the knife! response:	Let the girl go!
context: What? Are they shooting a drama?\It's dangerous, so step back. Step back!\Talk about a huge commotion.\A man robbing that convenience store took a female employee hostage inside.\Huh?\Look! There he is!\Don't move! Drop the knife!\Let the girl go! response:	Shut up! Get back!
context: It's dangerous, so step back. Step back!\Talk about a huge commotion.\A man robbing that convenience store took a female employee hostage inside.\Huh?\Look! There he is!\Don't move! Drop the knife!\Let the girl go!\Shut up! Get back! response:	Th-That lady has rung me up before!
context: Talk about a huge commotion.\A man robbing that convenience store took a female employee hostage inside.\Huh?\Look! There he is!\Don't move! Drop the knife!\Let the girl go!\Shut up! Get back!\Th-That lady has rung me up before! response:	His eyes are messed up. He'll totally kill her if he loses it.
context: A man robbing that convenience store took a female employee hostage inside.\Huh?\Look! There he is!\Don't move! Drop the knife!\Let the girl go!\Shut up! Get back!\Th-That lady has rung me up before!\His eyes are messed up. He'll totally kill her if he loses it. response:	All of you, get outta the way! I'm getting into the car!
context: Huh?\Look! There he is!\Don't move! Drop the knife!\Let the girl go!\Shut up! Get back!\Th-That lady has rung me up before!\His eyes are messed up. He'll totally kill her if he loses it.\All of you, get outta the way! I'm getting into the car! response:	This isn't good, Josuke! Get back! Back!
context: Look! There he is!\Don't move! Drop the knife!\Let the girl go!\Shut up! Get back!\Th-That lady has rung me up before!\His eyes are messed up. He'll totally kill her if he loses it.\All of you, get outta the way! I'm getting into the car!\This isn't good, Josuke! Get back! Back! response:	R-Right.
context: Don't move! Drop the knife!\Let the girl go!\Shut up! Get back!\Th-That lady has rung me up before!\His eyes are messed up. He'll totally kill her if he loses it.\All of you, get outta the way! I'm getting into the car!\This isn't good, Josuke! Get back! Back!\R-Right. response:	Hey, you with the stupid hair!
context: Let the girl go!\Shut up! Get back!\Th-That lady has rung me up before!\His eyes are messed up. He'll totally kill her if he loses it.\All of you, get outta the way! I'm getting into the car!\This isn't good, Josuke! Get back! Back!\R-Right.\Hey, you with the stupid hair! response:	Sorry, let us step back
context: Shut up! Get back!\Th-That lady has rung me up before!\His eyes are messed up. He'll totally kill her if he loses it.\All of you, get outta the way! I'm getting into the car!\This isn't good, Josuke! Get back! Back!\R-Right.\Hey, you with the stupid hair!\Sorry, let us step back response:	I told you to get away from the car!
context: Th-That lady has rung me up before!\His eyes are messed up. He'll totally kill her if he loses it.\All of you, get outta the way! I'm getting into the car!\This isn't good, Josuke! Get back! Back!\R-Right.\Hey, you with the stupid hair!\Sorry, let us step back\I told you to get away from the car! response:	I'll kill you!
context: His eyes are messed up. He'll totally kill her if he loses it.\All of you, get outta the way! I'm getting into the car!\This isn't good, Josuke! Get back! Back!\R-Right.\Hey, you with the stupid hair!\Sorry, let us step back\I told you to get away from the car!\I'll kill you! response:	I have...
context: All of you, get outta the way! I'm getting into the car!\This isn't good, Josuke! Get back! Back!\R-Right.\Hey, you with the stupid hair!\Sorry, let us step back\I told you to get away from the car!\I'll kill you!\I have... response:	a bad feeling about this.
context: This isn't good, Josuke! Get back! Back!\R-Right.\Hey, you with the stupid hair!\Sorry, let us step back\I told you to get away from the car!\I'll kill you!\I have...\a bad feeling about this. response:	I knew it!
context: R-Right.\Hey, you with the stupid hair!\Sorry, let us step back\I told you to get away from the car!\I'll kill you!\I have...\a bad feeling about this.\I knew it! response:	Loom
context: Hey, you with the stupid hair!\Sorry, let us step back\I told you to get away from the car!\I'll kill you!\I have...\a bad feeling about this.\I knew it!\Loom response:	C-Crap! Here it comes!
context: Sorry, let us step back\I told you to get away from the car!\I'll kill you!\I have...\a bad feeling about this.\I knew it!\Loom\C-Crap! Here it comes! response:	At a time like this? In this situation?
context: I told you to get away from the car!\I'll kill you!\I have...\a bad feeling about this.\I knew it!\Loom\C-Crap! Here it comes!\At a time like this? In this situation? response:	After Mr. Jotaro warned him!
context: I'll kill you!\I have...\a bad feeling about this.\I knew it!\Loom\C-Crap! Here it comes!\At a time like this? In this situation?\After Mr. Jotaro warned him! response:	Who's that?
context: I have...\a bad feeling about this.\I knew it!\Loom\C-Crap! Here it comes!\At a time like this? In this situation?\After Mr. Jotaro warned him!\Who's that? response:	H-Hey! Stop!
context: a bad feeling about this.\I knew it!\Loom\C-Crap! Here it comes!\At a time like this? In this situation?\After Mr. Jotaro warned him!\Who's that?\H-Hey! Stop! response:	What did you just say?
context: I knew it!\Loom\C-Crap! Here it comes!\At a time like this? In this situation?\After Mr. Jotaro warned him!\Who's that?\H-Hey! Stop!\What did you just say? response:	Wh-Who the hell are you? Get away from me.
context: Loom\C-Crap! Here it comes!\At a time like this? In this situation?\After Mr. Jotaro warned him!\Who's that?\H-Hey! Stop!\What did you just say?\Wh-Who the hell are you? Get away from me. response:	You don't care what happens to her?
context: C-Crap! Here it comes!\At a time like this? In this situation?\After Mr. Jotaro warned him!\Who's that?\H-Hey! Stop!\What did you just say?\Wh-Who the hell are you? Get away from me.\You don't care what happens to her? response:	Get back, you fool!
context: At a time like this? In this situation?\After Mr. Jotaro warned him!\Who's that?\H-Hey! Stop!\What did you just say?\Wh-Who the hell are you? Get away from me.\You don't care what happens to her?\Get back, you fool! response:	What are you going to do if he loses it?
context: After Mr. Jotaro warned him!\Who's that?\H-Hey! Stop!\What did you just say?\Wh-Who the hell are you? Get away from me.\You don't care what happens to her?\Get back, you fool!\What are you going to do if he loses it? response:	I told you guys to stay back, too!
context: Who's that?\H-Hey! Stop!\What did you just say?\Wh-Who the hell are you? Get away from me.\You don't care what happens to her?\Get back, you fool!\What are you going to do if he loses it?\I told you guys to stay back, too! response:	D-Damn it! You're pissing me off!
context: H-Hey! Stop!\What did you just say?\Wh-Who the hell are you? Get away from me.\You don't care what happens to her?\Get back, you fool!\What are you going to do if he loses it?\I told you guys to stay back, too!\D-Damn it! You're pissing me off! response:	I've made up my mind! I'm gonna stab this girl!
context: What did you just say?\Wh-Who the hell are you? Get away from me.\You don't care what happens to her?\Get back, you fool!\What are you going to do if he loses it?\I told you guys to stay back, too!\D-Damn it! You're pissing me off!\I've made up my mind! I'm gonna stab this girl! response:	Oh, really?
context: Wh-Who the hell are you? Get away from me.\You don't care what happens to her?\Get back, you fool!\What are you going to do if he loses it?\I told you guys to stay back, too!\D-Damn it! You're pissing me off!\I've made up my mind! I'm gonna stab this girl!\Oh, really? response:	Th-There's a hole in his body!
context: You don't care what happens to her?\Get back, you fool!\What are you going to do if he loses it?\I told you guys to stay back, too!\D-Damn it! You're pissing me off!\I've made up my mind! I'm gonna stab this girl!\Oh, really?\Th-There's a hole in his body! response:	I pissed you off?
context: Get back, you fool!\What are you going to do if he loses it?\I told you guys to stay back, too!\D-Damn it! You're pissing me off!\I've made up my mind! I'm gonna stab this girl!\Oh, really?\Th-There's a hole in his body!\I pissed you off? response:	That's my line!
context: What are you going to do if he loses it?\I told you guys to stay back, too!\D-Damn it! You're pissing me off!\I've made up my mind! I'm gonna stab this girl!\Oh, really?\Th-There's a hole in his body!\I pissed you off?\That's my line! response:	Huh? I-I'm fine?!
context: I told you guys to stay back, too!\D-Damn it! You're pissing me off!\I've made up my mind! I'm gonna stab this girl!\Oh, really?\Th-There's a hole in his body!\I pissed you off?\That's my line!\Huh? I-I'm fine?! response:	She's back to normal. It's happening again.
context: D-Damn it! You're pissing me off!\I've made up my mind! I'm gonna stab this girl!\Oh, really?\Th-There's a hole in his body!\I pissed you off?\That's my line!\Huh? I-I'm fine?!\She's back to normal. It's happening again. response:	M-My army knife! It's inside my stomach!
context: I've made up my mind! I'm gonna stab this girl!\Oh, really?\Th-There's a hole in his body!\I pissed you off?\That's my line!\Huh? I-I'm fine?!\She's back to normal. It's happening again.\M-My army knife! It's inside my stomach! response:	H-How?!
context: Oh, really?\Th-There's a hole in his body!\I pissed you off?\That's my line!\Huh? I-I'm fine?!\She's back to normal. It's happening again.\M-My army knife! It's inside my stomach!\H-How?! response:	You'd better get a surgeon to take that out... in the prison hospital.
context: Th-There's a hole in his body!\I pissed you off?\That's my line!\Huh? I-I'm fine?!\She's back to normal. It's happening again.\M-My army knife! It's inside my stomach!\H-How?!\You'd better get a surgeon to take that out... in the prison hospital. response:	S-Seize him!
context: I pissed you off?\That's my line!\Huh? I-I'm fine?!\She's back to normal. It's happening again.\M-My army knife! It's inside my stomach!\H-How?!\You'd better get a surgeon to take that out... in the prison hospital.\S-Seize him! response:	What's going on?
context: That's my line!\Huh? I-I'm fine?!\She's back to normal. It's happening again.\M-My army knife! It's inside my stomach!\H-How?!\You'd better get a surgeon to take that out... in the prison hospital.\S-Seize him!\What's going on? response:	Josuke!
context: Huh? I-I'm fine?!\She's back to normal. It's happening again.\M-My army knife! It's inside my stomach!\H-How?!\You'd better get a surgeon to take that out... in the prison hospital.\S-Seize him!\What's going on?\Josuke! response:	Hey, Koichi.
context: She's back to normal. It's happening again.\M-My army knife! It's inside my stomach!\H-How?!\You'd better get a surgeon to take that out... in the prison hospital.\S-Seize him!\What's going on?\Josuke!\Hey, Koichi. response:	Are you okay?! That was...
context: M-My army knife! It's inside my stomach!\H-How?!\You'd better get a surgeon to take that out... in the prison hospital.\S-Seize him!\What's going on?\Josuke!\Hey, Koichi.\Are you okay?! That was... response:	What the...
context: H-How?!\You'd better get a surgeon to take that out... in the prison hospital.\S-Seize him!\What's going on?\Josuke!\Hey, Koichi.\Are you okay?! That was...\What the... response:	What are you doing, opening your mouth?
context: You'd better get a surgeon to take that out... in the prison hospital.\S-Seize him!\What's going on?\Josuke!\Hey, Koichi.\Are you okay?! That was...\What the...\What are you doing, opening your mouth? response:	Who would have thought
context: S-Seize him!\What's going on?\Josuke!\Hey, Koichi.\Are you okay?! That was...\What the...\What are you doing, opening your mouth?\Who would have thought response:	I'd find another Stand user here?
context: What's going on?\Josuke!\Hey, Koichi.\Are you okay?! That was...\What the...\What are you doing, opening your mouth?\Who would have thought\I'd find another Stand user here? response:	I possessed this man and was having a blast with that robbery, and then...
context: Josuke!\Hey, Koichi.\Are you okay?! That was...\What the...\What are you doing, opening your mouth?\Who would have thought\I'd find another Stand user here?\I possessed this man and was having a blast with that robbery, and then... response:	How dare you get in my way?!
context: Hey, Koichi.\Are you okay?! That was...\What the...\What are you doing, opening your mouth?\Who would have thought\I'd find another Stand user here?\I possessed this man and was having a blast with that robbery, and then...\How dare you get in my way?! response:	He's the guy from the picture!
context: Are you okay?! That was...\What the...\What are you doing, opening your mouth?\Who would have thought\I'd find another Stand user here?\I possessed this man and was having a blast with that robbery, and then...\How dare you get in my way?!\He's the guy from the picture! response:	I'll be watching you from now on.
context: What the...\What are you doing, opening your mouth?\Who would have thought\I'd find another Stand user here?\I possessed this man and was having a blast with that robbery, and then...\How dare you get in my way?!\He's the guy from the picture!\I'll be watching you from now on. response:	I'll be watching you all the time.
context: What are you doing, opening your mouth?\Who would have thought\I'd find another Stand user here?\I possessed this man and was having a blast with that robbery, and then...\How dare you get in my way?!\He's the guy from the picture!\I'll be watching you from now on.\I'll be watching you all the time. response:	What'd you say, you bastard?!
context: Who would have thought\I'd find another Stand user here?\I possessed this man and was having a blast with that robbery, and then...\How dare you get in my way?!\He's the guy from the picture!\I'll be watching you from now on.\I'll be watching you all the time.\What'd you say, you bastard?! response:	Josuke!
context: I'd find another Stand user here?\I possessed this man and was having a blast with that robbery, and then...\How dare you get in my way?!\He's the guy from the picture!\I'll be watching you from now on.\I'll be watching you all the time.\What'd you say, you bastard?!\Josuke! response:	You idiot! Get him!
context: I possessed this man and was having a blast with that robbery, and then...\How dare you get in my way?!\He's the guy from the picture!\I'll be watching you from now on.\I'll be watching you all the time.\What'd you say, you bastard?!\Josuke!\You idiot! Get him! response:	What were you thinking?!
context: How dare you get in my way?!\He's the guy from the picture!\I'll be watching you from now on.\I'll be watching you all the time.\What'd you say, you bastard?!\Josuke!\You idiot! Get him!\What were you thinking?! response:	M-Mr. Officer! W-Wait a sec...
context: He's the guy from the picture!\I'll be watching you from now on.\I'll be watching you all the time.\What'd you say, you bastard?!\Josuke!\You idiot! Get him!\What were you thinking?!\M-Mr. Officer! W-Wait a sec... response:	What Mr. Jotaro said was true.
context: I'll be watching you from now on.\I'll be watching you all the time.\What'd you say, you bastard?!\Josuke!\You idiot! Get him!\What were you thinking?!\M-Mr. Officer! W-Wait a sec...\What Mr. Jotaro said was true. response:	Let me go! I didn't do anything!
context: I'll be watching you all the time.\What'd you say, you bastard?!\Josuke!\You idiot! Get him!\What were you thinking?!\M-Mr. Officer! W-Wait a sec...\What Mr. Jotaro said was true.\Let me go! I didn't do anything! response:	There's something in this town...
context: What'd you say, you bastard?!\Josuke!\You idiot! Get him!\What were you thinking?!\M-Mr. Officer! W-Wait a sec...\What Mr. Jotaro said was true.\Let me go! I didn't do anything!\There's something in this town... response:	I can feel the presence of something completely unknown.
context: Josuke!\You idiot! Get him!\What were you thinking?!\M-Mr. Officer! W-Wait a sec...\What Mr. Jotaro said was true.\Let me go! I didn't do anything!\There's something in this town...\I can feel the presence of something completely unknown. response:	Something bad is here in Morioh.
context: You idiot! Get him!\What were you thinking?!\M-Mr. Officer! W-Wait a sec...\What Mr. Jotaro said was true.\Let me go! I didn't do anything!\There's something in this town...\I can feel the presence of something completely unknown.\Something bad is here in Morioh. response:	Hey, Josuke! Answer the phone!
context: What were you thinking?!\M-Mr. Officer! W-Wait a sec...\What Mr. Jotaro said was true.\Let me go! I didn't do anything!\There's something in this town...\I can feel the presence of something completely unknown.\Something bad is here in Morioh.\Hey, Josuke! Answer the phone! response:	Josuke! Answer the damn phone!
context: M-Mr. Officer! W-Wait a sec...\What Mr. Jotaro said was true.\Let me go! I didn't do anything!\There's something in this town...\I can feel the presence of something completely unknown.\Something bad is here in Morioh.\Hey, Josuke! Answer the phone!\Josuke! Answer the damn phone! response:	Yeah, yeah. One sec.
context: What Mr. Jotaro said was true.\Let me go! I didn't do anything!\There's something in this town...\I can feel the presence of something completely unknown.\Something bad is here in Morioh.\Hey, Josuke! Answer the phone!\Josuke! Answer the damn phone!\Yeah, yeah. One sec. response:	Hello?
context: Let me go! I didn't do anything!\There's something in this town...\I can feel the presence of something completely unknown.\Something bad is here in Morioh.\Hey, Josuke! Answer the phone!\Josuke! Answer the damn phone!\Yeah, yeah. One sec.\Hello? response:	It's Jotaro.
context: There's something in this town...\I can feel the presence of something completely unknown.\Something bad is here in Morioh.\Hey, Josuke! Answer the phone!\Josuke! Answer the damn phone!\Yeah, yeah. One sec.\Hello?\It's Jotaro. response:	Oh, hi.
context: I can feel the presence of something completely unknown.\Something bad is here in Morioh.\Hey, Josuke! Answer the phone!\Josuke! Answer the damn phone!\Yeah, yeah. One sec.\Hello?\It's Jotaro.\Oh, hi. response:	We didn't have a chance to actually talk yesterday.
context: Something bad is here in Morioh.\Hey, Josuke! Answer the phone!\Josuke! Answer the damn phone!\Yeah, yeah. One sec.\Hello?\It's Jotaro.\Oh, hi.\We didn't have a chance to actually talk yesterday. response:	We need to talk about the guy hiding in this town.
context: Hey, Josuke! Answer the phone!\Josuke! Answer the damn phone!\Yeah, yeah. One sec.\Hello?\It's Jotaro.\Oh, hi.\We didn't have a chance to actually talk yesterday.\We need to talk about the guy hiding in this town. response:	Oh, I actually wanted to talk to you about that.
context: Josuke! Answer the damn phone!\Yeah, yeah. One sec.\Hello?\It's Jotaro.\Oh, hi.\We didn't have a chance to actually talk yesterday.\We need to talk about the guy hiding in this town.\Oh, I actually wanted to talk to you about that. response:	Mr. Jotaro, where are you right now?
context: Yeah, yeah. One sec.\Hello?\It's Jotaro.\Oh, hi.\We didn't have a chance to actually talk yesterday.\We need to talk about the guy hiding in this town.\Oh, I actually wanted to talk to you about that.\Mr. Jotaro, where are you right now? response:	The Morioh Grand Hotel.
context: Hello?\It's Jotaro.\Oh, hi.\We didn't have a chance to actually talk yesterday.\We need to talk about the guy hiding in this town.\Oh, I actually wanted to talk to you about that.\Mr. Jotaro, where are you right now?\The Morioh Grand Hotel. response:	What happened?
context: It's Jotaro.\Oh, hi.\We didn't have a chance to actually talk yesterday.\We need to talk about the guy hiding in this town.\Oh, I actually wanted to talk to you about that.\Mr. Jotaro, where are you right now?\The Morioh Grand Hotel.\What happened? response:	Well...
context: Oh, hi.\We didn't have a chance to actually talk yesterday.\We need to talk about the guy hiding in this town.\Oh, I actually wanted to talk to you about that.\Mr. Jotaro, where are you right now?\The Morioh Grand Hotel.\What happened?\Well... response:	Damn it, this pisses me off.
context: We didn't have a chance to actually talk yesterday.\We need to talk about the guy hiding in this town.\Oh, I actually wanted to talk to you about that.\Mr. Jotaro, where are you right now?\The Morioh Grand Hotel.\What happened?\Well...\Damn it, this pisses me off. response:	Where the hell did I put the shovel?
context: We need to talk about the guy hiding in this town.\Oh, I actually wanted to talk to you about that.\Mr. Jotaro, where are you right now?\The Morioh Grand Hotel.\What happened?\Well...\Damn it, this pisses me off.\Where the hell did I put the shovel? response:	That little brat...
context: Oh, I actually wanted to talk to you about that.\Mr. Jotaro, where are you right now?\The Morioh Grand Hotel.\What happened?\Well...\Damn it, this pisses me off.\Where the hell did I put the shovel?\That little brat... response:	Looks like he's got a cozy little family.
context: Mr. Jotaro, where are you right now?\The Morioh Grand Hotel.\What happened?\Well...\Damn it, this pisses me off.\Where the hell did I put the shovel?\That little brat...\Looks like he's got a cozy little family. response:	Not to mention he's got himself a hot, young mother...
context: The Morioh Grand Hotel.\What happened?\Well...\Damn it, this pisses me off.\Where the hell did I put the shovel?\That little brat...\Looks like he's got a cozy little family.\Not to mention he's got himself a hot, young mother... response:	I'm jealous.
context: What happened?\Well...\Damn it, this pisses me off.\Where the hell did I put the shovel?\That little brat...\Looks like he's got a cozy little family.\Not to mention he's got himself a hot, young mother...\I'm jealous. response:	Josuke Higashikata, don't get cocky, now.
context: Well...\Damn it, this pisses me off.\Where the hell did I put the shovel?\That little brat...\Looks like he's got a cozy little family.\Not to mention he's got himself a hot, young mother...\I'm jealous.\Josuke Higashikata, don't get cocky, now. response:	I'm going to destroy your livelihood, your soul, and your life.
context: Damn it, this pisses me off.\Where the hell did I put the shovel?\That little brat...\Looks like he's got a cozy little family.\Not to mention he's got himself a hot, young mother...\I'm jealous.\Josuke Higashikata, don't get cocky, now.\I'm going to destroy your livelihood, your soul, and your life. response:	Episode 2 Josuke Higashikata! Meets Angelo
context: Where the hell did I put the shovel?\That little brat...\Looks like he's got a cozy little family.\Not to mention he's got himself a hot, young mother...\I'm jealous.\Josuke Higashikata, don't get cocky, now.\I'm going to destroy your livelihood, your soul, and your life.\Episode 2 Josuke Higashikata! Meets Angelo response:	Episode 2 Jo suke Higashikata! Meets Angelo
