context: I send you my greetings, Elder Sister. response:	It has been four months since I left Japan.
context: Doctor!\See to my brother.\R-right away!\Don't crowd me! You're so annoying!\Don't push yourself.\Here, hold on to me.\It's nothing! I'm fine.\Let's go! response:	Well done, Miss Chise.
context: See to my brother.\R-right away!\Don't crowd me! You're so annoying!\Don't push yourself.\Here, hold on to me.\It's nothing! I'm fine.\Let's go!\Well done, Miss Chise. response:	They didn't come.
context: R-right away!\Don't crowd me! You're so annoying!\Don't push yourself.\Here, hold on to me.\It's nothing! I'm fine.\Let's go!\Well done, Miss Chise.\They didn't come. response:	What?
context: Don't crowd me! You're so annoying!\Don't push yourself.\Here, hold on to me.\It's nothing! I'm fine.\Let's go!\Well done, Miss Chise.\They didn't come.\What? response:	Never mind.
context: Don't push yourself.\Here, hold on to me.\It's nothing! I'm fine.\Let's go!\Well done, Miss Chise.\They didn't come.\What?\Never mind. response:	It is nothing.
context: Here, hold on to me.\It's nothing! I'm fine.\Let's go!\Well done, Miss Chise.\They didn't come.\What?\Never mind.\It is nothing. response:	What do you think of Operation: Changeling?
context: It's nothing! I'm fine.\Let's go!\Well done, Miss Chise.\They didn't come.\What?\Never mind.\It is nothing.\What do you think of Operation: Changeling? response:	We last spoke a mere week ago.
context: Let's go!\Well done, Miss Chise.\They didn't come.\What?\Never mind.\It is nothing.\What do you think of Operation: Changeling?\We last spoke a mere week ago. response:	The plan will not progress so immediately.
context: Well done, Miss Chise.\They didn't come.\What?\Never mind.\It is nothing.\What do you think of Operation: Changeling?\We last spoke a mere week ago.\The plan will not progress so immediately. response:	Regardless, I would like to hear your thoughts.
context: They didn't come.\What?\Never mind.\It is nothing.\What do you think of Operation: Changeling?\We last spoke a mere week ago.\The plan will not progress so immediately.\Regardless, I would like to hear your thoughts. response:	The Kingdom is pressuring us to settle this treaty.
context: What?\Never mind.\It is nothing.\What do you think of Operation: Changeling?\We last spoke a mere week ago.\The plan will not progress so immediately.\Regardless, I would like to hear your thoughts.\The Kingdom is pressuring us to settle this treaty. response:	I would like to use your information to help me determine whether to accept their terms.
context: Never mind.\It is nothing.\What do you think of Operation: Changeling?\We last spoke a mere week ago.\The plan will not progress so immediately.\Regardless, I would like to hear your thoughts.\The Kingdom is pressuring us to settle this treaty.\I would like to use your information to help me determine whether to accept their terms. response:	Where were you?
context: It is nothing.\What do you think of Operation: Changeling?\We last spoke a mere week ago.\The plan will not progress so immediately.\Regardless, I would like to hear your thoughts.\The Kingdom is pressuring us to settle this treaty.\I would like to use your information to help me determine whether to accept their terms.\Where were you? response:	We're having a meeting.
context: What do you think of Operation: Changeling?\We last spoke a mere week ago.\The plan will not progress so immediately.\Regardless, I would like to hear your thoughts.\The Kingdom is pressuring us to settle this treaty.\I would like to use your information to help me determine whether to accept their terms.\Where were you?\We're having a meeting. response:	Understood.
context: We last spoke a mere week ago.\The plan will not progress so immediately.\Regardless, I would like to hear your thoughts.\The Kingdom is pressuring us to settle this treaty.\I would like to use your information to help me determine whether to accept their terms.\Where were you?\We're having a meeting.\Understood. response:	Princess?
context: The plan will not progress so immediately.\Regardless, I would like to hear your thoughts.\The Kingdom is pressuring us to settle this treaty.\I would like to use your information to help me determine whether to accept their terms.\Where were you?\We're having a meeting.\Understood.\Princess? response:	Isn't anyone here?
context: Regardless, I would like to hear your thoughts.\The Kingdom is pressuring us to settle this treaty.\I would like to use your information to help me determine whether to accept their terms.\Where were you?\We're having a meeting.\Understood.\Princess?\Isn't anyone here? response:	Miss Chise, congratulations!
context: The Kingdom is pressuring us to settle this treaty.\I would like to use your information to help me determine whether to accept their terms.\Where were you?\We're having a meeting.\Understood.\Princess?\Isn't anyone here?\Miss Chise, congratulations! response:	East side!
context: I would like to use your information to help me determine whether to accept their terms.\Where were you?\We're having a meeting.\Understood.\Princess?\Isn't anyone here?\Miss Chise, congratulations!\East side! response:	Congratulations, Miss Chise!
context: Where were you?\We're having a meeting.\Understood.\Princess?\Isn't anyone here?\Miss Chise, congratulations!\East side!\Congratulations, Miss Chise! response:	West side!
context: We're having a meeting.\Understood.\Princess?\Isn't anyone here?\Miss Chise, congratulations!\East side!\Congratulations, Miss Chise!\West side! response:	What is this?
context: Understood.\Princess?\Isn't anyone here?\Miss Chise, congratulations!\East side!\Congratulations, Miss Chise!\West side!\What is this? response:	What are you doing?
context: Princess?\Isn't anyone here?\Miss Chise, congratulations!\East side!\Congratulations, Miss Chise!\West side!\What is this?\What are you doing? response:	Dohyo iri.
context: Isn't anyone here?\Miss Chise, congratulations!\East side!\Congratulations, Miss Chise!\West side!\What is this?\What are you doing?\Dohyo iri. response:	Huh?
context: Miss Chise, congratulations!\East side!\Congratulations, Miss Chise!\West side!\What is this?\What are you doing?\Dohyo iri.\Huh? response:	I heard that when a samurai wins a duel, this is how they celebrate.
context: East side!\Congratulations, Miss Chise!\West side!\What is this?\What are you doing?\Dohyo iri.\Huh?\I heard that when a samurai wins a duel, this is how they celebrate. response:	This is how they do things in Japan, right?
context: Congratulations, Miss Chise!\West side!\What is this?\What are you doing?\Dohyo iri.\Huh?\I heard that when a samurai wins a duel, this is how they celebrate.\This is how they do things in Japan, right? response:	It's, um... very unique.
context: West side!\What is this?\What are you doing?\Dohyo iri.\Huh?\I heard that when a samurai wins a duel, this is how they celebrate.\This is how they do things in Japan, right?\It's, um... very unique. response:	Do you like it, then?
context: What is this?\What are you doing?\Dohyo iri.\Huh?\I heard that when a samurai wins a duel, this is how they celebrate.\This is how they do things in Japan, right?\It's, um... very unique.\Do you like it, then? response:	I see Japan is still an unknown nation to the people here.
context: What are you doing?\Dohyo iri.\Huh?\I heard that when a samurai wins a duel, this is how they celebrate.\This is how they do things in Japan, right?\It's, um... very unique.\Do you like it, then?\I see Japan is still an unknown nation to the people here. response:	Forget Japan, YOU'RE the special one.
context: Dohyo iri.\Huh?\I heard that when a samurai wins a duel, this is how they celebrate.\This is how they do things in Japan, right?\It's, um... very unique.\Do you like it, then?\I see Japan is still an unknown nation to the people here.\Forget Japan, YOU'RE the special one. response:	Troublemaker.
context: Huh?\I heard that when a samurai wins a duel, this is how they celebrate.\This is how they do things in Japan, right?\It's, um... very unique.\Do you like it, then?\I see Japan is still an unknown nation to the people here.\Forget Japan, YOU'RE the special one.\Troublemaker. response:	You attract a lot of attention for a spy.
context: I heard that when a samurai wins a duel, this is how they celebrate.\This is how they do things in Japan, right?\It's, um... very unique.\Do you like it, then?\I see Japan is still an unknown nation to the people here.\Forget Japan, YOU'RE the special one.\Troublemaker.\You attract a lot of attention for a spy. response:	But it felt great when you talked back to Lily in the lavatory.
context: This is how they do things in Japan, right?\It's, um... very unique.\Do you like it, then?\I see Japan is still an unknown nation to the people here.\Forget Japan, YOU'RE the special one.\Troublemaker.\You attract a lot of attention for a spy.\But it felt great when you talked back to Lily in the lavatory. response:	Besides, it's thanks to you that our mission went so smoothly.
context: It's, um... very unique.\Do you like it, then?\I see Japan is still an unknown nation to the people here.\Forget Japan, YOU'RE the special one.\Troublemaker.\You attract a lot of attention for a spy.\But it felt great when you talked back to Lily in the lavatory.\Besides, it's thanks to you that our mission went so smoothly. response:	That's right. I saw no problems with Princess today.
context: Do you like it, then?\I see Japan is still an unknown nation to the people here.\Forget Japan, YOU'RE the special one.\Troublemaker.\You attract a lot of attention for a spy.\But it felt great when you talked back to Lily in the lavatory.\Besides, it's thanks to you that our mission went so smoothly.\That's right. I saw no problems with Princess today. response:	Yes, that's right.
context: I see Japan is still an unknown nation to the people here.\Forget Japan, YOU'RE the special one.\Troublemaker.\You attract a lot of attention for a spy.\But it felt great when you talked back to Lily in the lavatory.\Besides, it's thanks to you that our mission went so smoothly.\That's right. I saw no problems with Princess today.\Yes, that's right. response:	While you were off having your duel, we snuck into Lily's room.
context: Forget Japan, YOU'RE the special one.\Troublemaker.\You attract a lot of attention for a spy.\But it felt great when you talked back to Lily in the lavatory.\Besides, it's thanks to you that our mission went so smoothly.\That's right. I saw no problems with Princess today.\Yes, that's right.\While you were off having your duel, we snuck into Lily's room. response:	Sure enough, she was hiding a direct telephone line.
context: Troublemaker.\You attract a lot of attention for a spy.\But it felt great when you talked back to Lily in the lavatory.\Besides, it's thanks to you that our mission went so smoothly.\That's right. I saw no problems with Princess today.\Yes, that's right.\While you were off having your duel, we snuck into Lily's room.\Sure enough, she was hiding a direct telephone line. response:	We took the liberty of tinkering with it, just a little.
context: You attract a lot of attention for a spy.\But it felt great when you talked back to Lily in the lavatory.\Besides, it's thanks to you that our mission went so smoothly.\That's right. I saw no problems with Princess today.\Yes, that's right.\While you were off having your duel, we snuck into Lily's room.\Sure enough, she was hiding a direct telephone line.\We took the liberty of tinkering with it, just a little. response:	Is that why you weren't present at the duel?
context: But it felt great when you talked back to Lily in the lavatory.\Besides, it's thanks to you that our mission went so smoothly.\That's right. I saw no problems with Princess today.\Yes, that's right.\While you were off having your duel, we snuck into Lily's room.\Sure enough, she was hiding a direct telephone line.\We took the liberty of tinkering with it, just a little.\Is that why you weren't present at the duel? response:	Anything unusual?
context: Besides, it's thanks to you that our mission went so smoothly.\That's right. I saw no problems with Princess today.\Yes, that's right.\While you were off having your duel, we snuck into Lily's room.\Sure enough, she was hiding a direct telephone line.\We took the liberty of tinkering with it, just a little.\Is that why you weren't present at the duel?\Anything unusual? response:	Maybe all the hullabaloo about a duel.
context: That's right. I saw no problems with Princess today.\Yes, that's right.\While you were off having your duel, we snuck into Lily's room.\Sure enough, she was hiding a direct telephone line.\We took the liberty of tinkering with it, just a little.\Is that why you weren't present at the duel?\Anything unusual?\Maybe all the hullabaloo about a duel. response:	I told you about that weird oriental runt.
context: Yes, that's right.\While you were off having your duel, we snuck into Lily's room.\Sure enough, she was hiding a direct telephone line.\We took the liberty of tinkering with it, just a little.\Is that why you weren't present at the duel?\Anything unusual?\Maybe all the hullabaloo about a duel.\I told you about that weird oriental runt. response:	Are you gonna take that from her, Chise?
context: While you were off having your duel, we snuck into Lily's room.\Sure enough, she was hiding a direct telephone line.\We took the liberty of tinkering with it, just a little.\Is that why you weren't present at the duel?\Anything unusual?\Maybe all the hullabaloo about a duel.\I told you about that weird oriental runt.\Are you gonna take that from her, Chise? response:	If you ask me, everyone here is a weird Westerner.
context: Sure enough, she was hiding a direct telephone line.\We took the liberty of tinkering with it, just a little.\Is that why you weren't present at the duel?\Anything unusual?\Maybe all the hullabaloo about a duel.\I told you about that weird oriental runt.\Are you gonna take that from her, Chise?\If you ask me, everyone here is a weird Westerner. response:	Well, not as weird as the Black Lizard girl over there.
context: We took the liberty of tinkering with it, just a little.\Is that why you weren't present at the duel?\Anything unusual?\Maybe all the hullabaloo about a duel.\I told you about that weird oriental runt.\Are you gonna take that from her, Chise?\If you ask me, everyone here is a weird Westerner.\Well, not as weird as the Black Lizard girl over there. response:	I'm normal.
context: Is that why you weren't present at the duel?\Anything unusual?\Maybe all the hullabaloo about a duel.\I told you about that weird oriental runt.\Are you gonna take that from her, Chise?\If you ask me, everyone here is a weird Westerner.\Well, not as weird as the Black Lizard girl over there.\I'm normal. response:	I'm not so desperate to be in secondary school that I would hide my age.
context: Anything unusual?\Maybe all the hullabaloo about a duel.\I told you about that weird oriental runt.\Are you gonna take that from her, Chise?\If you ask me, everyone here is a weird Westerner.\Well, not as weird as the Black Lizard girl over there.\I'm normal.\I'm not so desperate to be in secondary school that I would hide my age. response:	I told you it's part of the mission!
context: Maybe all the hullabaloo about a duel.\I told you about that weird oriental runt.\Are you gonna take that from her, Chise?\If you ask me, everyone here is a weird Westerner.\Well, not as weird as the Black Lizard girl over there.\I'm normal.\I'm not so desperate to be in secondary school that I would hide my age.\I told you it's part of the mission! response:	Besides, I can still pull it off!
context: I told you about that weird oriental runt.\Are you gonna take that from her, Chise?\If you ask me, everyone here is a weird Westerner.\Well, not as weird as the Black Lizard girl over there.\I'm normal.\I'm not so desperate to be in secondary school that I would hide my age.\I told you it's part of the mission!\Besides, I can still pull it off! response:	With enough makeup.
context: Are you gonna take that from her, Chise?\If you ask me, everyone here is a weird Westerner.\Well, not as weird as the Black Lizard girl over there.\I'm normal.\I'm not so desperate to be in secondary school that I would hide my age.\I told you it's part of the mission!\Besides, I can still pull it off!\With enough makeup. response:	I'm only three years older than you!
context: If you ask me, everyone here is a weird Westerner.\Well, not as weird as the Black Lizard girl over there.\I'm normal.\I'm not so desperate to be in secondary school that I would hide my age.\I told you it's part of the mission!\Besides, I can still pull it off!\With enough makeup.\I'm only three years older than you! response:	Lord Horikawa, I hereby report.
context: Well, not as weird as the Black Lizard girl over there.\I'm normal.\I'm not so desperate to be in secondary school that I would hide my age.\I told you it's part of the mission!\Besides, I can still pull it off!\With enough makeup.\I'm only three years older than you!\Lord Horikawa, I hereby report. response:	In all honesty, I do not know if Operation: Changeling is possible.
context: I'm normal.\I'm not so desperate to be in secondary school that I would hide my age.\I told you it's part of the mission!\Besides, I can still pull it off!\With enough makeup.\I'm only three years older than you!\Lord Horikawa, I hereby report.\In all honesty, I do not know if Operation: Changeling is possible. response:	However...
context: I'm not so desperate to be in secondary school that I would hide my age.\I told you it's part of the mission!\Besides, I can still pull it off!\With enough makeup.\I'm only three years older than you!\Lord Horikawa, I hereby report.\In all honesty, I do not know if Operation: Changeling is possible.\However... response:	What I do know is... I want them to be victorious.
