context: SIGNS oh god timer why did you do the op credits response:	OP
context: something wonderful is waiting for you.\Also, I'm giving each and every one of you one yen worth of e-money.\Think of it as a parting gift\and as proof that what I've said is true.\A promissory note of sorts.\Juiz. Give each phone I'm connected to now one yen of e-money.\Understood.\May you continue to be a beloved king, instilling hope and fear in your subjects. response:	Very well!
context: Also, I'm giving each and every one of you one yen worth of e-money.\Think of it as a parting gift\and as proof that what I've said is true.\A promissory note of sorts.\Juiz. Give each phone I'm connected to now one yen of e-money.\Understood.\May you continue to be a beloved king, instilling hope and fear in your subjects.\Very well! response:	NEETs who have locked yourselves in your rooms!
context: Think of it as a parting gift\and as proof that what I've said is true.\A promissory note of sorts.\Juiz. Give each phone I'm connected to now one yen of e-money.\Understood.\May you continue to be a beloved king, instilling hope and fear in your subjects.\Very well!\NEETs who have locked yourselves in your rooms! response:	It's your turn now!
context: and as proof that what I've said is true.\A promissory note of sorts.\Juiz. Give each phone I'm connected to now one yen of e-money.\Understood.\May you continue to be a beloved king, instilling hope and fear in your subjects.\Very well!\NEETs who have locked yourselves in your rooms!\It's your turn now! response:	Using AirShip, assemble at the promised land, the Eden of the East!
context: A promissory note of sorts.\Juiz. Give each phone I'm connected to now one yen of e-money.\Understood.\May you continue to be a beloved king, instilling hope and fear in your subjects.\Very well!\NEETs who have locked yourselves in your rooms!\It's your turn now!\Using AirShip, assemble at the promised land, the Eden of the East! response:	I'll be waiting.
context: Juiz. Give each phone I'm connected to now one yen of e-money.\Understood.\May you continue to be a beloved king, instilling hope and fear in your subjects.\Very well!\NEETs who have locked yourselves in your rooms!\It's your turn now!\Using AirShip, assemble at the promised land, the Eden of the East!\I'll be waiting. response:	What's he thinking!?
context: Understood.\May you continue to be a beloved king, instilling hope and fear in your subjects.\Very well!\NEETs who have locked yourselves in your rooms!\It's your turn now!\Using AirShip, assemble at the promised land, the Eden of the East!\I'll be waiting.\What's he thinking!? response:	Even if he makes some clever points, a political argument isn't enough to get them going!
context: May you continue to be a beloved king, instilling hope and fear in your subjects.\Very well!\NEETs who have locked yourselves in your rooms!\It's your turn now!\Using AirShip, assemble at the promised land, the Eden of the East!\I'll be waiting.\What's he thinking!?\Even if he makes some clever points, a political argument isn't enough to get them going! response:	Once, we too tried recklessly to improve this country.
context: Very well!\NEETs who have locked yourselves in your rooms!\It's your turn now!\Using AirShip, assemble at the promised land, the Eden of the East!\I'll be waiting.\What's he thinking!?\Even if he makes some clever points, a political argument isn't enough to get them going!\Once, we too tried recklessly to improve this country. response:	Looking back on it now, we call our actions mistaken.
context: NEETs who have locked yourselves in your rooms!\It's your turn now!\Using AirShip, assemble at the promised land, the Eden of the East!\I'll be waiting.\What's he thinking!?\Even if he makes some clever points, a political argument isn't enough to get them going!\Once, we too tried recklessly to improve this country.\Looking back on it now, we call our actions mistaken. response:	But back then, we were amateurs who didn't know our left from our right.
context: It's your turn now!\Using AirShip, assemble at the promised land, the Eden of the East!\I'll be waiting.\What's he thinking!?\Even if he makes some clever points, a political argument isn't enough to get them going!\Once, we too tried recklessly to improve this country.\Looking back on it now, we call our actions mistaken.\But back then, we were amateurs who didn't know our left from our right. response:	If what we did was wrong, then what was right?
context: Using AirShip, assemble at the promised land, the Eden of the East!\I'll be waiting.\What's he thinking!?\Even if he makes some clever points, a political argument isn't enough to get them going!\Once, we too tried recklessly to improve this country.\Looking back on it now, we call our actions mistaken.\But back then, we were amateurs who didn't know our left from our right.\If what we did was wrong, then what was right? response:	And yet, even though we'd though we'd changed so little,
context: I'll be waiting.\What's he thinking!?\Even if he makes some clever points, a political argument isn't enough to get them going!\Once, we too tried recklessly to improve this country.\Looking back on it now, we call our actions mistaken.\But back then, we were amateurs who didn't know our left from our right.\If what we did was wrong, then what was right?\And yet, even though we'd though we'd changed so little, response:	the rules of the world changed so much.
context: What's he thinking!?\Even if he makes some clever points, a political argument isn't enough to get them going!\Once, we too tried recklessly to improve this country.\Looking back on it now, we call our actions mistaken.\But back then, we were amateurs who didn't know our left from our right.\If what we did was wrong, then what was right?\And yet, even though we'd though we'd changed so little,\the rules of the world changed so much. response:	The idea that this country needed new ideas before it sank deeper came to the fore.
context: Even if he makes some clever points, a political argument isn't enough to get them going!\Once, we too tried recklessly to improve this country.\Looking back on it now, we call our actions mistaken.\But back then, we were amateurs who didn't know our left from our right.\If what we did was wrong, then what was right?\And yet, even though we'd though we'd changed so little,\the rules of the world changed so much.\The idea that this country needed new ideas before it sank deeper came to the fore. response:	I guess it means that even though telling the older generation to accept this seems cruel,
context: Once, we too tried recklessly to improve this country.\Looking back on it now, we call our actions mistaken.\But back then, we were amateurs who didn't know our left from our right.\If what we did was wrong, then what was right?\And yet, even though we'd though we'd changed so little,\the rules of the world changed so much.\The idea that this country needed new ideas before it sank deeper came to the fore.\I guess it means that even though telling the older generation to accept this seems cruel, response:	in the end, you need to ask them to give up their power and hand over responsibility.
context: Looking back on it now, we call our actions mistaken.\But back then, we were amateurs who didn't know our left from our right.\If what we did was wrong, then what was right?\And yet, even though we'd though we'd changed so little,\the rules of the world changed so much.\The idea that this country needed new ideas before it sank deeper came to the fore.\I guess it means that even though telling the older generation to accept this seems cruel,\in the end, you need to ask them to give up their power and hand over responsibility. response:	Even Japan's beloved Sakamoto Ryoma and Shirasu Jiro
context: But back then, we were amateurs who didn't know our left from our right.\If what we did was wrong, then what was right?\And yet, even though we'd though we'd changed so little,\the rules of the world changed so much.\The idea that this country needed new ideas before it sank deeper came to the fore.\I guess it means that even though telling the older generation to accept this seems cruel,\in the end, you need to ask them to give up their power and hand over responsibility.\Even Japan's beloved Sakamoto Ryoma and Shirasu Jiro response:	just avoided being dirtied by choosing their fights carefully.
context: If what we did was wrong, then what was right?\And yet, even though we'd though we'd changed so little,\the rules of the world changed so much.\The idea that this country needed new ideas before it sank deeper came to the fore.\I guess it means that even though telling the older generation to accept this seems cruel,\in the end, you need to ask them to give up their power and hand over responsibility.\Even Japan's beloved Sakamoto Ryoma and Shirasu Jiro\just avoided being dirtied by choosing their fights carefully. response:	The true saviors of this country are those unknowns who, simply by virtue of steadily living their daily lives
context: And yet, even though we'd though we'd changed so little,\the rules of the world changed so much.\The idea that this country needed new ideas before it sank deeper came to the fore.\I guess it means that even though telling the older generation to accept this seems cruel,\in the end, you need to ask them to give up their power and hand over responsibility.\Even Japan's beloved Sakamoto Ryoma and Shirasu Jiro\just avoided being dirtied by choosing their fights carefully.\The true saviors of this country are those unknowns who, simply by virtue of steadily living their daily lives response:	became the bloodied losers of history.
context: the rules of the world changed so much.\The idea that this country needed new ideas before it sank deeper came to the fore.\I guess it means that even though telling the older generation to accept this seems cruel,\in the end, you need to ask them to give up their power and hand over responsibility.\Even Japan's beloved Sakamoto Ryoma and Shirasu Jiro\just avoided being dirtied by choosing their fights carefully.\The true saviors of this country are those unknowns who, simply by virtue of steadily living their daily lives\became the bloodied losers of history. response:	In front of a society which subconsciously loathes this concept,
context: The idea that this country needed new ideas before it sank deeper came to the fore.\I guess it means that even though telling the older generation to accept this seems cruel,\in the end, you need to ask them to give up their power and hand over responsibility.\Even Japan's beloved Sakamoto Ryoma and Shirasu Jiro\just avoided being dirtied by choosing their fights carefully.\The true saviors of this country are those unknowns who, simply by virtue of steadily living their daily lives\became the bloodied losers of history.\In front of a society which subconsciously loathes this concept, response:	IX takes the risk of becoming a scapegoat.
context: I guess it means that even though telling the older generation to accept this seems cruel,\in the end, you need to ask them to give up their power and hand over responsibility.\Even Japan's beloved Sakamoto Ryoma and Shirasu Jiro\just avoided being dirtied by choosing their fights carefully.\The true saviors of this country are those unknowns who, simply by virtue of steadily living their daily lives\became the bloodied losers of history.\In front of a society which subconsciously loathes this concept,\IX takes the risk of becoming a scapegoat. response:	Interesting.
context: in the end, you need to ask them to give up their power and hand over responsibility.\Even Japan's beloved Sakamoto Ryoma and Shirasu Jiro\just avoided being dirtied by choosing their fights carefully.\The true saviors of this country are those unknowns who, simply by virtue of steadily living their daily lives\became the bloodied losers of history.\In front of a society which subconsciously loathes this concept,\IX takes the risk of becoming a scapegoat.\Interesting. response:	It's time to drop the curtain on this game for now.
context: Even Japan's beloved Sakamoto Ryoma and Shirasu Jiro\just avoided being dirtied by choosing their fights carefully.\The true saviors of this country are those unknowns who, simply by virtue of steadily living their daily lives\became the bloodied losers of history.\In front of a society which subconsciously loathes this concept,\IX takes the risk of becoming a scapegoat.\Interesting.\It's time to drop the curtain on this game for now. response:	I've chosen a winner.
context: just avoided being dirtied by choosing their fights carefully.\The true saviors of this country are those unknowns who, simply by virtue of steadily living their daily lives\became the bloodied losers of history.\In front of a society which subconsciously loathes this concept,\IX takes the risk of becoming a scapegoat.\Interesting.\It's time to drop the curtain on this game for now.\I've chosen a winner. response:	Did that phone call really go to everyone in Japan?
context: The true saviors of this country are those unknowns who, simply by virtue of steadily living their daily lives\became the bloodied losers of history.\In front of a society which subconsciously loathes this concept,\IX takes the risk of becoming a scapegoat.\Interesting.\It's time to drop the curtain on this game for now.\I've chosen a winner.\Did that phone call really go to everyone in Japan? response:	Yeah, I think.
context: became the bloodied losers of history.\In front of a society which subconsciously loathes this concept,\IX takes the risk of becoming a scapegoat.\Interesting.\It's time to drop the curtain on this game for now.\I've chosen a winner.\Did that phone call really go to everyone in Japan?\Yeah, I think. response:	Sorry to cause you so much trouble.
context: In front of a society which subconsciously loathes this concept,\IX takes the risk of becoming a scapegoat.\Interesting.\It's time to drop the curtain on this game for now.\I've chosen a winner.\Did that phone call really go to everyone in Japan?\Yeah, I think.\Sorry to cause you so much trouble. response:	I'll be running away as a terrorist now. Good luck at the hearing.
context: IX takes the risk of becoming a scapegoat.\Interesting.\It's time to drop the curtain on this game for now.\I've chosen a winner.\Did that phone call really go to everyone in Japan?\Yeah, I think.\Sorry to cause you so much trouble.\I'll be running away as a terrorist now. Good luck at the hearing. response:	I understand. Farewell.
context: Interesting.\It's time to drop the curtain on this game for now.\I've chosen a winner.\Did that phone call really go to everyone in Japan?\Yeah, I think.\Sorry to cause you so much trouble.\I'll be running away as a terrorist now. Good luck at the hearing.\I understand. Farewell. response:	Oh, right. Here.
context: It's time to drop the curtain on this game for now.\I've chosen a winner.\Did that phone call really go to everyone in Japan?\Yeah, I think.\Sorry to cause you so much trouble.\I'll be running away as a terrorist now. Good luck at the hearing.\I understand. Farewell.\Oh, right. Here. response:	I don't think you even need to see it, though.
context: I've chosen a winner.\Did that phone call really go to everyone in Japan?\Yeah, I think.\Sorry to cause you so much trouble.\I'll be running away as a terrorist now. Good luck at the hearing.\I understand. Farewell.\Oh, right. Here.\I don't think you even need to see it, though. response:	He does rather remind me of the master.
context: Did that phone call really go to everyone in Japan?\Yeah, I think.\Sorry to cause you so much trouble.\I'll be running away as a terrorist now. Good luck at the hearing.\I understand. Farewell.\Oh, right. Here.\I don't think you even need to see it, though.\He does rather remind me of the master. response:	I'm sorry.
context: Yeah, I think.\Sorry to cause you so much trouble.\I'll be running away as a terrorist now. Good luck at the hearing.\I understand. Farewell.\Oh, right. Here.\I don't think you even need to see it, though.\He does rather remind me of the master.\I'm sorry. response:	Don't worry.
context: Sorry to cause you so much trouble.\I'll be running away as a terrorist now. Good luck at the hearing.\I understand. Farewell.\Oh, right. Here.\I don't think you even need to see it, though.\He does rather remind me of the master.\I'm sorry.\Don't worry. response:	If you think so, I don't mind.
context: I'll be running away as a terrorist now. Good luck at the hearing.\I understand. Farewell.\Oh, right. Here.\I don't think you even need to see it, though.\He does rather remind me of the master.\I'm sorry.\Don't worry.\If you think so, I don't mind. response:	You always make such drastic decisions.
context: I understand. Farewell.\Oh, right. Here.\I don't think you even need to see it, though.\He does rather remind me of the master.\I'm sorry.\Don't worry.\If you think so, I don't mind.\You always make such drastic decisions. response:	But this country's people are amazingly cynical.
context: Oh, right. Here.\I don't think you even need to see it, though.\He does rather remind me of the master.\I'm sorry.\Don't worry.\If you think so, I don't mind.\You always make such drastic decisions.\But this country's people are amazingly cynical. response:	Don't hold your breath hoping they'll get the message.
context: I don't think you even need to see it, though.\He does rather remind me of the master.\I'm sorry.\Don't worry.\If you think so, I don't mind.\You always make such drastic decisions.\But this country's people are amazingly cynical.\Don't hold your breath hoping they'll get the message. response:	Isn't that a rather lonely point of view?
context: He does rather remind me of the master.\I'm sorry.\Don't worry.\If you think so, I don't mind.\You always make such drastic decisions.\But this country's people are amazingly cynical.\Don't hold your breath hoping they'll get the message.\Isn't that a rather lonely point of view? response:	Maybe, but it's reality.
context: I'm sorry.\Don't worry.\If you think so, I don't mind.\You always make such drastic decisions.\But this country's people are amazingly cynical.\Don't hold your breath hoping they'll get the message.\Isn't that a rather lonely point of view?\Maybe, but it's reality. response:	Mononobe!
context: Don't worry.\If you think so, I don't mind.\You always make such drastic decisions.\But this country's people are amazingly cynical.\Don't hold your breath hoping they'll get the message.\Isn't that a rather lonely point of view?\Maybe, but it's reality.\Mononobe! response:	Hello, SeleCao.
context: If you think so, I don't mind.\You always make such drastic decisions.\But this country's people are amazingly cynical.\Don't hold your breath hoping they'll get the message.\Isn't that a rather lonely point of view?\Maybe, but it's reality.\Mononobe!\Hello, SeleCao. response:	This is Mr. Outside.
context: You always make such drastic decisions.\But this country's people are amazingly cynical.\Don't hold your breath hoping they'll get the message.\Isn't that a rather lonely point of view?\Maybe, but it's reality.\Mononobe!\Hello, SeleCao.\This is Mr. Outside. response:	This may be sudden, but with this phone call, the current game comes to a close.
context: But this country's people are amazingly cynical.\Don't hold your breath hoping they'll get the message.\Isn't that a rather lonely point of view?\Maybe, but it's reality.\Mononobe!\Hello, SeleCao.\This is Mr. Outside.\This may be sudden, but with this phone call, the current game comes to a close. response:	I'm satisfied with the progress I've seen from you.
context: Don't hold your breath hoping they'll get the message.\Isn't that a rather lonely point of view?\Maybe, but it's reality.\Mononobe!\Hello, SeleCao.\This is Mr. Outside.\This may be sudden, but with this phone call, the current game comes to a close.\I'm satisfied with the progress I've seen from you. response:	Therefore, you're all winners.
context: Isn't that a rather lonely point of view?\Maybe, but it's reality.\Mononobe!\Hello, SeleCao.\This is Mr. Outside.\This may be sudden, but with this phone call, the current game comes to a close.\I'm satisfied with the progress I've seen from you.\Therefore, you're all winners. response:	I look forward to seeing you develop into people whose talents can change Japan for the better.
context: Maybe, but it's reality.\Mononobe!\Hello, SeleCao.\This is Mr. Outside.\This may be sudden, but with this phone call, the current game comes to a close.\I'm satisfied with the progress I've seen from you.\Therefore, you're all winners.\I look forward to seeing you develop into people whose talents can change Japan for the better. response:	I've always been that kind of person anyway.
context: Mononobe!\Hello, SeleCao.\This is Mr. Outside.\This may be sudden, but with this phone call, the current game comes to a close.\I'm satisfied with the progress I've seen from you.\Therefore, you're all winners.\I look forward to seeing you develop into people whose talents can change Japan for the better.\I've always been that kind of person anyway. response:	As thanks for participating in my game to the very end,
context: Hello, SeleCao.\This is Mr. Outside.\This may be sudden, but with this phone call, the current game comes to a close.\I'm satisfied with the progress I've seen from you.\Therefore, you're all winners.\I look forward to seeing you develop into people whose talents can change Japan for the better.\I've always been that kind of person anyway.\As thanks for participating in my game to the very end, response:	I have a wonderful present for you all.
context: This is Mr. Outside.\This may be sudden, but with this phone call, the current game comes to a close.\I'm satisfied with the progress I've seen from you.\Therefore, you're all winners.\I look forward to seeing you develop into people whose talents can change Japan for the better.\I've always been that kind of person anyway.\As thanks for participating in my game to the very end,\I have a wonderful present for you all. response:	I'd like you all to have this.
context: This may be sudden, but with this phone call, the current game comes to a close.\I'm satisfied with the progress I've seen from you.\Therefore, you're all winners.\I look forward to seeing you develop into people whose talents can change Japan for the better.\I've always been that kind of person anyway.\As thanks for participating in my game to the very end,\I have a wonderful present for you all.\I'd like you all to have this. response:	It's a bonus I prepared for you SeleCao in advance.
context: I'm satisfied with the progress I've seen from you.\Therefore, you're all winners.\I look forward to seeing you develop into people whose talents can change Japan for the better.\I've always been that kind of person anyway.\As thanks for participating in my game to the very end,\I have a wonderful present for you all.\I'd like you all to have this.\It's a bonus I prepared for you SeleCao in advance. response:	Noblesse oblige.
context: Therefore, you're all winners.\I look forward to seeing you develop into people whose talents can change Japan for the better.\I've always been that kind of person anyway.\As thanks for participating in my game to the very end,\I have a wonderful present for you all.\I'd like you all to have this.\It's a bonus I prepared for you SeleCao in advance.\Noblesse oblige. response:	May you continue to be this country's potential messiahs.
context: I look forward to seeing you develop into people whose talents can change Japan for the better.\I've always been that kind of person anyway.\As thanks for participating in my game to the very end,\I have a wonderful present for you all.\I'd like you all to have this.\It's a bonus I prepared for you SeleCao in advance.\Noblesse oblige.\May you continue to be this country's potential messiahs. response:	Potential?
context: I've always been that kind of person anyway.\As thanks for participating in my game to the very end,\I have a wonderful present for you all.\I'd like you all to have this.\It's a bonus I prepared for you SeleCao in advance.\Noblesse oblige.\May you continue to be this country's potential messiahs.\Potential? response:	Stop it! Not me!
context: As thanks for participating in my game to the very end,\I have a wonderful present for you all.\I'd like you all to have this.\It's a bonus I prepared for you SeleCao in advance.\Noblesse oblige.\May you continue to be this country's potential messiahs.\Potential?\Stop it! Not me! response:	Thank you, Saizo.
context: I have a wonderful present for you all.\I'd like you all to have this.\It's a bonus I prepared for you SeleCao in advance.\Noblesse oblige.\May you continue to be this country's potential messiahs.\Potential?\Stop it! Not me!\Thank you, Saizo. response:	Farewell.
context: I'd like you all to have this.\It's a bonus I prepared for you SeleCao in advance.\Noblesse oblige.\May you continue to be this country's potential messiahs.\Potential?\Stop it! Not me!\Thank you, Saizo.\Farewell. response:	A present? What is it?
context: It's a bonus I prepared for you SeleCao in advance.\Noblesse oblige.\May you continue to be this country's potential messiahs.\Potential?\Stop it! Not me!\Thank you, Saizo.\Farewell.\A present? What is it? response:	When I gave them their phones,
context: Noblesse oblige.\May you continue to be this country's potential messiahs.\Potential?\Stop it! Not me!\Thank you, Saizo.\Farewell.\A present? What is it?\When I gave them their phones, response:	I left one little trap waiting.
context: May you continue to be this country's potential messiahs.\Potential?\Stop it! Not me!\Thank you, Saizo.\Farewell.\A present? What is it?\When I gave them their phones,\I left one little trap waiting. response:	This will free them from the game completely.
context: Potential?\Stop it! Not me!\Thank you, Saizo.\Farewell.\A present? What is it?\When I gave them their phones,\I left one little trap waiting.\This will free them from the game completely. response:	Just how much do you intend to play with people's lives!?
context: Stop it! Not me!\Thank you, Saizo.\Farewell.\A present? What is it?\When I gave them their phones,\I left one little trap waiting.\This will free them from the game completely.\Just how much do you intend to play with people's lives!? response:	I'm not old enough to lose to you kids yet.
context: Thank you, Saizo.\Farewell.\A present? What is it?\When I gave them their phones,\I left one little trap waiting.\This will free them from the game completely.\Just how much do you intend to play with people's lives!?\I'm not old enough to lose to you kids yet. response:	Tak!
context: Farewell.\A present? What is it?\When I gave them their phones,\I left one little trap waiting.\This will free them from the game completely.\Just how much do you intend to play with people's lives!?\I'm not old enough to lose to you kids yet.\Tak! response:	Takizawa!
context: A present? What is it?\When I gave them their phones,\I left one little trap waiting.\This will free them from the game completely.\Just how much do you intend to play with people's lives!?\I'm not old enough to lose to you kids yet.\Tak!\Takizawa! response:	What's wrong, Takizawa!
context: When I gave them their phones,\I left one little trap waiting.\This will free them from the game completely.\Just how much do you intend to play with people's lives!?\I'm not old enough to lose to you kids yet.\Tak!\Takizawa!\What's wrong, Takizawa! response:	Excuse me.
context: I left one little trap waiting.\This will free them from the game completely.\Just how much do you intend to play with people's lives!?\I'm not old enough to lose to you kids yet.\Tak!\Takizawa!\What's wrong, Takizawa!\Excuse me. response:	I've heard there's a man named Takizawa here.
context: This will free them from the game completely.\Just how much do you intend to play with people's lives!?\I'm not old enough to lose to you kids yet.\Tak!\Takizawa!\What's wrong, Takizawa!\Excuse me.\I've heard there's a man named Takizawa here. response:	Mononobe!
context: Just how much do you intend to play with people's lives!?\I'm not old enough to lose to you kids yet.\Tak!\Takizawa!\What's wrong, Takizawa!\Excuse me.\I've heard there's a man named Takizawa here.\Mononobe! response:	Who are you?
context: I'm not old enough to lose to you kids yet.\Tak!\Takizawa!\What's wrong, Takizawa!\Excuse me.\I've heard there's a man named Takizawa here.\Mononobe!\Who are you? response:	You're in my way.
context: Tak!\Takizawa!\What's wrong, Takizawa!\Excuse me.\I've heard there's a man named Takizawa here.\Mononobe!\Who are you?\You're in my way. response:	Don't you remember me after all I've done for you!?
context: Takizawa!\What's wrong, Takizawa!\Excuse me.\I've heard there's a man named Takizawa here.\Mononobe!\Who are you?\You're in my way.\Don't you remember me after all I've done for you!? response:	I wonder if that sound didn't work on me because I already wiped my own memory?
context: What's wrong, Takizawa!\Excuse me.\I've heard there's a man named Takizawa here.\Mononobe!\Who are you?\You're in my way.\Don't you remember me after all I've done for you!?\I wonder if that sound didn't work on me because I already wiped my own memory? response:	Never mind that. What are you doing calling everyone in Japan and telling them that, Tak!?
context: Excuse me.\I've heard there's a man named Takizawa here.\Mononobe!\Who are you?\You're in my way.\Don't you remember me after all I've done for you!?\I wonder if that sound didn't work on me because I already wiped my own memory?\Never mind that. What are you doing calling everyone in Japan and telling them that, Tak!? response:	Don't worry. It'll work out fine.
context: I've heard there's a man named Takizawa here.\Mononobe!\Who are you?\You're in my way.\Don't you remember me after all I've done for you!?\I wonder if that sound didn't work on me because I already wiped my own memory?\Never mind that. What are you doing calling everyone in Japan and telling them that, Tak!?\Don't worry. It'll work out fine. response:	I'm sure they'll understand what you were trying to tell them.
context: Mononobe!\Who are you?\You're in my way.\Don't you remember me after all I've done for you!?\I wonder if that sound didn't work on me because I already wiped my own memory?\Never mind that. What are you doing calling everyone in Japan and telling them that, Tak!?\Don't worry. It'll work out fine.\I'm sure they'll understand what you were trying to tell them. response:	Thanks, Saki.
context: Who are you?\You're in my way.\Don't you remember me after all I've done for you!?\I wonder if that sound didn't work on me because I already wiped my own memory?\Never mind that. What are you doing calling everyone in Japan and telling them that, Tak!?\Don't worry. It'll work out fine.\I'm sure they'll understand what you were trying to tell them.\Thanks, Saki. response:	I wonder if Mom was paying attention?
context: You're in my way.\Don't you remember me after all I've done for you!?\I wonder if that sound didn't work on me because I already wiped my own memory?\Never mind that. What are you doing calling everyone in Japan and telling them that, Tak!?\Don't worry. It'll work out fine.\I'm sure they'll understand what you were trying to tell them.\Thanks, Saki.\I wonder if Mom was paying attention? response:	Really!?
context: Don't you remember me after all I've done for you!?\I wonder if that sound didn't work on me because I already wiped my own memory?\Never mind that. What are you doing calling everyone in Japan and telling them that, Tak!?\Don't worry. It'll work out fine.\I'm sure they'll understand what you were trying to tell them.\Thanks, Saki.\I wonder if Mom was paying attention?\Really!? response:	What a mom.
context: I wonder if that sound didn't work on me because I already wiped my own memory?\Never mind that. What are you doing calling everyone in Japan and telling them that, Tak!?\Don't worry. It'll work out fine.\I'm sure they'll understand what you were trying to tell them.\Thanks, Saki.\I wonder if Mom was paying attention?\Really!?\What a mom. response:	Pushing it that far.
context: Never mind that. What are you doing calling everyone in Japan and telling them that, Tak!?\Don't worry. It'll work out fine.\I'm sure they'll understand what you were trying to tell them.\Thanks, Saki.\I wonder if Mom was paying attention?\Really!?\What a mom.\Pushing it that far. response:	So Tak really isn't the PM's illegitimate son!?
context: Don't worry. It'll work out fine.\I'm sure they'll understand what you were trying to tell them.\Thanks, Saki.\I wonder if Mom was paying attention?\Really!?\What a mom.\Pushing it that far.\So Tak really isn't the PM's illegitimate son!? response:	Looks that way.
context: I'm sure they'll understand what you were trying to tell them.\Thanks, Saki.\I wonder if Mom was paying attention?\Really!?\What a mom.\Pushing it that far.\So Tak really isn't the PM's illegitimate son!?\Looks that way. response:	But at least I'm not causing any trouble for Chigusa this way.
context: Thanks, Saki.\I wonder if Mom was paying attention?\Really!?\What a mom.\Pushing it that far.\So Tak really isn't the PM's illegitimate son!?\Looks that way.\But at least I'm not causing any trouble for Chigusa this way. response:	So you really are a terrorist, then, Tak?
context: I wonder if Mom was paying attention?\Really!?\What a mom.\Pushing it that far.\So Tak really isn't the PM's illegitimate son!?\Looks that way.\But at least I'm not causing any trouble for Chigusa this way.\So you really are a terrorist, then, Tak? response:	Isn't this dangerous?
context: Really!?\What a mom.\Pushing it that far.\So Tak really isn't the PM's illegitimate son!?\Looks that way.\But at least I'm not causing any trouble for Chigusa this way.\So you really are a terrorist, then, Tak?\Isn't this dangerous? response:	Yeah! What will everyone think!?
context: What a mom.\Pushing it that far.\So Tak really isn't the PM's illegitimate son!?\Looks that way.\But at least I'm not causing any trouble for Chigusa this way.\So you really are a terrorist, then, Tak?\Isn't this dangerous?\Yeah! What will everyone think!? response:	Yeah, I guess...
context: Pushing it that far.\So Tak really isn't the PM's illegitimate son!?\Looks that way.\But at least I'm not causing any trouble for Chigusa this way.\So you really are a terrorist, then, Tak?\Isn't this dangerous?\Yeah! What will everyone think!?\Yeah, I guess... response:	Anyway, I'm going.
context: So Tak really isn't the PM's illegitimate son!?\Looks that way.\But at least I'm not causing any trouble for Chigusa this way.\So you really are a terrorist, then, Tak?\Isn't this dangerous?\Yeah! What will everyone think!?\Yeah, I guess...\Anyway, I'm going. response:	Going? Where?
context: Looks that way.\But at least I'm not causing any trouble for Chigusa this way.\So you really are a terrorist, then, Tak?\Isn't this dangerous?\Yeah! What will everyone think!?\Yeah, I guess...\Anyway, I'm going.\Going? Where? response:	Don't you realize why Saki came here!?
context: But at least I'm not causing any trouble for Chigusa this way.\So you really are a terrorist, then, Tak?\Isn't this dangerous?\Yeah! What will everyone think!?\Yeah, I guess...\Anyway, I'm going.\Going? Where?\Don't you realize why Saki came here!? response:	Takizawa...
context: So you really are a terrorist, then, Tak?\Isn't this dangerous?\Yeah! What will everyone think!?\Yeah, I guess...\Anyway, I'm going.\Going? Where?\Don't you realize why Saki came here!?\Takizawa... response:	Sorry.
context: Isn't this dangerous?\Yeah! What will everyone think!?\Yeah, I guess...\Anyway, I'm going.\Going? Where?\Don't you realize why Saki came here!?\Takizawa...\Sorry. response:	But I remembered one last thing I have to so.
context: Yeah! What will everyone think!?\Yeah, I guess...\Anyway, I'm going.\Going? Where?\Don't you realize why Saki came here!?\Takizawa...\Sorry.\But I remembered one last thing I have to so. response:	As soon as I'm done with that, I'll come back to you.
context: Yeah, I guess...\Anyway, I'm going.\Going? Where?\Don't you realize why Saki came here!?\Takizawa...\Sorry.\But I remembered one last thing I have to so.\As soon as I'm done with that, I'll come back to you. response:	See ya.
context: Anyway, I'm going.\Going? Where?\Don't you realize why Saki came here!?\Takizawa...\Sorry.\But I remembered one last thing I have to so.\As soon as I'm done with that, I'll come back to you.\See ya. response:	Tell Hirasawa, Itazu, and Kasuga thanks for me.
context: Going? Where?\Don't you realize why Saki came here!?\Takizawa...\Sorry.\But I remembered one last thing I have to so.\As soon as I'm done with that, I'll come back to you.\See ya.\Tell Hirasawa, Itazu, and Kasuga thanks for me. response:	You'd better come back.
context: Don't you realize why Saki came here!?\Takizawa...\Sorry.\But I remembered one last thing I have to so.\As soon as I'm done with that, I'll come back to you.\See ya.\Tell Hirasawa, Itazu, and Kasuga thanks for me.\You'd better come back. response:	Promise me.
context: Takizawa...\Sorry.\But I remembered one last thing I have to so.\As soon as I'm done with that, I'll come back to you.\See ya.\Tell Hirasawa, Itazu, and Kasuga thanks for me.\You'd better come back.\Promise me. response:	Sure. I'll come back.
context: Sorry.\But I remembered one last thing I have to so.\As soon as I'm done with that, I'll come back to you.\See ya.\Tell Hirasawa, Itazu, and Kasuga thanks for me.\You'd better come back.\Promise me.\Sure. I'll come back. response:	And that was the last we saw of Takizawa.
context: But I remembered one last thing I have to so.\As soon as I'm done with that, I'll come back to you.\See ya.\Tell Hirasawa, Itazu, and Kasuga thanks for me.\You'd better come back.\Promise me.\Sure. I'll come back.\And that was the last we saw of Takizawa. response:	After he announced his terrorist plot and the SeleCao game ended,
