context: That photo just now... response:	Was that Chitoge-chan?
context: You... What exactly...\Well, hey... These days I've been feeling that way, too, a little...\Just kidding!\Look at you! Did you think I was serious?\You know that I'd never say anything like that. Talk about ridiculous!\Damn you...\You need to dial down the teasing!\Moron! response:	Well, well, look at you two.
context: Well, hey... These days I've been feeling that way, too, a little...\Just kidding!\Look at you! Did you think I was serious?\You know that I'd never say anything like that. Talk about ridiculous!\Damn you...\You need to dial down the teasing!\Moron!\Well, well, look at you two. response:	Pretty steamy for the middle of the day, huh?
context: Just kidding!\Look at you! Did you think I was serious?\You know that I'd never say anything like that. Talk about ridiculous!\Damn you...\You need to dial down the teasing!\Moron!\Well, well, look at you two.\Pretty steamy for the middle of the day, huh? response:	Dad?
context: Look at you! Did you think I was serious?\You know that I'd never say anything like that. Talk about ridiculous!\Damn you...\You need to dial down the teasing!\Moron!\Well, well, look at you two.\Pretty steamy for the middle of the day, huh?\Dad? response:	I know I asked you two to fake being lovers,
context: You know that I'd never say anything like that. Talk about ridiculous!\Damn you...\You need to dial down the teasing!\Moron!\Well, well, look at you two.\Pretty steamy for the middle of the day, huh?\Dad?\I know I asked you two to fake being lovers, response:	but don't tell me you're the real deal now!
context: Damn you...\You need to dial down the teasing!\Moron!\Well, well, look at you two.\Pretty steamy for the middle of the day, huh?\Dad?\I know I asked you two to fake being lovers,\but don't tell me you're the real deal now! response:	Over my dead body!
context: You need to dial down the teasing!\Moron!\Well, well, look at you two.\Pretty steamy for the middle of the day, huh?\Dad?\I know I asked you two to fake being lovers,\but don't tell me you're the real deal now!\Over my dead body! response:	Over my dead body!
context: Moron!\Well, well, look at you two.\Pretty steamy for the middle of the day, huh?\Dad?\I know I asked you two to fake being lovers,\but don't tell me you're the real deal now!\Over my dead body!\Over my dead body! response:	Well, whatever.
context: Well, well, look at you two.\Pretty steamy for the middle of the day, huh?\Dad?\I know I asked you two to fake being lovers,\but don't tell me you're the real deal now!\Over my dead body!\Over my dead body!\Well, whatever. response:	Actually, I wanted to talk to you about something, so I was just looking for you.
context: Pretty steamy for the middle of the day, huh?\Dad?\I know I asked you two to fake being lovers,\but don't tell me you're the real deal now!\Over my dead body!\Over my dead body!\Well, whatever.\Actually, I wanted to talk to you about something, so I was just looking for you. response:	That reminds me, Dad. There's something I wanted to ask you, too.
context: Dad?\I know I asked you two to fake being lovers,\but don't tell me you're the real deal now!\Over my dead body!\Over my dead body!\Well, whatever.\Actually, I wanted to talk to you about something, so I was just looking for you.\That reminds me, Dad. There's something I wanted to ask you, too. response:	Whoa! Hold up, hold up.
context: I know I asked you two to fake being lovers,\but don't tell me you're the real deal now!\Over my dead body!\Over my dead body!\Well, whatever.\Actually, I wanted to talk to you about something, so I was just looking for you.\That reminds me, Dad. There's something I wanted to ask you, too.\Whoa! Hold up, hold up. response:	Mine's an emergency, so I'm going first.
context: but don't tell me you're the real deal now!\Over my dead body!\Over my dead body!\Well, whatever.\Actually, I wanted to talk to you about something, so I was just looking for you.\That reminds me, Dad. There's something I wanted to ask you, too.\Whoa! Hold up, hold up.\Mine's an emergency, so I'm going first. response:	I really hate to do this to you two just when you've gotten so close.
context: Over my dead body!\Over my dead body!\Well, whatever.\Actually, I wanted to talk to you about something, so I was just looking for you.\That reminds me, Dad. There's something I wanted to ask you, too.\Whoa! Hold up, hold up.\Mine's an emergency, so I'm going first.\I really hate to do this to you two just when you've gotten so close. response:	We are not close!
context: Over my dead body!\Well, whatever.\Actually, I wanted to talk to you about something, so I was just looking for you.\That reminds me, Dad. There's something I wanted to ask you, too.\Whoa! Hold up, hold up.\Mine's an emergency, so I'm going first.\I really hate to do this to you two just when you've gotten so close.\We are not close! response:	But now there's a bit of a complication, see.
context: Well, whatever.\Actually, I wanted to talk to you about something, so I was just looking for you.\That reminds me, Dad. There's something I wanted to ask you, too.\Whoa! Hold up, hold up.\Mine's an emergency, so I'm going first.\I really hate to do this to you two just when you've gotten so close.\We are not close!\But now there's a bit of a complication, see. response:	Complication?
context: Actually, I wanted to talk to you about something, so I was just looking for you.\That reminds me, Dad. There's something I wanted to ask you, too.\Whoa! Hold up, hold up.\Mine's an emergency, so I'm going first.\I really hate to do this to you two just when you've gotten so close.\We are not close!\But now there's a bit of a complication, see.\Complication? response:	The thing is, all of a sudden, she's coming here to see you tomorrow.
context: That reminds me, Dad. There's something I wanted to ask you, too.\Whoa! Hold up, hold up.\Mine's an emergency, so I'm going first.\I really hate to do this to you two just when you've gotten so close.\We are not close!\But now there's a bit of a complication, see.\Complication?\The thing is, all of a sudden, she's coming here to see you tomorrow. response:	She? Who's she?
context: Whoa! Hold up, hold up.\Mine's an emergency, so I'm going first.\I really hate to do this to you two just when you've gotten so close.\We are not close!\But now there's a bit of a complication, see.\Complication?\The thing is, all of a sudden, she's coming here to see you tomorrow.\She? Who's she? response:	Oh, you know: her. Her!
context: Mine's an emergency, so I'm going first.\I really hate to do this to you two just when you've gotten so close.\We are not close!\But now there's a bit of a complication, see.\Complication?\The thing is, all of a sudden, she's coming here to see you tomorrow.\She? Who's she?\Oh, you know: her. Her! response:	Your fiancee.
context: I really hate to do this to you two just when you've gotten so close.\We are not close!\But now there's a bit of a complication, see.\Complication?\The thing is, all of a sudden, she's coming here to see you tomorrow.\She? Who's she?\Oh, you know: her. Her!\Your fiancee. response:	What did you just say?
context: We are not close!\But now there's a bit of a complication, see.\Complication?\The thing is, all of a sudden, she's coming here to see you tomorrow.\She? Who's she?\Oh, you know: her. Her!\Your fiancee.\What did you just say? response:	I said, your fiancee!
context: But now there's a bit of a complication, see.\Complication?\The thing is, all of a sudden, she's coming here to see you tomorrow.\She? Who's she?\Oh, you know: her. Her!\Your fiancee.\What did you just say?\I said, your fiancee! response:	Whose?
context: Complication?\The thing is, all of a sudden, she's coming here to see you tomorrow.\She? Who's she?\Oh, you know: her. Her!\Your fiancee.\What did you just say?\I said, your fiancee!\Whose? response:	Yours!
context: The thing is, all of a sudden, she's coming here to see you tomorrow.\She? Who's she?\Oh, you know: her. Her!\Your fiancee.\What did you just say?\I said, your fiancee!\Whose?\Yours! response:	I've been waiting for this day for the last ten years...
context: She? Who's she?\Oh, you know: her. Her!\Your fiancee.\What did you just say?\I said, your fiancee!\Whose?\Yours!\I've been waiting for this day for the last ten years... response:	Raku-sama.
