context: Everyone's having a great time! response:	Chocolate
context: Were you?\Don't talk about him.\I told you.\I told you, didn't I?\He's no good.\He's a man who can't be connected to any group.\He isn't even a player.\Just powerful interference. response:	He is not a man you can have.
context: Don't talk about him.\I told you.\I told you, didn't I?\He's no good.\He's a man who can't be connected to any group.\He isn't even a player.\Just powerful interference.\He is not a man you can have. response:	He's just a traitor.
context: I told you.\I told you, didn't I?\He's no good.\He's a man who can't be connected to any group.\He isn't even a player.\Just powerful interference.\He is not a man you can have.\He's just a traitor. response:	But he is smart.
context: I told you, didn't I?\He's no good.\He's a man who can't be connected to any group.\He isn't even a player.\Just powerful interference.\He is not a man you can have.\He's just a traitor.\But he is smart. response:	You could say he's fastidious.
context: He's no good.\He's a man who can't be connected to any group.\He isn't even a player.\Just powerful interference.\He is not a man you can have.\He's just a traitor.\But he is smart.\You could say he's fastidious. response:	So he knows the smell of the gutter.
context: He's a man who can't be connected to any group.\He isn't even a player.\Just powerful interference.\He is not a man you can have.\He's just a traitor.\But he is smart.\You could say he's fastidious.\So he knows the smell of the gutter. response:	Do you honestly think anyone will ever care about you?
context: He isn't even a player.\Just powerful interference.\He is not a man you can have.\He's just a traitor.\But he is smart.\You could say he's fastidious.\So he knows the smell of the gutter.\Do you honestly think anyone will ever care about you? response:	Given how dirty, selfish, and ugly you are?
context: Just powerful interference.\He is not a man you can have.\He's just a traitor.\But he is smart.\You could say he's fastidious.\So he knows the smell of the gutter.\Do you honestly think anyone will ever care about you?\Given how dirty, selfish, and ugly you are? response:	Stop it!
context: He is not a man you can have.\He's just a traitor.\But he is smart.\You could say he's fastidious.\So he knows the smell of the gutter.\Do you honestly think anyone will ever care about you?\Given how dirty, selfish, and ugly you are?\Stop it! response:	You're covered in lies.
context: He's just a traitor.\But he is smart.\You could say he's fastidious.\So he knows the smell of the gutter.\Do you honestly think anyone will ever care about you?\Given how dirty, selfish, and ugly you are?\Stop it!\You're covered in lies. response:	There isn't the tiniest bit of truth in you.
context: But he is smart.\You could say he's fastidious.\So he knows the smell of the gutter.\Do you honestly think anyone will ever care about you?\Given how dirty, selfish, and ugly you are?\Stop it!\You're covered in lies.\There isn't the tiniest bit of truth in you. response:	Once someone gets to know you,
context: You could say he's fastidious.\So he knows the smell of the gutter.\Do you honestly think anyone will ever care about you?\Given how dirty, selfish, and ugly you are?\Stop it!\You're covered in lies.\There isn't the tiniest bit of truth in you.\Once someone gets to know you, response:	they'll find your past smells worse than a sewer.
context: So he knows the smell of the gutter.\Do you honestly think anyone will ever care about you?\Given how dirty, selfish, and ugly you are?\Stop it!\You're covered in lies.\There isn't the tiniest bit of truth in you.\Once someone gets to know you,\they'll find your past smells worse than a sewer. response:	You, who just kept staring longingly at us with that creepy smile...
context: Do you honestly think anyone will ever care about you?\Given how dirty, selfish, and ugly you are?\Stop it!\You're covered in lies.\There isn't the tiniest bit of truth in you.\Once someone gets to know you,\they'll find your past smells worse than a sewer.\You, who just kept staring longingly at us with that creepy smile... response:	Stop it!
context: Given how dirty, selfish, and ugly you are?\Stop it!\You're covered in lies.\There isn't the tiniest bit of truth in you.\Once someone gets to know you,\they'll find your past smells worse than a sewer.\You, who just kept staring longingly at us with that creepy smile...\Stop it! response:	Please understand.
context: Stop it!\You're covered in lies.\There isn't the tiniest bit of truth in you.\Once someone gets to know you,\they'll find your past smells worse than a sewer.\You, who just kept staring longingly at us with that creepy smile...\Stop it!\Please understand. response:	Don't be arrogant enough to think that someone like you
context: You're covered in lies.\There isn't the tiniest bit of truth in you.\Once someone gets to know you,\they'll find your past smells worse than a sewer.\You, who just kept staring longingly at us with that creepy smile...\Stop it!\Please understand.\Don't be arrogant enough to think that someone like you response:	could ever be connected to anyone.
context: There isn't the tiniest bit of truth in you.\Once someone gets to know you,\they'll find your past smells worse than a sewer.\You, who just kept staring longingly at us with that creepy smile...\Stop it!\Please understand.\Don't be arrogant enough to think that someone like you\could ever be connected to anyone. response:	I'm the only one who would make a contract with a filthy woman like you.
context: Once someone gets to know you,\they'll find your past smells worse than a sewer.\You, who just kept staring longingly at us with that creepy smile...\Stop it!\Please understand.\Don't be arrogant enough to think that someone like you\could ever be connected to anyone.\I'm the only one who would make a contract with a filthy woman like you. response:	You're the perfect princess for looking at from a distance.
context: they'll find your past smells worse than a sewer.\You, who just kept staring longingly at us with that creepy smile...\Stop it!\Please understand.\Don't be arrogant enough to think that someone like you\could ever be connected to anyone.\I'm the only one who would make a contract with a filthy woman like you.\You're the perfect princess for looking at from a distance. response:	Please realize that things
context: You, who just kept staring longingly at us with that creepy smile...\Stop it!\Please understand.\Don't be arrogant enough to think that someone like you\could ever be connected to anyone.\I'm the only one who would make a contract with a filthy woman like you.\You're the perfect princess for looking at from a distance.\Please realize that things response:	aren't like they were when this was your salon.
context: Stop it!\Please understand.\Don't be arrogant enough to think that someone like you\could ever be connected to anyone.\I'm the only one who would make a contract with a filthy woman like you.\You're the perfect princess for looking at from a distance.\Please realize that things\aren't like they were when this was your salon. response:	Not here in Plant Hwyaden.
context: Please understand.\Don't be arrogant enough to think that someone like you\could ever be connected to anyone.\I'm the only one who would make a contract with a filthy woman like you.\You're the perfect princess for looking at from a distance.\Please realize that things\aren't like they were when this was your salon.\Not here in Plant Hwyaden. response:	You'll collect lots of wooden dolls and make yourself a castle.
context: Don't be arrogant enough to think that someone like you\could ever be connected to anyone.\I'm the only one who would make a contract with a filthy woman like you.\You're the perfect princess for looking at from a distance.\Please realize that things\aren't like they were when this was your salon.\Not here in Plant Hwyaden.\You'll collect lots of wooden dolls and make yourself a castle. response:	And I will gain the entire Yamato server.
context: could ever be connected to anyone.\I'm the only one who would make a contract with a filthy woman like you.\You're the perfect princess for looking at from a distance.\Please realize that things\aren't like they were when this was your salon.\Not here in Plant Hwyaden.\You'll collect lots of wooden dolls and make yourself a castle.\And I will gain the entire Yamato server. response:	That was the deal, right?
context: I'm the only one who would make a contract with a filthy woman like you.\You're the perfect princess for looking at from a distance.\Please realize that things\aren't like they were when this was your salon.\Not here in Plant Hwyaden.\You'll collect lots of wooden dolls and make yourself a castle.\And I will gain the entire Yamato server.\That was the deal, right? response:	You're going to create a place where you belong, aren't you?
context: You're the perfect princess for looking at from a distance.\Please realize that things\aren't like they were when this was your salon.\Not here in Plant Hwyaden.\You'll collect lots of wooden dolls and make yourself a castle.\And I will gain the entire Yamato server.\That was the deal, right?\You're going to create a place where you belong, aren't you? response:	The Council of Ten Seats is about to begin.
context: Please realize that things\aren't like they were when this was your salon.\Not here in Plant Hwyaden.\You'll collect lots of wooden dolls and make yourself a castle.\And I will gain the entire Yamato server.\That was the deal, right?\You're going to create a place where you belong, aren't you?\The Council of Ten Seats is about to begin. response:	Well, you're only a figurehead,
context: aren't like they were when this was your salon.\Not here in Plant Hwyaden.\You'll collect lots of wooden dolls and make yourself a castle.\And I will gain the entire Yamato server.\That was the deal, right?\You're going to create a place where you belong, aren't you?\The Council of Ten Seats is about to begin.\Well, you're only a figurehead, response:	so just come if you feel like it.
context: Not here in Plant Hwyaden.\You'll collect lots of wooden dolls and make yourself a castle.\And I will gain the entire Yamato server.\That was the deal, right?\You're going to create a place where you belong, aren't you?\The Council of Ten Seats is about to begin.\Well, you're only a figurehead,\so just come if you feel like it. response:	No.
context: You'll collect lots of wooden dolls and make yourself a castle.\And I will gain the entire Yamato server.\That was the deal, right?\You're going to create a place where you belong, aren't you?\The Council of Ten Seats is about to begin.\Well, you're only a figurehead,\so just come if you feel like it.\No. response:	Not anymore,
context: And I will gain the entire Yamato server.\That was the deal, right?\You're going to create a place where you belong, aren't you?\The Council of Ten Seats is about to begin.\Well, you're only a figurehead,\so just come if you feel like it.\No.\Not anymore, response:	Intix.
context: That was the deal, right?\You're going to create a place where you belong, aren't you?\The Council of Ten Seats is about to begin.\Well, you're only a figurehead,\so just come if you feel like it.\No.\Not anymore,\Intix. response:	It isn't just about my contract with you.
context: You're going to create a place where you belong, aren't you?\The Council of Ten Seats is about to begin.\Well, you're only a figurehead,\so just come if you feel like it.\No.\Not anymore,\Intix.\It isn't just about my contract with you. response:	I can give you what you want more easily as a foe than a friend.
context: The Council of Ten Seats is about to begin.\Well, you're only a figurehead,\so just come if you feel like it.\No.\Not anymore,\Intix.\It isn't just about my contract with you.\I can give you what you want more easily as a foe than a friend. response:	I'll be your enemy, whenever you decide to find a reason.
context: Well, you're only a figurehead,\so just come if you feel like it.\No.\Not anymore,\Intix.\It isn't just about my contract with you.\I can give you what you want more easily as a foe than a friend.\I'll be your enemy, whenever you decide to find a reason. response:	I have a promise!
context: so just come if you feel like it.\No.\Not anymore,\Intix.\It isn't just about my contract with you.\I can give you what you want more easily as a foe than a friend.\I'll be your enemy, whenever you decide to find a reason.\I have a promise! response:	This is the China server.
context: No.\Not anymore,\Intix.\It isn't just about my contract with you.\I can give you what you want more easily as a foe than a friend.\I'll be your enemy, whenever you decide to find a reason.\I have a promise!\This is the China server. response:	The chaos of the Apocalypse continues across the world.
context: Not anymore,\Intix.\It isn't just about my contract with you.\I can give you what you want more easily as a foe than a friend.\I'll be your enemy, whenever you decide to find a reason.\I have a promise!\This is the China server.\The chaos of the Apocalypse continues across the world. response:	But one adventurer gathers friends, and fights to protect the people.
context: Intix.\It isn't just about my contract with you.\I can give you what you want more easily as a foe than a friend.\I'll be your enemy, whenever you decide to find a reason.\I have a promise!\This is the China server.\The chaos of the Apocalypse continues across the world.\But one adventurer gathers friends, and fights to protect the people. response:	She is the former leader of the Debauchery Tea Party.
context: It isn't just about my contract with you.\I can give you what you want more easily as a foe than a friend.\I'll be your enemy, whenever you decide to find a reason.\I have a promise!\This is the China server.\The chaos of the Apocalypse continues across the world.\But one adventurer gathers friends, and fights to protect the people.\She is the former leader of the Debauchery Tea Party. response:	Her name is...
context: I can give you what you want more easily as a foe than a friend.\I'll be your enemy, whenever you decide to find a reason.\I have a promise!\This is the China server.\The chaos of the Apocalypse continues across the world.\But one adventurer gathers friends, and fights to protect the people.\She is the former leader of the Debauchery Tea Party.\Her name is... response:	Next time: Kanami, Go East.
context: I'll be your enemy, whenever you decide to find a reason.\I have a promise!\This is the China server.\The chaos of the Apocalypse continues across the world.\But one adventurer gathers friends, and fights to protect the people.\She is the former leader of the Debauchery Tea Party.\Her name is...\Next time: Kanami, Go East. response:	Kanami, Go East
context: I have a promise!\This is the China server.\The chaos of the Apocalypse continues across the world.\But one adventurer gathers friends, and fights to protect the people.\She is the former leader of the Debauchery Tea Party.\Her name is...\Next time: Kanami, Go East.\Kanami, Go East response:	I have friends to run with me.
