context: Hey! Kirie! response:	The hell? Where did she run off to?
context: Well, how about I teach you the constellations' names to pass the time?\Huh? Their names?\Yeah.\First off, that's Cassiopeia. The stars are lined up in a W shape, see?\My sister is strange... and she brought home a strange guy. First off, that's Cassiopeia. The stars are lined up in a W shape, see?\My sister is strange... and she brought home a strange guy.\He's my big brother!\Blgh! response:	I'm sorry, Hikari. I'd totally forgotten.
context: Huh? Their names?\Yeah.\First off, that's Cassiopeia. The stars are lined up in a W shape, see?\My sister is strange... and she brought home a strange guy. First off, that's Cassiopeia. The stars are lined up in a W shape, see?\My sister is strange... and she brought home a strange guy.\He's my big brother!\Blgh!\I'm sorry, Hikari. I'd totally forgotten. response:	No, it's okay. I'm really happy.
context: Yeah.\First off, that's Cassiopeia. The stars are lined up in a W shape, see?\My sister is strange... and she brought home a strange guy. First off, that's Cassiopeia. The stars are lined up in a W shape, see?\My sister is strange... and she brought home a strange guy.\He's my big brother!\Blgh!\I'm sorry, Hikari. I'd totally forgotten.\No, it's okay. I'm really happy. response:	Thank you for remembering... Big Brother!
context: First off, that's Cassiopeia. The stars are lined up in a W shape, see?\My sister is strange... and she brought home a strange guy. First off, that's Cassiopeia. The stars are lined up in a W shape, see?\My sister is strange... and she brought home a strange guy.\He's my big brother!\Blgh!\I'm sorry, Hikari. I'd totally forgotten.\No, it's okay. I'm really happy.\Thank you for remembering... Big Brother! response:	I've missed you so much!
context: My sister is strange... and she brought home a strange guy. First off, that's Cassiopeia. The stars are lined up in a W shape, see?\My sister is strange... and she brought home a strange guy.\He's my big brother!\Blgh!\I'm sorry, Hikari. I'd totally forgotten.\No, it's okay. I'm really happy.\Thank you for remembering... Big Brother!\I've missed you so much! response:	Jeez! How long are you gonna keep this up?! This is MY big...
context: My sister is strange... and she brought home a strange guy.\He's my big brother!\Blgh!\I'm sorry, Hikari. I'd totally forgotten.\No, it's okay. I'm really happy.\Thank you for remembering... Big Brother!\I've missed you so much!\Jeez! How long are you gonna keep this up?! This is MY big... response:	Um...
context: He's my big brother!\Blgh!\I'm sorry, Hikari. I'd totally forgotten.\No, it's okay. I'm really happy.\Thank you for remembering... Big Brother!\I've missed you so much!\Jeez! How long are you gonna keep this up?! This is MY big...\Um... response:	Huh?
context: Blgh!\I'm sorry, Hikari. I'd totally forgotten.\No, it's okay. I'm really happy.\Thank you for remembering... Big Brother!\I've missed you so much!\Jeez! How long are you gonna keep this up?! This is MY big...\Um...\Huh? response:	With the both of you on me, I can't really move...
context: I'm sorry, Hikari. I'd totally forgotten.\No, it's okay. I'm really happy.\Thank you for remembering... Big Brother!\I've missed you so much!\Jeez! How long are you gonna keep this up?! This is MY big...\Um...\Huh?\With the both of you on me, I can't really move... response:	Yeah, that's right! The Dive is MY technique!
context: No, it's okay. I'm really happy.\Thank you for remembering... Big Brother!\I've missed you so much!\Jeez! How long are you gonna keep this up?! This is MY big...\Um...\Huh?\With the both of you on me, I can't really move...\Yeah, that's right! The Dive is MY technique! response:	It's a technique?
context: Thank you for remembering... Big Brother!\I've missed you so much!\Jeez! How long are you gonna keep this up?! This is MY big...\Um...\Huh?\With the both of you on me, I can't really move...\Yeah, that's right! The Dive is MY technique!\It's a technique? response:	I have my own technique, the Hikari Dive!
context: I've missed you so much!\Jeez! How long are you gonna keep this up?! This is MY big...\Um...\Huh?\With the both of you on me, I can't really move...\Yeah, that's right! The Dive is MY technique!\It's a technique?\I have my own technique, the Hikari Dive! response:	The Hikari Dive?
context: Jeez! How long are you gonna keep this up?! This is MY big...\Um...\Huh?\With the both of you on me, I can't really move...\Yeah, that's right! The Dive is MY technique!\It's a technique?\I have my own technique, the Hikari Dive!\The Hikari Dive? response:	First thing's first: Get off of him!
context: Um...\Huh?\With the both of you on me, I can't really move...\Yeah, that's right! The Dive is MY technique!\It's a technique?\I have my own technique, the Hikari Dive!\The Hikari Dive?\First thing's first: Get off of him! response:	No. Rotation-wise, this is my turn.
context: Huh?\With the both of you on me, I can't really move...\Yeah, that's right! The Dive is MY technique!\It's a technique?\I have my own technique, the Hikari Dive!\The Hikari Dive?\First thing's first: Get off of him!\No. Rotation-wise, this is my turn. response:	How dare y-?!
context: With the both of you on me, I can't really move...\Yeah, that's right! The Dive is MY technique!\It's a technique?\I have my own technique, the Hikari Dive!\The Hikari Dive?\First thing's first: Get off of him!\No. Rotation-wise, this is my turn.\How dare y-?! response:	I dare!
context: Yeah, that's right! The Dive is MY technique!\It's a technique?\I have my own technique, the Hikari Dive!\The Hikari Dive?\First thing's first: Get off of him!\No. Rotation-wise, this is my turn.\How dare y-?!\I dare! response:	I guess this is what a mother feels like...
context: It's a technique?\I have my own technique, the Hikari Dive!\The Hikari Dive?\First thing's first: Get off of him!\No. Rotation-wise, this is my turn.\How dare y-?!\I dare!\I guess this is what a mother feels like... response:	It's really okay? Just taking you this far...
context: I have my own technique, the Hikari Dive!\The Hikari Dive?\First thing's first: Get off of him!\No. Rotation-wise, this is my turn.\How dare y-?!\I dare!\I guess this is what a mother feels like...\It's really okay? Just taking you this far... response:	Yes, I've got someone coming for me.
context: The Hikari Dive?\First thing's first: Get off of him!\No. Rotation-wise, this is my turn.\How dare y-?!\I dare!\I guess this is what a mother feels like...\It's really okay? Just taking you this far...\Yes, I've got someone coming for me. response:	All right then, Hikari.
context: First thing's first: Get off of him!\No. Rotation-wise, this is my turn.\How dare y-?!\I dare!\I guess this is what a mother feels like...\It's really okay? Just taking you this far...\Yes, I've got someone coming for me.\All right then, Hikari. response:	See you soon.
context: No. Rotation-wise, this is my turn.\How dare y-?!\I dare!\I guess this is what a mother feels like...\It's really okay? Just taking you this far...\Yes, I've got someone coming for me.\All right then, Hikari.\See you soon. response:	Okay!
context: How dare y-?!\I dare!\I guess this is what a mother feels like...\It's really okay? Just taking you this far...\Yes, I've got someone coming for me.\All right then, Hikari.\See you soon.\Okay! response:	This will be the last episode, huh everyone?
context: I dare!\I guess this is what a mother feels like...\It's really okay? Just taking you this far...\Yes, I've got someone coming for me.\All right then, Hikari.\See you soon.\Okay!\This will be the last episode, huh everyone? response:	Looking back, it's gone by so fast.
context: I guess this is what a mother feels like...\It's really okay? Just taking you this far...\Yes, I've got someone coming for me.\All right then, Hikari.\See you soon.\Okay!\This will be the last episode, huh everyone?\Looking back, it's gone by so fast. response:	Indeed, it feels like a mere three months have passed!
context: It's really okay? Just taking you this far...\Yes, I've got someone coming for me.\All right then, Hikari.\See you soon.\Okay!\This will be the last episode, huh everyone?\Looking back, it's gone by so fast.\Indeed, it feels like a mere three months have passed! response:	It's a little sad, isn't it?
context: Yes, I've got someone coming for me.\All right then, Hikari.\See you soon.\Okay!\This will be the last episode, huh everyone?\Looking back, it's gone by so fast.\Indeed, it feels like a mere three months have passed!\It's a little sad, isn't it? response:	Okay, let's finish this out, everyone. One, two...
context: All right then, Hikari.\See you soon.\Okay!\This will be the last episode, huh everyone?\Looking back, it's gone by so fast.\Indeed, it feels like a mere three months have passed!\It's a little sad, isn't it?\Okay, let's finish this out, everyone. One, two... response:	See you again, indeed! See you again!
