context: Year - Class Year 3 Class 2 Name Mashiro Moritaka response:	73kg
context: I think, after all, no matter what I'm told,\even if I'm disowned,\I'm going to become a mangaka.\Dad's... home.\Ten minutes... No, five minutes?\That was fast.\Must mean Dad gave a fast reply too...\Moritaka, I'm coming in. response:	G-Go ahead.
context: even if I'm disowned,\I'm going to become a mangaka.\Dad's... home.\Ten minutes... No, five minutes?\That was fast.\Must mean Dad gave a fast reply too...\Moritaka, I'm coming in.\G-Go ahead. response:	I talked to your father.
context: I'm going to become a mangaka.\Dad's... home.\Ten minutes... No, five minutes?\That was fast.\Must mean Dad gave a fast reply too...\Moritaka, I'm coming in.\G-Go ahead.\I talked to your father. response:	Y-Yeah?
context: Dad's... home.\Ten minutes... No, five minutes?\That was fast.\Must mean Dad gave a fast reply too...\Moritaka, I'm coming in.\G-Go ahead.\I talked to your father.\Y-Yeah? response:	Let him do it.
context: Ten minutes... No, five minutes?\That was fast.\Must mean Dad gave a fast reply too...\Moritaka, I'm coming in.\G-Go ahead.\I talked to your father.\Y-Yeah?\Let him do it. response:	Men have their dreams that women can't understand.
context: That was fast.\Must mean Dad gave a fast reply too...\Moritaka, I'm coming in.\G-Go ahead.\I talked to your father.\Y-Yeah?\Let him do it.\Men have their dreams that women can't understand. response:	Is what he said.
context: Must mean Dad gave a fast reply too...\Moritaka, I'm coming in.\G-Go ahead.\I talked to your father.\Y-Yeah?\Let him do it.\Men have their dreams that women can't understand.\Is what he said. response:	Come down.
context: Moritaka, I'm coming in.\G-Go ahead.\I talked to your father.\Y-Yeah?\Let him do it.\Men have their dreams that women can't understand.\Is what he said.\Come down. response:	Eh?
context: G-Go ahead.\I talked to your father.\Y-Yeah?\Let him do it.\Men have their dreams that women can't understand.\Is what he said.\Come down.\Eh? response:	To your grandfather's room.
context: I talked to your father.\Y-Yeah?\Let him do it.\Men have their dreams that women can't understand.\Is what he said.\Come down.\Eh?\To your grandfather's room. response:	He's the one who lost a son to manga, so we have to let him know.
context: Y-Yeah?\Let him do it.\Men have their dreams that women can't understand.\Is what he said.\Come down.\Eh?\To your grandfather's room.\He's the one who lost a son to manga, so we have to let him know. response:	You'll tell him yourself.
context: Let him do it.\Men have their dreams that women can't understand.\Is what he said.\Come down.\Eh?\To your grandfather's room.\He's the one who lost a son to manga, so we have to let him know.\You'll tell him yourself. response:	I see...
context: Men have their dreams that women can't understand.\Is what he said.\Come down.\Eh?\To your grandfather's room.\He's the one who lost a son to manga, so we have to let him know.\You'll tell him yourself.\I see... response:	Grandpa,
context: Is what he said.\Come down.\Eh?\To your grandfather's room.\He's the one who lost a son to manga, so we have to let him know.\You'll tell him yourself.\I see...\Grandpa, response:	can I come in for a second?
context: Come down.\Eh?\To your grandfather's room.\He's the one who lost a son to manga, so we have to let him know.\You'll tell him yourself.\I see...\Grandpa,\can I come in for a second? response:	Yeah...
context: Eh?\To your grandfather's room.\He's the one who lost a son to manga, so we have to let him know.\You'll tell him yourself.\I see...\Grandpa,\can I come in for a second?\Yeah... response:	Grandpa...
context: To your grandfather's room.\He's the one who lost a son to manga, so we have to let him know.\You'll tell him yourself.\I see...\Grandpa,\can I come in for a second?\Yeah...\Grandpa... response:	What is it, Moritaka?
context: He's the one who lost a son to manga, so we have to let him know.\You'll tell him yourself.\I see...\Grandpa,\can I come in for a second?\Yeah...\Grandpa...\What is it, Moritaka? response:	I'm going to be a mangaka.
context: You'll tell him yourself.\I see...\Grandpa,\can I come in for a second?\Yeah...\Grandpa...\What is it, Moritaka?\I'm going to be a mangaka. response:	Heh, a mangaka eh?
context: I see...\Grandpa,\can I come in for a second?\Yeah...\Grandpa...\What is it, Moritaka?\I'm going to be a mangaka.\Heh, a mangaka eh? response:	Uh, yes.
context: Grandpa,\can I come in for a second?\Yeah...\Grandpa...\What is it, Moritaka?\I'm going to be a mangaka.\Heh, a mangaka eh?\Uh, yes. response:	Moritaka, take this with you.
context: can I come in for a second?\Yeah...\Grandpa...\What is it, Moritaka?\I'm going to be a mangaka.\Heh, a mangaka eh?\Uh, yes.\Moritaka, take this with you. response:	A key?
context: Yeah...\Grandpa...\What is it, Moritaka?\I'm going to be a mangaka.\Heh, a mangaka eh?\Uh, yes.\Moritaka, take this with you.\A key? response:	Father!
context: Grandpa...\What is it, Moritaka?\I'm going to be a mangaka.\Heh, a mangaka eh?\Uh, yes.\Moritaka, take this with you.\A key?\Father! response:	Is this... your answer?
context: What is it, Moritaka?\I'm going to be a mangaka.\Heh, a mangaka eh?\Uh, yes.\Moritaka, take this with you.\A key?\Father!\Is this... your answer? response:	Yes.
context: I'm going to be a mangaka.\Heh, a mangaka eh?\Uh, yes.\Moritaka, take this with you.\A key?\Father!\Is this... your answer?\Yes. response:	What are these keys?
context: Heh, a mangaka eh?\Uh, yes.\Moritaka, take this with you.\A key?\Father!\Is this... your answer?\Yes.\What are these keys? response:	The keys to your uncle's room.
context: Uh, yes.\Moritaka, take this with you.\A key?\Father!\Is this... your answer?\Yes.\What are these keys?\The keys to your uncle's room. response:	Nobihiro's room, his workplace has been left the same as it was when he died.
context: Moritaka, take this with you.\A key?\Father!\Is this... your answer?\Yes.\What are these keys?\The keys to your uncle's room.\Nobihiro's room, his workplace has been left the same as it was when he died. response:	It's yours, Moritaka.
context: A key?\Father!\Is this... your answer?\Yes.\What are these keys?\The keys to your uncle's room.\Nobihiro's room, his workplace has been left the same as it was when he died.\It's yours, Moritaka. response:	No, I haven't decided if I want to become a mangaka for sure.
context: Father!\Is this... your answer?\Yes.\What are these keys?\The keys to your uncle's room.\Nobihiro's room, his workplace has been left the same as it was when he died.\It's yours, Moritaka.\No, I haven't decided if I want to become a mangaka for sure. response:	It's still ten years too early to have a workplace...
context: Is this... your answer?\Yes.\What are these keys?\The keys to your uncle's room.\Nobihiro's room, his workplace has been left the same as it was when he died.\It's yours, Moritaka.\No, I haven't decided if I want to become a mangaka for sure.\It's still ten years too early to have a workplace... response:	That's true.
context: Yes.\What are these keys?\The keys to your uncle's room.\Nobihiro's room, his workplace has been left the same as it was when he died.\It's yours, Moritaka.\No, I haven't decided if I want to become a mangaka for sure.\It's still ten years too early to have a workplace...\That's true. response:	You won't be using it seriously for a long time,
context: What are these keys?\The keys to your uncle's room.\Nobihiro's room, his workplace has been left the same as it was when he died.\It's yours, Moritaka.\No, I haven't decided if I want to become a mangaka for sure.\It's still ten years too early to have a workplace...\That's true.\You won't be using it seriously for a long time, response:	but there's nothing wrong with being prepared ahead of time.
context: The keys to your uncle's room.\Nobihiro's room, his workplace has been left the same as it was when he died.\It's yours, Moritaka.\No, I haven't decided if I want to become a mangaka for sure.\It's still ten years too early to have a workplace...\That's true.\You won't be using it seriously for a long time,\but there's nothing wrong with being prepared ahead of time. response:	Also, that room is packed with things you need to become a mangaka, isn't it?
context: Nobihiro's room, his workplace has been left the same as it was when he died.\It's yours, Moritaka.\No, I haven't decided if I want to become a mangaka for sure.\It's still ten years too early to have a workplace...\That's true.\You won't be using it seriously for a long time,\but there's nothing wrong with being prepared ahead of time.\Also, that room is packed with things you need to become a mangaka, isn't it? response:	What? Do you not need it?
context: It's yours, Moritaka.\No, I haven't decided if I want to become a mangaka for sure.\It's still ten years too early to have a workplace...\That's true.\You won't be using it seriously for a long time,\but there's nothing wrong with being prepared ahead of time.\Also, that room is packed with things you need to become a mangaka, isn't it?\What? Do you not need it? response:	Thank you.
context: No, I haven't decided if I want to become a mangaka for sure.\It's still ten years too early to have a workplace...\That's true.\You won't be using it seriously for a long time,\but there's nothing wrong with being prepared ahead of time.\Also, that room is packed with things you need to become a mangaka, isn't it?\What? Do you not need it?\Thank you. response:	Is it all right if I go over there now?
context: It's still ten years too early to have a workplace...\That's true.\You won't be using it seriously for a long time,\but there's nothing wrong with being prepared ahead of time.\Also, that room is packed with things you need to become a mangaka, isn't it?\What? Do you not need it?\Thank you.\Is it all right if I go over there now? response:	What're you talking about?
context: That's true.\You won't be using it seriously for a long time,\but there's nothing wrong with being prepared ahead of time.\Also, that room is packed with things you need to become a mangaka, isn't it?\What? Do you not need it?\Thank you.\Is it all right if I go over there now?\What're you talking about? response:	It's past ten already and you have a test tomorrow
context: You won't be using it seriously for a long time,\but there's nothing wrong with being prepared ahead of time.\Also, that room is packed with things you need to become a mangaka, isn't it?\What? Do you not need it?\Thank you.\Is it all right if I go over there now?\What're you talking about?\It's past ten already and you have a test tomorrow response:	Go.
context: but there's nothing wrong with being prepared ahead of time.\Also, that room is packed with things you need to become a mangaka, isn't it?\What? Do you not need it?\Thank you.\Is it all right if I go over there now?\What're you talking about?\It's past ten already and you have a test tomorrow\Go. response:	Hurry up and go.
context: Also, that room is packed with things you need to become a mangaka, isn't it?\What? Do you not need it?\Thank you.\Is it all right if I go over there now?\What're you talking about?\It's past ten already and you have a test tomorrow\Go.\Hurry up and go. response:	Thank you, I'm gonna get ready!
context: What? Do you not need it?\Thank you.\Is it all right if I go over there now?\What're you talking about?\It's past ten already and you have a test tomorrow\Go.\Hurry up and go.\Thank you, I'm gonna get ready! response:	Father...
context: Thank you.\Is it all right if I go over there now?\What're you talking about?\It's past ten already and you have a test tomorrow\Go.\Hurry up and go.\Thank you, I'm gonna get ready!\Father... response:	Moritaka has changed, hasn't he?
context: Is it all right if I go over there now?\What're you talking about?\It's past ten already and you have a test tomorrow\Go.\Hurry up and go.\Thank you, I'm gonna get ready!\Father...\Moritaka has changed, hasn't he? response:	I was really worried that he'd end up a failure,
context: What're you talking about?\It's past ten already and you have a test tomorrow\Go.\Hurry up and go.\Thank you, I'm gonna get ready!\Father...\Moritaka has changed, hasn't he?\I was really worried that he'd end up a failure, response:	but he's fine like this.
context: It's past ten already and you have a test tomorrow\Go.\Hurry up and go.\Thank you, I'm gonna get ready!\Father...\Moritaka has changed, hasn't he?\I was really worried that he'd end up a failure,\but he's fine like this. response:	Just seeing Uncle's manuscripts will be enough.
context: Go.\Hurry up and go.\Thank you, I'm gonna get ready!\Father...\Moritaka has changed, hasn't he?\I was really worried that he'd end up a failure,\but he's fine like this.\Just seeing Uncle's manuscripts will be enough. response:	I'm going!
context: Hurry up and go.\Thank you, I'm gonna get ready!\Father...\Moritaka has changed, hasn't he?\I was really worried that he'd end up a failure,\but he's fine like this.\Just seeing Uncle's manuscripts will be enough.\I'm going! response:	Hurry back!
context: Thank you, I'm gonna get ready!\Father...\Moritaka has changed, hasn't he?\I was really worried that he'd end up a failure,\but he's fine like this.\Just seeing Uncle's manuscripts will be enough.\I'm going!\Hurry back! response:	I'm sorry!
context: Father...\Moritaka has changed, hasn't he?\I was really worried that he'd end up a failure,\but he's fine like this.\Just seeing Uncle's manuscripts will be enough.\I'm going!\Hurry back!\I'm sorry! response:	Uncle's workplace...
context: Moritaka has changed, hasn't he?\I was really worried that he'd end up a failure,\but he's fine like this.\Just seeing Uncle's manuscripts will be enough.\I'm going!\Hurry back!\I'm sorry!\Uncle's workplace... response:	It's been three years...
context: I was really worried that he'd end up a failure,\but he's fine like this.\Just seeing Uncle's manuscripts will be enough.\I'm going!\Hurry back!\I'm sorry!\Uncle's workplace...\It's been three years... response:	Yoohoo, my beloved Saikou-chan.
context: but he's fine like this.\Just seeing Uncle's manuscripts will be enough.\I'm going!\Hurry back!\I'm sorry!\Uncle's workplace...\It's been three years...\Yoohoo, my beloved Saikou-chan. response:	Did your parents give you permission?
context: Just seeing Uncle's manuscripts will be enough.\I'm going!\Hurry back!\I'm sorry!\Uncle's workplace...\It's been three years...\Yoohoo, my beloved Saikou-chan.\Did your parents give you permission? response:	I'll show you a name, so come.
context: I'm going!\Hurry back!\I'm sorry!\Uncle's workplace...\It's been three years...\Yoohoo, my beloved Saikou-chan.\Did your parents give you permission?\I'll show you a name, so come. response:	Huh?
context: Hurry back!\I'm sorry!\Uncle's workplace...\It's been three years...\Yoohoo, my beloved Saikou-chan.\Did your parents give you permission?\I'll show you a name, so come.\Huh? response:	I got my uncle's workplace!
context: I'm sorry!\Uncle's workplace...\It's been three years...\Yoohoo, my beloved Saikou-chan.\Did your parents give you permission?\I'll show you a name, so come.\Huh?\I got my uncle's workplace! response:	I got the workplace that my uncle left after he died!
context: Uncle's workplace...\It's been three years...\Yoohoo, my beloved Saikou-chan.\Did your parents give you permission?\I'll show you a name, so come.\Huh?\I got my uncle's workplace!\I got the workplace that my uncle left after he died! response:	D-Do you mean they gave it to you when you said you were going to be a mangaka?
context: It's been three years...\Yoohoo, my beloved Saikou-chan.\Did your parents give you permission?\I'll show you a name, so come.\Huh?\I got my uncle's workplace!\I got the workplace that my uncle left after he died!\D-Do you mean they gave it to you when you said you were going to be a mangaka? response:	Yes.
context: Yoohoo, my beloved Saikou-chan.\Did your parents give you permission?\I'll show you a name, so come.\Huh?\I got my uncle's workplace!\I got the workplace that my uncle left after he died!\D-Do you mean they gave it to you when you said you were going to be a mangaka?\Yes. response:	Awesome!
context: Did your parents give you permission?\I'll show you a name, so come.\Huh?\I got my uncle's workplace!\I got the workplace that my uncle left after he died!\D-Do you mean they gave it to you when you said you were going to be a mangaka?\Yes.\Awesome! response:	Where are you now?
context: I'll show you a name, so come.\Huh?\I got my uncle's workplace!\I got the workplace that my uncle left after he died!\D-Do you mean they gave it to you when you said you were going to be a mangaka?\Yes.\Awesome!\Where are you now? response:	I'm heading towards the northern Yakusa Station.
context: Huh?\I got my uncle's workplace!\I got the workplace that my uncle left after he died!\D-Do you mean they gave it to you when you said you were going to be a mangaka?\Yes.\Awesome!\Where are you now?\I'm heading towards the northern Yakusa Station. response:	The workplace is in Yakusa!
context: I got my uncle's workplace!\I got the workplace that my uncle left after he died!\D-Do you mean they gave it to you when you said you were going to be a mangaka?\Yes.\Awesome!\Where are you now?\I'm heading towards the northern Yakusa Station.\The workplace is in Yakusa! response:	Oh! One stop huh?
context: I got the workplace that my uncle left after he died!\D-Do you mean they gave it to you when you said you were going to be a mangaka?\Yes.\Awesome!\Where are you now?\I'm heading towards the northern Yakusa Station.\The workplace is in Yakusa!\Oh! One stop huh? response:	I'm leaving right now, wait for me at the station.
context: D-Do you mean they gave it to you when you said you were going to be a mangaka?\Yes.\Awesome!\Where are you now?\I'm heading towards the northern Yakusa Station.\The workplace is in Yakusa!\Oh! One stop huh?\I'm leaving right now, wait for me at the station. response:	Okay!
context: Yes.\Awesome!\Where are you now?\I'm heading towards the northern Yakusa Station.\The workplace is in Yakusa!\Oh! One stop huh?\I'm leaving right now, wait for me at the station.\Okay! response:	Preview of Next Episode
context: Awesome!\Where are you now?\I'm heading towards the northern Yakusa Station.\The workplace is in Yakusa!\Oh! One stop huh?\I'm leaving right now, wait for me at the station.\Okay!\Preview of Next Episode response:	Let's go to Uncle's workplace!
context: Where are you now?\I'm heading towards the northern Yakusa Station.\The workplace is in Yakusa!\Oh! One stop huh?\I'm leaving right now, wait for me at the station.\Okay!\Preview of Next Episode\Let's go to Uncle's workplace! response:	What's left behind there are passionate thoughts and a harsh reality.
context: I'm heading towards the northern Yakusa Station.\The workplace is in Yakusa!\Oh! One stop huh?\I'm leaving right now, wait for me at the station.\Okay!\Preview of Next Episode\Let's go to Uncle's workplace!\What's left behind there are passionate thoughts and a harsh reality. response:	And the shocking truth.
context: The workplace is in Yakusa!\Oh! One stop huh?\I'm leaving right now, wait for me at the station.\Okay!\Preview of Next Episode\Let's go to Uncle's workplace!\What's left behind there are passionate thoughts and a harsh reality.\And the shocking truth. response:	I wanna know!
context: Oh! One stop huh?\I'm leaving right now, wait for me at the station.\Okay!\Preview of Next Episode\Let's go to Uncle's workplace!\What's left behind there are passionate thoughts and a harsh reality.\And the shocking truth.\I wanna know! response:	Parents and Children
context: I'm leaving right now, wait for me at the station.\Okay!\Preview of Next Episode\Let's go to Uncle's workplace!\What's left behind there are passionate thoughts and a harsh reality.\And the shocking truth.\I wanna know!\Parents and Children response:	Next episode: Parents and Children
context: Okay!\Preview of Next Episode\Let's go to Uncle's workplace!\What's left behind there are passionate thoughts and a harsh reality.\And the shocking truth.\I wanna know!\Parents and Children\Next episode: Parents and Children response:	What supports dreams are love and romance!
