context: Live till after noon! response:	Live TV till after noon!
context: If we win too easily, we won't be able to give them grades.\Of course, we would take that into consideration and give the students a handicap.\Principal Nezu, what do you think?\Of course, I also agree with changing the practical exam.\What should we do to keep the students from being in even more danger?\The answer is simple.\We must have the students themselves become stronger.\That's true. response:	I have no objections.
context: Of course, we would take that into consideration and give the students a handicap.\Principal Nezu, what do you think?\Of course, I also agree with changing the practical exam.\What should we do to keep the students from being in even more danger?\The answer is simple.\We must have the students themselves become stronger.\That's true.\I have no objections. response:	Then, to determine the teams-
context: Principal Nezu, what do you think?\Of course, I also agree with changing the practical exam.\What should we do to keep the students from being in even more danger?\The answer is simple.\We must have the students themselves become stronger.\That's true.\I have no objections.\Then, to determine the teams- response:	First, Todoroki.
context: Of course, I also agree with changing the practical exam.\What should we do to keep the students from being in even more danger?\The answer is simple.\We must have the students themselves become stronger.\That's true.\I have no objections.\Then, to determine the teams-\First, Todoroki. response:	In general, he's doing well,
context: What should we do to keep the students from being in even more danger?\The answer is simple.\We must have the students themselves become stronger.\That's true.\I have no objections.\Then, to determine the teams-\First, Todoroki.\In general, he's doing well, response:	but overall, he has a tendency to use brute force.
context: The answer is simple.\We must have the students themselves become stronger.\That's true.\I have no objections.\Then, to determine the teams-\First, Todoroki.\In general, he's doing well,\but overall, he has a tendency to use brute force. response:	And Yaoyorozu is an all-rounder
context: We must have the students themselves become stronger.\That's true.\I have no objections.\Then, to determine the teams-\First, Todoroki.\In general, he's doing well,\but overall, he has a tendency to use brute force.\And Yaoyorozu is an all-rounder response:	but lacks the ability to make spur-of-the-moment decisions and apply them.
context: That's true.\I have no objections.\Then, to determine the teams-\First, Todoroki.\In general, he's doing well,\but overall, he has a tendency to use brute force.\And Yaoyorozu is an all-rounder\but lacks the ability to make spur-of-the-moment decisions and apply them. response:	Therefore, I will erase their Quirks
context: I have no objections.\Then, to determine the teams-\First, Todoroki.\In general, he's doing well,\but overall, he has a tendency to use brute force.\And Yaoyorozu is an all-rounder\but lacks the ability to make spur-of-the-moment decisions and apply them.\Therefore, I will erase their Quirks response:	and take advantage of their weaknesses in close combat.
context: Then, to determine the teams-\First, Todoroki.\In general, he's doing well,\but overall, he has a tendency to use brute force.\And Yaoyorozu is an all-rounder\but lacks the ability to make spur-of-the-moment decisions and apply them.\Therefore, I will erase their Quirks\and take advantage of their weaknesses in close combat. response:	No objections!
context: First, Todoroki.\In general, he's doing well,\but overall, he has a tendency to use brute force.\And Yaoyorozu is an all-rounder\but lacks the ability to make spur-of-the-moment decisions and apply them.\Therefore, I will erase their Quirks\and take advantage of their weaknesses in close combat.\No objections! response:	Izuku Midoriya Hero Class Aldera Junior High
context: In general, he's doing well,\but overall, he has a tendency to use brute force.\And Yaoyorozu is an all-rounder\but lacks the ability to make spur-of-the-moment decisions and apply them.\Therefore, I will erase their Quirks\and take advantage of their weaknesses in close combat.\No objections!\Izuku Midoriya Hero Class Aldera Junior High response:	Katsuki Bakugo Hero Class Aldera Junior High
context: but overall, he has a tendency to use brute force.\And Yaoyorozu is an all-rounder\but lacks the ability to make spur-of-the-moment decisions and apply them.\Therefore, I will erase their Quirks\and take advantage of their weaknesses in close combat.\No objections!\Izuku Midoriya Hero Class Aldera Junior High\Katsuki Bakugo Hero Class Aldera Junior High response:	Next, for Midoriya and Bakugo,
context: And Yaoyorozu is an all-rounder\but lacks the ability to make spur-of-the-moment decisions and apply them.\Therefore, I will erase their Quirks\and take advantage of their weaknesses in close combat.\No objections!\Izuku Midoriya Hero Class Aldera Junior High\Katsuki Bakugo Hero Class Aldera Junior High\Next, for Midoriya and Bakugo, response:	I'm leaving them to you, All Might.
context: but lacks the ability to make spur-of-the-moment decisions and apply them.\Therefore, I will erase their Quirks\and take advantage of their weaknesses in close combat.\No objections!\Izuku Midoriya Hero Class Aldera Junior High\Katsuki Bakugo Hero Class Aldera Junior High\Next, for Midoriya and Bakugo,\I'm leaving them to you, All Might. response:	For these two, I didn't pair them up based on ability or grades.
context: Therefore, I will erase their Quirks\and take advantage of their weaknesses in close combat.\No objections!\Izuku Midoriya Hero Class Aldera Junior High\Katsuki Bakugo Hero Class Aldera Junior High\Next, for Midoriya and Bakugo,\I'm leaving them to you, All Might.\For these two, I didn't pair them up based on ability or grades. response:	Just on how badly they get along.
context: and take advantage of their weaknesses in close combat.\No objections!\Izuku Midoriya Hero Class Aldera Junior High\Katsuki Bakugo Hero Class Aldera Junior High\Next, for Midoriya and Bakugo,\I'm leaving them to you, All Might.\For these two, I didn't pair them up based on ability or grades.\Just on how badly they get along. response:	You like Midoriya, right?
context: No objections!\Izuku Midoriya Hero Class Aldera Junior High\Katsuki Bakugo Hero Class Aldera Junior High\Next, for Midoriya and Bakugo,\I'm leaving them to you, All Might.\For these two, I didn't pair them up based on ability or grades.\Just on how badly they get along.\You like Midoriya, right? response:	Please instruct them well.
context: Izuku Midoriya Hero Class Aldera Junior High\Katsuki Bakugo Hero Class Aldera Junior High\Next, for Midoriya and Bakugo,\I'm leaving them to you, All Might.\For these two, I didn't pair them up based on ability or grades.\Just on how badly they get along.\You like Midoriya, right?\Please instruct them well. response:	Aizawa, you're paying attention.
context: Katsuki Bakugo Hero Class Aldera Junior High\Next, for Midoriya and Bakugo,\I'm leaving them to you, All Might.\For these two, I didn't pair them up based on ability or grades.\Just on how badly they get along.\You like Midoriya, right?\Please instruct them well.\Aizawa, you're paying attention. response:	And now, we'll announce the teams and the teachers they'll be up against all at once!
context: Next, for Midoriya and Bakugo,\I'm leaving them to you, All Might.\For these two, I didn't pair them up based on ability or grades.\Just on how badly they get along.\You like Midoriya, right?\Please instruct them well.\Aizawa, you're paying attention.\And now, we'll announce the teams and the teachers they'll be up against all at once! response:	1st Match
context: I'm leaving them to you, All Might.\For these two, I didn't pair them up based on ability or grades.\Just on how badly they get along.\You like Midoriya, right?\Please instruct them well.\Aizawa, you're paying attention.\And now, we'll announce the teams and the teachers they'll be up against all at once!\1st Match response:	2nd Match
context: For these two, I didn't pair them up based on ability or grades.\Just on how badly they get along.\You like Midoriya, right?\Please instruct them well.\Aizawa, you're paying attention.\And now, we'll announce the teams and the teachers they'll be up against all at once!\1st Match\2nd Match response:	3rd Match
context: Just on how badly they get along.\You like Midoriya, right?\Please instruct them well.\Aizawa, you're paying attention.\And now, we'll announce the teams and the teachers they'll be up against all at once!\1st Match\2nd Match\3rd Match response:	4th Match
context: You like Midoriya, right?\Please instruct them well.\Aizawa, you're paying attention.\And now, we'll announce the teams and the teachers they'll be up against all at once!\1st Match\2nd Match\3rd Match\4th Match response:	5th Match
context: Please instruct them well.\Aizawa, you're paying attention.\And now, we'll announce the teams and the teachers they'll be up against all at once!\1st Match\2nd Match\3rd Match\4th Match\5th Match response:	6th Match
context: Aizawa, you're paying attention.\And now, we'll announce the teams and the teachers they'll be up against all at once!\1st Match\2nd Match\3rd Match\4th Match\5th Match\6th Match response:	7th Match
context: And now, we'll announce the teams and the teachers they'll be up against all at once!\1st Match\2nd Match\3rd Match\4th Match\5th Match\6th Match\7th Match response:	8th Match
context: 1st Match\2nd Match\3rd Match\4th Match\5th Match\6th Match\7th Match\8th Match response:	9th Match
context: 2nd Match\3rd Match\4th Match\5th Match\6th Match\7th Match\8th Match\9th Match response:	10th Match
context: 3rd Match\4th Match\5th Match\6th Match\7th Match\8th Match\9th Match\10th Match response:	The time limit for the exam is thirty minutes!
context: 4th Match\5th Match\6th Match\7th Match\8th Match\9th Match\10th Match\The time limit for the exam is thirty minutes! response:	Your objective is either to put these handcuffs on the teacher,
context: 5th Match\6th Match\7th Match\8th Match\9th Match\10th Match\The time limit for the exam is thirty minutes!\Your objective is either to put these handcuffs on the teacher, response:	or to have one of you escape from the stage!
context: 6th Match\7th Match\8th Match\9th Match\10th Match\The time limit for the exam is thirty minutes!\Your objective is either to put these handcuffs on the teacher,\or to have one of you escape from the stage! response:	Capture the teacher or escape...
context: 7th Match\8th Match\9th Match\10th Match\The time limit for the exam is thirty minutes!\Your objective is either to put these handcuffs on the teacher,\or to have one of you escape from the stage!\Capture the teacher or escape... response:	It's kind of like the combat training.
context: 8th Match\9th Match\10th Match\The time limit for the exam is thirty minutes!\Your objective is either to put these handcuffs on the teacher,\or to have one of you escape from the stage!\Capture the teacher or escape...\It's kind of like the combat training. response:	Is it really okay to run away?
context: 9th Match\10th Match\The time limit for the exam is thirty minutes!\Your objective is either to put these handcuffs on the teacher,\or to have one of you escape from the stage!\Capture the teacher or escape...\It's kind of like the combat training.\Is it really okay to run away? response:	Yup.
context: 10th Match\The time limit for the exam is thirty minutes!\Your objective is either to put these handcuffs on the teacher,\or to have one of you escape from the stage!\Capture the teacher or escape...\It's kind of like the combat training.\Is it really okay to run away?\Yup. response:	But it'll be different from the combat training!
context: The time limit for the exam is thirty minutes!\Your objective is either to put these handcuffs on the teacher,\or to have one of you escape from the stage!\Capture the teacher or escape...\It's kind of like the combat training.\Is it really okay to run away?\Yup.\But it'll be different from the combat training! response:	You'll be up against someone waaay better than you!
context: Your objective is either to put these handcuffs on the teacher,\or to have one of you escape from the stage!\Capture the teacher or escape...\It's kind of like the combat training.\Is it really okay to run away?\Yup.\But it'll be different from the combat training!\You'll be up against someone waaay better than you! response:	Better... than us?
context: or to have one of you escape from the stage!\Capture the teacher or escape...\It's kind of like the combat training.\Is it really okay to run away?\Yup.\But it'll be different from the combat training!\You'll be up against someone waaay better than you!\Better... than us? response:	I can't really imagine it, though...
context: Capture the teacher or escape...\It's kind of like the combat training.\Is it really okay to run away?\Yup.\But it'll be different from the combat training!\You'll be up against someone waaay better than you!\Better... than us?\I can't really imagine it, though... response:	Dummy! Hey girl, watch your mouth! You hear?
context: It's kind of like the combat training.\Is it really okay to run away?\Yup.\But it'll be different from the combat training!\You'll be up against someone waaay better than you!\Better... than us?\I can't really imagine it, though...\Dummy! Hey girl, watch your mouth! You hear? response:	This time, your exam will be very similar to a real battle.
context: Is it really okay to run away?\Yup.\But it'll be different from the combat training!\You'll be up against someone waaay better than you!\Better... than us?\I can't really imagine it, though...\Dummy! Hey girl, watch your mouth! You hear?\This time, your exam will be very similar to a real battle. response:	Please think of us as villains.
context: Yup.\But it'll be different from the combat training!\You'll be up against someone waaay better than you!\Better... than us?\I can't really imagine it, though...\Dummy! Hey girl, watch your mouth! You hear?\This time, your exam will be very similar to a real battle.\Please think of us as villains. response:	Assuming you come across the enemy,
context: But it'll be different from the combat training!\You'll be up against someone waaay better than you!\Better... than us?\I can't really imagine it, though...\Dummy! Hey girl, watch your mouth! You hear?\This time, your exam will be very similar to a real battle.\Please think of us as villains.\Assuming you come across the enemy, response:	if you think you can win a fight against them, then that's fine.
context: You'll be up against someone waaay better than you!\Better... than us?\I can't really imagine it, though...\Dummy! Hey girl, watch your mouth! You hear?\This time, your exam will be very similar to a real battle.\Please think of us as villains.\Assuming you come across the enemy,\if you think you can win a fight against them, then that's fine. response:	However-
context: Better... than us?\I can't really imagine it, though...\Dummy! Hey girl, watch your mouth! You hear?\This time, your exam will be very similar to a real battle.\Please think of us as villains.\Assuming you come across the enemy,\if you think you can win a fight against them, then that's fine.\However- response:	In cases where there's too big a difference in your abilities,
context: I can't really imagine it, though...\Dummy! Hey girl, watch your mouth! You hear?\This time, your exam will be very similar to a real battle.\Please think of us as villains.\Assuming you come across the enemy,\if you think you can win a fight against them, then that's fine.\However-\In cases where there's too big a difference in your abilities, response:	it would be smarter to run away and get help.
context: Dummy! Hey girl, watch your mouth! You hear?\This time, your exam will be very similar to a real battle.\Please think of us as villains.\Assuming you come across the enemy,\if you think you can win a fight against them, then that's fine.\However-\In cases where there's too big a difference in your abilities,\it would be smarter to run away and get help. response:	Todoroki, Iida, Midoriya.
context: This time, your exam will be very similar to a real battle.\Please think of us as villains.\Assuming you come across the enemy,\if you think you can win a fight against them, then that's fine.\However-\In cases where there's too big a difference in your abilities,\it would be smarter to run away and get help.\Todoroki, Iida, Midoriya. response:	I'm sure you three understand this well.
context: Please think of us as villains.\Assuming you come across the enemy,\if you think you can win a fight against them, then that's fine.\However-\In cases where there's too big a difference in your abilities,\it would be smarter to run away and get help.\Todoroki, Iida, Midoriya.\I'm sure you three understand this well. response:	Idiot! The hero killer is after me and that kid in white armor, right?
context: Assuming you come across the enemy,\if you think you can win a fight against them, then that's fine.\However-\In cases where there's too big a difference in your abilities,\it would be smarter to run away and get help.\Todoroki, Iida, Midoriya.\I'm sure you three understand this well.\Idiot! The hero killer is after me and that kid in white armor, right? response:	Don't fight back. It'd be better if you ran away!
context: if you think you can win a fight against them, then that's fine.\However-\In cases where there's too big a difference in your abilities,\it would be smarter to run away and get help.\Todoroki, Iida, Midoriya.\I'm sure you three understand this well.\Idiot! The hero killer is after me and that kid in white armor, right?\Don't fight back. It'd be better if you ran away! response:	I won't make that mistake again.
context: However-\In cases where there's too big a difference in your abilities,\it would be smarter to run away and get help.\Todoroki, Iida, Midoriya.\I'm sure you three understand this well.\Idiot! The hero killer is after me and that kid in white armor, right?\Don't fight back. It'd be better if you ran away!\I won't make that mistake again. response:	I will pass this test and prove that!
context: In cases where there's too big a difference in your abilities,\it would be smarter to run away and get help.\Todoroki, Iida, Midoriya.\I'm sure you three understand this well.\Idiot! The hero killer is after me and that kid in white armor, right?\Don't fight back. It'd be better if you ran away!\I won't make that mistake again.\I will pass this test and prove that! response:	Fight and win, or run and win.
context: it would be smarter to run away and get help.\Todoroki, Iida, Midoriya.\I'm sure you three understand this well.\Idiot! The hero killer is after me and that kid in white armor, right?\Don't fight back. It'd be better if you ran away!\I won't make that mistake again.\I will pass this test and prove that!\Fight and win, or run and win. response:	That's right! Your decision-making skills are being tested!
context: Todoroki, Iida, Midoriya.\I'm sure you three understand this well.\Idiot! The hero killer is after me and that kid in white armor, right?\Don't fight back. It'd be better if you ran away!\I won't make that mistake again.\I will pass this test and prove that!\Fight and win, or run and win.\That's right! Your decision-making skills are being tested! response:	But with these rules, you're probably thinking the only choice is to run, right?
context: I'm sure you three understand this well.\Idiot! The hero killer is after me and that kid in white armor, right?\Don't fight back. It'd be better if you ran away!\I won't make that mistake again.\I will pass this test and prove that!\Fight and win, or run and win.\That's right! Your decision-making skills are being tested!\But with these rules, you're probably thinking the only choice is to run, right? response:	That's why we had the support course make these for us!
context: Idiot! The hero killer is after me and that kid in white armor, right?\Don't fight back. It'd be better if you ran away!\I won't make that mistake again.\I will pass this test and prove that!\Fight and win, or run and win.\That's right! Your decision-making skills are being tested!\But with these rules, you're probably thinking the only choice is to run, right?\That's why we had the support course make these for us! response:	Ultra compressed weights!
context: Don't fight back. It'd be better if you ran away!\I won't make that mistake again.\I will pass this test and prove that!\Fight and win, or run and win.\That's right! Your decision-making skills are being tested!\But with these rules, you're probably thinking the only choice is to run, right?\That's why we had the support course make these for us!\Ultra compressed weights! response:	We'll put on about half of our body weight.
context: I won't make that mistake again.\I will pass this test and prove that!\Fight and win, or run and win.\That's right! Your decision-making skills are being tested!\But with these rules, you're probably thinking the only choice is to run, right?\That's why we had the support course make these for us!\Ultra compressed weights!\We'll put on about half of our body weight. response:	It's to give you a handicap.
context: I will pass this test and prove that!\Fight and win, or run and win.\That's right! Your decision-making skills are being tested!\But with these rules, you're probably thinking the only choice is to run, right?\That's why we had the support course make these for us!\Ultra compressed weights!\We'll put on about half of our body weight.\It's to give you a handicap. response:	It's old-fashioned, but it makes it hard to move and eats up stamina!
context: Fight and win, or run and win.\That's right! Your decision-making skills are being tested!\But with these rules, you're probably thinking the only choice is to run, right?\That's why we had the support course make these for us!\Ultra compressed weights!\We'll put on about half of our body weight.\It's to give you a handicap.\It's old-fashioned, but it makes it hard to move and eats up stamina! response:	Oh shoot, they're heavier than I thought...
context: That's right! Your decision-making skills are being tested!\But with these rules, you're probably thinking the only choice is to run, right?\That's why we had the support course make these for us!\Ultra compressed weights!\We'll put on about half of our body weight.\It's to give you a handicap.\It's old-fashioned, but it makes it hard to move and eats up stamina!\Oh shoot, they're heavier than I thought... response:	By the way, there was a competition to decide on the design,
context: But with these rules, you're probably thinking the only choice is to run, right?\That's why we had the support course make these for us!\Ultra compressed weights!\We'll put on about half of our body weight.\It's to give you a handicap.\It's old-fashioned, but it makes it hard to move and eats up stamina!\Oh shoot, they're heavier than I thought...\By the way, there was a competition to decide on the design, response:	and we ended up using Young Hatsume's.
context: That's why we had the support course make these for us!\Ultra compressed weights!\We'll put on about half of our body weight.\It's to give you a handicap.\It's old-fashioned, but it makes it hard to move and eats up stamina!\Oh shoot, they're heavier than I thought...\By the way, there was a competition to decide on the design,\and we ended up using Young Hatsume's. response:	It's my time to shine
context: Ultra compressed weights!\We'll put on about half of our body weight.\It's to give you a handicap.\It's old-fashioned, but it makes it hard to move and eats up stamina!\Oh shoot, they're heavier than I thought...\By the way, there was a competition to decide on the design,\and we ended up using Young Hatsume's.\It's my time to shine response:	Hatsume!
context: We'll put on about half of our body weight.\It's to give you a handicap.\It's old-fashioned, but it makes it hard to move and eats up stamina!\Oh shoot, they're heavier than I thought...\By the way, there was a competition to decide on the design,\and we ended up using Young Hatsume's.\It's my time to shine\Hatsume! response:	To allow us to consider fighting you, huh?
context: It's to give you a handicap.\It's old-fashioned, but it makes it hard to move and eats up stamina!\Oh shoot, they're heavier than I thought...\By the way, there was a competition to decide on the design,\and we ended up using Young Hatsume's.\It's my time to shine\Hatsume!\To allow us to consider fighting you, huh? response:	You're underestimating us.
context: It's old-fashioned, but it makes it hard to move and eats up stamina!\Oh shoot, they're heavier than I thought...\By the way, there was a competition to decide on the design,\and we ended up using Young Hatsume's.\It's my time to shine\Hatsume!\To allow us to consider fighting you, huh?\You're underestimating us. response:	I wonder.
context: Oh shoot, they're heavier than I thought...\By the way, there was a competition to decide on the design,\and we ended up using Young Hatsume's.\It's my time to shine\Hatsume!\To allow us to consider fighting you, huh?\You're underestimating us.\I wonder. response:	All right, each team will take the practical exam in order on the prepared stage.
context: By the way, there was a competition to decide on the design,\and we ended up using Young Hatsume's.\It's my time to shine\Hatsume!\To allow us to consider fighting you, huh?\You're underestimating us.\I wonder.\All right, each team will take the practical exam in order on the prepared stage. response:	Sato, Kirishima, get ready.
context: and we ended up using Young Hatsume's.\It's my time to shine\Hatsume!\To allow us to consider fighting you, huh?\You're underestimating us.\I wonder.\All right, each team will take the practical exam in order on the prepared stage.\Sato, Kirishima, get ready. response:	Yes, sir!
context: It's my time to shine\Hatsume!\To allow us to consider fighting you, huh?\You're underestimating us.\I wonder.\All right, each team will take the practical exam in order on the prepared stage.\Sato, Kirishima, get ready.\Yes, sir! response:	Those waiting their turn can watch the exams or think of strategies as a team.
context: Hatsume!\To allow us to consider fighting you, huh?\You're underestimating us.\I wonder.\All right, each team will take the practical exam in order on the prepared stage.\Sato, Kirishima, get ready.\Yes, sir!\Those waiting their turn can watch the exams or think of strategies as a team. response:	Do what you want.
context: To allow us to consider fighting you, huh?\You're underestimating us.\I wonder.\All right, each team will take the practical exam in order on the prepared stage.\Sato, Kirishima, get ready.\Yes, sir!\Those waiting their turn can watch the exams or think of strategies as a team.\Do what you want. response:	That's all.
context: You're underestimating us.\I wonder.\All right, each team will take the practical exam in order on the prepared stage.\Sato, Kirishima, get ready.\Yes, sir!\Those waiting their turn can watch the exams or think of strategies as a team.\Do what you want.\That's all. response:	Ojiro, I would like to see what we can do with our Quirks.
context: I wonder.\All right, each team will take the practical exam in order on the prepared stage.\Sato, Kirishima, get ready.\Yes, sir!\Those waiting their turn can watch the exams or think of strategies as a team.\Do what you want.\That's all.\Ojiro, I would like to see what we can do with our Quirks. response:	Of course.
context: All right, each team will take the practical exam in order on the prepared stage.\Sato, Kirishima, get ready.\Yes, sir!\Those waiting their turn can watch the exams or think of strategies as a team.\Do what you want.\That's all.\Ojiro, I would like to see what we can do with our Quirks.\Of course. response:	Tokoyami, let's come up with a plan.
context: Sato, Kirishima, get ready.\Yes, sir!\Those waiting their turn can watch the exams or think of strategies as a team.\Do what you want.\That's all.\Ojiro, I would like to see what we can do with our Quirks.\Of course.\Tokoyami, let's come up with a plan. response:	Very well.
context: Yes, sir!\Those waiting their turn can watch the exams or think of strategies as a team.\Do what you want.\That's all.\Ojiro, I would like to see what we can do with our Quirks.\Of course.\Tokoyami, let's come up with a plan.\Very well. response:	The problem is how to strip Ms. Midnight, right?
context: Those waiting their turn can watch the exams or think of strategies as a team.\Do what you want.\That's all.\Ojiro, I would like to see what we can do with our Quirks.\Of course.\Tokoyami, let's come up with a plan.\Very well.\The problem is how to strip Ms. Midnight, right? response:	No. You're such a scumbag.
context: Do what you want.\That's all.\Ojiro, I would like to see what we can do with our Quirks.\Of course.\Tokoyami, let's come up with a plan.\Very well.\The problem is how to strip Ms. Midnight, right?\No. You're such a scumbag. response:	Monitor Room
context: That's all.\Ojiro, I would like to see what we can do with our Quirks.\Of course.\Tokoyami, let's come up with a plan.\Very well.\The problem is how to strip Ms. Midnight, right?\No. You're such a scumbag.\Monitor Room response:	Well, it looks like I'll have a lot of work today.
context: Ojiro, I would like to see what we can do with our Quirks.\Of course.\Tokoyami, let's come up with a plan.\Very well.\The problem is how to strip Ms. Midnight, right?\No. You're such a scumbag.\Monitor Room\Well, it looks like I'll have a lot of work today. response:	Pro Hero - Recovery Girl - Quirk: Heal
context: Of course.\Tokoyami, let's come up with a plan.\Very well.\The problem is how to strip Ms. Midnight, right?\No. You're such a scumbag.\Monitor Room\Well, it looks like I'll have a lot of work today.\Pro Hero - Recovery Girl - Quirk: Heal response:	Oh?
context: Tokoyami, let's come up with a plan.\Very well.\The problem is how to strip Ms. Midnight, right?\No. You're such a scumbag.\Monitor Room\Well, it looks like I'll have a lot of work today.\Pro Hero - Recovery Girl - Quirk: Heal\Oh? response:	You're watching, too, Deku?
context: Very well.\The problem is how to strip Ms. Midnight, right?\No. You're such a scumbag.\Monitor Room\Well, it looks like I'll have a lot of work today.\Pro Hero - Recovery Girl - Quirk: Heal\Oh?\You're watching, too, Deku? response:	Yeah.
context: The problem is how to strip Ms. Midnight, right?\No. You're such a scumbag.\Monitor Room\Well, it looks like I'll have a lot of work today.\Pro Hero - Recovery Girl - Quirk: Heal\Oh?\You're watching, too, Deku?\Yeah. response:	We don't have many chances to see other students and the teachers fight.
context: No. You're such a scumbag.\Monitor Room\Well, it looks like I'll have a lot of work today.\Pro Hero - Recovery Girl - Quirk: Heal\Oh?\You're watching, too, Deku?\Yeah.\We don't have many chances to see other students and the teachers fight. response:	Besides, even if I wanted to talk about strategies...
context: Monitor Room\Well, it looks like I'll have a lot of work today.\Pro Hero - Recovery Girl - Quirk: Heal\Oh?\You're watching, too, Deku?\Yeah.\We don't have many chances to see other students and the teachers fight.\Besides, even if I wanted to talk about strategies... response:	I see.
context: Well, it looks like I'll have a lot of work today.\Pro Hero - Recovery Girl - Quirk: Heal\Oh?\You're watching, too, Deku?\Yeah.\We don't have many chances to see other students and the teachers fight.\Besides, even if I wanted to talk about strategies...\I see. response:	Well, for me...
context: Pro Hero - Recovery Girl - Quirk: Heal\Oh?\You're watching, too, Deku?\Yeah.\We don't have many chances to see other students and the teachers fight.\Besides, even if I wanted to talk about strategies...\I see.\Well, for me... response:	It's like there's no point trying to talk to him.
context: Oh?\You're watching, too, Deku?\Yeah.\We don't have many chances to see other students and the teachers fight.\Besides, even if I wanted to talk about strategies...\I see.\Well, for me...\It's like there's no point trying to talk to him. response:	Aoyama...
context: You're watching, too, Deku?\Yeah.\We don't have many chances to see other students and the teachers fight.\Besides, even if I wanted to talk about strategies...\I see.\Well, for me...\It's like there's no point trying to talk to him.\Aoyama... response:	That's why I thought I'd try to use everyone else's fights for reference.
context: Yeah.\We don't have many chances to see other students and the teachers fight.\Besides, even if I wanted to talk about strategies...\I see.\Well, for me...\It's like there's no point trying to talk to him.\Aoyama...\That's why I thought I'd try to use everyone else's fights for reference. response:	Yeah.
context: We don't have many chances to see other students and the teachers fight.\Besides, even if I wanted to talk about strategies...\I see.\Well, for me...\It's like there's no point trying to talk to him.\Aoyama...\That's why I thought I'd try to use everyone else's fights for reference.\Yeah. response:	I have to pass this exam by any means possible.
context: Besides, even if I wanted to talk about strategies...\I see.\Well, for me...\It's like there's no point trying to talk to him.\Aoyama...\That's why I thought I'd try to use everyone else's fights for reference.\Yeah.\I have to pass this exam by any means possible. response:	Team Sato and Kirishima, practical exam.
context: I see.\Well, for me...\It's like there's no point trying to talk to him.\Aoyama...\That's why I thought I'd try to use everyone else's fights for reference.\Yeah.\I have to pass this exam by any means possible.\Team Sato and Kirishima, practical exam. response:	Ready, go!
context: Well, for me...\It's like there's no point trying to talk to him.\Aoyama...\That's why I thought I'd try to use everyone else's fights for reference.\Yeah.\I have to pass this exam by any means possible.\Team Sato and Kirishima, practical exam.\Ready, go! response:	For this exam, we'll definitely get a higher score by capturing rather than running, right?
context: It's like there's no point trying to talk to him.\Aoyama...\That's why I thought I'd try to use everyone else's fights for reference.\Yeah.\I have to pass this exam by any means possible.\Team Sato and Kirishima, practical exam.\Ready, go!\For this exam, we'll definitely get a higher score by capturing rather than running, right? response:	I think so.
context: Aoyama...\That's why I thought I'd try to use everyone else's fights for reference.\Yeah.\I have to pass this exam by any means possible.\Team Sato and Kirishima, practical exam.\Ready, go!\For this exam, we'll definitely get a higher score by capturing rather than running, right?\I think so. response:	Mr. Cementoss moves slowly.
context: That's why I thought I'd try to use everyone else's fights for reference.\Yeah.\I have to pass this exam by any means possible.\Team Sato and Kirishima, practical exam.\Ready, go!\For this exam, we'll definitely get a higher score by capturing rather than running, right?\I think so.\Mr. Cementoss moves slowly. response:	Let's break through from the front and aim for a high score!
context: Yeah.\I have to pass this exam by any means possible.\Team Sato and Kirishima, practical exam.\Ready, go!\For this exam, we'll definitely get a higher score by capturing rather than running, right?\I think so.\Mr. Cementoss moves slowly.\Let's break through from the front and aim for a high score! response:	All right!
context: I have to pass this exam by any means possible.\Team Sato and Kirishima, practical exam.\Ready, go!\For this exam, we'll definitely get a higher score by capturing rather than running, right?\I think so.\Mr. Cementoss moves slowly.\Let's break through from the front and aim for a high score!\All right! response:	Rikido Sato. Quirk: Sugar Rush!
context: Team Sato and Kirishima, practical exam.\Ready, go!\For this exam, we'll definitely get a higher score by capturing rather than running, right?\I think so.\Mr. Cementoss moves slowly.\Let's break through from the front and aim for a high score!\All right!\Rikido Sato. Quirk: Sugar Rush! response:	For every ten grams of sugar, he'll be five times as strong for three minutes!
context: Ready, go!\For this exam, we'll definitely get a higher score by capturing rather than running, right?\I think so.\Mr. Cementoss moves slowly.\Let's break through from the front and aim for a high score!\All right!\Rikido Sato. Quirk: Sugar Rush!\For every ten grams of sugar, he'll be five times as strong for three minutes! response:	However, when he uses sugar for power, his cognitive function goes down accordingly.
context: For this exam, we'll definitely get a higher score by capturing rather than running, right?\I think so.\Mr. Cementoss moves slowly.\Let's break through from the front and aim for a high score!\All right!\Rikido Sato. Quirk: Sugar Rush!\For every ten grams of sugar, he'll be five times as strong for three minutes!\However, when he uses sugar for power, his cognitive function goes down accordingly. response:	You came from the front after all, huh?
context: I think so.\Mr. Cementoss moves slowly.\Let's break through from the front and aim for a high score!\All right!\Rikido Sato. Quirk: Sugar Rush!\For every ten grams of sugar, he'll be five times as strong for three minutes!\However, when he uses sugar for power, his cognitive function goes down accordingly.\You came from the front after all, huh? response:	Let's go, Sato!
context: Mr. Cementoss moves slowly.\Let's break through from the front and aim for a high score!\All right!\Rikido Sato. Quirk: Sugar Rush!\For every ten grams of sugar, he'll be five times as strong for three minutes!\However, when he uses sugar for power, his cognitive function goes down accordingly.\You came from the front after all, huh?\Let's go, Sato! response:	All right!
