context: Th-This is Akihabara? response:	Are you frightened?
context: I see...\One further thing.\I am giving you a guard of twelve.\Please refrain from doing anything foolish.\Understood?\Y-Yes.\We'll disembark at the abandoned Narashino Port.\We'll head for the west side of Kasumi Lake. response:	It's twenty-four kilometers away.
context: One further thing.\I am giving you a guard of twelve.\Please refrain from doing anything foolish.\Understood?\Y-Yes.\We'll disembark at the abandoned Narashino Port.\We'll head for the west side of Kasumi Lake.\It's twenty-four kilometers away. response:	We move straight north.
context: I am giving you a guard of twelve.\Please refrain from doing anything foolish.\Understood?\Y-Yes.\We'll disembark at the abandoned Narashino Port.\We'll head for the west side of Kasumi Lake.\It's twenty-four kilometers away.\We move straight north. response:	And as for the invading goblins...
context: Please refrain from doing anything foolish.\Understood?\Y-Yes.\We'll disembark at the abandoned Narashino Port.\We'll head for the west side of Kasumi Lake.\It's twenty-four kilometers away.\We move straight north.\And as for the invading goblins... response:	Kill them all.
context: Understood?\Y-Yes.\We'll disembark at the abandoned Narashino Port.\We'll head for the west side of Kasumi Lake.\It's twenty-four kilometers away.\We move straight north.\And as for the invading goblins...\Kill them all. response:	There was a young person who wanted to change.
context: Y-Yes.\We'll disembark at the abandoned Narashino Port.\We'll head for the west side of Kasumi Lake.\It's twenty-four kilometers away.\We move straight north.\And as for the invading goblins...\Kill them all.\There was a young person who wanted to change. response:	They thought and thought,
context: We'll disembark at the abandoned Narashino Port.\We'll head for the west side of Kasumi Lake.\It's twenty-four kilometers away.\We move straight north.\And as for the invading goblins...\Kill them all.\There was a young person who wanted to change.\They thought and thought, response:	then fought as hard as their soul and life would allow.
context: We'll head for the west side of Kasumi Lake.\It's twenty-four kilometers away.\We move straight north.\And as for the invading goblins...\Kill them all.\There was a young person who wanted to change.\They thought and thought,\then fought as hard as their soul and life would allow. response:	They wanted to protect someone.
context: It's twenty-four kilometers away.\We move straight north.\And as for the invading goblins...\Kill them all.\There was a young person who wanted to change.\They thought and thought,\then fought as hard as their soul and life would allow.\They wanted to protect someone. response:	All they wanted was to be able to protect someone.
context: We move straight north.\And as for the invading goblins...\Kill them all.\There was a young person who wanted to change.\They thought and thought,\then fought as hard as their soul and life would allow.\They wanted to protect someone.\All they wanted was to be able to protect someone. response:	Even if that meant sacrificing their life.
context: And as for the invading goblins...\Kill them all.\There was a young person who wanted to change.\They thought and thought,\then fought as hard as their soul and life would allow.\They wanted to protect someone.\All they wanted was to be able to protect someone.\Even if that meant sacrificing their life. response:	Chasing After Them
context: Kill them all.\There was a young person who wanted to change.\They thought and thought,\then fought as hard as their soul and life would allow.\They wanted to protect someone.\All they wanted was to be able to protect someone.\Even if that meant sacrificing their life.\Chasing After Them response:	Next time: Chasing After Them.
context: There was a young person who wanted to change.\They thought and thought,\then fought as hard as their soul and life would allow.\They wanted to protect someone.\All they wanted was to be able to protect someone.\Even if that meant sacrificing their life.\Chasing After Them\Next time: Chasing After Them. response:	Always look thirty seconds ahead.
