context: Hey, quit this already, Aratake. response:	We already know that you're strong.
context: Hiding basically means he doesn't want to be involved.\Shut your trap!\What do you guys understand about him?!\You're not gonna be able to achieve it.\You shut up, too!\Chill out, Aratake!!\Where is Yukimura?\I was tired before i even got here. response:	Do you still have the energy left to save Yukimura?
context: Shut your trap!\What do you guys understand about him?!\You're not gonna be able to achieve it.\You shut up, too!\Chill out, Aratake!!\Where is Yukimura?\I was tired before i even got here.\Do you still have the energy left to save Yukimura? response:	Hey, this way.
context: What do you guys understand about him?!\You're not gonna be able to achieve it.\You shut up, too!\Chill out, Aratake!!\Where is Yukimura?\I was tired before i even got here.\Do you still have the energy left to save Yukimura?\Hey, this way. response:	Everyone splintered off because you're trapped in the past!
context: You're not gonna be able to achieve it.\You shut up, too!\Chill out, Aratake!!\Where is Yukimura?\I was tired before i even got here.\Do you still have the energy left to save Yukimura?\Hey, this way.\Everyone splintered off because you're trapped in the past! response:	What?! What do you mean by that?!
context: You shut up, too!\Chill out, Aratake!!\Where is Yukimura?\I was tired before i even got here.\Do you still have the energy left to save Yukimura?\Hey, this way.\Everyone splintered off because you're trapped in the past!\What?! What do you mean by that?! response:	I admit that you've become stronger.
context: Chill out, Aratake!!\Where is Yukimura?\I was tired before i even got here.\Do you still have the energy left to save Yukimura?\Hey, this way.\Everyone splintered off because you're trapped in the past!\What?! What do you mean by that?!\I admit that you've become stronger. response:	But no one can be a leader with just sheer strength!
context: Where is Yukimura?\I was tired before i even got here.\Do you still have the energy left to save Yukimura?\Hey, this way.\Everyone splintered off because you're trapped in the past!\What?! What do you mean by that?!\I admit that you've become stronger.\But no one can be a leader with just sheer strength! response:	Arguing with each other already?
context: I was tired before i even got here.\Do you still have the energy left to save Yukimura?\Hey, this way.\Everyone splintered off because you're trapped in the past!\What?! What do you mean by that?!\I admit that you've become stronger.\But no one can be a leader with just sheer strength!\Arguing with each other already? response:	Wow! This brings back memories!
context: Do you still have the energy left to save Yukimura?\Hey, this way.\Everyone splintered off because you're trapped in the past!\What?! What do you mean by that?!\I admit that you've become stronger.\But no one can be a leader with just sheer strength!\Arguing with each other already?\Wow! This brings back memories! response:	Yay!
context: Hey, this way.\Everyone splintered off because you're trapped in the past!\What?! What do you mean by that?!\I admit that you've become stronger.\But no one can be a leader with just sheer strength!\Arguing with each other already?\Wow! This brings back memories!\Yay! response:	Shirokawa-san.
context: Everyone splintered off because you're trapped in the past!\What?! What do you mean by that?!\I admit that you've become stronger.\But no one can be a leader with just sheer strength!\Arguing with each other already?\Wow! This brings back memories!\Yay!\Shirokawa-san. response:	The sofa and the table haven't changed a bit.
context: What?! What do you mean by that?!\I admit that you've become stronger.\But no one can be a leader with just sheer strength!\Arguing with each other already?\Wow! This brings back memories!\Yay!\Shirokawa-san.\The sofa and the table haven't changed a bit. response:	Wow, but it's so dirty. Clean up a little.
context: I admit that you've become stronger.\But no one can be a leader with just sheer strength!\Arguing with each other already?\Wow! This brings back memories!\Yay!\Shirokawa-san.\The sofa and the table haven't changed a bit.\Wow, but it's so dirty. Clean up a little. response:	Is this all you've left?
context: But no one can be a leader with just sheer strength!\Arguing with each other already?\Wow! This brings back memories!\Yay!\Shirokawa-san.\The sofa and the table haven't changed a bit.\Wow, but it's so dirty. Clean up a little.\Is this all you've left? response:	It's gotten so lonely.
context: Arguing with each other already?\Wow! This brings back memories!\Yay!\Shirokawa-san.\The sofa and the table haven't changed a bit.\Wow, but it's so dirty. Clean up a little.\Is this all you've left?\It's gotten so lonely. response:	I'm amazed you can say that.
context: Wow! This brings back memories!\Yay!\Shirokawa-san.\The sofa and the table haven't changed a bit.\Wow, but it's so dirty. Clean up a little.\Is this all you've left?\It's gotten so lonely.\I'm amazed you can say that. response:	Hey, no fighting-
context: Yay!\Shirokawa-san.\The sofa and the table haven't changed a bit.\Wow, but it's so dirty. Clean up a little.\Is this all you've left?\It's gotten so lonely.\I'm amazed you can say that.\Hey, no fighting- response:	Stop.
context: Shirokawa-san.\The sofa and the table haven't changed a bit.\Wow, but it's so dirty. Clean up a little.\Is this all you've left?\It's gotten so lonely.\I'm amazed you can say that.\Hey, no fighting-\Stop. response:	Prez.
context: The sofa and the table haven't changed a bit.\Wow, but it's so dirty. Clean up a little.\Is this all you've left?\It's gotten so lonely.\I'm amazed you can say that.\Hey, no fighting-\Stop.\Prez. response:	Usui! Let me go!
context: Wow, but it's so dirty. Clean up a little.\Is this all you've left?\It's gotten so lonely.\I'm amazed you can say that.\Hey, no fighting-\Stop.\Prez.\Usui! Let me go! response:	Don't worry.
context: Is this all you've left?\It's gotten so lonely.\I'm amazed you can say that.\Hey, no fighting-\Stop.\Prez.\Usui! Let me go!\Don't worry. response:	There are things that can't be communicated in any other way to the guys here.
context: It's gotten so lonely.\I'm amazed you can say that.\Hey, no fighting-\Stop.\Prez.\Usui! Let me go!\Don't worry.\There are things that can't be communicated in any other way to the guys here. response:	It may look like the same as any other fight, but to them, this is their conversation.
context: I'm amazed you can say that.\Hey, no fighting-\Stop.\Prez.\Usui! Let me go!\Don't worry.\There are things that can't be communicated in any other way to the guys here.\It may look like the same as any other fight, but to them, this is their conversation. response:	Wow. I guess the body remembers.
context: Hey, no fighting-\Stop.\Prez.\Usui! Let me go!\Don't worry.\There are things that can't be communicated in any other way to the guys here.\It may look like the same as any other fight, but to them, this is their conversation.\Wow. I guess the body remembers. response:	I haven't done this in a while.
context: Stop.\Prez.\Usui! Let me go!\Don't worry.\There are things that can't be communicated in any other way to the guys here.\It may look like the same as any other fight, but to them, this is their conversation.\Wow. I guess the body remembers.\I haven't done this in a while. response:	You know, this was pretty surprising.
context: Prez.\Usui! Let me go!\Don't worry.\There are things that can't be communicated in any other way to the guys here.\It may look like the same as any other fight, but to them, this is their conversation.\Wow. I guess the body remembers.\I haven't done this in a while.\You know, this was pretty surprising. response:	When did you become so strong?
context: Usui! Let me go!\Don't worry.\There are things that can't be communicated in any other way to the guys here.\It may look like the same as any other fight, but to them, this is their conversation.\Wow. I guess the body remembers.\I haven't done this in a while.\You know, this was pretty surprising.\When did you become so strong? response:	I guess you're still a crybaby,
context: Don't worry.\There are things that can't be communicated in any other way to the guys here.\It may look like the same as any other fight, but to them, this is their conversation.\Wow. I guess the body remembers.\I haven't done this in a while.\You know, this was pretty surprising.\When did you become so strong?\I guess you're still a crybaby, response:	Gouki.
context: There are things that can't be communicated in any other way to the guys here.\It may look like the same as any other fight, but to them, this is their conversation.\Wow. I guess the body remembers.\I haven't done this in a while.\You know, this was pretty surprising.\When did you become so strong?\I guess you're still a crybaby,\Gouki. response:	You came up with that so you can hide when you're crying, right?
context: It may look like the same as any other fight, but to them, this is their conversation.\Wow. I guess the body remembers.\I haven't done this in a while.\You know, this was pretty surprising.\When did you become so strong?\I guess you're still a crybaby,\Gouki.\You came up with that so you can hide when you're crying, right? response:	You've gotten tall, your hair's grown, and you had that headband, so I couldn't tell who you were first.
context: Wow. I guess the body remembers.\I haven't done this in a while.\You know, this was pretty surprising.\When did you become so strong?\I guess you're still a crybaby,\Gouki.\You came up with that so you can hide when you're crying, right?\You've gotten tall, your hair's grown, and you had that headband, so I couldn't tell who you were first. response:	You remember me?
context: I haven't done this in a while.\You know, this was pretty surprising.\When did you become so strong?\I guess you're still a crybaby,\Gouki.\You came up with that so you can hide when you're crying, right?\You've gotten tall, your hair's grown, and you had that headband, so I couldn't tell who you were first.\You remember me? response:	Of course.
context: You know, this was pretty surprising.\When did you become so strong?\I guess you're still a crybaby,\Gouki.\You came up with that so you can hide when you're crying, right?\You've gotten tall, your hair's grown, and you had that headband, so I couldn't tell who you were first.\You remember me?\Of course. response:	How've you been hanging, gang?
context: When did you become so strong?\I guess you're still a crybaby,\Gouki.\You came up with that so you can hide when you're crying, right?\You've gotten tall, your hair's grown, and you had that headband, so I couldn't tell who you were first.\You remember me?\Of course.\How've you been hanging, gang? response:	Osu!
context: I guess you're still a crybaby,\Gouki.\You came up with that so you can hide when you're crying, right?\You've gotten tall, your hair's grown, and you had that headband, so I couldn't tell who you were first.\You remember me?\Of course.\How've you been hanging, gang?\Osu! response:	See?
context: Gouki.\You came up with that so you can hide when you're crying, right?\You've gotten tall, your hair's grown, and you had that headband, so I couldn't tell who you were first.\You remember me?\Of course.\How've you been hanging, gang?\Osu!\See? response:	How can you chase after a guy like this for so long?
context: You came up with that so you can hide when you're crying, right?\You've gotten tall, your hair's grown, and you had that headband, so I couldn't tell who you were first.\You remember me?\Of course.\How've you been hanging, gang?\Osu!\See?\How can you chase after a guy like this for so long? response:	This Shirobaka is just a moron.
context: You've gotten tall, your hair's grown, and you had that headband, so I couldn't tell who you were first.\You remember me?\Of course.\How've you been hanging, gang?\Osu!\See?\How can you chase after a guy like this for so long?\This Shirobaka is just a moron. response:	That's mean, Kurotatsu!
context: You remember me?\Of course.\How've you been hanging, gang?\Osu!\See?\How can you chase after a guy like this for so long?\This Shirobaka is just a moron.\That's mean, Kurotatsu! response:	I was really weak when I was a freshman.
context: Of course.\How've you been hanging, gang?\Osu!\See?\How can you chase after a guy like this for so long?\This Shirobaka is just a moron.\That's mean, Kurotatsu!\I was really weak when I was a freshman. response:	So I adored strength.
context: How've you been hanging, gang?\Osu!\See?\How can you chase after a guy like this for so long?\This Shirobaka is just a moron.\That's mean, Kurotatsu!\I was really weak when I was a freshman.\So I adored strength. response:	I acted tough and fought when I was picked on, but would get pulped.
context: Osu!\See?\How can you chase after a guy like this for so long?\This Shirobaka is just a moron.\That's mean, Kurotatsu!\I was really weak when I was a freshman.\So I adored strength.\I acted tough and fought when I was picked on, but would get pulped. response:	When I regretted what I did,
context: See?\How can you chase after a guy like this for so long?\This Shirobaka is just a moron.\That's mean, Kurotatsu!\I was really weak when I was a freshman.\So I adored strength.\I acted tough and fought when I was picked on, but would get pulped.\When I regretted what I did, response:	A hero showed up.
context: How can you chase after a guy like this for so long?\This Shirobaka is just a moron.\That's mean, Kurotatsu!\I was really weak when I was a freshman.\So I adored strength.\I acted tough and fought when I was picked on, but would get pulped.\When I regretted what I did,\A hero showed up. response:	I want to be a hero, too.
context: This Shirobaka is just a moron.\That's mean, Kurotatsu!\I was really weak when I was a freshman.\So I adored strength.\I acted tough and fought when I was picked on, but would get pulped.\When I regretted what I did,\A hero showed up.\I want to be a hero, too. response:	Senpai.
context: That's mean, Kurotatsu!\I was really weak when I was a freshman.\So I adored strength.\I acted tough and fought when I was picked on, but would get pulped.\When I regretted what I did,\A hero showed up.\I want to be a hero, too.\Senpai. response:	You can be.
context: I was really weak when I was a freshman.\So I adored strength.\I acted tough and fought when I was picked on, but would get pulped.\When I regretted what I did,\A hero showed up.\I want to be a hero, too.\Senpai.\You can be. response:	Shiroyan. Are you going to-
context: So I adored strength.\I acted tough and fought when I was picked on, but would get pulped.\When I regretted what I did,\A hero showed up.\I want to be a hero, too.\Senpai.\You can be.\Shiroyan. Are you going to- response:	Don't worry.
context: I acted tough and fought when I was picked on, but would get pulped.\When I regretted what I did,\A hero showed up.\I want to be a hero, too.\Senpai.\You can be.\Shiroyan. Are you going to-\Don't worry. response:	I won't be an idiot that makes my mom cry anymore.
context: When I regretted what I did,\A hero showed up.\I want to be a hero, too.\Senpai.\You can be.\Shiroyan. Are you going to-\Don't worry.\I won't be an idiot that makes my mom cry anymore. response:	Besides we- Hey.
context: A hero showed up.\I want to be a hero, too.\Senpai.\You can be.\Shiroyan. Are you going to-\Don't worry.\I won't be an idiot that makes my mom cry anymore.\Besides we- Hey. response:	There you are. What were you doing, Ikkun?
context: I want to be a hero, too.\Senpai.\You can be.\Shiroyan. Are you going to-\Don't worry.\I won't be an idiot that makes my mom cry anymore.\Besides we- Hey.\There you are. What were you doing, Ikkun? response:	Nothing.
context: Senpai.\You can be.\Shiroyan. Are you going to-\Don't worry.\I won't be an idiot that makes my mom cry anymore.\Besides we- Hey.\There you are. What were you doing, Ikkun?\Nothing. response:	Huh? You look out of energy, Ikkun.
context: You can be.\Shiroyan. Are you going to-\Don't worry.\I won't be an idiot that makes my mom cry anymore.\Besides we- Hey.\There you are. What were you doing, Ikkun?\Nothing.\Huh? You look out of energy, Ikkun. response:	Forget it. Don't worry about me.
context: Shiroyan. Are you going to-\Don't worry.\I won't be an idiot that makes my mom cry anymore.\Besides we- Hey.\There you are. What were you doing, Ikkun?\Nothing.\Huh? You look out of energy, Ikkun.\Forget it. Don't worry about me. response:	You idiot! What are you saying?
context: Don't worry.\I won't be an idiot that makes my mom cry anymore.\Besides we- Hey.\There you are. What were you doing, Ikkun?\Nothing.\Huh? You look out of energy, Ikkun.\Forget it. Don't worry about me.\You idiot! What are you saying? response:	Have you forgotten our great mission?
context: I won't be an idiot that makes my mom cry anymore.\Besides we- Hey.\There you are. What were you doing, Ikkun?\Nothing.\Huh? You look out of energy, Ikkun.\Forget it. Don't worry about me.\You idiot! What are you saying?\Have you forgotten our great mission? response:	Mission?
context: Besides we- Hey.\There you are. What were you doing, Ikkun?\Nothing.\Huh? You look out of energy, Ikkun.\Forget it. Don't worry about me.\You idiot! What are you saying?\Have you forgotten our great mission?\Mission? response:	We said we'd practice playing Speed so we can take a photo with Misa-chan, right?!
context: There you are. What were you doing, Ikkun?\Nothing.\Huh? You look out of energy, Ikkun.\Forget it. Don't worry about me.\You idiot! What are you saying?\Have you forgotten our great mission?\Mission?\We said we'd practice playing Speed so we can take a photo with Misa-chan, right?! response:	Do it with your punk group.
context: Nothing.\Huh? You look out of energy, Ikkun.\Forget it. Don't worry about me.\You idiot! What are you saying?\Have you forgotten our great mission?\Mission?\We said we'd practice playing Speed so we can take a photo with Misa-chan, right?!\Do it with your punk group. response:	Do it with that bandana boy instead of with me.
context: Huh? You look out of energy, Ikkun.\Forget it. Don't worry about me.\You idiot! What are you saying?\Have you forgotten our great mission?\Mission?\We said we'd practice playing Speed so we can take a photo with Misa-chan, right?!\Do it with your punk group.\Do it with that bandana boy instead of with me. response:	You idiot!
context: Forget it. Don't worry about me.\You idiot! What are you saying?\Have you forgotten our great mission?\Mission?\We said we'd practice playing Speed so we can take a photo with Misa-chan, right?!\Do it with your punk group.\Do it with that bandana boy instead of with me.\You idiot! response:	We can't start without you!
context: You idiot! What are you saying?\Have you forgotten our great mission?\Mission?\We said we'd practice playing Speed so we can take a photo with Misa-chan, right?!\Do it with your punk group.\Do it with that bandana boy instead of with me.\You idiot!\We can't start without you! response:	Why?! You can play cards with anyone!
context: Have you forgotten our great mission?\Mission?\We said we'd practice playing Speed so we can take a photo with Misa-chan, right?!\Do it with your punk group.\Do it with that bandana boy instead of with me.\You idiot!\We can't start without you!\Why?! You can play cards with anyone! response:	Yeah, this is easier on me.
context: Mission?\We said we'd practice playing Speed so we can take a photo with Misa-chan, right?!\Do it with your punk group.\Do it with that bandana boy instead of with me.\You idiot!\We can't start without you!\Why?! You can play cards with anyone!\Yeah, this is easier on me. response:	W-What are you guys doing?
context: We said we'd practice playing Speed so we can take a photo with Misa-chan, right?!\Do it with your punk group.\Do it with that bandana boy instead of with me.\You idiot!\We can't start without you!\Why?! You can play cards with anyone!\Yeah, this is easier on me.\W-What are you guys doing? response:	Are you all Shirokawa-san's buds?
context: Do it with your punk group.\Do it with that bandana boy instead of with me.\You idiot!\We can't start without you!\Why?! You can play cards with anyone!\Yeah, this is easier on me.\W-What are you guys doing?\Are you all Shirokawa-san's buds? response:	What middle school are you from?
context: Do it with that bandana boy instead of with me.\You idiot!\We can't start without you!\Why?! You can play cards with anyone!\Yeah, this is easier on me.\W-What are you guys doing?\Are you all Shirokawa-san's buds?\What middle school are you from? response:	Are you strong?
context: You idiot!\We can't start without you!\Why?! You can play cards with anyone!\Yeah, this is easier on me.\W-What are you guys doing?\Are you all Shirokawa-san's buds?\What middle school are you from?\Are you strong? response:	Hey. Why is it starting to feel dangerous?
context: We can't start without you!\Why?! You can play cards with anyone!\Yeah, this is easier on me.\W-What are you guys doing?\Are you all Shirokawa-san's buds?\What middle school are you from?\Are you strong?\Hey. Why is it starting to feel dangerous? response:	I don't think they're picking a fight.
context: Why?! You can play cards with anyone!\Yeah, this is easier on me.\W-What are you guys doing?\Are you all Shirokawa-san's buds?\What middle school are you from?\Are you strong?\Hey. Why is it starting to feel dangerous?\I don't think they're picking a fight. response:	Is Shirokawa-san the strongest in the school?
context: Yeah, this is easier on me.\W-What are you guys doing?\Are you all Shirokawa-san's buds?\What middle school are you from?\Are you strong?\Hey. Why is it starting to feel dangerous?\I don't think they're picking a fight.\Is Shirokawa-san the strongest in the school? response:	Has he had any 1-on-1 fights?
context: W-What are you guys doing?\Are you all Shirokawa-san's buds?\What middle school are you from?\Are you strong?\Hey. Why is it starting to feel dangerous?\I don't think they're picking a fight.\Is Shirokawa-san the strongest in the school?\Has he had any 1-on-1 fights? response:	We can never tell them how the Prez ripped Shirokawa-kun's piercing off.
context: Are you all Shirokawa-san's buds?\What middle school are you from?\Are you strong?\Hey. Why is it starting to feel dangerous?\I don't think they're picking a fight.\Is Shirokawa-san the strongest in the school?\Has he had any 1-on-1 fights?\We can never tell them how the Prez ripped Shirokawa-kun's piercing off. response:	You did something like that, bitch?!
context: What middle school are you from?\Are you strong?\Hey. Why is it starting to feel dangerous?\I don't think they're picking a fight.\Is Shirokawa-san the strongest in the school?\Has he had any 1-on-1 fights?\We can never tell them how the Prez ripped Shirokawa-kun's piercing off.\You did something like that, bitch?! response:	Hey, what are you guys doing?
context: Are you strong?\Hey. Why is it starting to feel dangerous?\I don't think they're picking a fight.\Is Shirokawa-san the strongest in the school?\Has he had any 1-on-1 fights?\We can never tell them how the Prez ripped Shirokawa-kun's piercing off.\You did something like that, bitch?!\Hey, what are you guys doing? response:	She is not an ordinary girl!
context: Hey. Why is it starting to feel dangerous?\I don't think they're picking a fight.\Is Shirokawa-san the strongest in the school?\Has he had any 1-on-1 fights?\We can never tell them how the Prez ripped Shirokawa-kun's piercing off.\You did something like that, bitch?!\Hey, what are you guys doing?\She is not an ordinary girl! response:	Yes! She is our leader! Our goddess! The Maid President!
context: I don't think they're picking a fight.\Is Shirokawa-san the strongest in the school?\Has he had any 1-on-1 fights?\We can never tell them how the Prez ripped Shirokawa-kun's piercing off.\You did something like that, bitch?!\Hey, what are you guys doing?\She is not an ordinary girl!\Yes! She is our leader! Our goddess! The Maid President! response:	Maid?
context: Is Shirokawa-san the strongest in the school?\Has he had any 1-on-1 fights?\We can never tell them how the Prez ripped Shirokawa-kun's piercing off.\You did something like that, bitch?!\Hey, what are you guys doing?\She is not an ordinary girl!\Yes! She is our leader! Our goddess! The Maid President!\Maid? response:	Yes. Anyone that stands in her way goes to Maides.
context: Has he had any 1-on-1 fights?\We can never tell them how the Prez ripped Shirokawa-kun's piercing off.\You did something like that, bitch?!\Hey, what are you guys doing?\She is not an ordinary girl!\Yes! She is our leader! Our goddess! The Maid President!\Maid?\Yes. Anyone that stands in her way goes to Maides. response:	Known as the Hades Misaki.
context: We can never tell them how the Prez ripped Shirokawa-kun's piercing off.\You did something like that, bitch?!\Hey, what are you guys doing?\She is not an ordinary girl!\Yes! She is our leader! Our goddess! The Maid President!\Maid?\Yes. Anyone that stands in her way goes to Maides.\Known as the Hades Misaki. response:	Our great Maides President!
context: You did something like that, bitch?!\Hey, what are you guys doing?\She is not an ordinary girl!\Yes! She is our leader! Our goddess! The Maid President!\Maid?\Yes. Anyone that stands in her way goes to Maides.\Known as the Hades Misaki.\Our great Maides President! response:	Everyone! You're being disrespectful!
context: Hey, what are you guys doing?\She is not an ordinary girl!\Yes! She is our leader! Our goddess! The Maid President!\Maid?\Yes. Anyone that stands in her way goes to Maides.\Known as the Hades Misaki.\Our great Maides President!\Everyone! You're being disrespectful! response:	Down on your knees!
context: She is not an ordinary girl!\Yes! She is our leader! Our goddess! The Maid President!\Maid?\Yes. Anyone that stands in her way goes to Maides.\Known as the Hades Misaki.\Our great Maides President!\Everyone! You're being disrespectful!\Down on your knees! response:	Forgive us, Miss President!
context: Yes! She is our leader! Our goddess! The Maid President!\Maid?\Yes. Anyone that stands in her way goes to Maides.\Known as the Hades Misaki.\Our great Maides President!\Everyone! You're being disrespectful!\Down on your knees!\Forgive us, Miss President! response:	Cut it out, you Moron Trio!
context: Maid?\Yes. Anyone that stands in her way goes to Maides.\Known as the Hades Misaki.\Our great Maides President!\Everyone! You're being disrespectful!\Down on your knees!\Forgive us, Miss President!\Cut it out, you Moron Trio! response:	Um, aren't we forgetting something?
context: Yes. Anyone that stands in her way goes to Maides.\Known as the Hades Misaki.\Our great Maides President!\Everyone! You're being disrespectful!\Down on your knees!\Forgive us, Miss President!\Cut it out, you Moron Trio!\Um, aren't we forgetting something? response:	Sob.
context: Known as the Hades Misaki.\Our great Maides President!\Everyone! You're being disrespectful!\Down on your knees!\Forgive us, Miss President!\Cut it out, you Moron Trio!\Um, aren't we forgetting something?\Sob. response:	I'm hungry.
context: Our great Maides President!\Everyone! You're being disrespectful!\Down on your knees!\Forgive us, Miss President!\Cut it out, you Moron Trio!\Um, aren't we forgetting something?\Sob.\I'm hungry. response:	Today, we got to see a rare side of the Moron Trio. The end.
context: Everyone! You're being disrespectful!\Down on your knees!\Forgive us, Miss President!\Cut it out, you Moron Trio!\Um, aren't we forgetting something?\Sob.\I'm hungry.\Today, we got to see a rare side of the Moron Trio. The end. response:	He summarized it in a sentence.
context: Down on your knees!\Forgive us, Miss President!\Cut it out, you Moron Trio!\Um, aren't we forgetting something?\Sob.\I'm hungry.\Today, we got to see a rare side of the Moron Trio. The end.\He summarized it in a sentence. response:	We don't want Usui to wrap it up, right, Shiroyan?
context: Forgive us, Miss President!\Cut it out, you Moron Trio!\Um, aren't we forgetting something?\Sob.\I'm hungry.\Today, we got to see a rare side of the Moron Trio. The end.\He summarized it in a sentence.\We don't want Usui to wrap it up, right, Shiroyan? response:	What'd you think about the episode, Misa-chan?
context: Cut it out, you Moron Trio!\Um, aren't we forgetting something?\Sob.\I'm hungry.\Today, we got to see a rare side of the Moron Trio. The end.\He summarized it in a sentence.\We don't want Usui to wrap it up, right, Shiroyan?\What'd you think about the episode, Misa-chan? response:	I couldn't care less.
context: Um, aren't we forgetting something?\Sob.\I'm hungry.\Today, we got to see a rare side of the Moron Trio. The end.\He summarized it in a sentence.\We don't want Usui to wrap it up, right, Shiroyan?\What'd you think about the episode, Misa-chan?\I couldn't care less. response:	At this rate, will it be my character story next time?
context: Sob.\I'm hungry.\Today, we got to see a rare side of the Moron Trio. The end.\He summarized it in a sentence.\We don't want Usui to wrap it up, right, Shiroyan?\What'd you think about the episode, Misa-chan?\I couldn't care less.\At this rate, will it be my character story next time? response:	I don't think the Moron Trio will have any screen time next episode.
context: I'm hungry.\Today, we got to see a rare side of the Moron Trio. The end.\He summarized it in a sentence.\We don't want Usui to wrap it up, right, Shiroyan?\What'd you think about the episode, Misa-chan?\I couldn't care less.\At this rate, will it be my character story next time?\I don't think the Moron Trio will have any screen time next episode. response:	Strange. I thought I memorized all the students at Seika.
context: Today, we got to see a rare side of the Moron Trio. The end.\He summarized it in a sentence.\We don't want Usui to wrap it up, right, Shiroyan?\What'd you think about the episode, Misa-chan?\I couldn't care less.\At this rate, will it be my character story next time?\I don't think the Moron Trio will have any screen time next episode.\Strange. I thought I memorized all the students at Seika. response:	Who is this guy with the hood?
context: He summarized it in a sentence.\We don't want Usui to wrap it up, right, Shiroyan?\What'd you think about the episode, Misa-chan?\I couldn't care less.\At this rate, will it be my character story next time?\I don't think the Moron Trio will have any screen time next episode.\Strange. I thought I memorized all the students at Seika.\Who is this guy with the hood? response:	You should watch out a little more, Ayuzawa.
context: We don't want Usui to wrap it up, right, Shiroyan?\What'd you think about the episode, Misa-chan?\I couldn't care less.\At this rate, will it be my character story next time?\I don't think the Moron Trio will have any screen time next episode.\Strange. I thought I memorized all the students at Seika.\Who is this guy with the hood?\You should watch out a little more, Ayuzawa. response:	Prez! I made it home myself!
context: What'd you think about the episode, Misa-chan?\I couldn't care less.\At this rate, will it be my character story next time?\I don't think the Moron Trio will have any screen time next episode.\Strange. I thought I memorized all the students at Seika.\Who is this guy with the hood?\You should watch out a little more, Ayuzawa.\Prez! I made it home myself! response:	Sorry, Yukimura. I forgot about you.
