context: Come on, senpai! response:	Anti - Angel Operations Headquarters
context: How shallow minded...\We're gonna get swallowed!\Must save them.\Hey, with all this, we won't have to use Tornado for a while, right?\We're going to eat this every day?\More importantly, how are we going to preserve it?\It wouldn't be good to waste it either...\No choice, I guess. response:	How about we prepare it all at once and serve it to the ordinary students too?
context: We're gonna get swallowed!\Must save them.\Hey, with all this, we won't have to use Tornado for a while, right?\We're going to eat this every day?\More importantly, how are we going to preserve it?\It wouldn't be good to waste it either...\No choice, I guess.\How about we prepare it all at once and serve it to the ordinary students too? response:	Yeah, I guess.
context: Must save them.\Hey, with all this, we won't have to use Tornado for a while, right?\We're going to eat this every day?\More importantly, how are we going to preserve it?\It wouldn't be good to waste it either...\No choice, I guess.\How about we prepare it all at once and serve it to the ordinary students too?\Yeah, I guess. response:	Let's do that then.
context: Hey, with all this, we won't have to use Tornado for a while, right?\We're going to eat this every day?\More importantly, how are we going to preserve it?\It wouldn't be good to waste it either...\No choice, I guess.\How about we prepare it all at once and serve it to the ordinary students too?\Yeah, I guess.\Let's do that then. response:	This is almost like we're doing charity work.
context: We're going to eat this every day?\More importantly, how are we going to preserve it?\It wouldn't be good to waste it either...\No choice, I guess.\How about we prepare it all at once and serve it to the ordinary students too?\Yeah, I guess.\Let's do that then.\This is almost like we're doing charity work. response:	We've gone from being a battlefront to some kind of volunteer group.
context: More importantly, how are we going to preserve it?\It wouldn't be good to waste it either...\No choice, I guess.\How about we prepare it all at once and serve it to the ordinary students too?\Yeah, I guess.\Let's do that then.\This is almost like we're doing charity work.\We've gone from being a battlefront to some kind of volunteer group. response:	But we don't have an opponent to fight against anymore, so won't we stop being a battlefront?
context: It wouldn't be good to waste it either...\No choice, I guess.\How about we prepare it all at once and serve it to the ordinary students too?\Yeah, I guess.\Let's do that then.\This is almost like we're doing charity work.\We've gone from being a battlefront to some kind of volunteer group.\But we don't have an opponent to fight against anymore, so won't we stop being a battlefront? response:	So what will we be?
context: No choice, I guess.\How about we prepare it all at once and serve it to the ordinary students too?\Yeah, I guess.\Let's do that then.\This is almost like we're doing charity work.\We've gone from being a battlefront to some kind of volunteer group.\But we don't have an opponent to fight against anymore, so won't we stop being a battlefront?\So what will we be? response:	The Slack so we don't vanish team?
context: How about we prepare it all at once and serve it to the ordinary students too?\Yeah, I guess.\Let's do that then.\This is almost like we're doing charity work.\We've gone from being a battlefront to some kind of volunteer group.\But we don't have an opponent to fight against anymore, so won't we stop being a battlefront?\So what will we be?\The Slack so we don't vanish team? response:	What the heck is that?
context: Yeah, I guess.\Let's do that then.\This is almost like we're doing charity work.\We've gone from being a battlefront to some kind of volunteer group.\But we don't have an opponent to fight against anymore, so won't we stop being a battlefront?\So what will we be?\The Slack so we don't vanish team?\What the heck is that? response:	Chop chop chop chop.
context: Let's do that then.\This is almost like we're doing charity work.\We've gone from being a battlefront to some kind of volunteer group.\But we don't have an opponent to fight against anymore, so won't we stop being a battlefront?\So what will we be?\The Slack so we don't vanish team?\What the heck is that?\Chop chop chop chop. response:	I never thought we'd end up doing this.
context: This is almost like we're doing charity work.\We've gone from being a battlefront to some kind of volunteer group.\But we don't have an opponent to fight against anymore, so won't we stop being a battlefront?\So what will we be?\The Slack so we don't vanish team?\What the heck is that?\Chop chop chop chop.\I never thought we'd end up doing this. response:	Hey Tachibana, mind if I call you by your first name?
context: We've gone from being a battlefront to some kind of volunteer group.\But we don't have an opponent to fight against anymore, so won't we stop being a battlefront?\So what will we be?\The Slack so we don't vanish team?\What the heck is that?\Chop chop chop chop.\I never thought we'd end up doing this.\Hey Tachibana, mind if I call you by your first name? response:	Why?
context: But we don't have an opponent to fight against anymore, so won't we stop being a battlefront?\So what will we be?\The Slack so we don't vanish team?\What the heck is that?\Chop chop chop chop.\I never thought we'd end up doing this.\Hey Tachibana, mind if I call you by your first name?\Why? response:	We've become friends now.
context: So what will we be?\The Slack so we don't vanish team?\What the heck is that?\Chop chop chop chop.\I never thought we'd end up doing this.\Hey Tachibana, mind if I call you by your first name?\Why?\We've become friends now. response:	We have?
context: The Slack so we don't vanish team?\What the heck is that?\Chop chop chop chop.\I never thought we'd end up doing this.\Hey Tachibana, mind if I call you by your first name?\Why?\We've become friends now.\We have? response:	Of course we have!
context: What the heck is that?\Chop chop chop chop.\I never thought we'd end up doing this.\Hey Tachibana, mind if I call you by your first name?\Why?\We've become friends now.\We have?\Of course we have! response:	We fished together, cooked together,
context: Chop chop chop chop.\I never thought we'd end up doing this.\Hey Tachibana, mind if I call you by your first name?\Why?\We've become friends now.\We have?\Of course we have!\We fished together, cooked together, response:	and I've always thought from the start...
context: I never thought we'd end up doing this.\Hey Tachibana, mind if I call you by your first name?\Why?\We've become friends now.\We have?\Of course we have!\We fished together, cooked together,\and I've always thought from the start... response:	You have such a pretty name.
context: Hey Tachibana, mind if I call you by your first name?\Why?\We've become friends now.\We have?\Of course we have!\We fished together, cooked together,\and I've always thought from the start...\You have such a pretty name. response:	I like that name.
context: Why?\We've become friends now.\We have?\Of course we have!\We fished together, cooked together,\and I've always thought from the start...\You have such a pretty name.\I like that name. response:	Kanade means to play a tune right?
context: We've become friends now.\We have?\Of course we have!\We fished together, cooked together,\and I've always thought from the start...\You have such a pretty name.\I like that name.\Kanade means to play a tune right? response:	If you want to take it like that, go ahead.
context: We have?\Of course we have!\We fished together, cooked together,\and I've always thought from the start...\You have such a pretty name.\I like that name.\Kanade means to play a tune right?\If you want to take it like that, go ahead. response:	My name's Yuzuru, written like tie a bow.
context: Of course we have!\We fished together, cooked together,\and I've always thought from the start...\You have such a pretty name.\I like that name.\Kanade means to play a tune right?\If you want to take it like that, go ahead.\My name's Yuzuru, written like tie a bow. response:	You can call me that.
context: We fished together, cooked together,\and I've always thought from the start...\You have such a pretty name.\I like that name.\Kanade means to play a tune right?\If you want to take it like that, go ahead.\My name's Yuzuru, written like tie a bow.\You can call me that. response:	So Kanade, I want you to do something for me.
context: and I've always thought from the start...\You have such a pretty name.\I like that name.\Kanade means to play a tune right?\If you want to take it like that, go ahead.\My name's Yuzuru, written like tie a bow.\You can call me that.\So Kanade, I want you to do something for me. response:	What?
context: You have such a pretty name.\I like that name.\Kanade means to play a tune right?\If you want to take it like that, go ahead.\My name's Yuzuru, written like tie a bow.\You can call me that.\So Kanade, I want you to do something for me.\What? response:	Please stay with us from now on.
context: I like that name.\Kanade means to play a tune right?\If you want to take it like that, go ahead.\My name's Yuzuru, written like tie a bow.\You can call me that.\So Kanade, I want you to do something for me.\What?\Please stay with us from now on. response:	Why?
context: Kanade means to play a tune right?\If you want to take it like that, go ahead.\My name's Yuzuru, written like tie a bow.\You can call me that.\So Kanade, I want you to do something for me.\What?\Please stay with us from now on.\Why? response:	Because I don't want you to fight with anyone anymore.
context: If you want to take it like that, go ahead.\My name's Yuzuru, written like tie a bow.\You can call me that.\So Kanade, I want you to do something for me.\What?\Please stay with us from now on.\Why?\Because I don't want you to fight with anyone anymore. response:	I want you to enjoy your time with everyone.
context: My name's Yuzuru, written like tie a bow.\You can call me that.\So Kanade, I want you to do something for me.\What?\Please stay with us from now on.\Why?\Because I don't want you to fight with anyone anymore.\I want you to enjoy your time with everyone. response:	And, well...
context: You can call me that.\So Kanade, I want you to do something for me.\What?\Please stay with us from now on.\Why?\Because I don't want you to fight with anyone anymore.\I want you to enjoy your time with everyone.\And, well... response:	Because I want to be with you too.
context: So Kanade, I want you to do something for me.\What?\Please stay with us from now on.\Why?\Because I don't want you to fight with anyone anymore.\I want you to enjoy your time with everyone.\And, well...\Because I want to be with you too. response:	Really?
context: What?\Please stay with us from now on.\Why?\Because I don't want you to fight with anyone anymore.\I want you to enjoy your time with everyone.\And, well...\Because I want to be with you too.\Really? response:	If you say so, I'll do that.
context: Please stay with us from now on.\Why?\Because I don't want you to fight with anyone anymore.\I want you to enjoy your time with everyone.\And, well...\Because I want to be with you too.\Really?\If you say so, I'll do that. response:	It's a promise, okay?
context: Why?\Because I don't want you to fight with anyone anymore.\I want you to enjoy your time with everyone.\And, well...\Because I want to be with you too.\Really?\If you say so, I'll do that.\It's a promise, okay? response:	Okay.
context: Because I don't want you to fight with anyone anymore.\I want you to enjoy your time with everyone.\And, well...\Because I want to be with you too.\Really?\If you say so, I'll do that.\It's a promise, okay?\Okay. response:	By the way, where's Yurippe?
context: I want you to enjoy your time with everyone.\And, well...\Because I want to be with you too.\Really?\If you say so, I'll do that.\It's a promise, okay?\Okay.\By the way, where's Yurippe? response:	Now that you mention it, she hasn't been around...
context: And, well...\Because I want to be with you too.\Really?\If you say so, I'll do that.\It's a promise, okay?\Okay.\By the way, where's Yurippe?\Now that you mention it, she hasn't been around... response:	She's probably just watching over us from somewhere.
context: Because I want to be with you too.\Really?\If you say so, I'll do that.\It's a promise, okay?\Okay.\By the way, where's Yurippe?\Now that you mention it, she hasn't been around...\She's probably just watching over us from somewhere. response:	It's not like she's the type to participate in this kind of volunteer work.
context: Really?\If you say so, I'll do that.\It's a promise, okay?\Okay.\By the way, where's Yurippe?\Now that you mention it, she hasn't been around...\She's probably just watching over us from somewhere.\It's not like she's the type to participate in this kind of volunteer work. response:	Hey, help us out here!
context: If you say so, I'll do that.\It's a promise, okay?\Okay.\By the way, where's Yurippe?\Now that you mention it, she hasn't been around...\She's probably just watching over us from somewhere.\It's not like she's the type to participate in this kind of volunteer work.\Hey, help us out here! response:	Yurippe!
context: It's a promise, okay?\Okay.\By the way, where's Yurippe?\Now that you mention it, she hasn't been around...\She's probably just watching over us from somewhere.\It's not like she's the type to participate in this kind of volunteer work.\Hey, help us out here!\Yurippe! response:	Yurippe, who got you?!
context: Okay.\By the way, where's Yurippe?\Now that you mention it, she hasn't been around...\She's probably just watching over us from somewhere.\It's not like she's the type to participate in this kind of volunteer work.\Hey, help us out here!\Yurippe!\Yurippe, who got you?! response:	Angel.
context: By the way, where's Yurippe?\Now that you mention it, she hasn't been around...\She's probably just watching over us from somewhere.\It's not like she's the type to participate in this kind of volunteer work.\Hey, help us out here!\Yurippe!\Yurippe, who got you?!\Angel. response:	Angel?
context: Now that you mention it, she hasn't been around...\She's probably just watching over us from somewhere.\It's not like she's the type to participate in this kind of volunteer work.\Hey, help us out here!\Yurippe!\Yurippe, who got you?!\Angel.\Angel? response:	Wait, Kanade's been with me the entire time!
context: She's probably just watching over us from somewhere.\It's not like she's the type to participate in this kind of volunteer work.\Hey, help us out here!\Yurippe!\Yurippe, who got you?!\Angel.\Angel?\Wait, Kanade's been with me the entire time! response:	Angel?
context: It's not like she's the type to participate in this kind of volunteer work.\Hey, help us out here!\Yurippe!\Yurippe, who got you?!\Angel.\Angel?\Wait, Kanade's been with me the entire time!\Angel? response:	< preview >
context: Hey, help us out here!\Yurippe!\Yurippe, who got you?!\Angel.\Angel?\Wait, Kanade's been with me the entire time!\Angel?\< preview > response:	Matsushita 5th Dan!
context: Yurippe!\Yurippe, who got you?!\Angel.\Angel?\Wait, Kanade's been with me the entire time!\Angel?\< preview >\Matsushita 5th Dan! response:	Which means we're closed in...
context: Yurippe, who got you?!\Angel.\Angel?\Wait, Kanade's been with me the entire time!\Angel?\< preview >\Matsushita 5th Dan!\Which means we're closed in... response:	I pray we can meet again.
context: Angel.\Angel?\Wait, Kanade's been with me the entire time!\Angel?\< preview >\Matsushita 5th Dan!\Which means we're closed in...\I pray we can meet again. response:	A trap...
context: Angel?\Wait, Kanade's been with me the entire time!\Angel?\< preview >\Matsushita 5th Dan!\Which means we're closed in...\I pray we can meet again.\A trap... response:	I can't take on something that scary!
context: Wait, Kanade's been with me the entire time!\Angel?\< preview >\Matsushita 5th Dan!\Which means we're closed in...\I pray we can meet again.\A trap...\I can't take on something that scary! response:	What's the meaning of this!?
context: Angel?\< preview >\Matsushita 5th Dan!\Which means we're closed in...\I pray we can meet again.\A trap...\I can't take on something that scary!\What's the meaning of this!? response:	Distraction.
context: < preview >\Matsushita 5th Dan!\Which means we're closed in...\I pray we can meet again.\A trap...\I can't take on something that scary!\What's the meaning of this!?\Distraction. response:	I'll tell you one possibility.
context: Matsushita 5th Dan!\Which means we're closed in...\I pray we can meet again.\A trap...\I can't take on something that scary!\What's the meaning of this!?\Distraction.\I'll tell you one possibility. response:	Is Kanade okay?
context: Which means we're closed in...\I pray we can meet again.\A trap...\I can't take on something that scary!\What's the meaning of this!?\Distraction.\I'll tell you one possibility.\Is Kanade okay? response:	ANGEL PLAYER...
context: I pray we can meet again.\A trap...\I can't take on something that scary!\What's the meaning of this!?\Distraction.\I'll tell you one possibility.\Is Kanade okay?\ANGEL PLAYER... response:	I'll persuade them by force.
context: A trap...\I can't take on something that scary!\What's the meaning of this!?\Distraction.\I'll tell you one possibility.\Is Kanade okay?\ANGEL PLAYER...\I'll persuade them by force. response:	So shallow minded...
context: I can't take on something that scary!\What's the meaning of this!?\Distraction.\I'll tell you one possibility.\Is Kanade okay?\ANGEL PLAYER...\I'll persuade them by force.\So shallow minded... response:	It appears the time has come to show you!
context: What's the meaning of this!?\Distraction.\I'll tell you one possibility.\Is Kanade okay?\ANGEL PLAYER...\I'll persuade them by force.\So shallow minded...\It appears the time has come to show you! response:	Leave the one's we don't make it in time for!
context: Distraction.\I'll tell you one possibility.\Is Kanade okay?\ANGEL PLAYER...\I'll persuade them by force.\So shallow minded...\It appears the time has come to show you!\Leave the one's we don't make it in time for! response:	You seem busy...
context: I'll tell you one possibility.\Is Kanade okay?\ANGEL PLAYER...\I'll persuade them by force.\So shallow minded...\It appears the time has come to show you!\Leave the one's we don't make it in time for!\You seem busy... response:	Please be okay, Kanade!
context: Is Kanade okay?\ANGEL PLAYER...\I'll persuade them by force.\So shallow minded...\It appears the time has come to show you!\Leave the one's we don't make it in time for!\You seem busy...\Please be okay, Kanade! response:	Typesetting start
context: ANGEL PLAYER...\I'll persuade them by force.\So shallow minded...\It appears the time has come to show you!\Leave the one's we don't make it in time for!\You seem busy...\Please be okay, Kanade!\Typesetting start response:	Mazui presents
context: I'll persuade them by force.\So shallow minded...\It appears the time has come to show you!\Leave the one's we don't make it in time for!\You seem busy...\Please be okay, Kanade!\Typesetting start\Mazui presents response:	mezamete wa kurikaesu nemuri asa wa
context: So shallow minded...\It appears the time has come to show you!\Leave the one's we don't make it in time for!\You seem busy...\Please be okay, Kanade!\Typesetting start\Mazui presents\mezamete wa kurikaesu nemuri asa wa response:	eri no tai wo kitsuku shime
context: It appears the time has come to show you!\Leave the one's we don't make it in time for!\You seem busy...\Please be okay, Kanade!\Typesetting start\Mazui presents\mezamete wa kurikaesu nemuri asa wa\eri no tai wo kitsuku shime response:	kyoushitsu no doa kuguru to
context: Leave the one's we don't make it in time for!\You seem busy...\Please be okay, Kanade!\Typesetting start\Mazui presents\mezamete wa kurikaesu nemuri asa wa\eri no tai wo kitsuku shime\kyoushitsu no doa kuguru to response:	honno sukoshi mune wo hatte arukidaseru
context: You seem busy...\Please be okay, Kanade!\Typesetting start\Mazui presents\mezamete wa kurikaesu nemuri asa wa\eri no tai wo kitsuku shime\kyoushitsu no doa kuguru to\honno sukoshi mune wo hatte arukidaseru response:	sonna nichijou ni fukinukeru kaze
context: Please be okay, Kanade!\Typesetting start\Mazui presents\mezamete wa kurikaesu nemuri asa wa\eri no tai wo kitsuku shime\kyoushitsu no doa kuguru to\honno sukoshi mune wo hatte arukidaseru\sonna nichijou ni fukinukeru kaze response:	kikoeta ki ga shita
context: Typesetting start\Mazui presents\mezamete wa kurikaesu nemuri asa wa\eri no tai wo kitsuku shime\kyoushitsu no doa kuguru to\honno sukoshi mune wo hatte arukidaseru\sonna nichijou ni fukinukeru kaze\kikoeta ki ga shita response:	kanjita ki ga shitanda
context: Mazui presents\mezamete wa kurikaesu nemuri asa wa\eri no tai wo kitsuku shime\kyoushitsu no doa kuguru to\honno sukoshi mune wo hatte arukidaseru\sonna nichijou ni fukinukeru kaze\kikoeta ki ga shita\kanjita ki ga shitanda response:	furuedasu ima kono mune de
context: mezamete wa kurikaesu nemuri asa wa\eri no tai wo kitsuku shime\kyoushitsu no doa kuguru to\honno sukoshi mune wo hatte arukidaseru\sonna nichijou ni fukinukeru kaze\kikoeta ki ga shita\kanjita ki ga shitanda\furuedasu ima kono mune de response:	mou kuru ki ga shita
context: eri no tai wo kitsuku shime\kyoushitsu no doa kuguru to\honno sukoshi mune wo hatte arukidaseru\sonna nichijou ni fukinukeru kaze\kikoeta ki ga shita\kanjita ki ga shitanda\furuedasu ima kono mune de\mou kuru ki ga shita response:	iku oku no hoshi ga kie satteku no wo
context: kyoushitsu no doa kuguru to\honno sukoshi mune wo hatte arukidaseru\sonna nichijou ni fukinukeru kaze\kikoeta ki ga shita\kanjita ki ga shitanda\furuedasu ima kono mune de\mou kuru ki ga shita\iku oku no hoshi ga kie satteku no wo response:	miokutta te wo futta yokatta ne to
context: honno sukoshi mune wo hatte arukidaseru\sonna nichijou ni fukinukeru kaze\kikoeta ki ga shita\kanjita ki ga shitanda\furuedasu ima kono mune de\mou kuru ki ga shita\iku oku no hoshi ga kie satteku no wo\miokutta te wo futta yokatta ne to response:	HO
context: sonna nichijou ni fukinukeru kaze\kikoeta ki ga shita\kanjita ki ga shitanda\furuedasu ima kono mune de\mou kuru ki ga shita\iku oku no hoshi ga kie satteku no wo\miokutta te wo futta yokatta ne to\HO response:	OO
context: kikoeta ki ga shita\kanjita ki ga shitanda\furuedasu ima kono mune de\mou kuru ki ga shita\iku oku no hoshi ga kie satteku no wo\miokutta te wo futta yokatta ne to\HO\OO response:	I open my eyes again, to a sleepy morning
context: kanjita ki ga shitanda\furuedasu ima kono mune de\mou kuru ki ga shita\iku oku no hoshi ga kie satteku no wo\miokutta te wo futta yokatta ne to\HO\OO\I open my eyes again, to a sleepy morning response:	I tighten the tie around my neck
context: furuedasu ima kono mune de\mou kuru ki ga shita\iku oku no hoshi ga kie satteku no wo\miokutta te wo futta yokatta ne to\HO\OO\I open my eyes again, to a sleepy morning\I tighten the tie around my neck response:	When I pass through the door of the classroom
context: mou kuru ki ga shita\iku oku no hoshi ga kie satteku no wo\miokutta te wo futta yokatta ne to\HO\OO\I open my eyes again, to a sleepy morning\I tighten the tie around my neck\When I pass through the door of the classroom response:	I puff my chest out with a little bit of pride
context: iku oku no hoshi ga kie satteku no wo\miokutta te wo futta yokatta ne to\HO\OO\I open my eyes again, to a sleepy morning\I tighten the tie around my neck\When I pass through the door of the classroom\I puff my chest out with a little bit of pride response:	A wind that blows past everyday life
context: miokutta te wo futta yokatta ne to\HO\OO\I open my eyes again, to a sleepy morning\I tighten the tie around my neck\When I pass through the door of the classroom\I puff my chest out with a little bit of pride\A wind that blows past everyday life response:	I thought I heard it
context: HO\OO\I open my eyes again, to a sleepy morning\I tighten the tie around my neck\When I pass through the door of the classroom\I puff my chest out with a little bit of pride\A wind that blows past everyday life\I thought I heard it response:	I thought I felt it
context: OO\I open my eyes again, to a sleepy morning\I tighten the tie around my neck\When I pass through the door of the classroom\I puff my chest out with a little bit of pride\A wind that blows past everyday life\I thought I heard it\I thought I felt it response:	It started to shake within my chest
context: I open my eyes again, to a sleepy morning\I tighten the tie around my neck\When I pass through the door of the classroom\I puff my chest out with a little bit of pride\A wind that blows past everyday life\I thought I heard it\I thought I felt it\It started to shake within my chest response:	I felt it would come now
context: I tighten the tie around my neck\When I pass through the door of the classroom\I puff my chest out with a little bit of pride\A wind that blows past everyday life\I thought I heard it\I thought I felt it\It started to shake within my chest\I felt it would come now response:	I watched countless stars as they vanished
context: When I pass through the door of the classroom\I puff my chest out with a little bit of pride\A wind that blows past everyday life\I thought I heard it\I thought I felt it\It started to shake within my chest\I felt it would come now\I watched countless stars as they vanished response:	I waved goodbye, I'm glad
context: I puff my chest out with a little bit of pride\A wind that blows past everyday life\I thought I heard it\I thought I felt it\It started to shake within my chest\I felt it would come now\I watched countless stars as they vanished\I waved goodbye, I'm glad response:	itsumo hitori de aruiteta
context: A wind that blows past everyday life\I thought I heard it\I thought I felt it\It started to shake within my chest\I felt it would come now\I watched countless stars as they vanished\I waved goodbye, I'm glad\itsumo hitori de aruiteta response:	furikaeru to minna wa tooku
context: I thought I heard it\I thought I felt it\It started to shake within my chest\I felt it would come now\I watched countless stars as they vanished\I waved goodbye, I'm glad\itsumo hitori de aruiteta\furikaeru to minna wa tooku response:	sore demo atashi wa aruita
context: I thought I felt it\It started to shake within my chest\I felt it would come now\I watched countless stars as they vanished\I waved goodbye, I'm glad\itsumo hitori de aruiteta\furikaeru to minna wa tooku\sore demo atashi wa aruita response:	sore ga tsuyosa datta
context: It started to shake within my chest\I felt it would come now\I watched countless stars as they vanished\I waved goodbye, I'm glad\itsumo hitori de aruiteta\furikaeru to minna wa tooku\sore demo atashi wa aruita\sore ga tsuyosa datta response:	mou nani mo kowakunai
context: I felt it would come now\I watched countless stars as they vanished\I waved goodbye, I'm glad\itsumo hitori de aruiteta\furikaeru to minna wa tooku\sore demo atashi wa aruita\sore ga tsuyosa datta\mou nani mo kowakunai response:	sou tsubuyaitemiseru
context: I watched countless stars as they vanished\I waved goodbye, I'm glad\itsumo hitori de aruiteta\furikaeru to minna wa tooku\sore demo atashi wa aruita\sore ga tsuyosa datta\mou nani mo kowakunai\sou tsubuyaitemiseru response:	itsuka hito wa hitori ni natte
context: I waved goodbye, I'm glad\itsumo hitori de aruiteta\furikaeru to minna wa tooku\sore demo atashi wa aruita\sore ga tsuyosa datta\mou nani mo kowakunai\sou tsubuyaitemiseru\itsuka hito wa hitori ni natte response:	omoide no naka ni ikiteku dake
context: itsumo hitori de aruiteta\furikaeru to minna wa tooku\sore demo atashi wa aruita\sore ga tsuyosa datta\mou nani mo kowakunai\sou tsubuyaitemiseru\itsuka hito wa hitori ni natte\omoide no naka ni ikiteku dake response:	kodoku sae aishi waratterareru you ni
context: furikaeru to minna wa tooku\sore demo atashi wa aruita\sore ga tsuyosa datta\mou nani mo kowakunai\sou tsubuyaitemiseru\itsuka hito wa hitori ni natte\omoide no naka ni ikiteku dake\kodoku sae aishi waratterareru you ni response:	atashi wa tatakaunda
context: sore demo atashi wa aruita\sore ga tsuyosa datta\mou nani mo kowakunai\sou tsubuyaitemiseru\itsuka hito wa hitori ni natte\omoide no naka ni ikiteku dake\kodoku sae aishi waratterareru you ni\atashi wa tatakaunda response:	namida nante misenainda
context: sore ga tsuyosa datta\mou nani mo kowakunai\sou tsubuyaitemiseru\itsuka hito wa hitori ni natte\omoide no naka ni ikiteku dake\kodoku sae aishi waratterareru you ni\atashi wa tatakaunda\namida nante misenainda response:	HH
context: mou nani mo kowakunai\sou tsubuyaitemiseru\itsuka hito wa hitori ni natte\omoide no naka ni ikiteku dake\kodoku sae aishi waratterareru you ni\atashi wa tatakaunda\namida nante misenainda\HH response:	I've always walked alone
context: sou tsubuyaitemiseru\itsuka hito wa hitori ni natte\omoide no naka ni ikiteku dake\kodoku sae aishi waratterareru you ni\atashi wa tatakaunda\namida nante misenainda\HH\I've always walked alone response:	When I turn around, everyone's far behind
context: itsuka hito wa hitori ni natte\omoide no naka ni ikiteku dake\kodoku sae aishi waratterareru you ni\atashi wa tatakaunda\namida nante misenainda\HH\I've always walked alone\When I turn around, everyone's far behind response:	Even so, I kept walking
context: omoide no naka ni ikiteku dake\kodoku sae aishi waratterareru you ni\atashi wa tatakaunda\namida nante misenainda\HH\I've always walked alone\When I turn around, everyone's far behind\Even so, I kept walking response:	That was what strength was
context: kodoku sae aishi waratterareru you ni\atashi wa tatakaunda\namida nante misenainda\HH\I've always walked alone\When I turn around, everyone's far behind\Even so, I kept walking\That was what strength was response:	I'm not afraid of anything anymore,
context: atashi wa tatakaunda\namida nante misenainda\HH\I've always walked alone\When I turn around, everyone's far behind\Even so, I kept walking\That was what strength was\I'm not afraid of anything anymore, response:	I try to whisper to myself
context: namida nante misenainda\HH\I've always walked alone\When I turn around, everyone's far behind\Even so, I kept walking\That was what strength was\I'm not afraid of anything anymore,\I try to whisper to myself response:	Everyone becomes alone someday
context: HH\I've always walked alone\When I turn around, everyone's far behind\Even so, I kept walking\That was what strength was\I'm not afraid of anything anymore,\I try to whisper to myself\Everyone becomes alone someday response:	They live on only in memories
context: I've always walked alone\When I turn around, everyone's far behind\Even so, I kept walking\That was what strength was\I'm not afraid of anything anymore,\I try to whisper to myself\Everyone becomes alone someday\They live on only in memories response:	So I can laugh with my heart, even in this loneliness
context: When I turn around, everyone's far behind\Even so, I kept walking\That was what strength was\I'm not afraid of anything anymore,\I try to whisper to myself\Everyone becomes alone someday\They live on only in memories\So I can laugh with my heart, even in this loneliness response:	I will fight
context: Even so, I kept walking\That was what strength was\I'm not afraid of anything anymore,\I try to whisper to myself\Everyone becomes alone someday\They live on only in memories\So I can laugh with my heart, even in this loneliness\I will fight response:	I will show no tears
context: That was what strength was\I'm not afraid of anything anymore,\I try to whisper to myself\Everyone becomes alone someday\They live on only in memories\So I can laugh with my heart, even in this loneliness\I will fight\I will show no tears response:	Locations
context: I'm not afraid of anything anymore,\I try to whisper to myself\Everyone becomes alone someday\They live on only in memories\So I can laugh with my heart, even in this loneliness\I will fight\I will show no tears\Locations response:	Anti-Angel Operations Headquarters
context: I try to whisper to myself\Everyone becomes alone someday\They live on only in memories\So I can laugh with my heart, even in this loneliness\I will fight\I will show no tears\Locations\Anti-Angel Operations Headquarters response:	Classroom Block A Roof
context: Everyone becomes alone someday\They live on only in memories\So I can laugh with my heart, even in this loneliness\I will fight\I will show no tears\Locations\Anti-Angel Operations Headquarters\Classroom Block A Roof response:	Staff Building First Floor Hall outside Staffroom
context: They live on only in memories\So I can laugh with my heart, even in this loneliness\I will fight\I will show no tears\Locations\Anti-Angel Operations Headquarters\Classroom Block A Roof\Staff Building First Floor Hall outside Staffroom response:	The Next Day
context: So I can laugh with my heart, even in this loneliness\I will fight\I will show no tears\Locations\Anti-Angel Operations Headquarters\Classroom Block A Roof\Staff Building First Floor Hall outside Staffroom\The Next Day response:	Gymnasium
context: I will fight\I will show no tears\Locations\Anti-Angel Operations Headquarters\Classroom Block A Roof\Staff Building First Floor Hall outside Staffroom\The Next Day\Gymnasium response:	Insert song
