context: Out of my way, Michelle! response:	Don't come any closer to Nee-san!
context: I don't understand. Why would you go that far for me, your enemy?\Well, there's no deep meaning to it...\Letting you wink out of existence like that would've left a bad taste in my mouth.\I lost.\You're already back to your old personality!\That way of speaking is cute, too!\One of the engraved seals has disappeared.\There are three left. response:	Hey, Lucy! Stay with us! You can hear me, can't you?!
context: Well, there's no deep meaning to it...\Letting you wink out of existence like that would've left a bad taste in my mouth.\I lost.\You're already back to your old personality!\That way of speaking is cute, too!\One of the engraved seals has disappeared.\There are three left.\Hey, Lucy! Stay with us! You can hear me, can't you?! response:	Hold on! I swear I'll get you outta here!
context: Letting you wink out of existence like that would've left a bad taste in my mouth.\I lost.\You're already back to your old personality!\That way of speaking is cute, too!\One of the engraved seals has disappeared.\There are three left.\Hey, Lucy! Stay with us! You can hear me, can't you?!\Hold on! I swear I'll get you outta here! response:	There are three members of Oracion Seis left. We'll mow'em all down at once!
context: I lost.\You're already back to your old personality!\That way of speaking is cute, too!\One of the engraved seals has disappeared.\There are three left.\Hey, Lucy! Stay with us! You can hear me, can't you?!\Hold on! I swear I'll get you outta here!\There are three members of Oracion Seis left. We'll mow'em all down at once! response:	That's what you say, but you're the one who's been the human punching bag through all this.
context: You're already back to your old personality!\That way of speaking is cute, too!\One of the engraved seals has disappeared.\There are three left.\Hey, Lucy! Stay with us! You can hear me, can't you?!\Hold on! I swear I'll get you outta here!\There are three members of Oracion Seis left. We'll mow'em all down at once!\That's what you say, but you're the one who's been the human punching bag through all this. response:	Hey! This isn't the time or place to be sayin' that!
context: That way of speaking is cute, too!\One of the engraved seals has disappeared.\There are three left.\Hey, Lucy! Stay with us! You can hear me, can't you?!\Hold on! I swear I'll get you outta here!\There are three members of Oracion Seis left. We'll mow'em all down at once!\That's what you say, but you're the one who's been the human punching bag through all this.\Hey! This isn't the time or place to be sayin' that! response:	Well, after all, you haven't been able to lift a finger against Michelle.
context: One of the engraved seals has disappeared.\There are three left.\Hey, Lucy! Stay with us! You can hear me, can't you?!\Hold on! I swear I'll get you outta here!\There are three members of Oracion Seis left. We'll mow'em all down at once!\That's what you say, but you're the one who's been the human punching bag through all this.\Hey! This isn't the time or place to be sayin' that!\Well, after all, you haven't been able to lift a finger against Michelle. response:	I-I'm not good with that kind of attack!
context: There are three left.\Hey, Lucy! Stay with us! You can hear me, can't you?!\Hold on! I swear I'll get you outta here!\There are three members of Oracion Seis left. We'll mow'em all down at once!\That's what you say, but you're the one who's been the human punching bag through all this.\Hey! This isn't the time or place to be sayin' that!\Well, after all, you haven't been able to lift a finger against Michelle.\I-I'm not good with that kind of attack! response:	Excuses, excuses!
context: Hey, Lucy! Stay with us! You can hear me, can't you?!\Hold on! I swear I'll get you outta here!\There are three members of Oracion Seis left. We'll mow'em all down at once!\That's what you say, but you're the one who's been the human punching bag through all this.\Hey! This isn't the time or place to be sayin' that!\Well, after all, you haven't been able to lift a finger against Michelle.\I-I'm not good with that kind of attack!\Excuses, excuses! response:	I got no retort for that!
context: Hold on! I swear I'll get you outta here!\There are three members of Oracion Seis left. We'll mow'em all down at once!\That's what you say, but you're the one who's been the human punching bag through all this.\Hey! This isn't the time or place to be sayin' that!\Well, after all, you haven't been able to lift a finger against Michelle.\I-I'm not good with that kind of attack!\Excuses, excuses!\I got no retort for that! response:	Next time: I Can Hear the Voices of My Friends!
context: There are three members of Oracion Seis left. We'll mow'em all down at once!\That's what you say, but you're the one who's been the human punching bag through all this.\Hey! This isn't the time or place to be sayin' that!\Well, after all, you haven't been able to lift a finger against Michelle.\I-I'm not good with that kind of attack!\Excuses, excuses!\I got no retort for that!\Next time: I Can Hear the Voices of My Friends! response:	But y'know, it feels like Michelle isn't puttin' her whole heart into those attacks...
context: That's what you say, but you're the one who's been the human punching bag through all this.\Hey! This isn't the time or place to be sayin' that!\Well, after all, you haven't been able to lift a finger against Michelle.\I-I'm not good with that kind of attack!\Excuses, excuses!\I got no retort for that!\Next time: I Can Hear the Voices of My Friends!\But y'know, it feels like Michelle isn't puttin' her whole heart into those attacks... response:	Someone who's getting his butt handed to him has no call saying that.
context: Hey! This isn't the time or place to be sayin' that!\Well, after all, you haven't been able to lift a finger against Michelle.\I-I'm not good with that kind of attack!\Excuses, excuses!\I got no retort for that!\Next time: I Can Hear the Voices of My Friends!\But y'know, it feels like Michelle isn't puttin' her whole heart into those attacks...\Someone who's getting his butt handed to him has no call saying that. response:	Oh, shut up!
