context: Act 9 Serious Bomber response:	Oh, our lord's carriage.
context: Dragon cavalry are flying all over with detection charms hanging from them.\Don't use any of our charms or magic. They will give us away.\This is a difficult task.\I only took this job because it's for the Octobrists.\Had it been a normal assignment for the Adventurer's Guild,\I wouldn't have done it. It's too risky.\Appreciate it, Doug.\Huh? response:	That is such a convenient telescope.
context: Don't use any of our charms or magic. They will give us away.\This is a difficult task.\I only took this job because it's for the Octobrists.\Had it been a normal assignment for the Adventurer's Guild,\I wouldn't have done it. It's too risky.\Appreciate it, Doug.\Huh?\That is such a convenient telescope. response:	Is that also a rumored relic of the Octobrists?
context: This is a difficult task.\I only took this job because it's for the Octobrists.\Had it been a normal assignment for the Adventurer's Guild,\I wouldn't have done it. It's too risky.\Appreciate it, Doug.\Huh?\That is such a convenient telescope.\Is that also a rumored relic of the Octobrists? response:	Look!
context: I only took this job because it's for the Octobrists.\Had it been a normal assignment for the Adventurer's Guild,\I wouldn't have done it. It's too risky.\Appreciate it, Doug.\Huh?\That is such a convenient telescope.\Is that also a rumored relic of the Octobrists?\Look! response:	Bronze Dragon! What the hell?! It can't be...!
context: Had it been a normal assignment for the Adventurer's Guild,\I wouldn't have done it. It's too risky.\Appreciate it, Doug.\Huh?\That is such a convenient telescope.\Is that also a rumored relic of the Octobrists?\Look!\Bronze Dragon! What the hell?! It can't be...! response:	Although he ranks last, he's still one of the six Great Dragons.
context: I wouldn't have done it. It's too risky.\Appreciate it, Doug.\Huh?\That is such a convenient telescope.\Is that also a rumored relic of the Octobrists?\Look!\Bronze Dragon! What the hell?! It can't be...!\Although he ranks last, he's still one of the six Great Dragons. response:	Will he join the Black King's army?!
context: Appreciate it, Doug.\Huh?\That is such a convenient telescope.\Is that also a rumored relic of the Octobrists?\Look!\Bronze Dragon! What the hell?! It can't be...!\Although he ranks last, he's still one of the six Great Dragons.\Will he join the Black King's army?! response:	Did the army stop advancing southward because he joined the forces?
context: Huh?\That is such a convenient telescope.\Is that also a rumored relic of the Octobrists?\Look!\Bronze Dragon! What the hell?! It can't be...!\Although he ranks last, he's still one of the six Great Dragons.\Will he join the Black King's army?!\Did the army stop advancing southward because he joined the forces? response:	No, that's probably not the case.
context: That is such a convenient telescope.\Is that also a rumored relic of the Octobrists?\Look!\Bronze Dragon! What the hell?! It can't be...!\Although he ranks last, he's still one of the six Great Dragons.\Will he join the Black King's army?!\Did the army stop advancing southward because he joined the forces?\No, that's probably not the case. response:	Take a look at the southern tip of the Northern Wall.
context: Is that also a rumored relic of the Octobrists?\Look!\Bronze Dragon! What the hell?! It can't be...!\Although he ranks last, he's still one of the six Great Dragons.\Will he join the Black King's army?!\Did the army stop advancing southward because he joined the forces?\No, that's probably not the case.\Take a look at the southern tip of the Northern Wall. response:	Perhaps that's the reason.
context: Look!\Bronze Dragon! What the hell?! It can't be...!\Although he ranks last, he's still one of the six Great Dragons.\Will he join the Black King's army?!\Did the army stop advancing southward because he joined the forces?\No, that's probably not the case.\Take a look at the southern tip of the Northern Wall.\Perhaps that's the reason. response:	Wh-What on earth is that?! Is something wrong with my eyes?
context: Bronze Dragon! What the hell?! It can't be...!\Although he ranks last, he's still one of the six Great Dragons.\Will he join the Black King's army?!\Did the army stop advancing southward because he joined the forces?\No, that's probably not the case.\Take a look at the southern tip of the Northern Wall.\Perhaps that's the reason.\Wh-What on earth is that?! Is something wrong with my eyes? response:	Is that a field? Are those monsters farming?
context: Although he ranks last, he's still one of the six Great Dragons.\Will he join the Black King's army?!\Did the army stop advancing southward because he joined the forces?\No, that's probably not the case.\Take a look at the southern tip of the Northern Wall.\Perhaps that's the reason.\Wh-What on earth is that?! Is something wrong with my eyes?\Is that a field? Are those monsters farming? response:	Monster civilization?! They've begun primitive agriculture!
context: Will he join the Black King's army?!\Did the army stop advancing southward because he joined the forces?\No, that's probably not the case.\Take a look at the southern tip of the Northern Wall.\Perhaps that's the reason.\Wh-What on earth is that?! Is something wrong with my eyes?\Is that a field? Are those monsters farming?\Monster civilization?! They've begun primitive agriculture! response:	What the hell are the Black King and those idiots doing... over there...
context: Did the army stop advancing southward because he joined the forces?\No, that's probably not the case.\Take a look at the southern tip of the Northern Wall.\Perhaps that's the reason.\Wh-What on earth is that?! Is something wrong with my eyes?\Is that a field? Are those monsters farming?\Monster civilization?! They've begun primitive agriculture!\What the hell are the Black King and those idiots doing... over there... response:	Grand Master was right.
context: No, that's probably not the case.\Take a look at the southern tip of the Northern Wall.\Perhaps that's the reason.\Wh-What on earth is that?! Is something wrong with my eyes?\Is that a field? Are those monsters farming?\Monster civilization?! They've begun primitive agriculture!\What the hell are the Black King and those idiots doing... over there...\Grand Master was right. response:	The Black King is different from the Ends we've known.
context: Take a look at the southern tip of the Northern Wall.\Perhaps that's the reason.\Wh-What on earth is that?! Is something wrong with my eyes?\Is that a field? Are those monsters farming?\Monster civilization?! They've begun primitive agriculture!\What the hell are the Black King and those idiots doing... over there...\Grand Master was right.\The Black King is different from the Ends we've known. response:	He doesn't wish the eradication of this world.
context: Perhaps that's the reason.\Wh-What on earth is that?! Is something wrong with my eyes?\Is that a field? Are those monsters farming?\Monster civilization?! They've begun primitive agriculture!\What the hell are the Black King and those idiots doing... over there...\Grand Master was right.\The Black King is different from the Ends we've known.\He doesn't wish the eradication of this world. response:	His intention is to become a savior
context: Wh-What on earth is that?! Is something wrong with my eyes?\Is that a field? Are those monsters farming?\Monster civilization?! They've begun primitive agriculture!\What the hell are the Black King and those idiots doing... over there...\Grand Master was right.\The Black King is different from the Ends we've known.\He doesn't wish the eradication of this world.\His intention is to become a savior response:	to the monsters who would take the place of humans.
context: Is that a field? Are those monsters farming?\Monster civilization?! They've begun primitive agriculture!\What the hell are the Black King and those idiots doing... over there...\Grand Master was right.\The Black King is different from the Ends we've known.\He doesn't wish the eradication of this world.\His intention is to become a savior\to the monsters who would take the place of humans. response:	Bedtime Stories
context: Monster civilization?! They've begun primitive agriculture!\What the hell are the Black King and those idiots doing... over there...\Grand Master was right.\The Black King is different from the Ends we've known.\He doesn't wish the eradication of this world.\His intention is to become a savior\to the monsters who would take the place of humans.\Bedtime Stories response:	Soup for Hundreds
context: What the hell are the Black King and those idiots doing... over there...\Grand Master was right.\The Black King is different from the Ends we've known.\He doesn't wish the eradication of this world.\His intention is to become a savior\to the monsters who would take the place of humans.\Bedtime Stories\Soup for Hundreds response:	Cheaply Wasted
context: Grand Master was right.\The Black King is different from the Ends we've known.\He doesn't wish the eradication of this world.\His intention is to become a savior\to the monsters who would take the place of humans.\Bedtime Stories\Soup for Hundreds\Cheaply Wasted response:	Act 10 Baba Yetu
