context: From when I was little, I had a question in my mind. response:	Why am I only myself, and not someone else?
context: Well... I'm going to transfer to Hoshinoumi Academy now...\Well, um... I'm sorry for all the things that happened.\Until this ability goes away, I can't be authorized to travel to an area with no supervision...\Shirayanagi, if you could come see me instead, I'd be delighted.\But, that is just too far. At the least, can it be once a week, and can we alternate?\Well... I'm sorry about that, too. I can't come here anymore on my own.\Why?\I can't say why... response:	I am forced to not mention anything about this case to others.
context: Well, um... I'm sorry for all the things that happened.\Until this ability goes away, I can't be authorized to travel to an area with no supervision...\Shirayanagi, if you could come see me instead, I'd be delighted.\But, that is just too far. At the least, can it be once a week, and can we alternate?\Well... I'm sorry about that, too. I can't come here anymore on my own.\Why?\I can't say why...\I am forced to not mention anything about this case to others. response:	There's nothing that I can do about it...
context: Until this ability goes away, I can't be authorized to travel to an area with no supervision...\Shirayanagi, if you could come see me instead, I'd be delighted.\But, that is just too far. At the least, can it be once a week, and can we alternate?\Well... I'm sorry about that, too. I can't come here anymore on my own.\Why?\I can't say why...\I am forced to not mention anything about this case to others.\There's nothing that I can do about it... response:	I am grateful for what you have done. That feeling will never waver.
context: Shirayanagi, if you could come see me instead, I'd be delighted.\But, that is just too far. At the least, can it be once a week, and can we alternate?\Well... I'm sorry about that, too. I can't come here anymore on my own.\Why?\I can't say why...\I am forced to not mention anything about this case to others.\There's nothing that I can do about it...\I am grateful for what you have done. That feeling will never waver. response:	However, I am not dating you yet.
context: But, that is just too far. At the least, can it be once a week, and can we alternate?\Well... I'm sorry about that, too. I can't come here anymore on my own.\Why?\I can't say why...\I am forced to not mention anything about this case to others.\There's nothing that I can do about it...\I am grateful for what you have done. That feeling will never waver.\However, I am not dating you yet. response:	So for me to chase you in a one-sided manner is as if I was a stalker.
context: Well... I'm sorry about that, too. I can't come here anymore on my own.\Why?\I can't say why...\I am forced to not mention anything about this case to others.\There's nothing that I can do about it...\I am grateful for what you have done. That feeling will never waver.\However, I am not dating you yet.\So for me to chase you in a one-sided manner is as if I was a stalker. response:	Of course, I do feel bad about that. However, I can't go see you on my own.
context: Why?\I can't say why...\I am forced to not mention anything about this case to others.\There's nothing that I can do about it...\I am grateful for what you have done. That feeling will never waver.\However, I am not dating you yet.\So for me to chase you in a one-sided manner is as if I was a stalker.\Of course, I do feel bad about that. However, I can't go see you on my own. response:	I understand. From now on, let us walk our own separate paths.
context: I can't say why...\I am forced to not mention anything about this case to others.\There's nothing that I can do about it...\I am grateful for what you have done. That feeling will never waver.\However, I am not dating you yet.\So for me to chase you in a one-sided manner is as if I was a stalker.\Of course, I do feel bad about that. However, I can't go see you on my own.\I understand. From now on, let us walk our own separate paths. response:	That means...
context: I am forced to not mention anything about this case to others.\There's nothing that I can do about it...\I am grateful for what you have done. That feeling will never waver.\However, I am not dating you yet.\So for me to chase you in a one-sided manner is as if I was a stalker.\Of course, I do feel bad about that. However, I can't go see you on my own.\I understand. From now on, let us walk our own separate paths.\That means... response:	I will never forget the feeling I have towards you for saving my life as long as I live. That is all.
context: There's nothing that I can do about it...\I am grateful for what you have done. That feeling will never waver.\However, I am not dating you yet.\So for me to chase you in a one-sided manner is as if I was a stalker.\Of course, I do feel bad about that. However, I can't go see you on my own.\I understand. From now on, let us walk our own separate paths.\That means...\I will never forget the feeling I have towards you for saving my life as long as I live. That is all. response:	That can't be...
context: I am grateful for what you have done. That feeling will never waver.\However, I am not dating you yet.\So for me to chase you in a one-sided manner is as if I was a stalker.\Of course, I do feel bad about that. However, I can't go see you on my own.\I understand. From now on, let us walk our own separate paths.\That means...\I will never forget the feeling I have towards you for saving my life as long as I live. That is all.\That can't be... response:	Thank you very much for saving me. I really do appreciate it.
context: However, I am not dating you yet.\So for me to chase you in a one-sided manner is as if I was a stalker.\Of course, I do feel bad about that. However, I can't go see you on my own.\I understand. From now on, let us walk our own separate paths.\That means...\I will never forget the feeling I have towards you for saving my life as long as I live. That is all.\That can't be...\Thank you very much for saving me. I really do appreciate it. response:	But this is where I bid you farewell. I hope you stay well.
context: So for me to chase you in a one-sided manner is as if I was a stalker.\Of course, I do feel bad about that. However, I can't go see you on my own.\I understand. From now on, let us walk our own separate paths.\That means...\I will never forget the feeling I have towards you for saving my life as long as I live. That is all.\That can't be...\Thank you very much for saving me. I really do appreciate it.\But this is where I bid you farewell. I hope you stay well. response:	I got dumped... me...?
context: Of course, I do feel bad about that. However, I can't go see you on my own.\I understand. From now on, let us walk our own separate paths.\That means...\I will never forget the feeling I have towards you for saving my life as long as I live. That is all.\That can't be...\Thank you very much for saving me. I really do appreciate it.\But this is where I bid you farewell. I hope you stay well.\I got dumped... me...? response:	Hello! Excuse me! I've already let myself in!
context: I understand. From now on, let us walk our own separate paths.\That means...\I will never forget the feeling I have towards you for saving my life as long as I live. That is all.\That can't be...\Thank you very much for saving me. I really do appreciate it.\But this is where I bid you farewell. I hope you stay well.\I got dumped... me...?\Hello! Excuse me! I've already let myself in! response:	What is it so suddenly?
context: That means...\I will never forget the feeling I have towards you for saving my life as long as I live. That is all.\That can't be...\Thank you very much for saving me. I really do appreciate it.\But this is where I bid you farewell. I hope you stay well.\I got dumped... me...?\Hello! Excuse me! I've already let myself in!\What is it so suddenly? response:	It's tough when it's just the two of you, right? I came here to help.
context: I will never forget the feeling I have towards you for saving my life as long as I live. That is all.\That can't be...\Thank you very much for saving me. I really do appreciate it.\But this is where I bid you farewell. I hope you stay well.\I got dumped... me...?\Hello! Excuse me! I've already let myself in!\What is it so suddenly?\It's tough when it's just the two of you, right? I came here to help. response:	Oh, are all of you people from the same school as Big Brother Yu?
context: That can't be...\Thank you very much for saving me. I really do appreciate it.\But this is where I bid you farewell. I hope you stay well.\I got dumped... me...?\Hello! Excuse me! I've already let myself in!\What is it so suddenly?\It's tough when it's just the two of you, right? I came here to help.\Oh, are all of you people from the same school as Big Brother Yu? response:	Yes. We are from the student council. I am Takajo, and this is Tomori.
context: Thank you very much for saving me. I really do appreciate it.\But this is where I bid you farewell. I hope you stay well.\I got dumped... me...?\Hello! Excuse me! I've already let myself in!\What is it so suddenly?\It's tough when it's just the two of you, right? I came here to help.\Oh, are all of you people from the same school as Big Brother Yu?\Yes. We are from the student council. I am Takajo, and this is Tomori. response:	Since it's after school now, we thought we should help out a bit.
context: But this is where I bid you farewell. I hope you stay well.\I got dumped... me...?\Hello! Excuse me! I've already let myself in!\What is it so suddenly?\It's tough when it's just the two of you, right? I came here to help.\Oh, are all of you people from the same school as Big Brother Yu?\Yes. We are from the student council. I am Takajo, and this is Tomori.\Since it's after school now, we thought we should help out a bit. response:	Unnecessary troubles.
context: I got dumped... me...?\Hello! Excuse me! I've already let myself in!\What is it so suddenly?\It's tough when it's just the two of you, right? I came here to help.\Oh, are all of you people from the same school as Big Brother Yu?\Yes. We are from the student council. I am Takajo, and this is Tomori.\Since it's after school now, we thought we should help out a bit.\Unnecessary troubles. response:	Can we help you out?
context: Hello! Excuse me! I've already let myself in!\What is it so suddenly?\It's tough when it's just the two of you, right? I came here to help.\Oh, are all of you people from the same school as Big Brother Yu?\Yes. We are from the student council. I am Takajo, and this is Tomori.\Since it's after school now, we thought we should help out a bit.\Unnecessary troubles.\Can we help you out? response:	Of course, that would help us out a lot!
context: What is it so suddenly?\It's tough when it's just the two of you, right? I came here to help.\Oh, are all of you people from the same school as Big Brother Yu?\Yes. We are from the student council. I am Takajo, and this is Tomori.\Since it's after school now, we thought we should help out a bit.\Unnecessary troubles.\Can we help you out?\Of course, that would help us out a lot! response:	How cunning...!
context: It's tough when it's just the two of you, right? I came here to help.\Oh, are all of you people from the same school as Big Brother Yu?\Yes. We are from the student council. I am Takajo, and this is Tomori.\Since it's after school now, we thought we should help out a bit.\Unnecessary troubles.\Can we help you out?\Of course, that would help us out a lot!\How cunning...! response:	Then, we should split up and get things done.
context: Oh, are all of you people from the same school as Big Brother Yu?\Yes. We are from the student council. I am Takajo, and this is Tomori.\Since it's after school now, we thought we should help out a bit.\Unnecessary troubles.\Can we help you out?\Of course, that would help us out a lot!\How cunning...!\Then, we should split up and get things done. response:	Yes!
context: Yes. We are from the student council. I am Takajo, and this is Tomori.\Since it's after school now, we thought we should help out a bit.\Unnecessary troubles.\Can we help you out?\Of course, that would help us out a lot!\How cunning...!\Then, we should split up and get things done.\Yes! response:	Please do!
context: Since it's after school now, we thought we should help out a bit.\Unnecessary troubles.\Can we help you out?\Of course, that would help us out a lot!\How cunning...!\Then, we should split up and get things done.\Yes!\Please do! response:	This must be that delicious thing
context: Unnecessary troubles.\Can we help you out?\Of course, that would help us out a lot!\How cunning...!\Then, we should split up and get things done.\Yes!\Please do!\This must be that delicious thing response:	that our uncle sent in congratulations that Ayumi was talking about!
context: Can we help you out?\Of course, that would help us out a lot!\How cunning...!\Then, we should split up and get things done.\Yes!\Please do!\This must be that delicious thing\that our uncle sent in congratulations that Ayumi was talking about! response:	They're all Kin-san Ramen?!
context: Of course, that would help us out a lot!\How cunning...!\Then, we should split up and get things done.\Yes!\Please do!\This must be that delicious thing\that our uncle sent in congratulations that Ayumi was talking about!\They're all Kin-san Ramen?! response:	I'll pretend I never saw this.
context: How cunning...!\Then, we should split up and get things done.\Yes!\Please do!\This must be that delicious thing\that our uncle sent in congratulations that Ayumi was talking about!\They're all Kin-san Ramen?!\I'll pretend I never saw this. response:	Ayumi, can I show you a magic trick?
context: Then, we should split up and get things done.\Yes!\Please do!\This must be that delicious thing\that our uncle sent in congratulations that Ayumi was talking about!\They're all Kin-san Ramen?!\I'll pretend I never saw this.\Ayumi, can I show you a magic trick? response:	Oh... that's something I want to see!
context: Yes!\Please do!\This must be that delicious thing\that our uncle sent in congratulations that Ayumi was talking about!\They're all Kin-san Ramen?!\I'll pretend I never saw this.\Ayumi, can I show you a magic trick?\Oh... that's something I want to see! response:	Stay there. It will only be an instant.
context: Please do!\This must be that delicious thing\that our uncle sent in congratulations that Ayumi was talking about!\They're all Kin-san Ramen?!\I'll pretend I never saw this.\Ayumi, can I show you a magic trick?\Oh... that's something I want to see!\Stay there. It will only be an instant. response:	Yup!
context: This must be that delicious thing\that our uncle sent in congratulations that Ayumi was talking about!\They're all Kin-san Ramen?!\I'll pretend I never saw this.\Ayumi, can I show you a magic trick?\Oh... that's something I want to see!\Stay there. It will only be an instant.\Yup! response:	This is amazing! This is more amazing than the people on TV!
context: that our uncle sent in congratulations that Ayumi was talking about!\They're all Kin-san Ramen?!\I'll pretend I never saw this.\Ayumi, can I show you a magic trick?\Oh... that's something I want to see!\Stay there. It will only be an instant.\Yup!\This is amazing! This is more amazing than the people on TV! response:	Were you amused by that?
context: They're all Kin-san Ramen?!\I'll pretend I never saw this.\Ayumi, can I show you a magic trick?\Oh... that's something I want to see!\Stay there. It will only be an instant.\Yup!\This is amazing! This is more amazing than the people on TV!\Were you amused by that? response:	Yup, yup, yup!
context: I'll pretend I never saw this.\Ayumi, can I show you a magic trick?\Oh... that's something I want to see!\Stay there. It will only be an instant.\Yup!\This is amazing! This is more amazing than the people on TV!\Were you amused by that?\Yup, yup, yup! response:	Don't use your ability for play! You've knocked Ayumi out of her wits!
context: Ayumi, can I show you a magic trick?\Oh... that's something I want to see!\Stay there. It will only be an instant.\Yup!\This is amazing! This is more amazing than the people on TV!\Were you amused by that?\Yup, yup, yup!\Don't use your ability for play! You've knocked Ayumi out of her wits! response:	If you're going to play, I'll have you go home!
context: Oh... that's something I want to see!\Stay there. It will only be an instant.\Yup!\This is amazing! This is more amazing than the people on TV!\Were you amused by that?\Yup, yup, yup!\Don't use your ability for play! You've knocked Ayumi out of her wits!\If you're going to play, I'll have you go home! response:	Yeah, yeah... your big brother is scary.
context: Stay there. It will only be an instant.\Yup!\This is amazing! This is more amazing than the people on TV!\Were you amused by that?\Yup, yup, yup!\Don't use your ability for play! You've knocked Ayumi out of her wits!\If you're going to play, I'll have you go home!\Yeah, yeah... your big brother is scary. response:	And you're helping us, too!
context: Yup!\This is amazing! This is more amazing than the people on TV!\Were you amused by that?\Yup, yup, yup!\Don't use your ability for play! You've knocked Ayumi out of her wits!\If you're going to play, I'll have you go home!\Yeah, yeah... your big brother is scary.\And you're helping us, too! response:	Then, we shall excuse ourselves here.
context: This is amazing! This is more amazing than the people on TV!\Were you amused by that?\Yup, yup, yup!\Don't use your ability for play! You've knocked Ayumi out of her wits!\If you're going to play, I'll have you go home!\Yeah, yeah... your big brother is scary.\And you're helping us, too!\Then, we shall excuse ourselves here. response:	You're going to go home? I'll make dinner so I'd like you to eat that, at least...
context: Were you amused by that?\Yup, yup, yup!\Don't use your ability for play! You've knocked Ayumi out of her wits!\If you're going to play, I'll have you go home!\Yeah, yeah... your big brother is scary.\And you're helping us, too!\Then, we shall excuse ourselves here.\You're going to go home? I'll make dinner so I'd like you to eat that, at least... response:	We don't have enough dishes for four.
context: Yup, yup, yup!\Don't use your ability for play! You've knocked Ayumi out of her wits!\If you're going to play, I'll have you go home!\Yeah, yeah... your big brother is scary.\And you're helping us, too!\Then, we shall excuse ourselves here.\You're going to go home? I'll make dinner so I'd like you to eat that, at least...\We don't have enough dishes for four. response:	Or so he says.
context: Don't use your ability for play! You've knocked Ayumi out of her wits!\If you're going to play, I'll have you go home!\Yeah, yeah... your big brother is scary.\And you're helping us, too!\Then, we shall excuse ourselves here.\You're going to go home? I'll make dinner so I'd like you to eat that, at least...\We don't have enough dishes for four.\Or so he says. response:	It's all right. We'll meet again.
context: If you're going to play, I'll have you go home!\Yeah, yeah... your big brother is scary.\And you're helping us, too!\Then, we shall excuse ourselves here.\You're going to go home? I'll make dinner so I'd like you to eat that, at least...\We don't have enough dishes for four.\Or so he says.\It's all right. We'll meet again. response:	Yeah...
context: Yeah, yeah... your big brother is scary.\And you're helping us, too!\Then, we shall excuse ourselves here.\You're going to go home? I'll make dinner so I'd like you to eat that, at least...\We don't have enough dishes for four.\Or so he says.\It's all right. We'll meet again.\Yeah... response:	Oh, Haro-haro.
context: And you're helping us, too!\Then, we shall excuse ourselves here.\You're going to go home? I'll make dinner so I'd like you to eat that, at least...\We don't have enough dishes for four.\Or so he says.\It's all right. We'll meet again.\Yeah...\Oh, Haro-haro. response:	So it is a fad after all.
context: Then, we shall excuse ourselves here.\You're going to go home? I'll make dinner so I'd like you to eat that, at least...\We don't have enough dishes for four.\Or so he says.\It's all right. We'll meet again.\Yeah...\Oh, Haro-haro.\So it is a fad after all. response:	That's right! Yusa Nishimori, known as Yusarin. She's so cute!
context: You're going to go home? I'll make dinner so I'd like you to eat that, at least...\We don't have enough dishes for four.\Or so he says.\It's all right. We'll meet again.\Yeah...\Oh, Haro-haro.\So it is a fad after all.\That's right! Yusa Nishimori, known as Yusarin. She's so cute! response:	To think something like this sells... that's the sign of the apocalypse.
context: We don't have enough dishes for four.\Or so he says.\It's all right. We'll meet again.\Yeah...\Oh, Haro-haro.\So it is a fad after all.\That's right! Yusa Nishimori, known as Yusarin. She's so cute!\To think something like this sells... that's the sign of the apocalypse. response:	Ayu's new school is right next to Big Brother Yu's! So she wants to go to school together!
context: Or so he says.\It's all right. We'll meet again.\Yeah...\Oh, Haro-haro.\So it is a fad after all.\That's right! Yusa Nishimori, known as Yusarin. She's so cute!\To think something like this sells... that's the sign of the apocalypse.\Ayu's new school is right next to Big Brother Yu's! So she wants to go to school together! response:	They'd think I have a sis-com (sister complex).
context: It's all right. We'll meet again.\Yeah...\Oh, Haro-haro.\So it is a fad after all.\That's right! Yusa Nishimori, known as Yusarin. She's so cute!\To think something like this sells... that's the sign of the apocalypse.\Ayu's new school is right next to Big Brother Yu's! So she wants to go to school together!\They'd think I have a sis-com (sister complex). response:	Sis-com? Is that some kind of a contest?
context: Yeah...\Oh, Haro-haro.\So it is a fad after all.\That's right! Yusa Nishimori, known as Yusarin. She's so cute!\To think something like this sells... that's the sign of the apocalypse.\Ayu's new school is right next to Big Brother Yu's! So she wants to go to school together!\They'd think I have a sis-com (sister complex).\Sis-com? Is that some kind of a contest? response:	It isn't.
context: Oh, Haro-haro.\So it is a fad after all.\That's right! Yusa Nishimori, known as Yusarin. She's so cute!\To think something like this sells... that's the sign of the apocalypse.\Ayu's new school is right next to Big Brother Yu's! So she wants to go to school together!\They'd think I have a sis-com (sister complex).\Sis-com? Is that some kind of a contest?\It isn't. response:	But still, Hoshinoumi Academy... what a wonderful name!
context: So it is a fad after all.\That's right! Yusa Nishimori, known as Yusarin. She's so cute!\To think something like this sells... that's the sign of the apocalypse.\Ayu's new school is right next to Big Brother Yu's! So she wants to go to school together!\They'd think I have a sis-com (sister complex).\Sis-com? Is that some kind of a contest?\It isn't.\But still, Hoshinoumi Academy... what a wonderful name! response:	Yeah, it's a name that sounds like one that was made just for you...
context: That's right! Yusa Nishimori, known as Yusarin. She's so cute!\To think something like this sells... that's the sign of the apocalypse.\Ayu's new school is right next to Big Brother Yu's! So she wants to go to school together!\They'd think I have a sis-com (sister complex).\Sis-com? Is that some kind of a contest?\It isn't.\But still, Hoshinoumi Academy... what a wonderful name!\Yeah, it's a name that sounds like one that was made just for you... response:	Hey.
context: To think something like this sells... that's the sign of the apocalypse.\Ayu's new school is right next to Big Brother Yu's! So she wants to go to school together!\They'd think I have a sis-com (sister complex).\Sis-com? Is that some kind of a contest?\It isn't.\But still, Hoshinoumi Academy... what a wonderful name!\Yeah, it's a name that sounds like one that was made just for you...\Hey. response:	That night, I had a dream. I'm sure it was because of Ayumi's farfetched announcement.
context: Ayu's new school is right next to Big Brother Yu's! So she wants to go to school together!\They'd think I have a sis-com (sister complex).\Sis-com? Is that some kind of a contest?\It isn't.\But still, Hoshinoumi Academy... what a wonderful name!\Yeah, it's a name that sounds like one that was made just for you...\Hey.\That night, I had a dream. I'm sure it was because of Ayumi's farfetched announcement. response:	But who was that?
