context: Makishima has been arrested. response:	The helmet criminals have been wiped out.
context: You probably thought that I wouldn't resist until I knew where I was,\but as usual, you weren't very careful.\You said on our way to the Ministry of Welfare earlier.\By saying that, you hinted that we're in transit.\We're not inside the Public Safety Bureau, so I judged that I could escape.\Why?\I thought you'd be able to understand...\the joy of omnipotence and the pleasure of governing the world... response:	Like God, you mean?
context: but as usual, you weren't very careful.\You said on our way to the Ministry of Welfare earlier.\By saying that, you hinted that we're in transit.\We're not inside the Public Safety Bureau, so I judged that I could escape.\Why?\I thought you'd be able to understand...\the joy of omnipotence and the pleasure of governing the world...\Like God, you mean? response:	That might be pleasurable in its own way,
context: You said on our way to the Ministry of Welfare earlier.\By saying that, you hinted that we're in transit.\We're not inside the Public Safety Bureau, so I judged that I could escape.\Why?\I thought you'd be able to understand...\the joy of omnipotence and the pleasure of governing the world...\Like God, you mean?\That might be pleasurable in its own way, response:	but unfortunately I'm not into being an umpire or a referee.
context: By saying that, you hinted that we're in transit.\We're not inside the Public Safety Bureau, so I judged that I could escape.\Why?\I thought you'd be able to understand...\the joy of omnipotence and the pleasure of governing the world...\Like God, you mean?\That might be pleasurable in its own way,\but unfortunately I'm not into being an umpire or a referee. response:	I can't genuinely enjoy the game unless I'm part of it.
context: We're not inside the Public Safety Bureau, so I judged that I could escape.\Why?\I thought you'd be able to understand...\the joy of omnipotence and the pleasure of governing the world...\Like God, you mean?\That might be pleasurable in its own way,\but unfortunately I'm not into being an umpire or a referee.\I can't genuinely enjoy the game unless I'm part of it. response:	And I love this game that people call life from the bottom of my heart.
context: Why?\I thought you'd be able to understand...\the joy of omnipotence and the pleasure of governing the world...\Like God, you mean?\That might be pleasurable in its own way,\but unfortunately I'm not into being an umpire or a referee.\I can't genuinely enjoy the game unless I'm part of it.\And I love this game that people call life from the bottom of my heart. response:	That's why I'd like to continue to participate in it as a player, forever and ever.
context: I thought you'd be able to understand...\the joy of omnipotence and the pleasure of governing the world...\Like God, you mean?\That might be pleasurable in its own way,\but unfortunately I'm not into being an umpire or a referee.\I can't genuinely enjoy the game unless I'm part of it.\And I love this game that people call life from the bottom of my heart.\That's why I'd like to continue to participate in it as a player, forever and ever. response:	S-Stop it!
context: the joy of omnipotence and the pleasure of governing the world...\Like God, you mean?\That might be pleasurable in its own way,\but unfortunately I'm not into being an umpire or a referee.\I can't genuinely enjoy the game unless I'm part of it.\And I love this game that people call life from the bottom of my heart.\That's why I'd like to continue to participate in it as a player, forever and ever.\S-Stop it! response:	What's that? Are you afraid of dying, even after attaining the omniscience of God?
context: Like God, you mean?\That might be pleasurable in its own way,\but unfortunately I'm not into being an umpire or a referee.\I can't genuinely enjoy the game unless I'm part of it.\And I love this game that people call life from the bottom of my heart.\That's why I'd like to continue to participate in it as a player, forever and ever.\S-Stop it!\What's that? Are you afraid of dying, even after attaining the omniscience of God? response:	There's no way I could love anyone,
context: That might be pleasurable in its own way,\but unfortunately I'm not into being an umpire or a referee.\I can't genuinely enjoy the game unless I'm part of it.\And I love this game that people call life from the bottom of my heart.\That's why I'd like to continue to participate in it as a player, forever and ever.\S-Stop it!\What's that? Are you afraid of dying, even after attaining the omniscience of God?\There's no way I could love anyone, response:	There's no way I could love anyone,
context: but unfortunately I'm not into being an umpire or a referee.\I can't genuinely enjoy the game unless I'm part of it.\And I love this game that people call life from the bottom of my heart.\That's why I'd like to continue to participate in it as a player, forever and ever.\S-Stop it!\What's that? Are you afraid of dying, even after attaining the omniscience of God?\There's no way I could love anyone,\There's no way I could love anyone, response:	but I wish to be loved by someone in turn
context: I can't genuinely enjoy the game unless I'm part of it.\And I love this game that people call life from the bottom of my heart.\That's why I'd like to continue to participate in it as a player, forever and ever.\S-Stop it!\What's that? Are you afraid of dying, even after attaining the omniscience of God?\There's no way I could love anyone,\There's no way I could love anyone,\but I wish to be loved by someone in turn response:	but I wish to be loved by someone in turn
context: And I love this game that people call life from the bottom of my heart.\That's why I'd like to continue to participate in it as a player, forever and ever.\S-Stop it!\What's that? Are you afraid of dying, even after attaining the omniscience of God?\There's no way I could love anyone,\There's no way I could love anyone,\but I wish to be loved by someone in turn\but I wish to be loved by someone in turn response:	The world may not have
context: That's why I'd like to continue to participate in it as a player, forever and ever.\S-Stop it!\What's that? Are you afraid of dying, even after attaining the omniscience of God?\There's no way I could love anyone,\There's no way I could love anyone,\but I wish to be loved by someone in turn\but I wish to be loved by someone in turn\The world may not have response:	The world may not have
context: S-Stop it!\What's that? Are you afraid of dying, even after attaining the omniscience of God?\There's no way I could love anyone,\There's no way I could love anyone,\but I wish to be loved by someone in turn\but I wish to be loved by someone in turn\The world may not have\The world may not have response:	ended yesterday after all,
context: What's that? Are you afraid of dying, even after attaining the omniscience of God?\There's no way I could love anyone,\There's no way I could love anyone,\but I wish to be loved by someone in turn\but I wish to be loved by someone in turn\The world may not have\The world may not have\ended yesterday after all, response:	ended yesterday after all,
context: There's no way I could love anyone,\There's no way I could love anyone,\but I wish to be loved by someone in turn\but I wish to be loved by someone in turn\The world may not have\The world may not have\ended yesterday after all,\ended yesterday after all, response:	but we will not budge
context: There's no way I could love anyone,\but I wish to be loved by someone in turn\but I wish to be loved by someone in turn\The world may not have\The world may not have\ended yesterday after all,\ended yesterday after all,\but we will not budge response:	but we will not budge
context: but I wish to be loved by someone in turn\but I wish to be loved by someone in turn\The world may not have\The world may not have\ended yesterday after all,\ended yesterday after all,\but we will not budge\but we will not budge response:	from where we are
context: but I wish to be loved by someone in turn\The world may not have\The world may not have\ended yesterday after all,\ended yesterday after all,\but we will not budge\but we will not budge\from where we are response:	from where we are
context: The world may not have\The world may not have\ended yesterday after all,\ended yesterday after all,\but we will not budge\but we will not budge\from where we are\from where we are response:	God, in favor of which parts have you left us?
context: The world may not have\ended yesterday after all,\ended yesterday after all,\but we will not budge\but we will not budge\from where we are\from where we are\God, in favor of which parts have you left us? response:	God, in favor of which parts have you left us?
context: ended yesterday after all,\ended yesterday after all,\but we will not budge\but we will not budge\from where we are\from where we are\God, in favor of which parts have you left us?\God, in favor of which parts have you left us? response:	I receive no reply
context: ended yesterday after all,\but we will not budge\but we will not budge\from where we are\from where we are\God, in favor of which parts have you left us?\God, in favor of which parts have you left us?\I receive no reply response:	I receive no reply
context: but we will not budge\but we will not budge\from where we are\from where we are\God, in favor of which parts have you left us?\God, in favor of which parts have you left us?\I receive no reply\I receive no reply response:	I never do
context: but we will not budge\from where we are\from where we are\God, in favor of which parts have you left us?\God, in favor of which parts have you left us?\I receive no reply\I receive no reply\I never do response:	I never do
context: from where we are\from where we are\God, in favor of which parts have you left us?\God, in favor of which parts have you left us?\I receive no reply\I receive no reply\I never do\I never do response:	Are you still here?
context: from where we are\God, in favor of which parts have you left us?\God, in favor of which parts have you left us?\I receive no reply\I receive no reply\I never do\I never do\Are you still here? response:	Are you still here?
context: God, in favor of which parts have you left us?\God, in favor of which parts have you left us?\I receive no reply\I receive no reply\I never do\I never do\Are you still here?\Are you still here? response:	You'll never walk alone
context: God, in favor of which parts have you left us?\I receive no reply\I receive no reply\I never do\I never do\Are you still here?\Are you still here?\You'll never walk alone response:	You'll never walk alone
context: I receive no reply\I receive no reply\I never do\I never do\Are you still here?\Are you still here?\You'll never walk alone\You'll never walk alone response:	I walk with you
context: I receive no reply\I never do\I never do\Are you still here?\Are you still here?\You'll never walk alone\You'll never walk alone\I walk with you response:	I walk with you
context: I never do\I never do\Are you still here?\Are you still here?\You'll never walk alone\You'll never walk alone\I walk with you\I walk with you response:	I will share all your sins
context: I never do\Are you still here?\Are you still here?\You'll never walk alone\You'll never walk alone\I walk with you\I walk with you\I will share all your sins response:	I will share all your sins
context: Are you still here?\Are you still here?\You'll never walk alone\You'll never walk alone\I walk with you\I walk with you\I will share all your sins\I will share all your sins response:	Together with you
context: Are you still here?\You'll never walk alone\You'll never walk alone\I walk with you\I walk with you\I will share all your sins\I will share all your sins\Together with you response:	Together with you
context: You'll never walk alone\You'll never walk alone\I walk with you\I walk with you\I will share all your sins\I will share all your sins\Together with you\Together with you response:	I walk
context: You'll never walk alone\I walk with you\I walk with you\I will share all your sins\I will share all your sins\Together with you\Together with you\I walk response:	I walk
context: I walk with you\I walk with you\I will share all your sins\I will share all your sins\Together with you\Together with you\I walk\I walk response:	a trackless path
context: I walk with you\I will share all your sins\I will share all your sins\Together with you\Together with you\I walk\I walk\a trackless path response:	a trackless path
context: I will share all your sins\I will share all your sins\Together with you\Together with you\I walk\I walk\a trackless path\a trackless path response:	Sorry for calling so late.
context: I will share all your sins\Together with you\Together with you\I walk\I walk\a trackless path\a trackless path\Sorry for calling so late. response:	Am I correct in assuming that this is Kougami Shinya's number?
context: Together with you\Together with you\I walk\I walk\a trackless path\a trackless path\Sorry for calling so late.\Am I correct in assuming that this is Kougami Shinya's number? response:	Today, I came to know the true form of the Sibyl System.
context: Together with you\I walk\I walk\a trackless path\a trackless path\Sorry for calling so late.\Am I correct in assuming that this is Kougami Shinya's number?\Today, I came to know the true form of the Sibyl System. response:	It's not something worth putting your life on the line to protect.
context: I walk\I walk\a trackless path\a trackless path\Sorry for calling so late.\Am I correct in assuming that this is Kougami Shinya's number?\Today, I came to know the true form of the Sibyl System.\It's not something worth putting your life on the line to protect. response:	I just wanted to let you know that.
context: I walk\a trackless path\a trackless path\Sorry for calling so late.\Am I correct in assuming that this is Kougami Shinya's number?\Today, I came to know the true form of the Sibyl System.\It's not something worth putting your life on the line to protect.\I just wanted to let you know that. response:	Well then, I'll see you around.
context: a trackless path\a trackless path\Sorry for calling so late.\Am I correct in assuming that this is Kougami Shinya's number?\Today, I came to know the true form of the Sibyl System.\It's not something worth putting your life on the line to protect.\I just wanted to let you know that.\Well then, I'll see you around. response:	Hey, Gino! What the hell happened?!
context: a trackless path\Sorry for calling so late.\Am I correct in assuming that this is Kougami Shinya's number?\Today, I came to know the true form of the Sibyl System.\It's not something worth putting your life on the line to protect.\I just wanted to let you know that.\Well then, I'll see you around.\Hey, Gino! What the hell happened?! response:	Where did you hear about it?
context: Sorry for calling so late.\Am I correct in assuming that this is Kougami Shinya's number?\Today, I came to know the true form of the Sibyl System.\It's not something worth putting your life on the line to protect.\I just wanted to let you know that.\Well then, I'll see you around.\Hey, Gino! What the hell happened?!\Where did you hear about it? response:	So what happened?!
context: Am I correct in assuming that this is Kougami Shinya's number?\Today, I came to know the true form of the Sibyl System.\It's not something worth putting your life on the line to protect.\I just wanted to let you know that.\Well then, I'll see you around.\Hey, Gino! What the hell happened?!\Where did you hear about it?\So what happened?! response:	It hasn't been confirmed,
context: Today, I came to know the true form of the Sibyl System.\It's not something worth putting your life on the line to protect.\I just wanted to let you know that.\Well then, I'll see you around.\Hey, Gino! What the hell happened?!\Where did you hear about it?\So what happened?!\It hasn't been confirmed, response:	but the transport aircraft Makishima was on
context: It's not something worth putting your life on the line to protect.\I just wanted to let you know that.\Well then, I'll see you around.\Hey, Gino! What the hell happened?!\Where did you hear about it?\So what happened?!\It hasn't been confirmed,\but the transport aircraft Makishima was on response:	seems to have crashed.
context: I just wanted to let you know that.\Well then, I'll see you around.\Hey, Gino! What the hell happened?!\Where did you hear about it?\So what happened?!\It hasn't been confirmed,\but the transport aircraft Makishima was on\seems to have crashed. response:	This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.
context: Well then, I'll see you around.\Hey, Gino! What the hell happened?!\Where did you hear about it?\So what happened?!\It hasn't been confirmed,\but the transport aircraft Makishima was on\seems to have crashed.\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass. response:	This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.
context: Hey, Gino! What the hell happened?!\Where did you hear about it?\So what happened?!\It hasn't been confirmed,\but the transport aircraft Makishima was on\seems to have crashed.\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass. response:	This story is a work of fiction. The names of all individuals and organizations that appear in this show are fictitious and any similarity to those in existence in the real world is purely coincidental.
context: Where did you hear about it?\So what happened?!\It hasn't been confirmed,\but the transport aircraft Makishima was on\seems to have crashed.\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.\This story is a work of fiction. The names of all individuals and organizations that appear in this show are fictitious and any similarity to those in existence in the real world is purely coincidental. response:	This story is a work of fiction. The names of all individuals and organizations that appear in this show are fictitious and any similarity to those in existence in the real world is purely coincidental.
