context: Master, where should we head next? response:	Hair
context: Magicman\I don't know why he brought them here,\Class A Rank 5\Heavy Tank Loincloth\but the nerve these criminals had to actually show up...\I'll burn them to cinders if they make even the slightest suspicious move.\Class A Rank 6\Blue Fire response:	Three upper-rank Class A heroes, whose fighting power is close to Class S.
context: I don't know why he brought them here,\Class A Rank 5\Heavy Tank Loincloth\but the nerve these criminals had to actually show up...\I'll burn them to cinders if they make even the slightest suspicious move.\Class A Rank 6\Blue Fire\Three upper-rank Class A heroes, whose fighting power is close to Class S. response:	No one here is stupid enough to lose control in front of them.
context: Class A Rank 5\Heavy Tank Loincloth\but the nerve these criminals had to actually show up...\I'll burn them to cinders if they make even the slightest suspicious move.\Class A Rank 6\Blue Fire\Three upper-rank Class A heroes, whose fighting power is close to Class S.\No one here is stupid enough to lose control in front of them. response:	All right, let's begin.
context: Heavy Tank Loincloth\but the nerve these criminals had to actually show up...\I'll burn them to cinders if they make even the slightest suspicious move.\Class A Rank 6\Blue Fire\Three upper-rank Class A heroes, whose fighting power is close to Class S.\No one here is stupid enough to lose control in front of them.\All right, let's begin. response:	Wait.
context: but the nerve these criminals had to actually show up...\I'll burn them to cinders if they make even the slightest suspicious move.\Class A Rank 6\Blue Fire\Three upper-rank Class A heroes, whose fighting power is close to Class S.\No one here is stupid enough to lose control in front of them.\All right, let's begin.\Wait. response:	Where's the hero named Saitama?
context: I'll burn them to cinders if they make even the slightest suspicious move.\Class A Rank 6\Blue Fire\Three upper-rank Class A heroes, whose fighting power is close to Class S.\No one here is stupid enough to lose control in front of them.\All right, let's begin.\Wait.\Where's the hero named Saitama? response:	Doesn't he live in these headquarters?
context: Class A Rank 6\Blue Fire\Three upper-rank Class A heroes, whose fighting power is close to Class S.\No one here is stupid enough to lose control in front of them.\All right, let's begin.\Wait.\Where's the hero named Saitama?\Doesn't he live in these headquarters? response:	Who are you?
context: Blue Fire\Three upper-rank Class A heroes, whose fighting power is close to Class S.\No one here is stupid enough to lose control in front of them.\All right, let's begin.\Wait.\Where's the hero named Saitama?\Doesn't he live in these headquarters?\Who are you? response:	I'd appreciate it if we could hold off on anything off topic until later.
context: Three upper-rank Class A heroes, whose fighting power is close to Class S.\No one here is stupid enough to lose control in front of them.\All right, let's begin.\Wait.\Where's the hero named Saitama?\Doesn't he live in these headquarters?\Who are you?\I'd appreciate it if we could hold off on anything off topic until later. response:	This is rather important.
context: No one here is stupid enough to lose control in front of them.\All right, let's begin.\Wait.\Where's the hero named Saitama?\Doesn't he live in these headquarters?\Who are you?\I'd appreciate it if we could hold off on anything off topic until later.\This is rather important. response:	He isn't here? Then I'm leaving.
context: All right, let's begin.\Wait.\Where's the hero named Saitama?\Doesn't he live in these headquarters?\Who are you?\I'd appreciate it if we could hold off on anything off topic until later.\This is rather important.\He isn't here? Then I'm leaving. response:	You're going to leave without hearing what he has to say?
context: Wait.\Where's the hero named Saitama?\Doesn't he live in these headquarters?\Who are you?\I'd appreciate it if we could hold off on anything off topic until later.\This is rather important.\He isn't here? Then I'm leaving.\You're going to leave without hearing what he has to say? response:	I won't let that happen, now that you're here.
context: Where's the hero named Saitama?\Doesn't he live in these headquarters?\Who are you?\I'd appreciate it if we could hold off on anything off topic until later.\This is rather important.\He isn't here? Then I'm leaving.\You're going to leave without hearing what he has to say?\I won't let that happen, now that you're here. response:	Level Tiger or higher disasters are happening more often lately.
context: Doesn't he live in these headquarters?\Who are you?\I'd appreciate it if we could hold off on anything off topic until later.\This is rather important.\He isn't here? Then I'm leaving.\You're going to leave without hearing what he has to say?\I won't let that happen, now that you're here.\Level Tiger or higher disasters are happening more often lately. response:	This month, the rate is six times the last three years' average.
context: Who are you?\I'd appreciate it if we could hold off on anything off topic until later.\This is rather important.\He isn't here? Then I'm leaving.\You're going to leave without hearing what he has to say?\I won't let that happen, now that you're here.\Level Tiger or higher disasters are happening more often lately.\This month, the rate is six times the last three years' average. response:	Are these omens of the danger foretold by the great Shibabwa,
context: I'd appreciate it if we could hold off on anything off topic until later.\This is rather important.\He isn't here? Then I'm leaving.\You're going to leave without hearing what he has to say?\I won't let that happen, now that you're here.\Level Tiger or higher disasters are happening more often lately.\This month, the rate is six times the last three years' average.\Are these omens of the danger foretold by the great Shibabwa, response:	The Earth Is in Danger Prophecy Emergency Countermeasures Team Explanation Meeting
context: This is rather important.\He isn't here? Then I'm leaving.\You're going to leave without hearing what he has to say?\I won't let that happen, now that you're here.\Level Tiger or higher disasters are happening more often lately.\This month, the rate is six times the last three years' average.\Are these omens of the danger foretold by the great Shibabwa,\The Earth Is in Danger Prophecy Emergency Countermeasures Team Explanation Meeting response:	or has it already begun?
context: He isn't here? Then I'm leaving.\You're going to leave without hearing what he has to say?\I won't let that happen, now that you're here.\Level Tiger or higher disasters are happening more often lately.\This month, the rate is six times the last three years' average.\Are these omens of the danger foretold by the great Shibabwa,\The Earth Is in Danger Prophecy Emergency Countermeasures Team Explanation Meeting\or has it already begun? response:	If this continues,
context: You're going to leave without hearing what he has to say?\I won't let that happen, now that you're here.\Level Tiger or higher disasters are happening more often lately.\This month, the rate is six times the last three years' average.\Are these omens of the danger foretold by the great Shibabwa,\The Earth Is in Danger Prophecy Emergency Countermeasures Team Explanation Meeting\or has it already begun?\If this continues, response:	the current heroes will be exhausted and unable to deal with the disasters.
context: I won't let that happen, now that you're here.\Level Tiger or higher disasters are happening more often lately.\This month, the rate is six times the last three years' average.\Are these omens of the danger foretold by the great Shibabwa,\The Earth Is in Danger Prophecy Emergency Countermeasures Team Explanation Meeting\or has it already begun?\If this continues,\the current heroes will be exhausted and unable to deal with the disasters. response:	The prophecy said the greatest disaster in history will occur
context: Level Tiger or higher disasters are happening more often lately.\This month, the rate is six times the last three years' average.\Are these omens of the danger foretold by the great Shibabwa,\The Earth Is in Danger Prophecy Emergency Countermeasures Team Explanation Meeting\or has it already begun?\If this continues,\the current heroes will be exhausted and unable to deal with the disasters.\The prophecy said the greatest disaster in history will occur response:	within six months, and clearly, it hasn't passed.
context: This month, the rate is six times the last three years' average.\Are these omens of the danger foretold by the great Shibabwa,\The Earth Is in Danger Prophecy Emergency Countermeasures Team Explanation Meeting\or has it already begun?\If this continues,\the current heroes will be exhausted and unable to deal with the disasters.\The prophecy said the greatest disaster in history will occur\within six months, and clearly, it hasn't passed. response:	The Earth is in Danger Prophecy Emergency Countermeasures Team Explanation Meeting
context: Are these omens of the danger foretold by the great Shibabwa,\The Earth Is in Danger Prophecy Emergency Countermeasures Team Explanation Meeting\or has it already begun?\If this continues,\the current heroes will be exhausted and unable to deal with the disasters.\The prophecy said the greatest disaster in history will occur\within six months, and clearly, it hasn't passed.\The Earth is in Danger Prophecy Emergency Countermeasures Team Explanation Meeting response:	Even Class S heroes are dealing with some of these incidents,
context: The Earth Is in Danger Prophecy Emergency Countermeasures Team Explanation Meeting\or has it already begun?\If this continues,\the current heroes will be exhausted and unable to deal with the disasters.\The prophecy said the greatest disaster in history will occur\within six months, and clearly, it hasn't passed.\The Earth is in Danger Prophecy Emergency Countermeasures Team Explanation Meeting\Even Class S heroes are dealing with some of these incidents, response:	but there are so many disasters happening, there aren't enough heroes to go around.
context: or has it already begun?\If this continues,\the current heroes will be exhausted and unable to deal with the disasters.\The prophecy said the greatest disaster in history will occur\within six months, and clearly, it hasn't passed.\The Earth is in Danger Prophecy Emergency Countermeasures Team Explanation Meeting\Even Class S heroes are dealing with some of these incidents,\but there are so many disasters happening, there aren't enough heroes to go around. response:	In other words, in the increasingly intense fights to save humanity that lie ahead
context: If this continues,\the current heroes will be exhausted and unable to deal with the disasters.\The prophecy said the greatest disaster in history will occur\within six months, and clearly, it hasn't passed.\The Earth is in Danger Prophecy Emergency Countermeasures Team Explanation Meeting\Even Class S heroes are dealing with some of these incidents,\but there are so many disasters happening, there aren't enough heroes to go around.\In other words, in the increasingly intense fights to save humanity that lie ahead response:	you want help from both the good and bad,
context: the current heroes will be exhausted and unable to deal with the disasters.\The prophecy said the greatest disaster in history will occur\within six months, and clearly, it hasn't passed.\The Earth is in Danger Prophecy Emergency Countermeasures Team Explanation Meeting\Even Class S heroes are dealing with some of these incidents,\but there are so many disasters happening, there aren't enough heroes to go around.\In other words, in the increasingly intense fights to save humanity that lie ahead\you want help from both the good and bad, response:	as long as they know how to fight.
context: The prophecy said the greatest disaster in history will occur\within six months, and clearly, it hasn't passed.\The Earth is in Danger Prophecy Emergency Countermeasures Team Explanation Meeting\Even Class S heroes are dealing with some of these incidents,\but there are so many disasters happening, there aren't enough heroes to go around.\In other words, in the increasingly intense fights to save humanity that lie ahead\you want help from both the good and bad,\as long as they know how to fight. response:	Does that pretty much sum it up?
context: within six months, and clearly, it hasn't passed.\The Earth is in Danger Prophecy Emergency Countermeasures Team Explanation Meeting\Even Class S heroes are dealing with some of these incidents,\but there are so many disasters happening, there aren't enough heroes to go around.\In other words, in the increasingly intense fights to save humanity that lie ahead\you want help from both the good and bad,\as long as they know how to fight.\Does that pretty much sum it up? response:	Well, I still refuse.
context: The Earth is in Danger Prophecy Emergency Countermeasures Team Explanation Meeting\Even Class S heroes are dealing with some of these incidents,\but there are so many disasters happening, there aren't enough heroes to go around.\In other words, in the increasingly intense fights to save humanity that lie ahead\you want help from both the good and bad,\as long as they know how to fight.\Does that pretty much sum it up?\Well, I still refuse. response:	H-How did he get his hands on papers I never even handed out?
context: Even Class S heroes are dealing with some of these incidents,\but there are so many disasters happening, there aren't enough heroes to go around.\In other words, in the increasingly intense fights to save humanity that lie ahead\you want help from both the good and bad,\as long as they know how to fight.\Does that pretty much sum it up?\Well, I still refuse.\H-How did he get his hands on papers I never even handed out? response:	The thought of playing hero with you losers
context: but there are so many disasters happening, there aren't enough heroes to go around.\In other words, in the increasingly intense fights to save humanity that lie ahead\you want help from both the good and bad,\as long as they know how to fight.\Does that pretty much sum it up?\Well, I still refuse.\H-How did he get his hands on papers I never even handed out?\The thought of playing hero with you losers response:	nauseates me.
context: In other words, in the increasingly intense fights to save humanity that lie ahead\you want help from both the good and bad,\as long as they know how to fight.\Does that pretty much sum it up?\Well, I still refuse.\H-How did he get his hands on papers I never even handed out?\The thought of playing hero with you losers\nauseates me. response:	Damn it. What a waste of time.
context: you want help from both the good and bad,\as long as they know how to fight.\Does that pretty much sum it up?\Well, I still refuse.\H-How did he get his hands on papers I never even handed out?\The thought of playing hero with you losers\nauseates me.\Damn it. What a waste of time. response:	This was a great opportunity for outsiders to enter the Hero Association HQ,
context: as long as they know how to fight.\Does that pretty much sum it up?\Well, I still refuse.\H-How did he get his hands on papers I never even handed out?\The thought of playing hero with you losers\nauseates me.\Damn it. What a waste of time.\This was a great opportunity for outsiders to enter the Hero Association HQ, response:	but all I know about him are his name, his face, and that he's Class B Rank 33.
context: Does that pretty much sum it up?\Well, I still refuse.\H-How did he get his hands on papers I never even handed out?\The thought of playing hero with you losers\nauseates me.\Damn it. What a waste of time.\This was a great opportunity for outsiders to enter the Hero Association HQ,\but all I know about him are his name, his face, and that he's Class B Rank 33. response:	Hero Name Saitama
context: Well, I still refuse.\H-How did he get his hands on papers I never even handed out?\The thought of playing hero with you losers\nauseates me.\Damn it. What a waste of time.\This was a great opportunity for outsiders to enter the Hero Association HQ,\but all I know about him are his name, his face, and that he's Class B Rank 33.\Hero Name Saitama response:	Hero Rank Class B Rank 33
context: H-How did he get his hands on papers I never even handed out?\The thought of playing hero with you losers\nauseates me.\Damn it. What a waste of time.\This was a great opportunity for outsiders to enter the Hero Association HQ,\but all I know about him are his name, his face, and that he's Class B Rank 33.\Hero Name Saitama\Hero Rank Class B Rank 33 response:	Seriously? A guy like him?
context: The thought of playing hero with you losers\nauseates me.\Damn it. What a waste of time.\This was a great opportunity for outsiders to enter the Hero Association HQ,\but all I know about him are his name, his face, and that he's Class B Rank 33.\Hero Name Saitama\Hero Rank Class B Rank 33\Seriously? A guy like him? response:	Unbelievable.
context: nauseates me.\Damn it. What a waste of time.\This was a great opportunity for outsiders to enter the Hero Association HQ,\but all I know about him are his name, his face, and that he's Class B Rank 33.\Hero Name Saitama\Hero Rank Class B Rank 33\Seriously? A guy like him?\Unbelievable. response:	Yes.
context: Damn it. What a waste of time.\This was a great opportunity for outsiders to enter the Hero Association HQ,\but all I know about him are his name, his face, and that he's Class B Rank 33.\Hero Name Saitama\Hero Rank Class B Rank 33\Seriously? A guy like him?\Unbelievable.\Yes. response:	In the physical exam portion of the Hero Test,
context: This was a great opportunity for outsiders to enter the Hero Association HQ,\but all I know about him are his name, his face, and that he's Class B Rank 33.\Hero Name Saitama\Hero Rank Class B Rank 33\Seriously? A guy like him?\Unbelievable.\Yes.\In the physical exam portion of the Hero Test, response:	he crushed every record for every event.
context: but all I know about him are his name, his face, and that he's Class B Rank 33.\Hero Name Saitama\Hero Rank Class B Rank 33\Seriously? A guy like him?\Unbelievable.\Yes.\In the physical exam portion of the Hero Test,\he crushed every record for every event. response:	Lady Blizzard!
context: Hero Name Saitama\Hero Rank Class B Rank 33\Seriously? A guy like him?\Unbelievable.\Yes.\In the physical exam portion of the Hero Test,\he crushed every record for every event.\Lady Blizzard! response:	Class B Rank 1
context: Hero Rank Class B Rank 33\Seriously? A guy like him?\Unbelievable.\Yes.\In the physical exam portion of the Hero Test,\he crushed every record for every event.\Lady Blizzard!\Class B Rank 1 response:	Hellish Blizzard
context: Seriously? A guy like him?\Unbelievable.\Yes.\In the physical exam portion of the Hero Test,\he crushed every record for every event.\Lady Blizzard!\Class B Rank 1\Hellish Blizzard response:	No trespassing
context: Unbelievable.\Yes.\In the physical exam portion of the Hero Test,\he crushed every record for every event.\Lady Blizzard!\Class B Rank 1\Hellish Blizzard\No trespassing response:	Despite having no notable record of his actions since then,
context: Yes.\In the physical exam portion of the Hero Test,\he crushed every record for every event.\Lady Blizzard!\Class B Rank 1\Hellish Blizzard\No trespassing\Despite having no notable record of his actions since then, response:	he managed to climb up from Class C to Class B.
context: In the physical exam portion of the Hero Test,\he crushed every record for every event.\Lady Blizzard!\Class B Rank 1\Hellish Blizzard\No trespassing\Despite having no notable record of his actions since then,\he managed to climb up from Class C to Class B. response:	Right after his debut, on top of that.
context: he crushed every record for every event.\Lady Blizzard!\Class B Rank 1\Hellish Blizzard\No trespassing\Despite having no notable record of his actions since then,\he managed to climb up from Class C to Class B.\Right after his debut, on top of that. response:	There has to be something about this man.
context: Lady Blizzard!\Class B Rank 1\Hellish Blizzard\No trespassing\Despite having no notable record of his actions since then,\he managed to climb up from Class C to Class B.\Right after his debut, on top of that.\There has to be something about this man. response:	There has to be something about him.
context: Class B Rank 1\Hellish Blizzard\No trespassing\Despite having no notable record of his actions since then,\he managed to climb up from Class C to Class B.\Right after his debut, on top of that.\There has to be something about this man.\There has to be something about him. response:	A secret behind his strength.
context: Hellish Blizzard\No trespassing\Despite having no notable record of his actions since then,\he managed to climb up from Class C to Class B.\Right after his debut, on top of that.\There has to be something about this man.\There has to be something about him.\A secret behind his strength. response:	First, we're going to find out where he is.
context: No trespassing\Despite having no notable record of his actions since then,\he managed to climb up from Class C to Class B.\Right after his debut, on top of that.\There has to be something about this man.\There has to be something about him.\A secret behind his strength.\First, we're going to find out where he is. response:	Yes, ma'am!
context: Despite having no notable record of his actions since then,\he managed to climb up from Class C to Class B.\Right after his debut, on top of that.\There has to be something about this man.\There has to be something about him.\A secret behind his strength.\First, we're going to find out where he is.\Yes, ma'am! response:	I'm going to hunt him down, and I'm going to make him regret
context: he managed to climb up from Class C to Class B.\Right after his debut, on top of that.\There has to be something about this man.\There has to be something about him.\A secret behind his strength.\First, we're going to find out where he is.\Yes, ma'am!\I'm going to hunt him down, and I'm going to make him regret response:	the fact that he managed to embarrass me, Sound-o'-Speed Sonic.
context: Right after his debut, on top of that.\There has to be something about this man.\There has to be something about him.\A secret behind his strength.\First, we're going to find out where he is.\Yes, ma'am!\I'm going to hunt him down, and I'm going to make him regret\the fact that he managed to embarrass me, Sound-o'-Speed Sonic. response:	Just you wait...
context: There has to be something about this man.\There has to be something about him.\A secret behind his strength.\First, we're going to find out where he is.\Yes, ma'am!\I'm going to hunt him down, and I'm going to make him regret\the fact that he managed to embarrass me, Sound-o'-Speed Sonic.\Just you wait... response:	You better be prepared...
context: There has to be something about him.\A secret behind his strength.\First, we're going to find out where he is.\Yes, ma'am!\I'm going to hunt him down, and I'm going to make him regret\the fact that he managed to embarrass me, Sound-o'-Speed Sonic.\Just you wait...\You better be prepared... response:	Hey, why are you taking all the items?
context: A secret behind his strength.\First, we're going to find out where he is.\Yes, ma'am!\I'm going to hunt him down, and I'm going to make him regret\the fact that he managed to embarrass me, Sound-o'-Speed Sonic.\Just you wait...\You better be prepared...\Hey, why are you taking all the items? response:	What the hell, man?
context: First, we're going to find out where he is.\Yes, ma'am!\I'm going to hunt him down, and I'm going to make him regret\the fact that he managed to embarrass me, Sound-o'-Speed Sonic.\Just you wait...\You better be prepared...\Hey, why are you taking all the items?\What the hell, man? response:	First come, first serve.
context: Yes, ma'am!\I'm going to hunt him down, and I'm going to make him regret\the fact that he managed to embarrass me, Sound-o'-Speed Sonic.\Just you wait...\You better be prepared...\Hey, why are you taking all the items?\What the hell, man?\First come, first serve. response:	This is co-op, you moron. You friggin' moron, King.
context: I'm going to hunt him down, and I'm going to make him regret\the fact that he managed to embarrass me, Sound-o'-Speed Sonic.\Just you wait...\You better be prepared...\Hey, why are you taking all the items?\What the hell, man?\First come, first serve.\This is co-op, you moron. You friggin' moron, King. response:	I'm still in my default gear!
context: the fact that he managed to embarrass me, Sound-o'-Speed Sonic.\Just you wait...\You better be prepared...\Hey, why are you taking all the items?\What the hell, man?\First come, first serve.\This is co-op, you moron. You friggin' moron, King.\I'm still in my default gear! response:	Don't worry. I can beat them by myself.
context: Just you wait...\You better be prepared...\Hey, why are you taking all the items?\What the hell, man?\First come, first serve.\This is co-op, you moron. You friggin' moron, King.\I'm still in my default gear!\Don't worry. I can beat them by myself. response:	Whoops. The controller broke.
context: You better be prepared...\Hey, why are you taking all the items?\What the hell, man?\First come, first serve.\This is co-op, you moron. You friggin' moron, King.\I'm still in my default gear!\Don't worry. I can beat them by myself.\Whoops. The controller broke. response:	Huh?
context: Hey, why are you taking all the items?\What the hell, man?\First come, first serve.\This is co-op, you moron. You friggin' moron, King.\I'm still in my default gear!\Don't worry. I can beat them by myself.\Whoops. The controller broke.\Huh? response:	The Earth is in Danger Prophecy Emergency Countermeasures Team Explanation Meeting
context: What the hell, man?\First come, first serve.\This is co-op, you moron. You friggin' moron, King.\I'm still in my default gear!\Don't worry. I can beat them by myself.\Whoops. The controller broke.\Huh?\The Earth is in Danger Prophecy Emergency Countermeasures Team Explanation Meeting response:	There better be a reward for this.
context: First come, first serve.\This is co-op, you moron. You friggin' moron, King.\I'm still in my default gear!\Don't worry. I can beat them by myself.\Whoops. The controller broke.\Huh?\The Earth is in Danger Prophecy Emergency Countermeasures Team Explanation Meeting\There better be a reward for this. response:	Hey, come on now.
context: This is co-op, you moron. You friggin' moron, King.\I'm still in my default gear!\Don't worry. I can beat them by myself.\Whoops. The controller broke.\Huh?\The Earth is in Danger Prophecy Emergency Countermeasures Team Explanation Meeting\There better be a reward for this.\Hey, come on now. response:	This great prophecy's pretty insane.
context: I'm still in my default gear!\Don't worry. I can beat them by myself.\Whoops. The controller broke.\Huh?\The Earth is in Danger Prophecy Emergency Countermeasures Team Explanation Meeting\There better be a reward for this.\Hey, come on now.\This great prophecy's pretty insane. response:	Human Monster
