context: Intro response:	Mwahaha.
context: Yeah.\The atmosphere becomes unstable where a gate's been opened,\which makes it easier for subsequent gates to open there.\Does that mean the story about a student being spirited away...\It's quite likely they got dragged into the gate.\Anyway, if you manage to be there the next time a gate opens up,\then you might be able to replenish your powers.\Call me once you get there. response:	Later.
context: The atmosphere becomes unstable where a gate's been opened,\which makes it easier for subsequent gates to open there.\Does that mean the story about a student being spirited away...\It's quite likely they got dragged into the gate.\Anyway, if you manage to be there the next time a gate opens up,\then you might be able to replenish your powers.\Call me once you get there.\Later. response:	Just how did Urushihara find all that out?
context: which makes it easier for subsequent gates to open there.\Does that mean the story about a student being spirited away...\It's quite likely they got dragged into the gate.\Anyway, if you manage to be there the next time a gate opens up,\then you might be able to replenish your powers.\Call me once you get there.\Later.\Just how did Urushihara find all that out? response:	The internet's amazing!
context: Does that mean the story about a student being spirited away...\It's quite likely they got dragged into the gate.\Anyway, if you manage to be there the next time a gate opens up,\then you might be able to replenish your powers.\Call me once you get there.\Later.\Just how did Urushihara find all that out?\The internet's amazing! response:	Did you hear that?
context: It's quite likely they got dragged into the gate.\Anyway, if you manage to be there the next time a gate opens up,\then you might be able to replenish your powers.\Call me once you get there.\Later.\Just how did Urushihara find all that out?\The internet's amazing!\Did you hear that? response:	Could it be a security guard?
context: Anyway, if you manage to be there the next time a gate opens up,\then you might be able to replenish your powers.\Call me once you get there.\Later.\Just how did Urushihara find all that out?\The internet's amazing!\Did you hear that?\Could it be a security guard? response:	They shouldn't be here at this hour either.
context: then you might be able to replenish your powers.\Call me once you get there.\Later.\Just how did Urushihara find all that out?\The internet's amazing!\Did you hear that?\Could it be a security guard?\They shouldn't be here at this hour either. response:	So what, it's an otherworldly monster that came from the gate?
context: Call me once you get there.\Later.\Just how did Urushihara find all that out?\The internet's amazing!\Did you hear that?\Could it be a security guard?\They shouldn't be here at this hour either.\So what, it's an otherworldly monster that came from the gate? response:	It's not scary at all if we know that beforehand.
context: Later.\Just how did Urushihara find all that out?\The internet's amazing!\Did you hear that?\Could it be a security guard?\They shouldn't be here at this hour either.\So what, it's an otherworldly monster that came from the gate?\It's not scary at all if we know that beforehand. response:	Bring it on.
context: Just how did Urushihara find all that out?\The internet's amazing!\Did you hear that?\Could it be a security guard?\They shouldn't be here at this hour either.\So what, it's an otherworldly monster that came from the gate?\It's not scary at all if we know that beforehand.\Bring it on. response:	You say that like you have enough magic to fight.
context: The internet's amazing!\Did you hear that?\Could it be a security guard?\They shouldn't be here at this hour either.\So what, it's an otherworldly monster that came from the gate?\It's not scary at all if we know that beforehand.\Bring it on.\You say that like you have enough magic to fight. response:	If you must, use this.
context: Did you hear that?\Could it be a security guard?\They shouldn't be here at this hour either.\So what, it's an otherworldly monster that came from the gate?\It's not scary at all if we know that beforehand.\Bring it on.\You say that like you have enough magic to fight.\If you must, use this. response:	What the?
context: Could it be a security guard?\They shouldn't be here at this hour either.\So what, it's an otherworldly monster that came from the gate?\It's not scary at all if we know that beforehand.\Bring it on.\You say that like you have enough magic to fight.\If you must, use this.\What the? response:	Demonic power.
context: They shouldn't be here at this hour either.\So what, it's an otherworldly monster that came from the gate?\It's not scary at all if we know that beforehand.\Bring it on.\You say that like you have enough magic to fight.\If you must, use this.\What the?\Demonic power. response:	We demons have already experienced firsthand how powerful it is.
context: So what, it's an otherworldly monster that came from the gate?\It's not scary at all if we know that beforehand.\Bring it on.\You say that like you have enough magic to fight.\If you must, use this.\What the?\Demonic power.\We demons have already experienced firsthand how powerful it is. response:	Isn't that the landlord's
context: It's not scary at all if we know that beforehand.\Bring it on.\You say that like you have enough magic to fight.\If you must, use this.\What the?\Demonic power.\We demons have already experienced firsthand how powerful it is.\Isn't that the landlord's response:	Footsteps...
context: Bring it on.\You say that like you have enough magic to fight.\If you must, use this.\What the?\Demonic power.\We demons have already experienced firsthand how powerful it is.\Isn't that the landlord's\Footsteps... response:	What do you plan on doing by bringing a high school girl here at night?
context: You say that like you have enough magic to fight.\If you must, use this.\What the?\Demonic power.\We demons have already experienced firsthand how powerful it is.\Isn't that the landlord's\Footsteps...\What do you plan on doing by bringing a high school girl here at night? response:	Emi!
context: If you must, use this.\What the?\Demonic power.\We demons have already experienced firsthand how powerful it is.\Isn't that the landlord's\Footsteps...\What do you plan on doing by bringing a high school girl here at night?\Emi! response:	I see.
context: What the?\Demonic power.\We demons have already experienced firsthand how powerful it is.\Isn't that the landlord's\Footsteps...\What do you plan on doing by bringing a high school girl here at night?\Emi!\I see. response:	So you were scheming to gain some magic from that forbidden classroom, eh?
context: Demonic power.\We demons have already experienced firsthand how powerful it is.\Isn't that the landlord's\Footsteps...\What do you plan on doing by bringing a high school girl here at night?\Emi!\I see.\So you were scheming to gain some magic from that forbidden classroom, eh? response:	Wait. What are you doing here at this hour?
context: We demons have already experienced firsthand how powerful it is.\Isn't that the landlord's\Footsteps...\What do you plan on doing by bringing a high school girl here at night?\Emi!\I see.\So you were scheming to gain some magic from that forbidden classroom, eh?\Wait. What are you doing here at this hour? response:	Trespassing hero, are we?
context: Isn't that the landlord's\Footsteps...\What do you plan on doing by bringing a high school girl here at night?\Emi!\I see.\So you were scheming to gain some magic from that forbidden classroom, eh?\Wait. What are you doing here at this hour?\Trespassing hero, are we? response:	I'm sorry,
context: Footsteps...\What do you plan on doing by bringing a high school girl here at night?\Emi!\I see.\So you were scheming to gain some magic from that forbidden classroom, eh?\Wait. What are you doing here at this hour?\Trespassing hero, are we?\I'm sorry, response:	but you can't wear outdoor shoes in school.
context: What do you plan on doing by bringing a high school girl here at night?\Emi!\I see.\So you were scheming to gain some magic from that forbidden classroom, eh?\Wait. What are you doing here at this hour?\Trespassing hero, are we?\I'm sorry,\but you can't wear outdoor shoes in school. response:	Could you put these on instead?
context: Emi!\I see.\So you were scheming to gain some magic from that forbidden classroom, eh?\Wait. What are you doing here at this hour?\Trespassing hero, are we?\I'm sorry,\but you can't wear outdoor shoes in school.\Could you put these on instead? response:	I was tailing you and saw you sneaking into the school,
context: I see.\So you were scheming to gain some magic from that forbidden classroom, eh?\Wait. What are you doing here at this hour?\Trespassing hero, are we?\I'm sorry,\but you can't wear outdoor shoes in school.\Could you put these on instead?\I was tailing you and saw you sneaking into the school, response:	so of course I'd follow you inside.
context: So you were scheming to gain some magic from that forbidden classroom, eh?\Wait. What are you doing here at this hour?\Trespassing hero, are we?\I'm sorry,\but you can't wear outdoor shoes in school.\Could you put these on instead?\I was tailing you and saw you sneaking into the school,\so of course I'd follow you inside. response:	Anyway, I'll be accompanying you.
context: Wait. What are you doing here at this hour?\Trespassing hero, are we?\I'm sorry,\but you can't wear outdoor shoes in school.\Could you put these on instead?\I was tailing you and saw you sneaking into the school,\so of course I'd follow you inside.\Anyway, I'll be accompanying you. response:	I can't just let you guys replenish your powers
context: Trespassing hero, are we?\I'm sorry,\but you can't wear outdoor shoes in school.\Could you put these on instead?\I was tailing you and saw you sneaking into the school,\so of course I'd follow you inside.\Anyway, I'll be accompanying you.\I can't just let you guys replenish your powers response:	Hey, Maou!
context: I'm sorry,\but you can't wear outdoor shoes in school.\Could you put these on instead?\I was tailing you and saw you sneaking into the school,\so of course I'd follow you inside.\Anyway, I'll be accompanying you.\I can't just let you guys replenish your powers\Hey, Maou! response:	Are you sure about leaving Yusa behind, Maou?
context: but you can't wear outdoor shoes in school.\Could you put these on instead?\I was tailing you and saw you sneaking into the school,\so of course I'd follow you inside.\Anyway, I'll be accompanying you.\I can't just let you guys replenish your powers\Hey, Maou!\Are you sure about leaving Yusa behind, Maou? response:	Yeah.
context: Could you put these on instead?\I was tailing you and saw you sneaking into the school,\so of course I'd follow you inside.\Anyway, I'll be accompanying you.\I can't just let you guys replenish your powers\Hey, Maou!\Are you sure about leaving Yusa behind, Maou?\Yeah. response:	Nothing good happens when she's involved.
context: I was tailing you and saw you sneaking into the school,\so of course I'd follow you inside.\Anyway, I'll be accompanying you.\I can't just let you guys replenish your powers\Hey, Maou!\Are you sure about leaving Yusa behind, Maou?\Yeah.\Nothing good happens when she's involved. response:	Hold it right there, Maou!
context: so of course I'd follow you inside.\Anyway, I'll be accompanying you.\I can't just let you guys replenish your powers\Hey, Maou!\Are you sure about leaving Yusa behind, Maou?\Yeah.\Nothing good happens when she's involved.\Hold it right there, Maou! response:	Aw, jeez. What a pain!
context: Anyway, I'll be accompanying you.\I can't just let you guys replenish your powers\Hey, Maou!\Are you sure about leaving Yusa behind, Maou?\Yeah.\Nothing good happens when she's involved.\Hold it right there, Maou!\Aw, jeez. What a pain! response:	Wait!
context: I can't just let you guys replenish your powers\Hey, Maou!\Are you sure about leaving Yusa behind, Maou?\Yeah.\Nothing good happens when she's involved.\Hold it right there, Maou!\Aw, jeez. What a pain!\Wait! response:	Dammit, Maou! I'm gonna kick you when I catch you!
context: Hey, Maou!\Are you sure about leaving Yusa behind, Maou?\Yeah.\Nothing good happens when she's involved.\Hold it right there, Maou!\Aw, jeez. What a pain!\Wait!\Dammit, Maou! I'm gonna kick you when I catch you! response:	I'll kick your ass!
context: Are you sure about leaving Yusa behind, Maou?\Yeah.\Nothing good happens when she's involved.\Hold it right there, Maou!\Aw, jeez. What a pain!\Wait!\Dammit, Maou! I'm gonna kick you when I catch you!\I'll kick your ass! response:	Huh?
context: Yeah.\Nothing good happens when she's involved.\Hold it right there, Maou!\Aw, jeez. What a pain!\Wait!\Dammit, Maou! I'm gonna kick you when I catch you!\I'll kick your ass!\Huh? response:	What's wrong, Chiho?
context: Nothing good happens when she's involved.\Hold it right there, Maou!\Aw, jeez. What a pain!\Wait!\Dammit, Maou! I'm gonna kick you when I catch you!\I'll kick your ass!\Huh?\What's wrong, Chiho? response:	N-Nothing...
context: Hold it right there, Maou!\Aw, jeez. What a pain!\Wait!\Dammit, Maou! I'm gonna kick you when I catch you!\I'll kick your ass!\Huh?\What's wrong, Chiho?\N-Nothing... response:	There you are, monster!
context: Aw, jeez. What a pain!\Wait!\Dammit, Maou! I'm gonna kick you when I catch you!\I'll kick your ass!\Huh?\What's wrong, Chiho?\N-Nothing...\There you are, monster! response:	All right!
context: Wait!\Dammit, Maou! I'm gonna kick you when I catch you!\I'll kick your ass!\Huh?\What's wrong, Chiho?\N-Nothing...\There you are, monster!\All right! response:	Like hell it is, you idiot!
context: Dammit, Maou! I'm gonna kick you when I catch you!\I'll kick your ass!\Huh?\What's wrong, Chiho?\N-Nothing...\There you are, monster!\All right!\Like hell it is, you idiot! response:	Yusa, that's called an anatomical model. It's just a mannequin!
context: I'll kick your ass!\Huh?\What's wrong, Chiho?\N-Nothing...\There you are, monster!\All right!\Like hell it is, you idiot!\Yusa, that's called an anatomical model. It's just a mannequin! response:	Huh?
context: Huh?\What's wrong, Chiho?\N-Nothing...\There you are, monster!\All right!\Like hell it is, you idiot!\Yusa, that's called an anatomical model. It's just a mannequin!\Huh? response:	A hero who used their sacred sword to smash an anatomical model to bits?
context: What's wrong, Chiho?\N-Nothing...\There you are, monster!\All right!\Like hell it is, you idiot!\Yusa, that's called an anatomical model. It's just a mannequin!\Huh?\A hero who used their sacred sword to smash an anatomical model to bits? response:	The universe is vast, but Emilia's probably the only one.
context: N-Nothing...\There you are, monster!\All right!\Like hell it is, you idiot!\Yusa, that's called an anatomical model. It's just a mannequin!\Huh?\A hero who used their sacred sword to smash an anatomical model to bits?\The universe is vast, but Emilia's probably the only one. response:	Who the hell just whips out their sacred sword and swings it around?
context: There you are, monster!\All right!\Like hell it is, you idiot!\Yusa, that's called an anatomical model. It's just a mannequin!\Huh?\A hero who used their sacred sword to smash an anatomical model to bits?\The universe is vast, but Emilia's probably the only one.\Who the hell just whips out their sacred sword and swings it around? response:	You'd better do something about this.
context: All right!\Like hell it is, you idiot!\Yusa, that's called an anatomical model. It's just a mannequin!\Huh?\A hero who used their sacred sword to smash an anatomical model to bits?\The universe is vast, but Emilia's probably the only one.\Who the hell just whips out their sacred sword and swings it around?\You'd better do something about this. response:	These things are expensive, aren't they?
context: Like hell it is, you idiot!\Yusa, that's called an anatomical model. It's just a mannequin!\Huh?\A hero who used their sacred sword to smash an anatomical model to bits?\The universe is vast, but Emilia's probably the only one.\Who the hell just whips out their sacred sword and swings it around?\You'd better do something about this.\These things are expensive, aren't they? response:	Well, I've got nothing to do with this.
context: Yusa, that's called an anatomical model. It's just a mannequin!\Huh?\A hero who used their sacred sword to smash an anatomical model to bits?\The universe is vast, but Emilia's probably the only one.\Who the hell just whips out their sacred sword and swings it around?\You'd better do something about this.\These things are expensive, aren't they?\Well, I've got nothing to do with this. response:	N-Nobody'll find out if we keep it a secret...
context: Huh?\A hero who used their sacred sword to smash an anatomical model to bits?\The universe is vast, but Emilia's probably the only one.\Who the hell just whips out their sacred sword and swings it around?\You'd better do something about this.\These things are expensive, aren't they?\Well, I've got nothing to do with this.\N-Nobody'll find out if we keep it a secret... response:	Just kidding. We can't have that, obviously.
context: A hero who used their sacred sword to smash an anatomical model to bits?\The universe is vast, but Emilia's probably the only one.\Who the hell just whips out their sacred sword and swings it around?\You'd better do something about this.\These things are expensive, aren't they?\Well, I've got nothing to do with this.\N-Nobody'll find out if we keep it a secret...\Just kidding. We can't have that, obviously. response:	It's your guys' fault for sneaking in here at night, anyway!
context: The universe is vast, but Emilia's probably the only one.\Who the hell just whips out their sacred sword and swings it around?\You'd better do something about this.\These things are expensive, aren't they?\Well, I've got nothing to do with this.\N-Nobody'll find out if we keep it a secret...\Just kidding. We can't have that, obviously.\It's your guys' fault for sneaking in here at night, anyway! response:	Give it up, Emilia.
context: Who the hell just whips out their sacred sword and swings it around?\You'd better do something about this.\These things are expensive, aren't they?\Well, I've got nothing to do with this.\N-Nobody'll find out if we keep it a secret...\Just kidding. We can't have that, obviously.\It's your guys' fault for sneaking in here at night, anyway!\Give it up, Emilia. response:	Do something about it with your powers!
context: You'd better do something about this.\These things are expensive, aren't they?\Well, I've got nothing to do with this.\N-Nobody'll find out if we keep it a secret...\Just kidding. We can't have that, obviously.\It's your guys' fault for sneaking in here at night, anyway!\Give it up, Emilia.\Do something about it with your powers! response:	Why do I have to pick up your shit with my valuable powers?
context: These things are expensive, aren't they?\Well, I've got nothing to do with this.\N-Nobody'll find out if we keep it a secret...\Just kidding. We can't have that, obviously.\It's your guys' fault for sneaking in here at night, anyway!\Give it up, Emilia.\Do something about it with your powers!\Why do I have to pick up your shit with my valuable powers? response:	This model...
context: Well, I've got nothing to do with this.\N-Nobody'll find out if we keep it a secret...\Just kidding. We can't have that, obviously.\It's your guys' fault for sneaking in here at night, anyway!\Give it up, Emilia.\Do something about it with your powers!\Why do I have to pick up your shit with my valuable powers?\This model... response:	only has one heart!
context: N-Nobody'll find out if we keep it a secret...\Just kidding. We can't have that, obviously.\It's your guys' fault for sneaking in here at night, anyway!\Give it up, Emilia.\Do something about it with your powers!\Why do I have to pick up your shit with my valuable powers?\This model...\only has one heart! response:	Ashiya...
context: Just kidding. We can't have that, obviously.\It's your guys' fault for sneaking in here at night, anyway!\Give it up, Emilia.\Do something about it with your powers!\Why do I have to pick up your shit with my valuable powers?\This model...\only has one heart!\Ashiya... response:	I don't know how it works for demons,
context: It's your guys' fault for sneaking in here at night, anyway!\Give it up, Emilia.\Do something about it with your powers!\Why do I have to pick up your shit with my valuable powers?\This model...\only has one heart!\Ashiya...\I don't know how it works for demons, response:	but humans only have one heart!
context: Give it up, Emilia.\Do something about it with your powers!\Why do I have to pick up your shit with my valuable powers?\This model...\only has one heart!\Ashiya...\I don't know how it works for demons,\but humans only have one heart! response:	So the forbidden classroom lies beyond here?
context: Do something about it with your powers!\Why do I have to pick up your shit with my valuable powers?\This model...\only has one heart!\Ashiya...\I don't know how it works for demons,\but humans only have one heart!\So the forbidden classroom lies beyond here? response:	Just put your sacred sword away.
context: Why do I have to pick up your shit with my valuable powers?\This model...\only has one heart!\Ashiya...\I don't know how it works for demons,\but humans only have one heart!\So the forbidden classroom lies beyond here?\Just put your sacred sword away. response:	Don't bring it out until I give the okay.
context: This model...\only has one heart!\Ashiya...\I don't know how it works for demons,\but humans only have one heart!\So the forbidden classroom lies beyond here?\Just put your sacred sword away.\Don't bring it out until I give the okay. response:	You're not the boss of me!
context: only has one heart!\Ashiya...\I don't know how it works for demons,\but humans only have one heart!\So the forbidden classroom lies beyond here?\Just put your sacred sword away.\Don't bring it out until I give the okay.\You're not the boss of me! response:	That's the old school building.
context: Ashiya...\I don't know how it works for demons,\but humans only have one heart!\So the forbidden classroom lies beyond here?\Just put your sacred sword away.\Don't bring it out until I give the okay.\You're not the boss of me!\That's the old school building. response:	We'll have to climb the stairs to get to the forbidden classroom.
context: I don't know how it works for demons,\but humans only have one heart!\So the forbidden classroom lies beyond here?\Just put your sacred sword away.\Don't bring it out until I give the okay.\You're not the boss of me!\That's the old school building.\We'll have to climb the stairs to get to the forbidden classroom. response:	It's on the third floor.
context: but humans only have one heart!\So the forbidden classroom lies beyond here?\Just put your sacred sword away.\Don't bring it out until I give the okay.\You're not the boss of me!\That's the old school building.\We'll have to climb the stairs to get to the forbidden classroom.\It's on the third floor. response:	All right.
context: So the forbidden classroom lies beyond here?\Just put your sacred sword away.\Don't bring it out until I give the okay.\You're not the boss of me!\That's the old school building.\We'll have to climb the stairs to get to the forbidden classroom.\It's on the third floor.\All right. response:	Let's go.
context: Just put your sacred sword away.\Don't bring it out until I give the okay.\You're not the boss of me!\That's the old school building.\We'll have to climb the stairs to get to the forbidden classroom.\It's on the third floor.\All right.\Let's go. response:	Is this the forbidden classroom?
context: Don't bring it out until I give the okay.\You're not the boss of me!\That's the old school building.\We'll have to climb the stairs to get to the forbidden classroom.\It's on the third floor.\All right.\Let's go.\Is this the forbidden classroom? response:	I don't remember these planks being nailed here, though.
context: You're not the boss of me!\That's the old school building.\We'll have to climb the stairs to get to the forbidden classroom.\It's on the third floor.\All right.\Let's go.\Is this the forbidden classroom?\I don't remember these planks being nailed here, though. response:	Put your sacred sword away already.
context: That's the old school building.\We'll have to climb the stairs to get to the forbidden classroom.\It's on the third floor.\All right.\Let's go.\Is this the forbidden classroom?\I don't remember these planks being nailed here, though.\Put your sacred sword away already. response:	What's wrong, Ashiya?
context: We'll have to climb the stairs to get to the forbidden classroom.\It's on the third floor.\All right.\Let's go.\Is this the forbidden classroom?\I don't remember these planks being nailed here, though.\Put your sacred sword away already.\What's wrong, Ashiya? response:	This door has signs of having been used recently.
context: It's on the third floor.\All right.\Let's go.\Is this the forbidden classroom?\I don't remember these planks being nailed here, though.\Put your sacred sword away already.\What's wrong, Ashiya?\This door has signs of having been used recently. response:	It's not fixed?
context: All right.\Let's go.\Is this the forbidden classroom?\I don't remember these planks being nailed here, though.\Put your sacred sword away already.\What's wrong, Ashiya?\This door has signs of having been used recently.\It's not fixed? response:	So this door actually opens?
context: Let's go.\Is this the forbidden classroom?\I don't remember these planks being nailed here, though.\Put your sacred sword away already.\What's wrong, Ashiya?\This door has signs of having been used recently.\It's not fixed?\So this door actually opens? response:	It somehow feels like someone's been living here.
context: Is this the forbidden classroom?\I don't remember these planks being nailed here, though.\Put your sacred sword away already.\What's wrong, Ashiya?\This door has signs of having been used recently.\It's not fixed?\So this door actually opens?\It somehow feels like someone's been living here. response:	It really doesn't seem like a classroom that was forbidden for ages.
context: I don't remember these planks being nailed here, though.\Put your sacred sword away already.\What's wrong, Ashiya?\This door has signs of having been used recently.\It's not fixed?\So this door actually opens?\It somehow feels like someone's been living here.\It really doesn't seem like a classroom that was forbidden for ages. response:	Is that...
context: Put your sacred sword away already.\What's wrong, Ashiya?\This door has signs of having been used recently.\It's not fixed?\So this door actually opens?\It somehow feels like someone's been living here.\It really doesn't seem like a classroom that was forbidden for ages.\Is that... response:	URUSHIHARA
context: What's wrong, Ashiya?\This door has signs of having been used recently.\It's not fixed?\So this door actually opens?\It somehow feels like someone's been living here.\It really doesn't seem like a classroom that was forbidden for ages.\Is that...\URUSHIHARA response:	URUSHIHARA
context: This door has signs of having been used recently.\It's not fixed?\So this door actually opens?\It somehow feels like someone's been living here.\It really doesn't seem like a classroom that was forbidden for ages.\Is that...\URUSHIHARA\URUSHIHARA response:	URUSHIHARA
context: It's not fixed?\So this door actually opens?\It somehow feels like someone's been living here.\It really doesn't seem like a classroom that was forbidden for ages.\Is that...\URUSHIHARA\URUSHIHARA\URUSHIHARA response:	What do you want, Urushihara?
context: So this door actually opens?\It somehow feels like someone's been living here.\It really doesn't seem like a classroom that was forbidden for ages.\Is that...\URUSHIHARA\URUSHIHARA\URUSHIHARA\What do you want, Urushihara? response:	Did you get there?
context: It somehow feels like someone's been living here.\It really doesn't seem like a classroom that was forbidden for ages.\Is that...\URUSHIHARA\URUSHIHARA\URUSHIHARA\What do you want, Urushihara?\Did you get there? response:	We just got here.
context: It really doesn't seem like a classroom that was forbidden for ages.\Is that...\URUSHIHARA\URUSHIHARA\URUSHIHARA\What do you want, Urushihara?\Did you get there?\We just got here. response:	Stop calling for every little thing.
context: Is that...\URUSHIHARA\URUSHIHARA\URUSHIHARA\What do you want, Urushihara?\Did you get there?\We just got here.\Stop calling for every little thing. response:	It's scary!
context: URUSHIHARA\URUSHIHARA\URUSHIHARA\What do you want, Urushihara?\Did you get there?\We just got here.\Stop calling for every little thing.\It's scary! response:	Did you find anything there?
context: URUSHIHARA\URUSHIHARA\What do you want, Urushihara?\Did you get there?\We just got here.\Stop calling for every little thing.\It's scary!\Did you find anything there? response:	Like...
context: URUSHIHARA\What do you want, Urushihara?\Did you get there?\We just got here.\Stop calling for every little thing.\It's scary!\Did you find anything there?\Like... response:	a game console, for example.
context: What do you want, Urushihara?\Did you get there?\We just got here.\Stop calling for every little thing.\It's scary!\Did you find anything there?\Like...\a game console, for example. response:	Yeah, we did.
context: Did you get there?\We just got here.\Stop calling for every little thing.\It's scary!\Did you find anything there?\Like...\a game console, for example.\Yeah, we did. response:	We're holding it right now.
context: We just got here.\Stop calling for every little thing.\It's scary!\Did you find anything there?\Like...\a game console, for example.\Yeah, we did.\We're holding it right now. response:	Damn. So it really was there.
context: Stop calling for every little thing.\It's scary!\Did you find anything there?\Like...\a game console, for example.\Yeah, we did.\We're holding it right now.\Damn. So it really was there. response:	Really?
context: It's scary!\Did you find anything there?\Like...\a game console, for example.\Yeah, we did.\We're holding it right now.\Damn. So it really was there.\Really? response:	Huh?
context: Did you find anything there?\Like...\a game console, for example.\Yeah, we did.\We're holding it right now.\Damn. So it really was there.\Really?\Huh? response:	Oh, it's nothing.
context: Like...\a game console, for example.\Yeah, we did.\We're holding it right now.\Damn. So it really was there.\Really?\Huh?\Oh, it's nothing. response:	Sorry, but could you bring that with you?
context: a game console, for example.\Yeah, we did.\We're holding it right now.\Damn. So it really was there.\Really?\Huh?\Oh, it's nothing.\Sorry, but could you bring that with you? response:	Urushihara...
context: Yeah, we did.\We're holding it right now.\Damn. So it really was there.\Really?\Huh?\Oh, it's nothing.\Sorry, but could you bring that with you?\Urushihara... response:	Did you...
context: We're holding it right now.\Damn. So it really was there.\Really?\Huh?\Oh, it's nothing.\Sorry, but could you bring that with you?\Urushihara...\Did you... response:	Wh-What?
context: Damn. So it really was there.\Really?\Huh?\Oh, it's nothing.\Sorry, but could you bring that with you?\Urushihara...\Did you...\Wh-What? response:	You said this was a place where it'd be easy to open a gate,
context: Really?\Huh?\Oh, it's nothing.\Sorry, but could you bring that with you?\Urushihara...\Did you...\Wh-What?\You said this was a place where it'd be easy to open a gate, response:	but could this be the place where you and Olba landed up?
context: Huh?\Oh, it's nothing.\Sorry, but could you bring that with you?\Urushihara...\Did you...\Wh-What?\You said this was a place where it'd be easy to open a gate,\but could this be the place where you and Olba landed up? response:	That's right.
context: Oh, it's nothing.\Sorry, but could you bring that with you?\Urushihara...\Did you...\Wh-What?\You said this was a place where it'd be easy to open a gate,\but could this be the place where you and Olba landed up?\That's right. response:	Didn't I tell you?
context: Sorry, but could you bring that with you?\Urushihara...\Did you...\Wh-What?\You said this was a place where it'd be easy to open a gate,\but could this be the place where you and Olba landed up?\That's right.\Didn't I tell you? response:	First I've heard of it!
context: Urushihara...\Did you...\Wh-What?\You said this was a place where it'd be easy to open a gate,\but could this be the place where you and Olba landed up?\That's right.\Didn't I tell you?\First I've heard of it! response:	Anyway, Olba and me stayed there for a while,
context: Did you...\Wh-What?\You said this was a place where it'd be easy to open a gate,\but could this be the place where you and Olba landed up?\That's right.\Didn't I tell you?\First I've heard of it!\Anyway, Olba and me stayed there for a while, response:	but I left the console I was using back then.
context: Wh-What?\You said this was a place where it'd be easy to open a gate,\but could this be the place where you and Olba landed up?\That's right.\Didn't I tell you?\First I've heard of it!\Anyway, Olba and me stayed there for a while,\but I left the console I was using back then. response:	Urushihara...
context: You said this was a place where it'd be easy to open a gate,\but could this be the place where you and Olba landed up?\That's right.\Didn't I tell you?\First I've heard of it!\Anyway, Olba and me stayed there for a while,\but I left the console I was using back then.\Urushihara... response:	Did you do all this just so we could pick this up for you?
context: but could this be the place where you and Olba landed up?\That's right.\Didn't I tell you?\First I've heard of it!\Anyway, Olba and me stayed there for a while,\but I left the console I was using back then.\Urushihara...\Did you do all this just so we could pick this up for you? response:	I wouldn't dream of it!
context: That's right.\Didn't I tell you?\First I've heard of it!\Anyway, Olba and me stayed there for a while,\but I left the console I was using back then.\Urushihara...\Did you do all this just so we could pick this up for you?\I wouldn't dream of it! response:	I was just wondering if somebody opened a gate there and showed up.
context: Didn't I tell you?\First I've heard of it!\Anyway, Olba and me stayed there for a while,\but I left the console I was using back then.\Urushihara...\Did you do all this just so we could pick this up for you?\I wouldn't dream of it!\I was just wondering if somebody opened a gate there and showed up. response:	So did you find anything?
context: First I've heard of it!\Anyway, Olba and me stayed there for a while,\but I left the console I was using back then.\Urushihara...\Did you do all this just so we could pick this up for you?\I wouldn't dream of it!\I was just wondering if somebody opened a gate there and showed up.\So did you find anything? response:	If you didn't, hurry up and come back.
context: Anyway, Olba and me stayed there for a while,\but I left the console I was using back then.\Urushihara...\Did you do all this just so we could pick this up for you?\I wouldn't dream of it!\I was just wondering if somebody opened a gate there and showed up.\So did you find anything?\If you didn't, hurry up and come back. response:	I'm starving!
context: but I left the console I was using back then.\Urushihara...\Did you do all this just so we could pick this up for you?\I wouldn't dream of it!\I was just wondering if somebody opened a gate there and showed up.\So did you find anything?\If you didn't, hurry up and come back.\I'm starving! response:	A pork bowl's fine with me.
context: Urushihara...\Did you do all this just so we could pick this up for you?\I wouldn't dream of it!\I was just wondering if somebody opened a gate there and showed up.\So did you find anything?\If you didn't, hurry up and come back.\I'm starving!\A pork bowl's fine with me. response:	Urushihara's one cheeky cunt.
context: Did you do all this just so we could pick this up for you?\I wouldn't dream of it!\I was just wondering if somebody opened a gate there and showed up.\So did you find anything?\If you didn't, hurry up and come back.\I'm starving!\A pork bowl's fine with me.\Urushihara's one cheeky cunt. response:	What say we sell this console off?
context: I wouldn't dream of it!\I was just wondering if somebody opened a gate there and showed up.\So did you find anything?\If you didn't, hurry up and come back.\I'm starving!\A pork bowl's fine with me.\Urushihara's one cheeky cunt.\What say we sell this console off? response:	It'll cover a bit of our living expenses.
context: I was just wondering if somebody opened a gate there and showed up.\So did you find anything?\If you didn't, hurry up and come back.\I'm starving!\A pork bowl's fine with me.\Urushihara's one cheeky cunt.\What say we sell this console off?\It'll cover a bit of our living expenses. response:	Just how petty are you?
context: So did you find anything?\If you didn't, hurry up and come back.\I'm starving!\A pork bowl's fine with me.\Urushihara's one cheeky cunt.\What say we sell this console off?\It'll cover a bit of our living expenses.\Just how petty are you? response:	U don
context: If you didn't, hurry up and come back.\I'm starving!\A pork bowl's fine with me.\Urushihara's one cheeky cunt.\What say we sell this console off?\It'll cover a bit of our living expenses.\Just how petty are you?\U don response:	U don
