context: Mama? response:	Well, your father always picks you up, right?
context: Yoshii Masako\How I wonder what you are.\If you left Rin alone,\thinking she'd eventually even forget something painful like that...\Up above the world so high,\Like a diamond in the sky.\I have no scruples about hating you.\I want you to at least have had a good reason, response:	Twinkle, twinkle, little star,
context: How I wonder what you are.\If you left Rin alone,\thinking she'd eventually even forget something painful like that...\Up above the world so high,\Like a diamond in the sky.\I have no scruples about hating you.\I want you to at least have had a good reason,\Twinkle, twinkle, little star, response:	How I wonder what you are.
context: If you left Rin alone,\thinking she'd eventually even forget something painful like that...\Up above the world so high,\Like a diamond in the sky.\I have no scruples about hating you.\I want you to at least have had a good reason,\Twinkle, twinkle, little star,\How I wonder what you are. response:	but what could be a good reason for abandoning a child?
context: thinking she'd eventually even forget something painful like that...\Up above the world so high,\Like a diamond in the sky.\I have no scruples about hating you.\I want you to at least have had a good reason,\Twinkle, twinkle, little star,\How I wonder what you are.\but what could be a good reason for abandoning a child? response:	Study desk Study chair
context: Up above the world so high,\Like a diamond in the sky.\I have no scruples about hating you.\I want you to at least have had a good reason,\Twinkle, twinkle, little star,\How I wonder what you are.\but what could be a good reason for abandoning a child?\Study desk Study chair response:	This is cute!
context: Like a diamond in the sky.\I have no scruples about hating you.\I want you to at least have had a good reason,\Twinkle, twinkle, little star,\How I wonder what you are.\but what could be a good reason for abandoning a child?\Study desk Study chair\This is cute! response:	It's cute, but...
context: I have no scruples about hating you.\I want you to at least have had a good reason,\Twinkle, twinkle, little star,\How I wonder what you are.\but what could be a good reason for abandoning a child?\Study desk Study chair\This is cute!\It's cute, but... response:	But you're going to be using it for a long time, so we want something more...
context: I want you to at least have had a good reason,\Twinkle, twinkle, little star,\How I wonder what you are.\but what could be a good reason for abandoning a child?\Study desk Study chair\This is cute!\It's cute, but...\But you're going to be using it for a long time, so we want something more... response:	Oh, I know!
context: Twinkle, twinkle, little star,\How I wonder what you are.\but what could be a good reason for abandoning a child?\Study desk Study chair\This is cute!\It's cute, but...\But you're going to be using it for a long time, so we want something more...\Oh, I know! response:	A desk that looks like it's for a young lady would be better, don't you think?
context: How I wonder what you are.\but what could be a good reason for abandoning a child?\Study desk Study chair\This is cute!\It's cute, but...\But you're going to be using it for a long time, so we want something more...\Oh, I know!\A desk that looks like it's for a young lady would be better, don't you think? response:	Young lady?
context: but what could be a good reason for abandoning a child?\Study desk Study chair\This is cute!\It's cute, but...\But you're going to be using it for a long time, so we want something more...\Oh, I know!\A desk that looks like it's for a young lady would be better, don't you think?\Young lady? response:	Yeah! One that's for a young lady is good!
context: Study desk Study chair\This is cute!\It's cute, but...\But you're going to be using it for a long time, so we want something more...\Oh, I know!\A desk that looks like it's for a young lady would be better, don't you think?\Young lady?\Yeah! One that's for a young lady is good! response:	Yes!
context: This is cute!\It's cute, but...\But you're going to be using it for a long time, so we want something more...\Oh, I know!\A desk that looks like it's for a young lady would be better, don't you think?\Young lady?\Yeah! One that's for a young lady is good!\Yes! response:	You're sitting there again?
context: It's cute, but...\But you're going to be using it for a long time, so we want something more...\Oh, I know!\A desk that looks like it's for a young lady would be better, don't you think?\Young lady?\Yeah! One that's for a young lady is good!\Yes!\You're sitting there again? response:	Do I look like a young lady?
context: But you're going to be using it for a long time, so we want something more...\Oh, I know!\A desk that looks like it's for a young lady would be better, don't you think?\Young lady?\Yeah! One that's for a young lady is good!\Yes!\You're sitting there again?\Do I look like a young lady? response:	Yeah. And I think you could still use the desk
context: Oh, I know!\A desk that looks like it's for a young lady would be better, don't you think?\Young lady?\Yeah! One that's for a young lady is good!\Yes!\You're sitting there again?\Do I look like a young lady?\Yeah. And I think you could still use the desk response:	even when you're a high school student.
context: A desk that looks like it's for a young lady would be better, don't you think?\Young lady?\Yeah! One that's for a young lady is good!\Yes!\You're sitting there again?\Do I look like a young lady?\Yeah. And I think you could still use the desk\even when you're a high school student. response:	Is a high school student an adult?
context: Young lady?\Yeah! One that's for a young lady is good!\Yes!\You're sitting there again?\Do I look like a young lady?\Yeah. And I think you could still use the desk\even when you're a high school student.\Is a high school student an adult? response:	I guess half an adult...
context: Yeah! One that's for a young lady is good!\Yes!\You're sitting there again?\Do I look like a young lady?\Yeah. And I think you could still use the desk\even when you're a high school student.\Is a high school student an adult?\I guess half an adult... response:	Listen to me read!
context: Yes!\You're sitting there again?\Do I look like a young lady?\Yeah. And I think you could still use the desk\even when you're a high school student.\Is a high school student an adult?\I guess half an adult...\Listen to me read! response:	A girl went alone into a forest to play.
context: You're sitting there again?\Do I look like a young lady?\Yeah. And I think you could still use the desk\even when you're a high school student.\Is a high school student an adult?\I guess half an adult...\Listen to me read!\A girl went alone into a forest to play. response:	She lost her way and looked for the path to get back home,
context: Do I look like a young lady?\Yeah. And I think you could still use the desk\even when you're a high school student.\Is a high school student an adult?\I guess half an adult...\Listen to me read!\A girl went alone into a forest to play.\She lost her way and looked for the path to get back home, response:	but she just couldn't find it.
context: Yeah. And I think you could still use the desk\even when you're a high school student.\Is a high school student an adult?\I guess half an adult...\Listen to me read!\A girl went alone into a forest to play.\She lost her way and looked for the path to get back home,\but she just couldn't find it. response:	Suddenly, before she knew it, there was a tiny house in the forest.
context: even when you're a high school student.\Is a high school student an adult?\I guess half an adult...\Listen to me read!\A girl went alone into a forest to play.\She lost her way and looked for the path to get back home,\but she just couldn't find it.\Suddenly, before she knew it, there was a tiny house in the forest. response:	Is this Yoshii-san?
context: Is a high school student an adult?\I guess half an adult...\Listen to me read!\A girl went alone into a forest to play.\She lost her way and looked for the path to get back home,\but she just couldn't find it.\Suddenly, before she knew it, there was a tiny house in the forest.\Is this Yoshii-san? response:	Yes...
context: I guess half an adult...\Listen to me read!\A girl went alone into a forest to play.\She lost her way and looked for the path to get back home,\but she just couldn't find it.\Suddenly, before she knew it, there was a tiny house in the forest.\Is this Yoshii-san?\Yes... response:	A sunny early Sunday afternoon
context: Listen to me read!\A girl went alone into a forest to play.\She lost her way and looked for the path to get back home,\but she just couldn't find it.\Suddenly, before she knew it, there was a tiny house in the forest.\Is this Yoshii-san?\Yes...\A sunny early Sunday afternoon response:	Let's go somewhere today
context: A girl went alone into a forest to play.\She lost her way and looked for the path to get back home,\but she just couldn't find it.\Suddenly, before she knew it, there was a tiny house in the forest.\Is this Yoshii-san?\Yes...\A sunny early Sunday afternoon\Let's go somewhere today response:	It's the same road I'm used to traveling
context: She lost her way and looked for the path to get back home,\but she just couldn't find it.\Suddenly, before she knew it, there was a tiny house in the forest.\Is this Yoshii-san?\Yes...\A sunny early Sunday afternoon\Let's go somewhere today\It's the same road I'm used to traveling response:	But I can see it sparkling so bright
context: but she just couldn't find it.\Suddenly, before she knew it, there was a tiny house in the forest.\Is this Yoshii-san?\Yes...\A sunny early Sunday afternoon\Let's go somewhere today\It's the same road I'm used to traveling\But I can see it sparkling so bright response:	With the sun shining down its warmth
context: Suddenly, before she knew it, there was a tiny house in the forest.\Is this Yoshii-san?\Yes...\A sunny early Sunday afternoon\Let's go somewhere today\It's the same road I'm used to traveling\But I can see it sparkling so bright\With the sun shining down its warmth response:	And you here by my side...
context: Is this Yoshii-san?\Yes...\A sunny early Sunday afternoon\Let's go somewhere today\It's the same road I'm used to traveling\But I can see it sparkling so bright\With the sun shining down its warmth\And you here by my side... response:	I'm already high, high, high
context: Yes...\A sunny early Sunday afternoon\Let's go somewhere today\It's the same road I'm used to traveling\But I can see it sparkling so bright\With the sun shining down its warmth\And you here by my side...\I'm already high, high, high response:	I feel like dashing out
context: A sunny early Sunday afternoon\Let's go somewhere today\It's the same road I'm used to traveling\But I can see it sparkling so bright\With the sun shining down its warmth\And you here by my side...\I'm already high, high, high\I feel like dashing out response:	Sing, la, la, la
context: Let's go somewhere today\It's the same road I'm used to traveling\But I can see it sparkling so bright\With the sun shining down its warmth\And you here by my side...\I'm already high, high, high\I feel like dashing out\Sing, la, la, la response:	My voice out to forever
context: It's the same road I'm used to traveling\But I can see it sparkling so bright\With the sun shining down its warmth\And you here by my side...\I'm already high, high, high\I feel like dashing out\Sing, la, la, la\My voice out to forever response:	I'm already high, high, high
context: But I can see it sparkling so bright\With the sun shining down its warmth\And you here by my side...\I'm already high, high, high\I feel like dashing out\Sing, la, la, la\My voice out to forever\I'm already high, high, high response:	Ride the dancing wind
context: With the sun shining down its warmth\And you here by my side...\I'm already high, high, high\I feel like dashing out\Sing, la, la, la\My voice out to forever\I'm already high, high, high\Ride the dancing wind response:	Sing, la, la, la
context: And you here by my side...\I'm already high, high, high\I feel like dashing out\Sing, la, la, la\My voice out to forever\I'm already high, high, high\Ride the dancing wind\Sing, la, la, la response:	My voice springs up
context: I'm already high, high, high\I feel like dashing out\Sing, la, la, la\My voice out to forever\I'm already high, high, high\Ride the dancing wind\Sing, la, la, la\My voice springs up response:	This is cute, isn't it?
context: I feel like dashing out\Sing, la, la, la\My voice out to forever\I'm already high, high, high\Ride the dancing wind\Sing, la, la, la\My voice springs up\This is cute, isn't it? response:	Again?! Rin!
context: Sing, la, la, la\My voice out to forever\I'm already high, high, high\Ride the dancing wind\Sing, la, la, la\My voice springs up\This is cute, isn't it?\Again?! Rin! response:	Rin!
context: My voice out to forever\I'm already high, high, high\Ride the dancing wind\Sing, la, la, la\My voice springs up\This is cute, isn't it?\Again?! Rin!\Rin! response:	Hey!
context: I'm already high, high, high\Ride the dancing wind\Sing, la, la, la\My voice springs up\This is cute, isn't it?\Again?! Rin!\Rin!\Hey! response:	Daikichi...
context: Ride the dancing wind\Sing, la, la, la\My voice springs up\This is cute, isn't it?\Again?! Rin!\Rin!\Hey!\Daikichi... response:	I told you not to run off on your own like that!
context: Sing, la, la, la\My voice springs up\This is cute, isn't it?\Again?! Rin!\Rin!\Hey!\Daikichi...\I told you not to run off on your own like that! response:	Okay...
context: My voice springs up\This is cute, isn't it?\Again?! Rin!\Rin!\Hey!\Daikichi...\I told you not to run off on your own like that!\Okay... response:	What's that?
context: This is cute, isn't it?\Again?! Rin!\Rin!\Hey!\Daikichi...\I told you not to run off on your own like that!\Okay...\What's that? response:	It can make me into a young lady!
context: Again?! Rin!\Rin!\Hey!\Daikichi...\I told you not to run off on your own like that!\Okay...\What's that?\It can make me into a young lady! response:	Forget it!
context: Rin!\Hey!\Daikichi...\I told you not to run off on your own like that!\Okay...\What's that?\It can make me into a young lady!\Forget it! response:	This is for much later!
context: Hey!\Daikichi...\I told you not to run off on your own like that!\Okay...\What's that?\It can make me into a young lady!\Forget it!\This is for much later! response:	Why?
