context: Kiss Him, Not Me response:	I'm at a Disadvantage
context: Ruby's still not here?\Not yet.\We don't have a choice. Have the stand-in get ready.\I'm sorry!\I'm late.\How do you feel? Are you okay?\Yup. I'm in tip-top form.\Then go get changed. response:	You really came.
context: Not yet.\We don't have a choice. Have the stand-in get ready.\I'm sorry!\I'm late.\How do you feel? Are you okay?\Yup. I'm in tip-top form.\Then go get changed.\You really came. response:	Ah, I'm sorry.
context: We don't have a choice. Have the stand-in get ready.\I'm sorry!\I'm late.\How do you feel? Are you okay?\Yup. I'm in tip-top form.\Then go get changed.\You really came.\Ah, I'm sorry. response:	Um, I know you were acting strange because of your fever,
context: I'm sorry!\I'm late.\How do you feel? Are you okay?\Yup. I'm in tip-top form.\Then go get changed.\You really came.\Ah, I'm sorry.\Um, I know you were acting strange because of your fever, response:	so don't worry about it.
context: I'm late.\How do you feel? Are you okay?\Yup. I'm in tip-top form.\Then go get changed.\You really came.\Ah, I'm sorry.\Um, I know you were acting strange because of your fever,\so don't worry about it. response:	But, I'm still scared.
context: How do you feel? Are you okay?\Yup. I'm in tip-top form.\Then go get changed.\You really came.\Ah, I'm sorry.\Um, I know you were acting strange because of your fever,\so don't worry about it.\But, I'm still scared. response:	Yeah, of course.
context: Yup. I'm in tip-top form.\Then go get changed.\You really came.\Ah, I'm sorry.\Um, I know you were acting strange because of your fever,\so don't worry about it.\But, I'm still scared.\Yeah, of course. response:	But... Thanks for coming.
context: Then go get changed.\You really came.\Ah, I'm sorry.\Um, I know you were acting strange because of your fever,\so don't worry about it.\But, I'm still scared.\Yeah, of course.\But... Thanks for coming. response:	Winter Break
context: You really came.\Ah, I'm sorry.\Um, I know you were acting strange because of your fever,\so don't worry about it.\But, I'm still scared.\Yeah, of course.\But... Thanks for coming.\Winter Break response:	Puri Puri Moon Diamond Show
context: Ah, I'm sorry.\Um, I know you were acting strange because of your fever,\so don't worry about it.\But, I'm still scared.\Yeah, of course.\But... Thanks for coming.\Winter Break\Puri Puri Moon Diamond Show response:	It's packed.
context: Um, I know you were acting strange because of your fever,\so don't worry about it.\But, I'm still scared.\Yeah, of course.\But... Thanks for coming.\Winter Break\Puri Puri Moon Diamond Show\It's packed. response:	We'll have to stand.
context: so don't worry about it.\But, I'm still scared.\Yeah, of course.\But... Thanks for coming.\Winter Break\Puri Puri Moon Diamond Show\It's packed.\We'll have to stand. response:	The front seats are reserved for the little kids.
context: But, I'm still scared.\Yeah, of course.\But... Thanks for coming.\Winter Break\Puri Puri Moon Diamond Show\It's packed.\We'll have to stand.\The front seats are reserved for the little kids. response:	There are quite a few big kids, too.
context: Yeah, of course.\But... Thanks for coming.\Winter Break\Puri Puri Moon Diamond Show\It's packed.\We'll have to stand.\The front seats are reserved for the little kids.\There are quite a few big kids, too. response:	Huh? We lined up properly.
context: But... Thanks for coming.\Winter Break\Puri Puri Moon Diamond Show\It's packed.\We'll have to stand.\The front seats are reserved for the little kids.\There are quite a few big kids, too.\Huh? We lined up properly. response:	First come, first serve, right?
context: Winter Break\Puri Puri Moon Diamond Show\It's packed.\We'll have to stand.\The front seats are reserved for the little kids.\There are quite a few big kids, too.\Huh? We lined up properly.\First come, first serve, right? response:	You have a problem with that?
context: Puri Puri Moon Diamond Show\It's packed.\We'll have to stand.\The front seats are reserved for the little kids.\There are quite a few big kids, too.\Huh? We lined up properly.\First come, first serve, right?\You have a problem with that? response:	Th-Then, please watch quietly.
context: It's packed.\We'll have to stand.\The front seats are reserved for the little kids.\There are quite a few big kids, too.\Huh? We lined up properly.\First come, first serve, right?\You have a problem with that?\Th-Then, please watch quietly. response:	Ugh, those guys are at it again.
context: We'll have to stand.\The front seats are reserved for the little kids.\There are quite a few big kids, too.\Huh? We lined up properly.\First come, first serve, right?\You have a problem with that?\Th-Then, please watch quietly.\Ugh, those guys are at it again. response:	Those three really have a bad rep.
context: The front seats are reserved for the little kids.\There are quite a few big kids, too.\Huh? We lined up properly.\First come, first serve, right?\You have a problem with that?\Th-Then, please watch quietly.\Ugh, those guys are at it again.\Those three really have a bad rep. response:	All right everyone, let's call for Puri Puri Moon as loud as we can!
context: There are quite a few big kids, too.\Huh? We lined up properly.\First come, first serve, right?\You have a problem with that?\Th-Then, please watch quietly.\Ugh, those guys are at it again.\Those three really have a bad rep.\All right everyone, let's call for Puri Puri Moon as loud as we can! response:	Puri Puri Moon!
context: Huh? We lined up properly.\First come, first serve, right?\You have a problem with that?\Th-Then, please watch quietly.\Ugh, those guys are at it again.\Those three really have a bad rep.\All right everyone, let's call for Puri Puri Moon as loud as we can!\Puri Puri Moon! response:	Iga
context: First come, first serve, right?\You have a problem with that?\Th-Then, please watch quietly.\Ugh, those guys are at it again.\Those three really have a bad rep.\All right everyone, let's call for Puri Puri Moon as loud as we can!\Puri Puri Moon!\Iga response:	Ni
context: You have a problem with that?\Th-Then, please watch quietly.\Ugh, those guys are at it again.\Those three really have a bad rep.\All right everyone, let's call for Puri Puri Moon as loud as we can!\Puri Puri Moon!\Iga\Ni response:	Mu
context: Th-Then, please watch quietly.\Ugh, those guys are at it again.\Those three really have a bad rep.\All right everyone, let's call for Puri Puri Moon as loud as we can!\Puri Puri Moon!\Iga\Ni\Mu response:	Shi
context: Ugh, those guys are at it again.\Those three really have a bad rep.\All right everyone, let's call for Puri Puri Moon as loud as we can!\Puri Puri Moon!\Iga\Ni\Mu\Shi response:	Oh, it's that kind of show.
context: Those three really have a bad rep.\All right everyone, let's call for Puri Puri Moon as loud as we can!\Puri Puri Moon!\Iga\Ni\Mu\Shi\Oh, it's that kind of show. response:	Puri Puri Moon Moon Puri Moon Moon!
context: All right everyone, let's call for Puri Puri Moon as loud as we can!\Puri Puri Moon!\Iga\Ni\Mu\Shi\Oh, it's that kind of show.\Puri Puri Moon Moon Puri Moon Moon! response:	Puri Puri Moon Moon Puri Moon Moon!
context: Puri Puri Moon!\Iga\Ni\Mu\Shi\Oh, it's that kind of show.\Puri Puri Moon Moon Puri Moon Moon!\Puri Puri Moon Moon Puri Moon Moon! response:	Please sit
context: Iga\Ni\Mu\Shi\Oh, it's that kind of show.\Puri Puri Moon Moon Puri Moon Moon!\Puri Puri Moon Moon Puri Moon Moon!\Please sit response:	Diamond's panties!
context: Ni\Mu\Shi\Oh, it's that kind of show.\Puri Puri Moon Moon Puri Moon Moon!\Puri Puri Moon Moon Puri Moon Moon!\Please sit\Diamond's panties! response:	Look over here!
context: Mu\Shi\Oh, it's that kind of show.\Puri Puri Moon Moon Puri Moon Moon!\Puri Puri Moon Moon Puri Moon Moon!\Please sit\Diamond's panties!\Look over here! response:	We can't see!
context: Shi\Oh, it's that kind of show.\Puri Puri Moon Moon Puri Moon Moon!\Puri Puri Moon Moon Puri Moon Moon!\Please sit\Diamond's panties!\Look over here!\We can't see! response:	Hey, move!
context: Oh, it's that kind of show.\Puri Puri Moon Moon Puri Moon Moon!\Puri Puri Moon Moon Puri Moon Moon!\Please sit\Diamond's panties!\Look over here!\We can't see!\Hey, move! response:	Diamond-chan!
context: Puri Puri Moon Moon Puri Moon Moon!\Puri Puri Moon Moon Puri Moon Moon!\Please sit\Diamond's panties!\Look over here!\We can't see!\Hey, move!\Diamond-chan! response:	Diamond!
context: Puri Puri Moon Moon Puri Moon Moon!\Please sit\Diamond's panties!\Look over here!\We can't see!\Hey, move!\Diamond-chan!\Diamond! response:	Puri Puri Moon, it seems I have an enemy
context: Please sit\Diamond's panties!\Look over here!\We can't see!\Hey, move!\Diamond-chan!\Diamond!\Puri Puri Moon, it seems I have an enemy response:	I must deal with before facing you.
context: Diamond's panties!\Look over here!\We can't see!\Hey, move!\Diamond-chan!\Diamond!\Puri Puri Moon, it seems I have an enemy\I must deal with before facing you. response:	How about we call a truce for now?
context: Look over here!\We can't see!\Hey, move!\Diamond-chan!\Diamond!\Puri Puri Moon, it seems I have an enemy\I must deal with before facing you.\How about we call a truce for now? response:	Nanashima-kun!
context: We can't see!\Hey, move!\Diamond-chan!\Diamond!\Puri Puri Moon, it seems I have an enemy\I must deal with before facing you.\How about we call a truce for now?\Nanashima-kun! response:	This isn't in the script. What should I do?
context: Hey, move!\Diamond-chan!\Diamond!\Puri Puri Moon, it seems I have an enemy\I must deal with before facing you.\How about we call a truce for now?\Nanashima-kun!\This isn't in the script. What should I do? response:	Let me handle it.
context: Diamond-chan!\Diamond!\Puri Puri Moon, it seems I have an enemy\I must deal with before facing you.\How about we call a truce for now?\Nanashima-kun!\This isn't in the script. What should I do?\Let me handle it. response:	Don't worry about it.
context: Diamond!\Puri Puri Moon, it seems I have an enemy\I must deal with before facing you.\How about we call a truce for now?\Nanashima-kun!\This isn't in the script. What should I do?\Let me handle it.\Don't worry about it. response:	Oh? Puri Puri Moon and the Dark Prince have formed the Dream Team!
context: Puri Puri Moon, it seems I have an enemy\I must deal with before facing you.\How about we call a truce for now?\Nanashima-kun!\This isn't in the script. What should I do?\Let me handle it.\Don't worry about it.\Oh? Puri Puri Moon and the Dark Prince have formed the Dream Team! response:	Everyone, let's cheer them on!
context: I must deal with before facing you.\How about we call a truce for now?\Nanashima-kun!\This isn't in the script. What should I do?\Let me handle it.\Don't worry about it.\Oh? Puri Puri Moon and the Dark Prince have formed the Dream Team!\Everyone, let's cheer them on! response:	Do your best!
context: How about we call a truce for now?\Nanashima-kun!\This isn't in the script. What should I do?\Let me handle it.\Don't worry about it.\Oh? Puri Puri Moon and the Dark Prince have formed the Dream Team!\Everyone, let's cheer them on!\Do your best! response:	Onii-chan!
context: Nanashima-kun!\This isn't in the script. What should I do?\Let me handle it.\Don't worry about it.\Oh? Puri Puri Moon and the Dark Prince have formed the Dream Team!\Everyone, let's cheer them on!\Do your best!\Onii-chan! response:	Now, fools, begone!
context: This isn't in the script. What should I do?\Let me handle it.\Don't worry about it.\Oh? Puri Puri Moon and the Dark Prince have formed the Dream Team!\Everyone, let's cheer them on!\Do your best!\Onii-chan!\Now, fools, begone! response:	What was that?!
context: Let me handle it.\Don't worry about it.\Oh? Puri Puri Moon and the Dark Prince have formed the Dream Team!\Everyone, let's cheer them on!\Do your best!\Onii-chan!\Now, fools, begone!\What was that?! response:	Don't get in our way!
context: Don't worry about it.\Oh? Puri Puri Moon and the Dark Prince have formed the Dream Team!\Everyone, let's cheer them on!\Do your best!\Onii-chan!\Now, fools, begone!\What was that?!\Don't get in our way! response:	Watch out!
context: Oh? Puri Puri Moon and the Dark Prince have formed the Dream Team!\Everyone, let's cheer them on!\Do your best!\Onii-chan!\Now, fools, begone!\What was that?!\Don't get in our way!\Watch out! response:	Nanashima-kun!
context: Everyone, let's cheer them on!\Do your best!\Onii-chan!\Now, fools, begone!\What was that?!\Don't get in our way!\Watch out!\Nanashima-kun! response:	Are you okay?
context: Do your best!\Onii-chan!\Now, fools, begone!\What was that?!\Don't get in our way!\Watch out!\Nanashima-kun!\Are you okay? response:	Serinuma... Thank you.
context: Onii-chan!\Now, fools, begone!\What was that?!\Don't get in our way!\Watch out!\Nanashima-kun!\Are you okay?\Serinuma... Thank you. response:	How dare you touch my Ruby!
context: Now, fools, begone!\What was that?!\Don't get in our way!\Watch out!\Nanashima-kun!\Are you okay?\Serinuma... Thank you.\How dare you touch my Ruby! response:	I swear I will never again hurt you.
context: What was that?!\Don't get in our way!\Watch out!\Nanashima-kun!\Are you okay?\Serinuma... Thank you.\How dare you touch my Ruby!\I swear I will never again hurt you. response:	Nanashima-kun... I mean, Dark Prince!
context: Don't get in our way!\Watch out!\Nanashima-kun!\Are you okay?\Serinuma... Thank you.\How dare you touch my Ruby!\I swear I will never again hurt you.\Nanashima-kun... I mean, Dark Prince! response:	Let's go!
context: Watch out!\Nanashima-kun!\Are you okay?\Serinuma... Thank you.\How dare you touch my Ruby!\I swear I will never again hurt you.\Nanashima-kun... I mean, Dark Prince!\Let's go! response:	Understood!
context: Nanashima-kun!\Are you okay?\Serinuma... Thank you.\How dare you touch my Ruby!\I swear I will never again hurt you.\Nanashima-kun... I mean, Dark Prince!\Let's go!\Understood! response:	Dark Moonlight...
context: Are you okay?\Serinuma... Thank you.\How dare you touch my Ruby!\I swear I will never again hurt you.\Nanashima-kun... I mean, Dark Prince!\Let's go!\Understood!\Dark Moonlight... response:	Attack!
context: Serinuma... Thank you.\How dare you touch my Ruby!\I swear I will never again hurt you.\Nanashima-kun... I mean, Dark Prince!\Let's go!\Understood!\Dark Moonlight...\Attack! response:	Victory for the Dream Team!
context: How dare you touch my Ruby!\I swear I will never again hurt you.\Nanashima-kun... I mean, Dark Prince!\Let's go!\Understood!\Dark Moonlight...\Attack!\Victory for the Dream Team! response:	Yay!
context: I swear I will never again hurt you.\Nanashima-kun... I mean, Dark Prince!\Let's go!\Understood!\Dark Moonlight...\Attack!\Victory for the Dream Team!\Yay! response:	Good job. Now it's time for the group dance.
context: Nanashima-kun... I mean, Dark Prince!\Let's go!\Understood!\Dark Moonlight...\Attack!\Victory for the Dream Team!\Yay!\Good job. Now it's time for the group dance. response:	Sorry, Director.
context: Let's go!\Understood!\Dark Moonlight...\Attack!\Victory for the Dream Team!\Yay!\Good job. Now it's time for the group dance.\Sorry, Director. response:	I think I sprained my ankle in that fall.
context: Understood!\Dark Moonlight...\Attack!\Victory for the Dream Team!\Yay!\Good job. Now it's time for the group dance.\Sorry, Director.\I think I sprained my ankle in that fall. response:	What about your sub?
context: Dark Moonlight...\Attack!\Victory for the Dream Team!\Yay!\Good job. Now it's time for the group dance.\Sorry, Director.\I think I sprained my ankle in that fall.\What about your sub? response:	I'm the only one here today.
context: Attack!\Victory for the Dream Team!\Yay!\Good job. Now it's time for the group dance.\Sorry, Director.\I think I sprained my ankle in that fall.\What about your sub?\I'm the only one here today. response:	I'll do the dance!
context: Victory for the Dream Team!\Yay!\Good job. Now it's time for the group dance.\Sorry, Director.\I think I sprained my ankle in that fall.\What about your sub?\I'm the only one here today.\I'll do the dance! response:	Let me do it!
context: Yay!\Good job. Now it's time for the group dance.\Sorry, Director.\I think I sprained my ankle in that fall.\What about your sub?\I'm the only one here today.\I'll do the dance!\Let me do it! response:	It's the group dance you've all been waiting for!
context: Good job. Now it's time for the group dance.\Sorry, Director.\I think I sprained my ankle in that fall.\What about your sub?\I'm the only one here today.\I'll do the dance!\Let me do it!\It's the group dance you've all been waiting for! response:	Let's all dance together!
context: Sorry, Director.\I think I sprained my ankle in that fall.\What about your sub?\I'm the only one here today.\I'll do the dance!\Let me do it!\It's the group dance you've all been waiting for!\Let's all dance together! response:	Puri Puri Puri Moon!
context: I think I sprained my ankle in that fall.\What about your sub?\I'm the only one here today.\I'll do the dance!\Let me do it!\It's the group dance you've all been waiting for!\Let's all dance together!\Puri Puri Puri Moon! response:	Sparkle, shine!
context: What about your sub?\I'm the only one here today.\I'll do the dance!\Let me do it!\It's the group dance you've all been waiting for!\Let's all dance together!\Puri Puri Puri Moon!\Sparkle, shine! response:	My smile is my gem!
context: I'm the only one here today.\I'll do the dance!\Let me do it!\It's the group dance you've all been waiting for!\Let's all dance together!\Puri Puri Puri Moon!\Sparkle, shine!\My smile is my gem! response:	An innocent girl's heart is a full moon.
context: I'll do the dance!\Let me do it!\It's the group dance you've all been waiting for!\Let's all dance together!\Puri Puri Puri Moon!\Sparkle, shine!\My smile is my gem!\An innocent girl's heart is a full moon. response:	Every day!
context: Let me do it!\It's the group dance you've all been waiting for!\Let's all dance together!\Puri Puri Puri Moon!\Sparkle, shine!\My smile is my gem!\An innocent girl's heart is a full moon.\Every day! response:	Heart!
context: It's the group dance you've all been waiting for!\Let's all dance together!\Puri Puri Puri Moon!\Sparkle, shine!\My smile is my gem!\An innocent girl's heart is a full moon.\Every day!\Heart! response:	Spread your arms wide
context: Let's all dance together!\Puri Puri Puri Moon!\Sparkle, shine!\My smile is my gem!\An innocent girl's heart is a full moon.\Every day!\Heart!\Spread your arms wide response:	and you can fly all the way to the moon!
context: Puri Puri Puri Moon!\Sparkle, shine!\My smile is my gem!\An innocent girl's heart is a full moon.\Every day!\Heart!\Spread your arms wide\and you can fly all the way to the moon! response:	Puri Puri Puri Moon,
context: Sparkle, shine!\My smile is my gem!\An innocent girl's heart is a full moon.\Every day!\Heart!\Spread your arms wide\and you can fly all the way to the moon!\Puri Puri Puri Moon, response:	tomorrow we'll also be Puri Puri Puri Moon!
context: My smile is my gem!\An innocent girl's heart is a full moon.\Every day!\Heart!\Spread your arms wide\and you can fly all the way to the moon!\Puri Puri Puri Moon,\tomorrow we'll also be Puri Puri Puri Moon! response:	Good job!
context: An innocent girl's heart is a full moon.\Every day!\Heart!\Spread your arms wide\and you can fly all the way to the moon!\Puri Puri Puri Moon,\tomorrow we'll also be Puri Puri Puri Moon!\Good job! response:	Nanashima-kun, I'll believe what you said out there.
context: Every day!\Heart!\Spread your arms wide\and you can fly all the way to the moon!\Puri Puri Puri Moon,\tomorrow we'll also be Puri Puri Puri Moon!\Good job!\Nanashima-kun, I'll believe what you said out there. response:	Right. It's a promise.
context: Heart!\Spread your arms wide\and you can fly all the way to the moon!\Puri Puri Puri Moon,\tomorrow we'll also be Puri Puri Puri Moon!\Good job!\Nanashima-kun, I'll believe what you said out there.\Right. It's a promise. response:	Onii-chan!
context: Spread your arms wide\and you can fly all the way to the moon!\Puri Puri Puri Moon,\tomorrow we'll also be Puri Puri Puri Moon!\Good job!\Nanashima-kun, I'll believe what you said out there.\Right. It's a promise.\Onii-chan! response:	Good job!
context: and you can fly all the way to the moon!\Puri Puri Puri Moon,\tomorrow we'll also be Puri Puri Puri Moon!\Good job!\Nanashima-kun, I'll believe what you said out there.\Right. It's a promise.\Onii-chan!\Good job! response:	I knew it! You were Diamond during the group dance!
context: Puri Puri Puri Moon,\tomorrow we'll also be Puri Puri Puri Moon!\Good job!\Nanashima-kun, I'll believe what you said out there.\Right. It's a promise.\Onii-chan!\Good job!\I knew it! You were Diamond during the group dance! response:	I could tell!
context: tomorrow we'll also be Puri Puri Puri Moon!\Good job!\Nanashima-kun, I'll believe what you said out there.\Right. It's a promise.\Onii-chan!\Good job!\I knew it! You were Diamond during the group dance!\I could tell! response:	Oh, really?
context: Good job!\Nanashima-kun, I'll believe what you said out there.\Right. It's a promise.\Onii-chan!\Good job!\I knew it! You were Diamond during the group dance!\I could tell!\Oh, really? response:	Good boy! You did well!
context: Nanashima-kun, I'll believe what you said out there.\Right. It's a promise.\Onii-chan!\Good job!\I knew it! You were Diamond during the group dance!\I could tell!\Oh, really?\Good boy! You did well! response:	Thank you, Kirari.
context: Right. It's a promise.\Onii-chan!\Good job!\I knew it! You were Diamond during the group dance!\I could tell!\Oh, really?\Good boy! You did well!\Thank you, Kirari. response:	Wh-What's with that getup?
context: Onii-chan!\Good job!\I knew it! You were Diamond during the group dance!\I could tell!\Oh, really?\Good boy! You did well!\Thank you, Kirari.\Wh-What's with that getup? response:	It's great.
context: Good job!\I knew it! You were Diamond during the group dance!\I could tell!\Oh, really?\Good boy! You did well!\Thank you, Kirari.\Wh-What's with that getup?\It's great. response:	You look cute.
context: I knew it! You were Diamond during the group dance!\I could tell!\Oh, really?\Good boy! You did well!\Thank you, Kirari.\Wh-What's with that getup?\It's great.\You look cute. response:	You jerks! I didn't have a choice!
context: I could tell!\Oh, really?\Good boy! You did well!\Thank you, Kirari.\Wh-What's with that getup?\It's great.\You look cute.\You jerks! I didn't have a choice! response:	You really do look lame.
context: Oh, really?\Good boy! You did well!\Thank you, Kirari.\Wh-What's with that getup?\It's great.\You look cute.\You jerks! I didn't have a choice!\You really do look lame. response:	Don't say that so earnestly!
context: Good boy! You did well!\Thank you, Kirari.\Wh-What's with that getup?\It's great.\You look cute.\You jerks! I didn't have a choice!\You really do look lame.\Don't say that so earnestly! response:	I know this really must look so lame, though.
context: Thank you, Kirari.\Wh-What's with that getup?\It's great.\You look cute.\You jerks! I didn't have a choice!\You really do look lame.\Don't say that so earnestly!\I know this really must look so lame, though. response:	This is why I'm falling behind.
context: Wh-What's with that getup?\It's great.\You look cute.\You jerks! I didn't have a choice!\You really do look lame.\Don't say that so earnestly!\I know this really must look so lame, though.\This is why I'm falling behind. response:	I want some pics. Can you strike a pose?
context: It's great.\You look cute.\You jerks! I didn't have a choice!\You really do look lame.\Don't say that so earnestly!\I know this really must look so lame, though.\This is why I'm falling behind.\I want some pics. Can you strike a pose? response:	No way!
context: You look cute.\You jerks! I didn't have a choice!\You really do look lame.\Don't say that so earnestly!\I know this really must look so lame, though.\This is why I'm falling behind.\I want some pics. Can you strike a pose?\No way! response:	Princess Usamimi is a hundred times better than this.
context: You jerks! I didn't have a choice!\You really do look lame.\Don't say that so earnestly!\I know this really must look so lame, though.\This is why I'm falling behind.\I want some pics. Can you strike a pose?\No way!\Princess Usamimi is a hundred times better than this. response:	You're both very cute.
context: You really do look lame.\Don't say that so earnestly!\I know this really must look so lame, though.\This is why I'm falling behind.\I want some pics. Can you strike a pose?\No way!\Princess Usamimi is a hundred times better than this.\You're both very cute. response:	Cute! Er, not. But it's still cute!
context: Don't say that so earnestly!\I know this really must look so lame, though.\This is why I'm falling behind.\I want some pics. Can you strike a pose?\No way!\Princess Usamimi is a hundred times better than this.\You're both very cute.\Cute! Er, not. But it's still cute! response:	You too, Kirari?!
context: I know this really must look so lame, though.\This is why I'm falling behind.\I want some pics. Can you strike a pose?\No way!\Princess Usamimi is a hundred times better than this.\You're both very cute.\Cute! Er, not. But it's still cute!\You too, Kirari?! response:	Just cut it out!
context: This is why I'm falling behind.\I want some pics. Can you strike a pose?\No way!\Princess Usamimi is a hundred times better than this.\You're both very cute.\Cute! Er, not. But it's still cute!\You too, Kirari?!\Just cut it out! response:	Nanashima-kun was really cool today.
context: I want some pics. Can you strike a pose?\No way!\Princess Usamimi is a hundred times better than this.\You're both very cute.\Cute! Er, not. But it's still cute!\You too, Kirari?!\Just cut it out!\Nanashima-kun was really cool today. response:	Boys can be scary, but they can also be very dependable!
context: No way!\Princess Usamimi is a hundred times better than this.\You're both very cute.\Cute! Er, not. But it's still cute!\You too, Kirari?!\Just cut it out!\Nanashima-kun was really cool today.\Boys can be scary, but they can also be very dependable! response:	Isn't that weird?
context: Princess Usamimi is a hundred times better than this.\You're both very cute.\Cute! Er, not. But it's still cute!\You too, Kirari?!\Just cut it out!\Nanashima-kun was really cool today.\Boys can be scary, but they can also be very dependable!\Isn't that weird? response:	We're sorry.
context: You're both very cute.\Cute! Er, not. But it's still cute!\You too, Kirari?!\Just cut it out!\Nanashima-kun was really cool today.\Boys can be scary, but they can also be very dependable!\Isn't that weird?\We're sorry. response:	Serinuma-san, I put everything together for the history club,
context: Cute! Er, not. But it's still cute!\You too, Kirari?!\Just cut it out!\Nanashima-kun was really cool today.\Boys can be scary, but they can also be very dependable!\Isn't that weird?\We're sorry.\Serinuma-san, I put everything together for the history club, response:	but I'd like you to draw something.
context: You too, Kirari?!\Just cut it out!\Nanashima-kun was really cool today.\Boys can be scary, but they can also be very dependable!\Isn't that weird?\We're sorry.\Serinuma-san, I put everything together for the history club,\but I'd like you to draw something. response:	An illustration? Sure!
context: Just cut it out!\Nanashima-kun was really cool today.\Boys can be scary, but they can also be very dependable!\Isn't that weird?\We're sorry.\Serinuma-san, I put everything together for the history club,\but I'd like you to draw something.\An illustration? Sure! response:	What a relief. I'm just terrible at drawing.
context: Nanashima-kun was really cool today.\Boys can be scary, but they can also be very dependable!\Isn't that weird?\We're sorry.\Serinuma-san, I put everything together for the history club,\but I'd like you to draw something.\An illustration? Sure!\What a relief. I'm just terrible at drawing. response:	Is that right?
context: Boys can be scary, but they can also be very dependable!\Isn't that weird?\We're sorry.\Serinuma-san, I put everything together for the history club,\but I'd like you to draw something.\An illustration? Sure!\What a relief. I'm just terrible at drawing.\Is that right? response:	You seemed like the kind of person who could do anything.
context: Isn't that weird?\We're sorry.\Serinuma-san, I put everything together for the history club,\but I'd like you to draw something.\An illustration? Sure!\What a relief. I'm just terrible at drawing.\Is that right?\You seemed like the kind of person who could do anything. response:	That's not true at all.
context: We're sorry.\Serinuma-san, I put everything together for the history club,\but I'd like you to draw something.\An illustration? Sure!\What a relief. I'm just terrible at drawing.\Is that right?\You seemed like the kind of person who could do anything.\That's not true at all. response:	When I was little, I couldn't tell my left from my right.
context: Serinuma-san, I put everything together for the history club,\but I'd like you to draw something.\An illustration? Sure!\What a relief. I'm just terrible at drawing.\Is that right?\You seemed like the kind of person who could do anything.\That's not true at all.\When I was little, I couldn't tell my left from my right. response:	Oh, and I couldn't remember how to move each shogi piece.
context: but I'd like you to draw something.\An illustration? Sure!\What a relief. I'm just terrible at drawing.\Is that right?\You seemed like the kind of person who could do anything.\That's not true at all.\When I was little, I couldn't tell my left from my right.\Oh, and I couldn't remember how to move each shogi piece. response:	Huh? You play shogi?!
context: An illustration? Sure!\What a relief. I'm just terrible at drawing.\Is that right?\You seemed like the kind of person who could do anything.\That's not true at all.\When I was little, I couldn't tell my left from my right.\Oh, and I couldn't remember how to move each shogi piece.\Huh? You play shogi?! response:	I'm not good at all, though.
context: What a relief. I'm just terrible at drawing.\Is that right?\You seemed like the kind of person who could do anything.\That's not true at all.\When I was little, I couldn't tell my left from my right.\Oh, and I couldn't remember how to move each shogi piece.\Huh? You play shogi?!\I'm not good at all, though. response:	December comes in like a tiger! It's here!
context: Is that right?\You seemed like the kind of person who could do anything.\That's not true at all.\When I was little, I couldn't tell my left from my right.\Oh, and I couldn't remember how to move each shogi piece.\Huh? You play shogi?!\I'm not good at all, though.\December comes in like a tiger! It's here! response:	Next time: The Beach! Bathing Suits! Time to Get Serious!
context: You seemed like the kind of person who could do anything.\That's not true at all.\When I was little, I couldn't tell my left from my right.\Oh, and I couldn't remember how to move each shogi piece.\Huh? You play shogi?!\I'm not good at all, though.\December comes in like a tiger! It's here!\Next time: The Beach! Bathing Suits! Time to Get Serious! response:	Look forward to it!
context: That's not true at all.\When I was little, I couldn't tell my left from my right.\Oh, and I couldn't remember how to move each shogi piece.\Huh? You play shogi?!\I'm not good at all, though.\December comes in like a tiger! It's here!\Next time: The Beach! Bathing Suits! Time to Get Serious!\Look forward to it! response:	If you ask me, you're the one
