context: July 15th (Thurs) 4:43 PM response:	It's open. Come in.
context: What should I do?\Mom and I are going to be killed eventually.\What am I supposed to do?!\Do you mind if I join you...\in the bath, Hayato?\It's been a while.\I-I'm gonna head out now.\Oh, come on. response:	We're family, after all...
context: Mom and I are going to be killed eventually.\What am I supposed to do?!\Do you mind if I join you...\in the bath, Hayato?\It's been a while.\I-I'm gonna head out now.\Oh, come on.\We're family, after all... response:	Wh-What does he want?
context: What am I supposed to do?!\Do you mind if I join you...\in the bath, Hayato?\It's been a while.\I-I'm gonna head out now.\Oh, come on.\We're family, after all...\Wh-What does he want? response:	I'll be in trouble if he finds this tape.
context: Do you mind if I join you...\in the bath, Hayato?\It's been a while.\I-I'm gonna head out now.\Oh, come on.\We're family, after all...\Wh-What does he want?\I'll be in trouble if he finds this tape. response:	I'm sorry, Hayato, but could you let go of the bucket?
context: in the bath, Hayato?\It's been a while.\I-I'm gonna head out now.\Oh, come on.\We're family, after all...\Wh-What does he want?\I'll be in trouble if he finds this tape.\I'm sorry, Hayato, but could you let go of the bucket? response:	I want to draw some water and wash my body.
context: It's been a while.\I-I'm gonna head out now.\Oh, come on.\We're family, after all...\Wh-What does he want?\I'll be in trouble if he finds this tape.\I'm sorry, Hayato, but could you let go of the bucket?\I want to draw some water and wash my body. response:	I-I'll wash your back for you, Dad!
context: I-I'm gonna head out now.\Oh, come on.\We're family, after all...\Wh-What does he want?\I'll be in trouble if he finds this tape.\I'm sorry, Hayato, but could you let go of the bucket?\I want to draw some water and wash my body.\I-I'll wash your back for you, Dad! response:	That's a great idea.
context: Oh, come on.\We're family, after all...\Wh-What does he want?\I'll be in trouble if he finds this tape.\I'm sorry, Hayato, but could you let go of the bucket?\I want to draw some water and wash my body.\I-I'll wash your back for you, Dad!\That's a great idea. response:	But I'll wash your back first.
context: We're family, after all...\Wh-What does he want?\I'll be in trouble if he finds this tape.\I'm sorry, Hayato, but could you let go of the bucket?\I want to draw some water and wash my body.\I-I'll wash your back for you, Dad!\That's a great idea.\But I'll wash your back first. response:	You're the one who got in first. I'll wash yours first, then we can switch.
context: Wh-What does he want?\I'll be in trouble if he finds this tape.\I'm sorry, Hayato, but could you let go of the bucket?\I want to draw some water and wash my body.\I-I'll wash your back for you, Dad!\That's a great idea.\But I'll wash your back first.\You're the one who got in first. I'll wash yours first, then we can switch. response:	Now, sit down.
context: I'll be in trouble if he finds this tape.\I'm sorry, Hayato, but could you let go of the bucket?\I want to draw some water and wash my body.\I-I'll wash your back for you, Dad!\That's a great idea.\But I'll wash your back first.\You're the one who got in first. I'll wash yours first, then we can switch.\Now, sit down. response:	What's the matter? You seem to be sweating quite a bit.
context: I'm sorry, Hayato, but could you let go of the bucket?\I want to draw some water and wash my body.\I-I'll wash your back for you, Dad!\That's a great idea.\But I'll wash your back first.\You're the one who got in first. I'll wash yours first, then we can switch.\Now, sit down.\What's the matter? You seem to be sweating quite a bit. response:	Did you get get too hot?
context: I want to draw some water and wash my body.\I-I'll wash your back for you, Dad!\That's a great idea.\But I'll wash your back first.\You're the one who got in first. I'll wash yours first, then we can switch.\Now, sit down.\What's the matter? You seem to be sweating quite a bit.\Did you get get too hot? response:	Y-Yeah...
context: I-I'll wash your back for you, Dad!\That's a great idea.\But I'll wash your back first.\You're the one who got in first. I'll wash yours first, then we can switch.\Now, sit down.\What's the matter? You seem to be sweating quite a bit.\Did you get get too hot?\Y-Yeah... response:	Then why are you shivering?
context: That's a great idea.\But I'll wash your back first.\You're the one who got in first. I'll wash yours first, then we can switch.\Now, sit down.\What's the matter? You seem to be sweating quite a bit.\Did you get get too hot?\Y-Yeah...\Then why are you shivering? response:	Isn't it strange to shiver if you're overheated?
context: But I'll wash your back first.\You're the one who got in first. I'll wash yours first, then we can switch.\Now, sit down.\What's the matter? You seem to be sweating quite a bit.\Did you get get too hot?\Y-Yeah...\Then why are you shivering?\Isn't it strange to shiver if you're overheated? response:	You're tickling me, Dad!
context: You're the one who got in first. I'll wash yours first, then we can switch.\Now, sit down.\What's the matter? You seem to be sweating quite a bit.\Did you get get too hot?\Y-Yeah...\Then why are you shivering?\Isn't it strange to shiver if you're overheated?\You're tickling me, Dad! response:	You should know that I've always been ticklish!
context: Now, sit down.\What's the matter? You seem to be sweating quite a bit.\Did you get get too hot?\Y-Yeah...\Then why are you shivering?\Isn't it strange to shiver if you're overheated?\You're tickling me, Dad!\You should know that I've always been ticklish! response:	You're... right.
context: What's the matter? You seem to be sweating quite a bit.\Did you get get too hot?\Y-Yeah...\Then why are you shivering?\Isn't it strange to shiver if you're overheated?\You're tickling me, Dad!\You should know that I've always been ticklish!\You're... right. response:	You've always been ticklish, Hayato.
context: Did you get get too hot?\Y-Yeah...\Then why are you shivering?\Isn't it strange to shiver if you're overheated?\You're tickling me, Dad!\You should know that I've always been ticklish!\You're... right.\You've always been ticklish, Hayato. response:	I-I'll wash my front...
context: Y-Yeah...\Then why are you shivering?\Isn't it strange to shiver if you're overheated?\You're tickling me, Dad!\You should know that I've always been ticklish!\You're... right.\You've always been ticklish, Hayato.\I-I'll wash my front... response:	I see. So you'll do it yourself.
context: Then why are you shivering?\Isn't it strange to shiver if you're overheated?\You're tickling me, Dad!\You should know that I've always been ticklish!\You're... right.\You've always been ticklish, Hayato.\I-I'll wash my front...\I see. So you'll do it yourself. response:	By the way, I just remembered...
context: Isn't it strange to shiver if you're overheated?\You're tickling me, Dad!\You should know that I've always been ticklish!\You're... right.\You've always been ticklish, Hayato.\I-I'll wash my front...\I see. So you'll do it yourself.\By the way, I just remembered... response:	This evening,
context: You're tickling me, Dad!\You should know that I've always been ticklish!\You're... right.\You've always been ticklish, Hayato.\I-I'll wash my front...\I see. So you'll do it yourself.\By the way, I just remembered...\This evening, response:	I was around the Jozenji area that's in the opposite direction from home,
context: You should know that I've always been ticklish!\You're... right.\You've always been ticklish, Hayato.\I-I'll wash my front...\I see. So you'll do it yourself.\By the way, I just remembered...\This evening,\I was around the Jozenji area that's in the opposite direction from home, response:	and I saw you.
context: You're... right.\You've always been ticklish, Hayato.\I-I'll wash my front...\I see. So you'll do it yourself.\By the way, I just remembered...\This evening,\I was around the Jozenji area that's in the opposite direction from home,\and I saw you. response:	Huh?!
context: You've always been ticklish, Hayato.\I-I'll wash my front...\I see. So you'll do it yourself.\By the way, I just remembered...\This evening,\I was around the Jozenji area that's in the opposite direction from home,\and I saw you.\Huh?! response:	With a video camera!
context: I-I'll wash my front...\I see. So you'll do it yourself.\By the way, I just remembered...\This evening,\I was around the Jozenji area that's in the opposite direction from home,\and I saw you.\Huh?!\With a video camera! response:	What were you doing?
context: I see. So you'll do it yourself.\By the way, I just remembered...\This evening,\I was around the Jozenji area that's in the opposite direction from home,\and I saw you.\Huh?!\With a video camera!\What were you doing? response:	Now I know for sure!
context: By the way, I just remembered...\This evening,\I was around the Jozenji area that's in the opposite direction from home,\and I saw you.\Huh?!\With a video camera!\What were you doing?\Now I know for sure! response:	This little brat was watching!
context: This evening,\I was around the Jozenji area that's in the opposite direction from home,\and I saw you.\Huh?!\With a video camera!\What were you doing?\Now I know for sure!\This little brat was watching! response:	This is awful... I thought I'd peacefully fit into this household...
context: I was around the Jozenji area that's in the opposite direction from home,\and I saw you.\Huh?!\With a video camera!\What were you doing?\Now I know for sure!\This little brat was watching!\This is awful... I thought I'd peacefully fit into this household... response:	I've had nothing but misfortune this year.
context: and I saw you.\Huh?!\With a video camera!\What were you doing?\Now I know for sure!\This little brat was watching!\This is awful... I thought I'd peacefully fit into this household...\I've had nothing but misfortune this year. response:	What an awful year.
context: Huh?!\With a video camera!\What were you doing?\Now I know for sure!\This little brat was watching!\This is awful... I thought I'd peacefully fit into this household...\I've had nothing but misfortune this year.\What an awful year. response:	Killing this brat will draw attention to myself, and that would be very bad.
context: With a video camera!\What were you doing?\Now I know for sure!\This little brat was watching!\This is awful... I thought I'd peacefully fit into this household...\I've had nothing but misfortune this year.\What an awful year.\Killing this brat will draw attention to myself, and that would be very bad. response:	But since he saw that, I have no choice!
context: What were you doing?\Now I know for sure!\This little brat was watching!\This is awful... I thought I'd peacefully fit into this household...\I've had nothing but misfortune this year.\What an awful year.\Killing this brat will draw attention to myself, and that would be very bad.\But since he saw that, I have no choice! response:	I just turned one of the strands of this brat's hair into a bomb.
context: Now I know for sure!\This little brat was watching!\This is awful... I thought I'd peacefully fit into this household...\I've had nothing but misfortune this year.\What an awful year.\Killing this brat will draw attention to myself, and that would be very bad.\But since he saw that, I have no choice!\I just turned one of the strands of this brat's hair into a bomb. response:	If I just cause a slight explosion on his head,
context: This little brat was watching!\This is awful... I thought I'd peacefully fit into this household...\I've had nothing but misfortune this year.\What an awful year.\Killing this brat will draw attention to myself, and that would be very bad.\But since he saw that, I have no choice!\I just turned one of the strands of this brat's hair into a bomb.\If I just cause a slight explosion on his head, response:	it'll just look like he slipped and hit his head on the bath.
context: This is awful... I thought I'd peacefully fit into this household...\I've had nothing but misfortune this year.\What an awful year.\Killing this brat will draw attention to myself, and that would be very bad.\But since he saw that, I have no choice!\I just turned one of the strands of this brat's hair into a bomb.\If I just cause a slight explosion on his head,\it'll just look like he slipped and hit his head on the bath. response:	That's a common accident in our society.
context: I've had nothing but misfortune this year.\What an awful year.\Killing this brat will draw attention to myself, and that would be very bad.\But since he saw that, I have no choice!\I just turned one of the strands of this brat's hair into a bomb.\If I just cause a slight explosion on his head,\it'll just look like he slipped and hit his head on the bath.\That's a common accident in our society. response:	You're going to die.
context: What an awful year.\Killing this brat will draw attention to myself, and that would be very bad.\But since he saw that, I have no choice!\I just turned one of the strands of this brat's hair into a bomb.\If I just cause a slight explosion on his head,\it'll just look like he slipped and hit his head on the bath.\That's a common accident in our society.\You're going to die. response:	Die, brat!
context: Killing this brat will draw attention to myself, and that would be very bad.\But since he saw that, I have no choice!\I just turned one of the strands of this brat's hair into a bomb.\If I just cause a slight explosion on his head,\it'll just look like he slipped and hit his head on the bath.\That's a common accident in our society.\You're going to die.\Die, brat! response:	Are you going to kill me, too?
context: But since he saw that, I have no choice!\I just turned one of the strands of this brat's hair into a bomb.\If I just cause a slight explosion on his head,\it'll just look like he slipped and hit his head on the bath.\That's a common accident in our society.\You're going to die.\Die, brat!\Are you going to kill me, too? response:	Even though I've got video of you...
context: I just turned one of the strands of this brat's hair into a bomb.\If I just cause a slight explosion on his head,\it'll just look like he slipped and hit his head on the bath.\That's a common accident in our society.\You're going to die.\Die, brat!\Are you going to kill me, too?\Even though I've got video of you... response:	I'm even videotaping you right now!
context: If I just cause a slight explosion on his head,\it'll just look like he slipped and hit his head on the bath.\That's a common accident in our society.\You're going to die.\Die, brat!\Are you going to kill me, too?\Even though I've got video of you...\I'm even videotaping you right now! response:	What?
context: it'll just look like he slipped and hit his head on the bath.\That's a common accident in our society.\You're going to die.\Die, brat!\Are you going to kill me, too?\Even though I've got video of you...\I'm even videotaping you right now!\What? response:	I've been suspicious of you this whole time.
context: That's a common accident in our society.\You're going to die.\Die, brat!\Are you going to kill me, too?\Even though I've got video of you...\I'm even videotaping you right now!\What?\I've been suspicious of you this whole time. response:	Your different shoe size
context: You're going to die.\Die, brat!\Are you going to kill me, too?\Even though I've got video of you...\I'm even videotaping you right now!\What?\I've been suspicious of you this whole time.\Your different shoe size response:	and the fact that you were practicing your signature are all on tape!
context: Die, brat!\Are you going to kill me, too?\Even though I've got video of you...\I'm even videotaping you right now!\What?\I've been suspicious of you this whole time.\Your different shoe size\and the fact that you were practicing your signature are all on tape! response:	I've got other tapes, too!
context: Are you going to kill me, too?\Even though I've got video of you...\I'm even videotaping you right now!\What?\I've been suspicious of you this whole time.\Your different shoe size\and the fact that you were practicing your signature are all on tape!\I've got other tapes, too! response:	I even took a video of the cat-like plant you've got in the attic!
context: Even though I've got video of you...\I'm even videotaping you right now!\What?\I've been suspicious of you this whole time.\Your different shoe size\and the fact that you were practicing your signature are all on tape!\I've got other tapes, too!\I even took a video of the cat-like plant you've got in the attic! response:	I'm the only one who knows where the tapes are!
context: I'm even videotaping you right now!\What?\I've been suspicious of you this whole time.\Your different shoe size\and the fact that you were practicing your signature are all on tape!\I've got other tapes, too!\I even took a video of the cat-like plant you've got in the attic!\I'm the only one who knows where the tapes are! response:	But if something were to happen to me, I'm sure someone would find that place.
context: What?\I've been suspicious of you this whole time.\Your different shoe size\and the fact that you were practicing your signature are all on tape!\I've got other tapes, too!\I even took a video of the cat-like plant you've got in the attic!\I'm the only one who knows where the tapes are!\But if something were to happen to me, I'm sure someone would find that place. response:	What?
context: I've been suspicious of you this whole time.\Your different shoe size\and the fact that you were practicing your signature are all on tape!\I've got other tapes, too!\I even took a video of the cat-like plant you've got in the attic!\I'm the only one who knows where the tapes are!\But if something were to happen to me, I'm sure someone would find that place.\What? response:	Don't you dare lay a finger on me! Got it?
context: Your different shoe size\and the fact that you were practicing your signature are all on tape!\I've got other tapes, too!\I even took a video of the cat-like plant you've got in the attic!\I'm the only one who knows where the tapes are!\But if something were to happen to me, I'm sure someone would find that place.\What?\Don't you dare lay a finger on me! Got it? response:	You little shit! You dare threaten me?
context: and the fact that you were practicing your signature are all on tape!\I've got other tapes, too!\I even took a video of the cat-like plant you've got in the attic!\I'm the only one who knows where the tapes are!\But if something were to happen to me, I'm sure someone would find that place.\What?\Don't you dare lay a finger on me! Got it?\You little shit! You dare threaten me? response:	I won't let you touch my mom, either!
context: I've got other tapes, too!\I even took a video of the cat-like plant you've got in the attic!\I'm the only one who knows where the tapes are!\But if something were to happen to me, I'm sure someone would find that place.\What?\Don't you dare lay a finger on me! Got it?\You little shit! You dare threaten me?\I won't let you touch my mom, either! response:	Episode 35 Bites the Dust, Part 1
context: I even took a video of the cat-like plant you've got in the attic!\I'm the only one who knows where the tapes are!\But if something were to happen to me, I'm sure someone would find that place.\What?\Don't you dare lay a finger on me! Got it?\You little shit! You dare threaten me?\I won't let you touch my mom, either!\Episode 35 Bites the Dust, Part 1 response:	Episode 35 B ites the D ust, Part 1
