context: Jack response:	ED
context: PCP will be serialized in Hisshou Jack,\and Reversi will be serialized in Weekly Shounen Jack!\Th-Thank you...\Sorry, it's gotten so late already.\It's fine. I'm just glad we got to hear your true feelings about it.\Me, too.\Mashiro, Takagi.\You have to make Reversi a mainstay of Weekly Shounen Jack. response:	No, it's already a manga that will definitely become a mainstay!
context: and Reversi will be serialized in Weekly Shounen Jack!\Th-Thank you...\Sorry, it's gotten so late already.\It's fine. I'm just glad we got to hear your true feelings about it.\Me, too.\Mashiro, Takagi.\You have to make Reversi a mainstay of Weekly Shounen Jack.\No, it's already a manga that will definitely become a mainstay! response:	Yes!
context: Th-Thank you...\Sorry, it's gotten so late already.\It's fine. I'm just glad we got to hear your true feelings about it.\Me, too.\Mashiro, Takagi.\You have to make Reversi a mainstay of Weekly Shounen Jack.\No, it's already a manga that will definitely become a mainstay!\Yes! response:	We understand!
context: Sorry, it's gotten so late already.\It's fine. I'm just glad we got to hear your true feelings about it.\Me, too.\Mashiro, Takagi.\You have to make Reversi a mainstay of Weekly Shounen Jack.\No, it's already a manga that will definitely become a mainstay!\Yes!\We understand! response:	I'm sorry for making that decision without consulting you.
context: It's fine. I'm just glad we got to hear your true feelings about it.\Me, too.\Mashiro, Takagi.\You have to make Reversi a mainstay of Weekly Shounen Jack.\No, it's already a manga that will definitely become a mainstay!\Yes!\We understand!\I'm sorry for making that decision without consulting you. response:	No, it was a good one.
context: Me, too.\Mashiro, Takagi.\You have to make Reversi a mainstay of Weekly Shounen Jack.\No, it's already a manga that will definitely become a mainstay!\Yes!\We understand!\I'm sorry for making that decision without consulting you.\No, it was a good one. response:	Reversi's potential can best be harnessed in a weekly format.
context: Mashiro, Takagi.\You have to make Reversi a mainstay of Weekly Shounen Jack.\No, it's already a manga that will definitely become a mainstay!\Yes!\We understand!\I'm sorry for making that decision without consulting you.\No, it was a good one.\Reversi's potential can best be harnessed in a weekly format. response:	It'll be more interesting for PCP to be in Hisshou Jack with its greater degree of freedom.
context: You have to make Reversi a mainstay of Weekly Shounen Jack.\No, it's already a manga that will definitely become a mainstay!\Yes!\We understand!\I'm sorry for making that decision without consulting you.\No, it was a good one.\Reversi's potential can best be harnessed in a weekly format.\It'll be more interesting for PCP to be in Hisshou Jack with its greater degree of freedom. response:	The team leaders seemed to feel the same way.
context: No, it's already a manga that will definitely become a mainstay!\Yes!\We understand!\I'm sorry for making that decision without consulting you.\No, it was a good one.\Reversi's potential can best be harnessed in a weekly format.\It'll be more interesting for PCP to be in Hisshou Jack with its greater degree of freedom.\The team leaders seemed to feel the same way. response:	Especially Yuujirou.
context: Yes!\We understand!\I'm sorry for making that decision without consulting you.\No, it was a good one.\Reversi's potential can best be harnessed in a weekly format.\It'll be more interesting for PCP to be in Hisshou Jack with its greater degree of freedom.\The team leaders seemed to feel the same way.\Especially Yuujirou. response:	He's becoming more like a team leader than I expected him to be.
context: We understand!\I'm sorry for making that decision without consulting you.\No, it was a good one.\Reversi's potential can best be harnessed in a weekly format.\It'll be more interesting for PCP to be in Hisshou Jack with its greater degree of freedom.\The team leaders seemed to feel the same way.\Especially Yuujirou.\He's becoming more like a team leader than I expected him to be. response:	Thank you very much!
context: I'm sorry for making that decision without consulting you.\No, it was a good one.\Reversi's potential can best be harnessed in a weekly format.\It'll be more interesting for PCP to be in Hisshou Jack with its greater degree of freedom.\The team leaders seemed to feel the same way.\Especially Yuujirou.\He's becoming more like a team leader than I expected him to be.\Thank you very much! response:	It's too early to thank me.
context: No, it was a good one.\Reversi's potential can best be harnessed in a weekly format.\It'll be more interesting for PCP to be in Hisshou Jack with its greater degree of freedom.\The team leaders seemed to feel the same way.\Especially Yuujirou.\He's becoming more like a team leader than I expected him to be.\Thank you very much!\It's too early to thank me. response:	If Reversi is canceled within 10 weeks,
context: Reversi's potential can best be harnessed in a weekly format.\It'll be more interesting for PCP to be in Hisshou Jack with its greater degree of freedom.\The team leaders seemed to feel the same way.\Especially Yuujirou.\He's becoming more like a team leader than I expected him to be.\Thank you very much!\It's too early to thank me.\If Reversi is canceled within 10 weeks, response:	they'll lose their spot in the magazine.
context: It'll be more interesting for PCP to be in Hisshou Jack with its greater degree of freedom.\The team leaders seemed to feel the same way.\Especially Yuujirou.\He's becoming more like a team leader than I expected him to be.\Thank you very much!\It's too early to thank me.\If Reversi is canceled within 10 weeks,\they'll lose their spot in the magazine. response:	I'll turn it into the top manga!
context: The team leaders seemed to feel the same way.\Especially Yuujirou.\He's becoming more like a team leader than I expected him to be.\Thank you very much!\It's too early to thank me.\If Reversi is canceled within 10 weeks,\they'll lose their spot in the magazine.\I'll turn it into the top manga! response:	For sure!
context: Especially Yuujirou.\He's becoming more like a team leader than I expected him to be.\Thank you very much!\It's too early to thank me.\If Reversi is canceled within 10 weeks,\they'll lose their spot in the magazine.\I'll turn it into the top manga!\For sure! response:	No.
context: He's becoming more like a team leader than I expected him to be.\Thank you very much!\It's too early to thank me.\If Reversi is canceled within 10 weeks,\they'll lose their spot in the magazine.\I'll turn it into the top manga!\For sure!\No. response:	The one at the top's gonna be Zombie Gun.
context: Thank you very much!\It's too early to thank me.\If Reversi is canceled within 10 weeks,\they'll lose their spot in the magazine.\I'll turn it into the top manga!\For sure!\No.\The one at the top's gonna be Zombie Gun. response:	I won't lose to you!
context: It's too early to thank me.\If Reversi is canceled within 10 weeks,\they'll lose their spot in the magazine.\I'll turn it into the top manga!\For sure!\No.\The one at the top's gonna be Zombie Gun.\I won't lose to you! response:	That's my line.
context: If Reversi is canceled within 10 weeks,\they'll lose their spot in the magazine.\I'll turn it into the top manga!\For sure!\No.\The one at the top's gonna be Zombie Gun.\I won't lose to you!\That's my line. response:	Zombie Gun and Reversi.
context: they'll lose their spot in the magazine.\I'll turn it into the top manga!\For sure!\No.\The one at the top's gonna be Zombie Gun.\I won't lose to you!\That's my line.\Zombie Gun and Reversi. response:	I'm looking forward to the future of Weekly Shounen Jack.
context: I'll turn it into the top manga!\For sure!\No.\The one at the top's gonna be Zombie Gun.\I won't lose to you!\That's my line.\Zombie Gun and Reversi.\I'm looking forward to the future of Weekly Shounen Jack. response:	Yes.
context: For sure!\No.\The one at the top's gonna be Zombie Gun.\I won't lose to you!\That's my line.\Zombie Gun and Reversi.\I'm looking forward to the future of Weekly Shounen Jack.\Yes. response:	Heishi.
context: No.\The one at the top's gonna be Zombie Gun.\I won't lose to you!\That's my line.\Zombie Gun and Reversi.\I'm looking forward to the future of Weekly Shounen Jack.\Yes.\Heishi. response:	You've completely settled into the role of Weekly Shounen Jack's Chief Editor.
context: The one at the top's gonna be Zombie Gun.\I won't lose to you!\That's my line.\Zombie Gun and Reversi.\I'm looking forward to the future of Weekly Shounen Jack.\Yes.\Heishi.\You've completely settled into the role of Weekly Shounen Jack's Chief Editor. response:	Thank you.
context: I won't lose to you!\That's my line.\Zombie Gun and Reversi.\I'm looking forward to the future of Weekly Shounen Jack.\Yes.\Heishi.\You've completely settled into the role of Weekly Shounen Jack's Chief Editor.\Thank you. response:	Oh!
context: That's my line.\Zombie Gun and Reversi.\I'm looking forward to the future of Weekly Shounen Jack.\Yes.\Heishi.\You've completely settled into the role of Weekly Shounen Jack's Chief Editor.\Thank you.\Oh! response:	So Reversi's going to be serialized in Weekly Shounen Jack now?
context: Zombie Gun and Reversi.\I'm looking forward to the future of Weekly Shounen Jack.\Yes.\Heishi.\You've completely settled into the role of Weekly Shounen Jack's Chief Editor.\Thank you.\Oh!\So Reversi's going to be serialized in Weekly Shounen Jack now? response:	Yeah!
context: I'm looking forward to the future of Weekly Shounen Jack.\Yes.\Heishi.\You've completely settled into the role of Weekly Shounen Jack's Chief Editor.\Thank you.\Oh!\So Reversi's going to be serialized in Weekly Shounen Jack now?\Yeah! response:	That'll really get you going, right?
context: Yes.\Heishi.\You've completely settled into the role of Weekly Shounen Jack's Chief Editor.\Thank you.\Oh!\So Reversi's going to be serialized in Weekly Shounen Jack now?\Yeah!\That'll really get you going, right? response:	Yes!
context: Heishi.\You've completely settled into the role of Weekly Shounen Jack's Chief Editor.\Thank you.\Oh!\So Reversi's going to be serialized in Weekly Shounen Jack now?\Yeah!\That'll really get you going, right?\Yes! response:	Finally!
context: You've completely settled into the role of Weekly Shounen Jack's Chief Editor.\Thank you.\Oh!\So Reversi's going to be serialized in Weekly Shounen Jack now?\Yeah!\That'll really get you going, right?\Yes!\Finally! response:	Finally...
context: Thank you.\Oh!\So Reversi's going to be serialized in Weekly Shounen Jack now?\Yeah!\That'll really get you going, right?\Yes!\Finally!\Finally... response:	Huh? Ogawa?
context: Oh!\So Reversi's going to be serialized in Weekly Shounen Jack now?\Yeah!\That'll really get you going, right?\Yes!\Finally!\Finally...\Huh? Ogawa? response:	He said that one of the manga he's working on is ending.
context: So Reversi's going to be serialized in Weekly Shounen Jack now?\Yeah!\That'll really get you going, right?\Yes!\Finally!\Finally...\Huh? Ogawa?\He said that one of the manga he's working on is ending. response:	So, he's going to start helping us out again.
context: Yeah!\That'll really get you going, right?\Yes!\Finally!\Finally...\Huh? Ogawa?\He said that one of the manga he's working on is ending.\So, he's going to start helping us out again. response:	Ogawa, huh?
context: That'll really get you going, right?\Yes!\Finally!\Finally...\Huh? Ogawa?\He said that one of the manga he's working on is ending.\So, he's going to start helping us out again.\Ogawa, huh? response:	He's pretty reliable.
context: Yes!\Finally!\Finally...\Huh? Ogawa?\He said that one of the manga he's working on is ending.\So, he's going to start helping us out again.\Ogawa, huh?\He's pretty reliable. response:	Yeah.
context: Finally!\Finally...\Huh? Ogawa?\He said that one of the manga he's working on is ending.\So, he's going to start helping us out again.\Ogawa, huh?\He's pretty reliable.\Yeah. response:	If we're doing two serializations, we'll have to pick up our pace.
context: Finally...\Huh? Ogawa?\He said that one of the manga he's working on is ending.\So, he's going to start helping us out again.\Ogawa, huh?\He's pretty reliable.\Yeah.\If we're doing two serializations, we'll have to pick up our pace. response:	But isn't this studio too small to fit in yet another person?
context: Huh? Ogawa?\He said that one of the manga he's working on is ending.\So, he's going to start helping us out again.\Ogawa, huh?\He's pretty reliable.\Yeah.\If we're doing two serializations, we'll have to pick up our pace.\But isn't this studio too small to fit in yet another person? response:	Nah, we can manage if we move the sofa.
context: He said that one of the manga he's working on is ending.\So, he's going to start helping us out again.\Ogawa, huh?\He's pretty reliable.\Yeah.\If we're doing two serializations, we'll have to pick up our pace.\But isn't this studio too small to fit in yet another person?\Nah, we can manage if we move the sofa. response:	Besides, I don't want to leave this studio.
context: So, he's going to start helping us out again.\Ogawa, huh?\He's pretty reliable.\Yeah.\If we're doing two serializations, we'll have to pick up our pace.\But isn't this studio too small to fit in yet another person?\Nah, we can manage if we move the sofa.\Besides, I don't want to leave this studio. response:	You're right.
context: Ogawa, huh?\He's pretty reliable.\Yeah.\If we're doing two serializations, we'll have to pick up our pace.\But isn't this studio too small to fit in yet another person?\Nah, we can manage if we move the sofa.\Besides, I don't want to leave this studio.\You're right. response:	Yeah.
context: He's pretty reliable.\Yeah.\If we're doing two serializations, we'll have to pick up our pace.\But isn't this studio too small to fit in yet another person?\Nah, we can manage if we move the sofa.\Besides, I don't want to leave this studio.\You're right.\Yeah. response:	So, I decided to buy this place from my grandpa.
context: Yeah.\If we're doing two serializations, we'll have to pick up our pace.\But isn't this studio too small to fit in yet another person?\Nah, we can manage if we move the sofa.\Besides, I don't want to leave this studio.\You're right.\Yeah.\So, I decided to buy this place from my grandpa. response:	What? I'll pay for half of it, then.
context: If we're doing two serializations, we'll have to pick up our pace.\But isn't this studio too small to fit in yet another person?\Nah, we can manage if we move the sofa.\Besides, I don't want to leave this studio.\You're right.\Yeah.\So, I decided to buy this place from my grandpa.\What? I'll pay for half of it, then. response:	It's okay.
context: But isn't this studio too small to fit in yet another person?\Nah, we can manage if we move the sofa.\Besides, I don't want to leave this studio.\You're right.\Yeah.\So, I decided to buy this place from my grandpa.\What? I'll pay for half of it, then.\It's okay. response:	This was my uncle's studio, after all.
context: Nah, we can manage if we move the sofa.\Besides, I don't want to leave this studio.\You're right.\Yeah.\So, I decided to buy this place from my grandpa.\What? I'll pay for half of it, then.\It's okay.\This was my uncle's studio, after all. response:	I want to buy it.
context: Besides, I don't want to leave this studio.\You're right.\Yeah.\So, I decided to buy this place from my grandpa.\What? I'll pay for half of it, then.\It's okay.\This was my uncle's studio, after all.\I want to buy it. response:	I'm off.
context: You're right.\Yeah.\So, I decided to buy this place from my grandpa.\What? I'll pay for half of it, then.\It's okay.\This was my uncle's studio, after all.\I want to buy it.\I'm off. response:	Moritaka.
context: Yeah.\So, I decided to buy this place from my grandpa.\What? I'll pay for half of it, then.\It's okay.\This was my uncle's studio, after all.\I want to buy it.\I'm off.\Moritaka. response:	Come here.
context: So, I decided to buy this place from my grandpa.\What? I'll pay for half of it, then.\It's okay.\This was my uncle's studio, after all.\I want to buy it.\I'm off.\Moritaka.\Come here. response:	What is it, Grandpa?
context: What? I'll pay for half of it, then.\It's okay.\This was my uncle's studio, after all.\I want to buy it.\I'm off.\Moritaka.\Come here.\What is it, Grandpa? response:	Are you still seeing that young lady?
context: It's okay.\This was my uncle's studio, after all.\I want to buy it.\I'm off.\Moritaka.\Come here.\What is it, Grandpa?\Are you still seeing that young lady? response:	Well, kinda.
context: This was my uncle's studio, after all.\I want to buy it.\I'm off.\Moritaka.\Come here.\What is it, Grandpa?\Are you still seeing that young lady?\Well, kinda. response:	I see.
context: I want to buy it.\I'm off.\Moritaka.\Come here.\What is it, Grandpa?\Are you still seeing that young lady?\Well, kinda.\I see. response:	Why did you ask that all of a sudden?
context: I'm off.\Moritaka.\Come here.\What is it, Grandpa?\Are you still seeing that young lady?\Well, kinda.\I see.\Why did you ask that all of a sudden? response:	I'm going to give this to you.
context: Moritaka.\Come here.\What is it, Grandpa?\Are you still seeing that young lady?\Well, kinda.\I see.\Why did you ask that all of a sudden?\I'm going to give this to you. response:	Take it.
context: Come here.\What is it, Grandpa?\Are you still seeing that young lady?\Well, kinda.\I see.\Why did you ask that all of a sudden?\I'm going to give this to you.\Take it. response:	A notebook?
context: What is it, Grandpa?\Are you still seeing that young lady?\Well, kinda.\I see.\Why did you ask that all of a sudden?\I'm going to give this to you.\Take it.\A notebook? response:	It's Nobuhiro's diary.
context: Are you still seeing that young lady?\Well, kinda.\I see.\Why did you ask that all of a sudden?\I'm going to give this to you.\Take it.\A notebook?\It's Nobuhiro's diary. response:	Huh?
context: Well, kinda.\I see.\Why did you ask that all of a sudden?\I'm going to give this to you.\Take it.\A notebook?\It's Nobuhiro's diary.\Huh? response:	Well, it's not quite organized enough to be called a diary.
context: I see.\Why did you ask that all of a sudden?\I'm going to give this to you.\Take it.\A notebook?\It's Nobuhiro's diary.\Huh?\Well, it's not quite organized enough to be called a diary. response:	It's about his feelings for a certain lady.
context: Why did you ask that all of a sudden?\I'm going to give this to you.\Take it.\A notebook?\It's Nobuhiro's diary.\Huh?\Well, it's not quite organized enough to be called a diary.\It's about his feelings for a certain lady. response:	Huh?!
context: I'm going to give this to you.\Take it.\A notebook?\It's Nobuhiro's diary.\Huh?\Well, it's not quite organized enough to be called a diary.\It's about his feelings for a certain lady.\Huh?! response:	That's okay! I don't want something like that!
context: Take it.\A notebook?\It's Nobuhiro's diary.\Huh?\Well, it's not quite organized enough to be called a diary.\It's about his feelings for a certain lady.\Huh?!\That's okay! I don't want something like that! response:	It's fine, I tell you.
context: A notebook?\It's Nobuhiro's diary.\Huh?\Well, it's not quite organized enough to be called a diary.\It's about his feelings for a certain lady.\Huh?!\That's okay! I don't want something like that!\It's fine, I tell you. response:	Just read it at least once.
context: It's Nobuhiro's diary.\Huh?\Well, it's not quite organized enough to be called a diary.\It's about his feelings for a certain lady.\Huh?!\That's okay! I don't want something like that!\It's fine, I tell you.\Just read it at least once. response:	Um, well...
context: Huh?\Well, it's not quite organized enough to be called a diary.\It's about his feelings for a certain lady.\Huh?!\That's okay! I don't want something like that!\It's fine, I tell you.\Just read it at least once.\Um, well... response:	It's pretty interesting.
context: Well, it's not quite organized enough to be called a diary.\It's about his feelings for a certain lady.\Huh?!\That's okay! I don't want something like that!\It's fine, I tell you.\Just read it at least once.\Um, well...\It's pretty interesting. response:	Interesting?
context: It's about his feelings for a certain lady.\Huh?!\That's okay! I don't want something like that!\It's fine, I tell you.\Just read it at least once.\Um, well...\It's pretty interesting.\Interesting? response:	So my uncle sat next to Azuki's mom in middle school...
context: Huh?!\That's okay! I don't want something like that!\It's fine, I tell you.\Just read it at least once.\Um, well...\It's pretty interesting.\Interesting?\So my uncle sat next to Azuki's mom in middle school... response:	Are these are the kinds of things he thought about?
context: That's okay! I don't want something like that!\It's fine, I tell you.\Just read it at least once.\Um, well...\It's pretty interesting.\Interesting?\So my uncle sat next to Azuki's mom in middle school...\Are these are the kinds of things he thought about? response:	Well, I guess he had a great imagination, in a sense.
context: It's fine, I tell you.\Just read it at least once.\Um, well...\It's pretty interesting.\Interesting?\So my uncle sat next to Azuki's mom in middle school...\Are these are the kinds of things he thought about?\Well, I guess he had a great imagination, in a sense. response:	No, this wasn't just his imagination.
context: Just read it at least once.\Um, well...\It's pretty interesting.\Interesting?\So my uncle sat next to Azuki's mom in middle school...\Are these are the kinds of things he thought about?\Well, I guess he had a great imagination, in a sense.\No, this wasn't just his imagination. response:	He was really trying to do this.
context: Um, well...\It's pretty interesting.\Interesting?\So my uncle sat next to Azuki's mom in middle school...\Are these are the kinds of things he thought about?\Well, I guess he had a great imagination, in a sense.\No, this wasn't just his imagination.\He was really trying to do this. response:	It ends here.
context: It's pretty interesting.\Interesting?\So my uncle sat next to Azuki's mom in middle school...\Are these are the kinds of things he thought about?\Well, I guess he had a great imagination, in a sense.\No, this wasn't just his imagination.\He was really trying to do this.\It ends here. response:	Right...
context: Interesting?\So my uncle sat next to Azuki's mom in middle school...\Are these are the kinds of things he thought about?\Well, I guess he had a great imagination, in a sense.\No, this wasn't just his imagination.\He was really trying to do this.\It ends here.\Right... response:	He received a letter from Azuki's mom, saying she was marrying someone else.
context: So my uncle sat next to Azuki's mom in middle school...\Are these are the kinds of things he thought about?\Well, I guess he had a great imagination, in a sense.\No, this wasn't just his imagination.\He was really trying to do this.\It ends here.\Right...\He received a letter from Azuki's mom, saying she was marrying someone else. response:	This is the last entry.
context: Are these are the kinds of things he thought about?\Well, I guess he had a great imagination, in a sense.\No, this wasn't just his imagination.\He was really trying to do this.\It ends here.\Right...\He received a letter from Azuki's mom, saying she was marrying someone else.\This is the last entry. response:	Manga artist... romance.
context: Well, I guess he had a great imagination, in a sense.\No, this wasn't just his imagination.\He was really trying to do this.\It ends here.\Right...\He received a letter from Azuki's mom, saying she was marrying someone else.\This is the last entry.\Manga artist... romance. response:	The things he couldn't do, and the things he wanted to do...
context: No, this wasn't just his imagination.\He was really trying to do this.\It ends here.\Right...\He received a letter from Azuki's mom, saying she was marrying someone else.\This is the last entry.\Manga artist... romance.\The things he couldn't do, and the things he wanted to do... response:	I'll do them!
context: He was really trying to do this.\It ends here.\Right...\He received a letter from Azuki's mom, saying she was marrying someone else.\This is the last entry.\Manga artist... romance.\The things he couldn't do, and the things he wanted to do...\I'll do them! response:	I'll become a mainstay of Jack!
context: It ends here.\Right...\He received a letter from Azuki's mom, saying she was marrying someone else.\This is the last entry.\Manga artist... romance.\The things he couldn't do, and the things he wanted to do...\I'll do them!\I'll become a mainstay of Jack! response:	Finally, we get two series!
context: Right...\He received a letter from Azuki's mom, saying she was marrying someone else.\This is the last entry.\Manga artist... romance.\The things he couldn't do, and the things he wanted to do...\I'll do them!\I'll become a mainstay of Jack!\Finally, we get two series! response:	Let's make both of them good!
context: He received a letter from Azuki's mom, saying she was marrying someone else.\This is the last entry.\Manga artist... romance.\The things he couldn't do, and the things he wanted to do...\I'll do them!\I'll become a mainstay of Jack!\Finally, we get two series!\Let's make both of them good! response:	Reversi may not last that long, though.
context: This is the last entry.\Manga artist... romance.\The things he couldn't do, and the things he wanted to do...\I'll do them!\I'll become a mainstay of Jack!\Finally, we get two series!\Let's make both of them good!\Reversi may not last that long, though. response:	Next time: Drawn Out and All at Once
context: Manga artist... romance.\The things he couldn't do, and the things he wanted to do...\I'll do them!\I'll become a mainstay of Jack!\Finally, we get two series!\Let's make both of them good!\Reversi may not last that long, though.\Next time: Drawn Out and All at Once response:	Which dream will we choose?
context: The things he couldn't do, and the things he wanted to do...\I'll do them!\I'll become a mainstay of Jack!\Finally, we get two series!\Let's make both of them good!\Reversi may not last that long, though.\Next time: Drawn Out and All at Once\Which dream will we choose? response:	Weekly and Monthly
context: I'll do them!\I'll become a mainstay of Jack!\Finally, we get two series!\Let's make both of them good!\Reversi may not last that long, though.\Next time: Drawn Out and All at Once\Which dream will we choose?\Weekly and Monthly response:	Next Time
context: I'll become a mainstay of Jack!\Finally, we get two series!\Let's make both of them good!\Reversi may not last that long, though.\Next time: Drawn Out and All at Once\Which dream will we choose?\Weekly and Monthly\Next Time response:	Preview
context: Finally, we get two series!\Let's make both of them good!\Reversi may not last that long, though.\Next time: Drawn Out and All at Once\Which dream will we choose?\Weekly and Monthly\Next Time\Preview response:	Drawn Out and
context: Let's make both of them good!\Reversi may not last that long, though.\Next time: Drawn Out and All at Once\Which dream will we choose?\Weekly and Monthly\Next Time\Preview\Drawn Out and response:	All at Once
context: Reversi may not last that long, though.\Next time: Drawn Out and All at Once\Which dream will we choose?\Weekly and Monthly\Next Time\Preview\Drawn Out and\All at Once response:	yu
context: Next time: Drawn Out and All at Once\Which dream will we choose?\Weekly and Monthly\Next Time\Preview\Drawn Out and\All at Once\yu response:	me
context: Which dream will we choose?\Weekly and Monthly\Next Time\Preview\Drawn Out and\All at Once\yu\me response:	yu
context: Weekly and Monthly\Next Time\Preview\Drawn Out and\All at Once\yu\me\yu response:	me
context: Next Time\Preview\Drawn Out and\All at Once\yu\me\yu\me response:	yu
context: Preview\Drawn Out and\All at Once\yu\me\yu\me\yu response:	me
context: Drawn Out and\All at Once\yu\me\yu\me\yu\me response:	yu
context: All at Once\yu\me\yu\me\yu\me\yu response:	me
context: yu\me\yu\me\yu\me\yu\me response:	Dreams, dreams, dreams, dreams
context: me\yu\me\yu\me\yu\me\Dreams, dreams, dreams, dreams response:	ka
context: yu\me\yu\me\yu\me\Dreams, dreams, dreams, dreams\ka response:	na
context: me\yu\me\yu\me\Dreams, dreams, dreams, dreams\ka\na response:	ru
context: yu\me\yu\me\Dreams, dreams, dreams, dreams\ka\na\ru response:	ta
context: me\yu\me\Dreams, dreams, dreams, dreams\ka\na\ru\ta response:	bi
context: yu\me\Dreams, dreams, dreams, dreams\ka\na\ru\ta\bi response:	ko
context: me\Dreams, dreams, dreams, dreams\ka\na\ru\ta\bi\ko response:	wa
context: Dreams, dreams, dreams, dreams\ka\na\ru\ta\bi\ko\wa response:	re
context: ka\na\ru\ta\bi\ko\wa\re response:	te
context: na\ru\ta\bi\ko\wa\re\te response:	yu
context: ru\ta\bi\ko\wa\re\te\yu response:	ku
context: ta\bi\ko\wa\re\te\yu\ku response:	yu
context: bi\ko\wa\re\te\yu\ku\yu response:	me
context: ko\wa\re\te\yu\ku\yu\me response:	As soon as I reach my goals, it all falls through again
context: wa\re\te\yu\ku\yu\me\As soon as I reach my goals, it all falls through again response:	na
context: re\te\yu\ku\yu\me\As soon as I reach my goals, it all falls through again\na response:	ze
context: te\yu\ku\yu\me\As soon as I reach my goals, it all falls through again\na\ze response:	so
context: yu\ku\yu\me\As soon as I reach my goals, it all falls through again\na\ze\so response:	re
context: ku\yu\me\As soon as I reach my goals, it all falls through again\na\ze\so\re response:	de
context: yu\me\As soon as I reach my goals, it all falls through again\na\ze\so\re\de response:	mo
context: me\As soon as I reach my goals, it all falls through again\na\ze\so\re\de\mo response:	ma
context: As soon as I reach my goals, it all falls through again\na\ze\so\re\de\mo\ma response:	ta
context: na\ze\so\re\de\mo\ma\ta response:	So why do I run...
context: ze\so\re\de\mo\ma\ta\So why do I run... response:	bo
context: so\re\de\mo\ma\ta\So why do I run...\bo response:	ku
context: re\de\mo\ma\ta\So why do I run...\bo\ku response:	wa
context: de\mo\ma\ta\So why do I run...\bo\ku\wa response:	sa
context: mo\ma\ta\So why do I run...\bo\ku\wa\sa response:	ga
context: ma\ta\So why do I run...\bo\ku\wa\sa\ga response:	su
context: ta\So why do I run...\bo\ku\wa\sa\ga\su response:	ha
context: So why do I run...\bo\ku\wa\sa\ga\su\ha response:	shi
context: bo\ku\wa\sa\ga\su\ha\shi response:	ri
context: ku\wa\sa\ga\su\ha\shi\ri response:	tsu
context: wa\sa\ga\su\ha\shi\ri\tsu response:	zu
context: sa\ga\su\ha\shi\ri\tsu\zu response:	ke
context: ga\su\ha\shi\ri\tsu\zu\ke response:	ru
context: su\ha\shi\ri\tsu\zu\ke\ru response:	hi
context: ha\shi\ri\tsu\zu\ke\ru\hi response:	sa
context: shi\ri\tsu\zu\ke\ru\hi\sa response:	shi
context: ri\tsu\zu\ke\ru\hi\sa\shi response:	bu
context: tsu\zu\ke\ru\hi\sa\shi\bu response:	ri
context: zu\ke\ru\hi\sa\shi\bu\ri response:	ni
context: ke\ru\hi\sa\shi\bu\ri\ni response:	de
context: ru\hi\sa\shi\bu\ri\ni\de response:	atta
context: hi\sa\shi\bu\ri\ni\de\atta response:	We met after such a long time
context: sa\shi\bu\ri\ni\de\atta\We met after such a long time response:	fu
context: shi\bu\ri\ni\de\atta\We met after such a long time\fu response:	ki
context: bu\ri\ni\de\atta\We met after such a long time\fu\ki response:	ka
context: ri\ni\de\atta\We met after such a long time\fu\ki\ka response:	watta?
context: ni\de\atta\We met after such a long time\fu\ki\ka\watta? response:	Has the mood changed for us?
context: de\atta\We met after such a long time\fu\ki\ka\watta?\Has the mood changed for us? response:	tsu
context: atta\We met after such a long time\fu\ki\ka\watta?\Has the mood changed for us?\tsu response:	ki
context: We met after such a long time\fu\ki\ka\watta?\Has the mood changed for us?\tsu\ki response:	hi
context: fu\ki\ka\watta?\Has the mood changed for us?\tsu\ki\hi response:	wa
context: ki\ka\watta?\Has the mood changed for us?\tsu\ki\hi\wa response:	na
context: ka\watta?\Has the mood changed for us?\tsu\ki\hi\wa\na response:	ga
context: watta?\Has the mood changed for us?\tsu\ki\hi\wa\na\ga response:	re
context: Has the mood changed for us?\tsu\ki\hi\wa\na\ga\re response:	ta
context: tsu\ki\hi\wa\na\ga\re\ta response:	da
context: ki\hi\wa\na\ga\re\ta\da response:	rou
context: hi\wa\na\ga\re\ta\da\rou response:	So much time has passed
context: wa\na\ga\re\ta\da\rou\So much time has passed response:	no
context: na\ga\re\ta\da\rou\So much time has passed\no response:	ko
context: ga\re\ta\da\rou\So much time has passed\no\ko response:	ro
context: re\ta\da\rou\So much time has passed\no\ko\ro response:	no
context: ta\da\rou\So much time has passed\no\ko\ro\no response:	ho
context: da\rou\So much time has passed\no\ko\ro\no\ho response:	ga
context: rou\So much time has passed\no\ko\ro\no\ho\ga response:	ta
context: So much time has passed\no\ko\ro\no\ho\ga\ta response:	no
context: no\ko\ro\no\ho\ga\ta\no response:	shi
context: ko\ro\no\ho\ga\ta\no\shi response:	so
context: ro\no\ho\ga\ta\no\shi\so response:	It seemed like more fun back then
context: no\ho\ga\ta\no\shi\so\It seemed like more fun back then response:	ta
context: ho\ga\ta\no\shi\so\It seemed like more fun back then\ta response:	ku
context: ga\ta\no\shi\so\It seemed like more fun back then\ta\ku response:	sa
context: ta\no\shi\so\It seemed like more fun back then\ta\ku\sa response:	na
context: no\shi\so\It seemed like more fun back then\ta\ku\sa\na response:	ku
context: shi\so\It seemed like more fun back then\ta\ku\sa\na\ku response:	shi
context: so\It seemed like more fun back then\ta\ku\sa\na\ku\shi response:	ta
context: It seemed like more fun back then\ta\ku\sa\na\ku\shi\ta response:	We've lost so much
