context: A journey from which you can never return. response:	Treasures that you can never again acquire.
context: At first, there was this cavity inside it that was about the same size as me...\but it kept getting smaller and smaller.\It was so painful, so agonizing...\I didn't even understand what I was anymore...\I even forgot how to speak...\I was scared - so scared - and I just kept crying...\Then I heard crying.\But this crying wasn't coming from me. response:	At first, I was startled...
context: but it kept getting smaller and smaller.\It was so painful, so agonizing...\I didn't even understand what I was anymore...\I even forgot how to speak...\I was scared - so scared - and I just kept crying...\Then I heard crying.\But this crying wasn't coming from me.\At first, I was startled... response:	but then I realized that the other girl was afraid, too.
context: It was so painful, so agonizing...\I didn't even understand what I was anymore...\I even forgot how to speak...\I was scared - so scared - and I just kept crying...\Then I heard crying.\But this crying wasn't coming from me.\At first, I was startled...\but then I realized that the other girl was afraid, too. response:	That helped ease my mind, if just a little.
context: I didn't even understand what I was anymore...\I even forgot how to speak...\I was scared - so scared - and I just kept crying...\Then I heard crying.\But this crying wasn't coming from me.\At first, I was startled...\but then I realized that the other girl was afraid, too.\That helped ease my mind, if just a little. response:	Then, you see, I stayed like that for quite a while...
context: I even forgot how to speak...\I was scared - so scared - and I just kept crying...\Then I heard crying.\But this crying wasn't coming from me.\At first, I was startled...\but then I realized that the other girl was afraid, too.\That helped ease my mind, if just a little.\Then, you see, I stayed like that for quite a while... response:	Even when I got scared, there was this girl right in front of me who was surely even more frightened.
context: I was scared - so scared - and I just kept crying...\Then I heard crying.\But this crying wasn't coming from me.\At first, I was startled...\but then I realized that the other girl was afraid, too.\That helped ease my mind, if just a little.\Then, you see, I stayed like that for quite a while...\Even when I got scared, there was this girl right in front of me who was surely even more frightened. response:	I couldn't speak, but with my eyes alone I kept on telling her, It'll be alright, it'll be alright...
context: Then I heard crying.\But this crying wasn't coming from me.\At first, I was startled...\but then I realized that the other girl was afraid, too.\That helped ease my mind, if just a little.\Then, you see, I stayed like that for quite a while...\Even when I got scared, there was this girl right in front of me who was surely even more frightened.\I couldn't speak, but with my eyes alone I kept on telling her, It'll be alright, it'll be alright... response:	Then I smelled something like smoke, and the crying stopped.
context: But this crying wasn't coming from me.\At first, I was startled...\but then I realized that the other girl was afraid, too.\That helped ease my mind, if just a little.\Then, you see, I stayed like that for quite a while...\Even when I got scared, there was this girl right in front of me who was surely even more frightened.\I couldn't speak, but with my eyes alone I kept on telling her, It'll be alright, it'll be alright...\Then I smelled something like smoke, and the crying stopped. response:	You know, that girl simply left without ever turning to look back...
context: At first, I was startled...\but then I realized that the other girl was afraid, too.\That helped ease my mind, if just a little.\Then, you see, I stayed like that for quite a while...\Even when I got scared, there was this girl right in front of me who was surely even more frightened.\I couldn't speak, but with my eyes alone I kept on telling her, It'll be alright, it'll be alright...\Then I smelled something like smoke, and the crying stopped.\You know, that girl simply left without ever turning to look back... response:	but I could see her profile.
context: but then I realized that the other girl was afraid, too.\That helped ease my mind, if just a little.\Then, you see, I stayed like that for quite a while...\Even when I got scared, there was this girl right in front of me who was surely even more frightened.\I couldn't speak, but with my eyes alone I kept on telling her, It'll be alright, it'll be alright...\Then I smelled something like smoke, and the crying stopped.\You know, that girl simply left without ever turning to look back...\but I could see her profile. response:	And she was just like all of the cave raiders I've seen...
context: That helped ease my mind, if just a little.\Then, you see, I stayed like that for quite a while...\Even when I got scared, there was this girl right in front of me who was surely even more frightened.\I couldn't speak, but with my eyes alone I kept on telling her, It'll be alright, it'll be alright...\Then I smelled something like smoke, and the crying stopped.\You know, that girl simply left without ever turning to look back...\but I could see her profile.\And she was just like all of the cave raiders I've seen... response:	That eye I saw was filled with longing.
context: Then, you see, I stayed like that for quite a while...\Even when I got scared, there was this girl right in front of me who was surely even more frightened.\I couldn't speak, but with my eyes alone I kept on telling her, It'll be alright, it'll be alright...\Then I smelled something like smoke, and the crying stopped.\You know, that girl simply left without ever turning to look back...\but I could see her profile.\And she was just like all of the cave raiders I've seen...\That eye I saw was filled with longing. response:	And then, I remembered what it was I wanted to be one day.
context: Even when I got scared, there was this girl right in front of me who was surely even more frightened.\I couldn't speak, but with my eyes alone I kept on telling her, It'll be alright, it'll be alright...\Then I smelled something like smoke, and the crying stopped.\You know, that girl simply left without ever turning to look back...\but I could see her profile.\And she was just like all of the cave raiders I've seen...\That eye I saw was filled with longing.\And then, I remembered what it was I wanted to be one day. response:	I thought, I need to get going...
context: I couldn't speak, but with my eyes alone I kept on telling her, It'll be alright, it'll be alright...\Then I smelled something like smoke, and the crying stopped.\You know, that girl simply left without ever turning to look back...\but I could see her profile.\And she was just like all of the cave raiders I've seen...\That eye I saw was filled with longing.\And then, I remembered what it was I wanted to be one day.\I thought, I need to get going... response:	At the time, I had a feeling I'd see her again.
context: Then I smelled something like smoke, and the crying stopped.\You know, that girl simply left without ever turning to look back...\but I could see her profile.\And she was just like all of the cave raiders I've seen...\That eye I saw was filled with longing.\And then, I remembered what it was I wanted to be one day.\I thought, I need to get going...\At the time, I had a feeling I'd see her again. response:	And then I woke up.
context: You know, that girl simply left without ever turning to look back...\but I could see her profile.\And she was just like all of the cave raiders I've seen...\That eye I saw was filled with longing.\And then, I remembered what it was I wanted to be one day.\I thought, I need to get going...\At the time, I had a feeling I'd see her again.\And then I woke up. response:	Hm?
context: but I could see her profile.\And she was just like all of the cave raiders I've seen...\That eye I saw was filled with longing.\And then, I remembered what it was I wanted to be one day.\I thought, I need to get going...\At the time, I had a feeling I'd see her again.\And then I woke up.\Hm? response:	Nanachi, Riko once...
context: And she was just like all of the cave raiders I've seen...\That eye I saw was filled with longing.\And then, I remembered what it was I wanted to be one day.\I thought, I need to get going...\At the time, I had a feeling I'd see her again.\And then I woke up.\Hm?\Nanachi, Riko once... response:	Riko died once when she was a baby,
context: That eye I saw was filled with longing.\And then, I remembered what it was I wanted to be one day.\I thought, I need to get going...\At the time, I had a feeling I'd see her again.\And then I woke up.\Hm?\Nanachi, Riko once...\Riko died once when she was a baby, response:	and was brought back to life again by the power of a Relic.
context: And then, I remembered what it was I wanted to be one day.\I thought, I need to get going...\At the time, I had a feeling I'd see her again.\And then I woke up.\Hm?\Nanachi, Riko once...\Riko died once when she was a baby,\and was brought back to life again by the power of a Relic. response:	Riko's life may very well be deeply tied to the Abyss...
context: I thought, I need to get going...\At the time, I had a feeling I'd see her again.\And then I woke up.\Hm?\Nanachi, Riko once...\Riko died once when she was a baby,\and was brought back to life again by the power of a Relic.\Riko's life may very well be deeply tied to the Abyss... response:	Reg... it's alright.
context: At the time, I had a feeling I'd see her again.\And then I woke up.\Hm?\Nanachi, Riko once...\Riko died once when she was a baby,\and was brought back to life again by the power of a Relic.\Riko's life may very well be deeply tied to the Abyss...\Reg... it's alright. response:	I'm gonna head out for a bit to fetch some water.
context: And then I woke up.\Hm?\Nanachi, Riko once...\Riko died once when she was a baby,\and was brought back to life again by the power of a Relic.\Riko's life may very well be deeply tied to the Abyss...\Reg... it's alright.\I'm gonna head out for a bit to fetch some water. response:	This time, make sure you really protect her.
context: Hm?\Nanachi, Riko once...\Riko died once when she was a baby,\and was brought back to life again by the power of a Relic.\Riko's life may very well be deeply tied to the Abyss...\Reg... it's alright.\I'm gonna head out for a bit to fetch some water.\This time, make sure you really protect her. response:	Riko...
context: Nanachi, Riko once...\Riko died once when she was a baby,\and was brought back to life again by the power of a Relic.\Riko's life may very well be deeply tied to the Abyss...\Reg... it's alright.\I'm gonna head out for a bit to fetch some water.\This time, make sure you really protect her.\Riko... response:	Hm?
context: Riko died once when she was a baby,\and was brought back to life again by the power of a Relic.\Riko's life may very well be deeply tied to the Abyss...\Reg... it's alright.\I'm gonna head out for a bit to fetch some water.\This time, make sure you really protect her.\Riko...\Hm? response:	The truth is...
context: and was brought back to life again by the power of a Relic.\Riko's life may very well be deeply tied to the Abyss...\Reg... it's alright.\I'm gonna head out for a bit to fetch some water.\This time, make sure you really protect her.\Riko...\Hm?\The truth is... response:	We're here.
context: Riko's life may very well be deeply tied to the Abyss...\Reg... it's alright.\I'm gonna head out for a bit to fetch some water.\This time, make sure you really protect her.\Riko...\Hm?\The truth is...\We're here. response:	I come to this same place when I'm injured.
context: Reg... it's alright.\I'm gonna head out for a bit to fetch some water.\This time, make sure you really protect her.\Riko...\Hm?\The truth is...\We're here.\I come to this same place when I'm injured. response:	Wow...
context: I'm gonna head out for a bit to fetch some water.\This time, make sure you really protect her.\Riko...\Hm?\The truth is...\We're here.\I come to this same place when I'm injured.\Wow... response:	Strange beasts that I've never seen anywhere else also come here to take a dip.
context: This time, make sure you really protect her.\Riko...\Hm?\The truth is...\We're here.\I come to this same place when I'm injured.\Wow...\Strange beasts that I've never seen anywhere else also come here to take a dip. response:	You sure this place is alright?
context: Riko...\Hm?\The truth is...\We're here.\I come to this same place when I'm injured.\Wow...\Strange beasts that I've never seen anywhere else also come here to take a dip.\You sure this place is alright? response:	They're docile to the point you can even pat'em.
context: Hm?\The truth is...\We're here.\I come to this same place when I'm injured.\Wow...\Strange beasts that I've never seen anywhere else also come here to take a dip.\You sure this place is alright?\They're docile to the point you can even pat'em. response:	The deep spots can be overly stimulating, so stay outta'em.
context: The truth is...\We're here.\I come to this same place when I'm injured.\Wow...\Strange beasts that I've never seen anywhere else also come here to take a dip.\You sure this place is alright?\They're docile to the point you can even pat'em.\The deep spots can be overly stimulating, so stay outta'em. response:	'Kay.
context: We're here.\I come to this same place when I'm injured.\Wow...\Strange beasts that I've never seen anywhere else also come here to take a dip.\You sure this place is alright?\They're docile to the point you can even pat'em.\The deep spots can be overly stimulating, so stay outta'em.\'Kay. response:	There's light coming up from below.
context: I come to this same place when I'm injured.\Wow...\Strange beasts that I've never seen anywhere else also come here to take a dip.\You sure this place is alright?\They're docile to the point you can even pat'em.\The deep spots can be overly stimulating, so stay outta'em.\'Kay.\There's light coming up from below. response:	Reg, sorry, but I can't get this off by myself. Give me a hand.
context: Wow...\Strange beasts that I've never seen anywhere else also come here to take a dip.\You sure this place is alright?\They're docile to the point you can even pat'em.\The deep spots can be overly stimulating, so stay outta'em.\'Kay.\There's light coming up from below.\Reg, sorry, but I can't get this off by myself. Give me a hand. response:	O-okay...
context: Strange beasts that I've never seen anywhere else also come here to take a dip.\You sure this place is alright?\They're docile to the point you can even pat'em.\The deep spots can be overly stimulating, so stay outta'em.\'Kay.\There's light coming up from below.\Reg, sorry, but I can't get this off by myself. Give me a hand.\O-okay... response:	Riko, lift your arm a bit.
context: You sure this place is alright?\They're docile to the point you can even pat'em.\The deep spots can be overly stimulating, so stay outta'em.\'Kay.\There's light coming up from below.\Reg, sorry, but I can't get this off by myself. Give me a hand.\O-okay...\Riko, lift your arm a bit. response:	Hey, Reg, you wanna go in with me?
context: They're docile to the point you can even pat'em.\The deep spots can be overly stimulating, so stay outta'em.\'Kay.\There's light coming up from below.\Reg, sorry, but I can't get this off by myself. Give me a hand.\O-okay...\Riko, lift your arm a bit.\Hey, Reg, you wanna go in with me? response:	I-I'm just gonna keep a lookout, okay?
context: The deep spots can be overly stimulating, so stay outta'em.\'Kay.\There's light coming up from below.\Reg, sorry, but I can't get this off by myself. Give me a hand.\O-okay...\Riko, lift your arm a bit.\Hey, Reg, you wanna go in with me?\I-I'm just gonna keep a lookout, okay? response:	Go on and get in...
context: 'Kay.\There's light coming up from below.\Reg, sorry, but I can't get this off by myself. Give me a hand.\O-okay...\Riko, lift your arm a bit.\Hey, Reg, you wanna go in with me?\I-I'm just gonna keep a lookout, okay?\Go on and get in... response:	Sometimes blood-sucking insects come to have a bite...
context: There's light coming up from below.\Reg, sorry, but I can't get this off by myself. Give me a hand.\O-okay...\Riko, lift your arm a bit.\Hey, Reg, you wanna go in with me?\I-I'm just gonna keep a lookout, okay?\Go on and get in...\Sometimes blood-sucking insects come to have a bite... response:	and you're pretty good at shooing those away, right?
context: Reg, sorry, but I can't get this off by myself. Give me a hand.\O-okay...\Riko, lift your arm a bit.\Hey, Reg, you wanna go in with me?\I-I'm just gonna keep a lookout, okay?\Go on and get in...\Sometimes blood-sucking insects come to have a bite...\and you're pretty good at shooing those away, right? response:	I'll take lookout duty myself.
context: O-okay...\Riko, lift your arm a bit.\Hey, Reg, you wanna go in with me?\I-I'm just gonna keep a lookout, okay?\Go on and get in...\Sometimes blood-sucking insects come to have a bite...\and you're pretty good at shooing those away, right?\I'll take lookout duty myself. response:	It's warm!
context: Riko, lift your arm a bit.\Hey, Reg, you wanna go in with me?\I-I'm just gonna keep a lookout, okay?\Go on and get in...\Sometimes blood-sucking insects come to have a bite...\and you're pretty good at shooing those away, right?\I'll take lookout duty myself.\It's warm! response:	Ah, the bottom seems pretty slippery...
context: Hey, Reg, you wanna go in with me?\I-I'm just gonna keep a lookout, okay?\Go on and get in...\Sometimes blood-sucking insects come to have a bite...\and you're pretty good at shooing those away, right?\I'll take lookout duty myself.\It's warm!\Ah, the bottom seems pretty slippery... response:	Be careful.
context: I-I'm just gonna keep a lookout, okay?\Go on and get in...\Sometimes blood-sucking insects come to have a bite...\and you're pretty good at shooing those away, right?\I'll take lookout duty myself.\It's warm!\Ah, the bottom seems pretty slippery...\Be careful. response:	Whoa!
context: Go on and get in...\Sometimes blood-sucking insects come to have a bite...\and you're pretty good at shooing those away, right?\I'll take lookout duty myself.\It's warm!\Ah, the bottom seems pretty slippery...\Be careful.\Whoa! response:	Wherever we go, the color dissipates around us!
context: Sometimes blood-sucking insects come to have a bite...\and you're pretty good at shooing those away, right?\I'll take lookout duty myself.\It's warm!\Ah, the bottom seems pretty slippery...\Be careful.\Whoa!\Wherever we go, the color dissipates around us! response:	Reg, look, look!
context: and you're pretty good at shooing those away, right?\I'll take lookout duty myself.\It's warm!\Ah, the bottom seems pretty slippery...\Be careful.\Whoa!\Wherever we go, the color dissipates around us!\Reg, look, look! response:	Even though the water's hot, there are small fish in here!
context: I'll take lookout duty myself.\It's warm!\Ah, the bottom seems pretty slippery...\Be careful.\Whoa!\Wherever we go, the color dissipates around us!\Reg, look, look!\Even though the water's hot, there are small fish in here! response:	The fish are eating the dead skin that's floating up.
context: It's warm!\Ah, the bottom seems pretty slippery...\Be careful.\Whoa!\Wherever we go, the color dissipates around us!\Reg, look, look!\Even though the water's hot, there are small fish in here!\The fish are eating the dead skin that's floating up. response:	For some reason... I feel thirsty...
context: Ah, the bottom seems pretty slippery...\Be careful.\Whoa!\Wherever we go, the color dissipates around us!\Reg, look, look!\Even though the water's hot, there are small fish in here!\The fish are eating the dead skin that's floating up.\For some reason... I feel thirsty... response:	Ouch! O-ow...
context: Be careful.\Whoa!\Wherever we go, the color dissipates around us!\Reg, look, look!\Even though the water's hot, there are small fish in here!\The fish are eating the dead skin that's floating up.\For some reason... I feel thirsty...\Ouch! O-ow... response:	Riko?! Ouch! O-ow...
context: Whoa!\Wherever we go, the color dissipates around us!\Reg, look, look!\Even though the water's hot, there are small fish in here!\The fish are eating the dead skin that's floating up.\For some reason... I feel thirsty...\Ouch! O-ow...\Riko?! Ouch! O-ow... response:	I-I...
context: Wherever we go, the color dissipates around us!\Reg, look, look!\Even though the water's hot, there are small fish in here!\The fish are eating the dead skin that's floating up.\For some reason... I feel thirsty...\Ouch! O-ow...\Riko?! Ouch! O-ow...\I-I... response:	I-I'm fine...
context: Reg, look, look!\Even though the water's hot, there are small fish in here!\The fish are eating the dead skin that's floating up.\For some reason... I feel thirsty...\Ouch! O-ow...\Riko?! Ouch! O-ow...\I-I...\I-I'm fine... response:	The hot water just stung a bit.
context: Even though the water's hot, there are small fish in here!\The fish are eating the dead skin that's floating up.\For some reason... I feel thirsty...\Ouch! O-ow...\Riko?! Ouch! O-ow...\I-I...\I-I'm fine...\The hot water just stung a bit. response:	Huh?
context: The fish are eating the dead skin that's floating up.\For some reason... I feel thirsty...\Ouch! O-ow...\Riko?! Ouch! O-ow...\I-I...\I-I'm fine...\The hot water just stung a bit.\Huh? response:	Hm?
context: For some reason... I feel thirsty...\Ouch! O-ow...\Riko?! Ouch! O-ow...\I-I...\I-I'm fine...\The hot water just stung a bit.\Huh?\Hm? response:	Reg...
context: Ouch! O-ow...\Riko?! Ouch! O-ow...\I-I...\I-I'm fine...\The hot water just stung a bit.\Huh?\Hm?\Reg... response:	What's up with your penis?
context: Riko?! Ouch! O-ow...\I-I...\I-I'm fine...\The hot water just stung a bit.\Huh?\Hm?\Reg...\What's up with your penis? response:	Hm?
context: I-I...\I-I'm fine...\The hot water just stung a bit.\Huh?\Hm?\Reg...\What's up with your penis?\Hm? response:	I don't know!
context: I-I'm fine...\The hot water just stung a bit.\Huh?\Hm?\Reg...\What's up with your penis?\Hm?\I don't know! response:	This is... This is...
context: The hot water just stung a bit.\Huh?\Hm?\Reg...\What's up with your penis?\Hm?\I don't know!\This is... This is... response:	irredeemable.
context: Huh?\Hm?\Reg...\What's up with your penis?\Hm?\I don't know!\This is... This is...\irredeemable. response:	Hmm? What's with you two?
context: Hm?\Reg...\What's up with your penis?\Hm?\I don't know!\This is... This is...\irredeemable.\Hmm? What's with you two? response:	You're really still that fickle about this?
context: Reg...\What's up with your penis?\Hm?\I don't know!\This is... This is...\irredeemable.\Hmm? What's with you two?\You're really still that fickle about this? response:	Reg, come on, you've already kissed her, right?
context: What's up with your penis?\Hm?\I don't know!\This is... This is...\irredeemable.\Hmm? What's with you two?\You're really still that fickle about this?\Reg, come on, you've already kissed her, right? response:	Kissed...
context: Hm?\I don't know!\This is... This is...\irredeemable.\Hmm? What's with you two?\You're really still that fickle about this?\Reg, come on, you've already kissed her, right?\Kissed... response:	No point in acting embarrassed now.
context: I don't know!\This is... This is...\irredeemable.\Hmm? What's with you two?\You're really still that fickle about this?\Reg, come on, you've already kissed her, right?\Kissed...\No point in acting embarrassed now. response:	Reg, what's this kiss thing about?
context: This is... This is...\irredeemable.\Hmm? What's with you two?\You're really still that fickle about this?\Reg, come on, you've already kissed her, right?\Kissed...\No point in acting embarrassed now.\Reg, what's this kiss thing about? response:	Uh, that was...
context: irredeemable.\Hmm? What's with you two?\You're really still that fickle about this?\Reg, come on, you've already kissed her, right?\Kissed...\No point in acting embarrassed now.\Reg, what's this kiss thing about?\Uh, that was... response:	That was hardly a kiss...
context: Hmm? What's with you two?\You're really still that fickle about this?\Reg, come on, you've already kissed her, right?\Kissed...\No point in acting embarrassed now.\Reg, what's this kiss thing about?\Uh, that was...\That was hardly a kiss... response:	Nanachi, how cowardly! You get in here, too!
context: You're really still that fickle about this?\Reg, come on, you've already kissed her, right?\Kissed...\No point in acting embarrassed now.\Reg, what's this kiss thing about?\Uh, that was...\That was hardly a kiss...\Nanachi, how cowardly! You get in here, too! response:	What are you talking about?
context: Reg, come on, you've already kissed her, right?\Kissed...\No point in acting embarrassed now.\Reg, what's this kiss thing about?\Uh, that was...\That was hardly a kiss...\Nanachi, how cowardly! You get in here, too!\What are you talking about? response:	I'm on lookout duty here, so go ahead and take your time in there.
context: Kissed...\No point in acting embarrassed now.\Reg, what's this kiss thing about?\Uh, that was...\That was hardly a kiss...\Nanachi, how cowardly! You get in here, too!\What are you talking about?\I'm on lookout duty here, so go ahead and take your time in there. response:	What's this about a kiss?
context: No point in acting embarrassed now.\Reg, what's this kiss thing about?\Uh, that was...\That was hardly a kiss...\Nanachi, how cowardly! You get in here, too!\What are you talking about?\I'm on lookout duty here, so go ahead and take your time in there.\What's this about a kiss? response:	Hey, come on.
context: Reg, what's this kiss thing about?\Uh, that was...\That was hardly a kiss...\Nanachi, how cowardly! You get in here, too!\What are you talking about?\I'm on lookout duty here, so go ahead and take your time in there.\What's this about a kiss?\Hey, come on. response:	Jeez, I can't bear to watch this...
context: Uh, that was...\That was hardly a kiss...\Nanachi, how cowardly! You get in here, too!\What are you talking about?\I'm on lookout duty here, so go ahead and take your time in there.\What's this about a kiss?\Hey, come on.\Jeez, I can't bear to watch this... response:	Mitty... thanks.
context: That was hardly a kiss...\Nanachi, how cowardly! You get in here, too!\What are you talking about?\I'm on lookout duty here, so go ahead and take your time in there.\What's this about a kiss?\Hey, come on.\Jeez, I can't bear to watch this...\Mitty... thanks. response:	You pulled Reg's treasure up outta that place...
context: Nanachi, how cowardly! You get in here, too!\What are you talking about?\I'm on lookout duty here, so go ahead and take your time in there.\What's this about a kiss?\Hey, come on.\Jeez, I can't bear to watch this...\Mitty... thanks.\You pulled Reg's treasure up outta that place... response:	A bit longer...
context: What are you talking about?\I'm on lookout duty here, so go ahead and take your time in there.\What's this about a kiss?\Hey, come on.\Jeez, I can't bear to watch this...\Mitty... thanks.\You pulled Reg's treasure up outta that place...\A bit longer... response:	I hope you can wait for me just a bit longer...
context: I'm on lookout duty here, so go ahead and take your time in there.\What's this about a kiss?\Hey, come on.\Jeez, I can't bear to watch this...\Mitty... thanks.\You pulled Reg's treasure up outta that place...\A bit longer...\I hope you can wait for me just a bit longer... response:	Riko! Hang in there!
context: What's this about a kiss?\Hey, come on.\Jeez, I can't bear to watch this...\Mitty... thanks.\You pulled Reg's treasure up outta that place...\A bit longer...\I hope you can wait for me just a bit longer...\Riko! Hang in there! response:	Five more left!
context: Hey, come on.\Jeez, I can't bear to watch this...\Mitty... thanks.\You pulled Reg's treasure up outta that place...\A bit longer...\I hope you can wait for me just a bit longer...\Riko! Hang in there!\Five more left! response:	A big central one comes next. Hold her down tight.
context: Jeez, I can't bear to watch this...\Mitty... thanks.\You pulled Reg's treasure up outta that place...\A bit longer...\I hope you can wait for me just a bit longer...\Riko! Hang in there!\Five more left!\A big central one comes next. Hold her down tight. response:	Just the thumb...
context: Mitty... thanks.\You pulled Reg's treasure up outta that place...\A bit longer...\I hope you can wait for me just a bit longer...\Riko! Hang in there!\Five more left!\A big central one comes next. Hold her down tight.\Just the thumb... response:	Even if it's the thumb alone, at least it moves!
context: You pulled Reg's treasure up outta that place...\A bit longer...\I hope you can wait for me just a bit longer...\Riko! Hang in there!\Five more left!\A big central one comes next. Hold her down tight.\Just the thumb...\Even if it's the thumb alone, at least it moves! response:	Riko.
context: A bit longer...\I hope you can wait for me just a bit longer...\Riko! Hang in there!\Five more left!\A big central one comes next. Hold her down tight.\Just the thumb...\Even if it's the thumb alone, at least it moves!\Riko. response:	Reg, what's the matter?
context: I hope you can wait for me just a bit longer...\Riko! Hang in there!\Five more left!\A big central one comes next. Hold her down tight.\Just the thumb...\Even if it's the thumb alone, at least it moves!\Riko.\Reg, what's the matter? response:	I'm sorry...
context: Riko! Hang in there!\Five more left!\A big central one comes next. Hold her down tight.\Just the thumb...\Even if it's the thumb alone, at least it moves!\Riko.\Reg, what's the matter?\I'm sorry... response:	Because I did such a bad job making the cut...
context: Five more left!\A big central one comes next. Hold her down tight.\Just the thumb...\Even if it's the thumb alone, at least it moves!\Riko.\Reg, what's the matter?\I'm sorry...\Because I did such a bad job making the cut... response:	your arm is...
context: A big central one comes next. Hold her down tight.\Just the thumb...\Even if it's the thumb alone, at least it moves!\Riko.\Reg, what's the matter?\I'm sorry...\Because I did such a bad job making the cut...\your arm is... response:	Reg, I'm the one who asked you to do it.
context: Just the thumb...\Even if it's the thumb alone, at least it moves!\Riko.\Reg, what's the matter?\I'm sorry...\Because I did such a bad job making the cut...\your arm is...\Reg, I'm the one who asked you to do it. response:	B-but...
context: Even if it's the thumb alone, at least it moves!\Riko.\Reg, what's the matter?\I'm sorry...\Because I did such a bad job making the cut...\your arm is...\Reg, I'm the one who asked you to do it.\B-but... response:	In the end, it was Nanachi who saved you.
context: Riko.\Reg, what's the matter?\I'm sorry...\Because I did such a bad job making the cut...\your arm is...\Reg, I'm the one who asked you to do it.\B-but...\In the end, it was Nanachi who saved you. response:	Nanachi told me...
context: Reg, what's the matter?\I'm sorry...\Because I did such a bad job making the cut...\your arm is...\Reg, I'm the one who asked you to do it.\B-but...\In the end, it was Nanachi who saved you.\Nanachi told me... response:	Told me that while you were working to save me, Reg, you were crying the whole time and were very worried...
context: I'm sorry...\Because I did such a bad job making the cut...\your arm is...\Reg, I'm the one who asked you to do it.\B-but...\In the end, it was Nanachi who saved you.\Nanachi told me...\Told me that while you were working to save me, Reg, you were crying the whole time and were very worried... response:	I also heard that upon seeing you like that, Nanachi thought, That's me right there,
context: Because I did such a bad job making the cut...\your arm is...\Reg, I'm the one who asked you to do it.\B-but...\In the end, it was Nanachi who saved you.\Nanachi told me...\Told me that while you were working to save me, Reg, you were crying the whole time and were very worried...\I also heard that upon seeing you like that, Nanachi thought, That's me right there, response:	and rushed to save me without so much as a thought.
context: your arm is...\Reg, I'm the one who asked you to do it.\B-but...\In the end, it was Nanachi who saved you.\Nanachi told me...\Told me that while you were working to save me, Reg, you were crying the whole time and were very worried...\I also heard that upon seeing you like that, Nanachi thought, That's me right there,\and rushed to save me without so much as a thought. response:	Reg... this scar is proof.
context: Reg, I'm the one who asked you to do it.\B-but...\In the end, it was Nanachi who saved you.\Nanachi told me...\Told me that while you were working to save me, Reg, you were crying the whole time and were very worried...\I also heard that upon seeing you like that, Nanachi thought, That's me right there,\and rushed to save me without so much as a thought.\Reg... this scar is proof. response:	Precious proof that you protected me, Reg.
context: B-but...\In the end, it was Nanachi who saved you.\Nanachi told me...\Told me that while you were working to save me, Reg, you were crying the whole time and were very worried...\I also heard that upon seeing you like that, Nanachi thought, That's me right there,\and rushed to save me without so much as a thought.\Reg... this scar is proof.\Precious proof that you protected me, Reg. response:	Riko...
context: In the end, it was Nanachi who saved you.\Nanachi told me...\Told me that while you were working to save me, Reg, you were crying the whole time and were very worried...\I also heard that upon seeing you like that, Nanachi thought, That's me right there,\and rushed to save me without so much as a thought.\Reg... this scar is proof.\Precious proof that you protected me, Reg.\Riko... response:	Huh?
context: Nanachi told me...\Told me that while you were working to save me, Reg, you were crying the whole time and were very worried...\I also heard that upon seeing you like that, Nanachi thought, That's me right there,\and rushed to save me without so much as a thought.\Reg... this scar is proof.\Precious proof that you protected me, Reg.\Riko...\Huh? response:	Nanachi!
context: Told me that while you were working to save me, Reg, you were crying the whole time and were very worried...\I also heard that upon seeing you like that, Nanachi thought, That's me right there,\and rushed to save me without so much as a thought.\Reg... this scar is proof.\Precious proof that you protected me, Reg.\Riko...\Huh?\Nanachi! response:	What's wrong?
context: I also heard that upon seeing you like that, Nanachi thought, That's me right there,\and rushed to save me without so much as a thought.\Reg... this scar is proof.\Precious proof that you protected me, Reg.\Riko...\Huh?\Nanachi!\What's wrong? response:	Well...
context: and rushed to save me without so much as a thought.\Reg... this scar is proof.\Precious proof that you protected me, Reg.\Riko...\Huh?\Nanachi!\What's wrong?\Well... response:	Oh, it's nothing...
context: Reg... this scar is proof.\Precious proof that you protected me, Reg.\Riko...\Huh?\Nanachi!\What's wrong?\Well...\Oh, it's nothing... response:	Hey, Nanachi!
context: Precious proof that you protected me, Reg.\Riko...\Huh?\Nanachi!\What's wrong?\Well...\Oh, it's nothing...\Hey, Nanachi! response:	Hm?
context: Riko...\Huh?\Nanachi!\What's wrong?\Well...\Oh, it's nothing...\Hey, Nanachi!\Hm? response:	I have something to ask of you.
context: Huh?\Nanachi!\What's wrong?\Well...\Oh, it's nothing...\Hey, Nanachi!\Hm?\I have something to ask of you. response:	Would you consider coming along with us?
context: Nanachi!\What's wrong?\Well...\Oh, it's nothing...\Hey, Nanachi!\Hm?\I have something to ask of you.\Would you consider coming along with us? response:	Sure.
context: What's wrong?\Well...\Oh, it's nothing...\Hey, Nanachi!\Hm?\I have something to ask of you.\Would you consider coming along with us?\Sure. response:	Really?!
context: Well...\Oh, it's nothing...\Hey, Nanachi!\Hm?\I have something to ask of you.\Would you consider coming along with us?\Sure.\Really?! response:	Nanachi, I'm so happy! You're really okay with it?!
context: Oh, it's nothing...\Hey, Nanachi!\Hm?\I have something to ask of you.\Would you consider coming along with us?\Sure.\Really?!\Nanachi, I'm so happy! You're really okay with it?! response:	Yeah...
