context: In those hectic days when we barely had time to sleep, response:	I had not realized the flaw in my plan.
context: THE TRUTH IS SIMPLY THAT I DON'T HAVE ANYTHING RIGHT NOW THAT IS AS IMPORTANT TO ME AS YOU. I DON'T KNOW ABOUT TOMORROW, THOUGH... SORRY FOR BEING SO SELFISH. I don't know about tomorrow, though... Sorry for being so selfish.\That's different from being a cold person, Ren.\The longer we live, the more weight we carry on our shoulders.\And it gets harder to do what you want...\That's why you need someone to carry that load with you.\Don't you think you and your girlfriend could do that for each other?\I'm really exhausted.\Souvenirs! response:	So many!
context: That's different from being a cold person, Ren.\The longer we live, the more weight we carry on our shoulders.\And it gets harder to do what you want...\That's why you need someone to carry that load with you.\Don't you think you and your girlfriend could do that for each other?\I'm really exhausted.\Souvenirs!\So many! response:	- Which do you want? - Just one out of seven?!
context: The longer we live, the more weight we carry on our shoulders.\And it gets harder to do what you want...\That's why you need someone to carry that load with you.\Don't you think you and your girlfriend could do that for each other?\I'm really exhausted.\Souvenirs!\So many!\- Which do you want? - Just one out of seven?! response:	How about this one!
context: And it gets harder to do what you want...\That's why you need someone to carry that load with you.\Don't you think you and your girlfriend could do that for each other?\I'm really exhausted.\Souvenirs!\So many!\- Which do you want? - Just one out of seven?!\How about this one! response:	You've got a great nose.
context: That's why you need someone to carry that load with you.\Don't you think you and your girlfriend could do that for each other?\I'm really exhausted.\Souvenirs!\So many!\- Which do you want? - Just one out of seven?!\How about this one!\You've got a great nose. response:	- You picked the diamond... - Huh?!
context: Don't you think you and your girlfriend could do that for each other?\I'm really exhausted.\Souvenirs!\So many!\- Which do you want? - Just one out of seven?!\How about this one!\You've got a great nose.\- You picked the diamond... - Huh?! response:	earrings. That's a good choice.
context: I'm really exhausted.\Souvenirs!\So many!\- Which do you want? - Just one out of seven?!\How about this one!\You've got a great nose.\- You picked the diamond... - Huh?!\earrings. That's a good choice. response:	- No, I'd rather have this one! - That's some tea.
context: Souvenirs!\So many!\- Which do you want? - Just one out of seven?!\How about this one!\You've got a great nose.\- You picked the diamond... - Huh?!\earrings. That's a good choice.\- No, I'd rather have this one! - That's some tea. response:	- What about this? - A pearl necklace.
context: So many!\- Which do you want? - Just one out of seven?!\How about this one!\You've got a great nose.\- You picked the diamond... - Huh?!\earrings. That's a good choice.\- No, I'd rather have this one! - That's some tea.\- What about this? - A pearl necklace. response:	Wristwatch.
context: - Which do you want? - Just one out of seven?!\How about this one!\You've got a great nose.\- You picked the diamond... - Huh?!\earrings. That's a good choice.\- No, I'd rather have this one! - That's some tea.\- What about this? - A pearl necklace.\Wristwatch. response:	Shoes. A handbag. Cashmere scarf.
context: How about this one!\You've got a great nose.\- You picked the diamond... - Huh?!\earrings. That's a good choice.\- No, I'd rather have this one! - That's some tea.\- What about this? - A pearl necklace.\Wristwatch.\Shoes. A handbag. Cashmere scarf. response:	Where's the ring?!
context: You've got a great nose.\- You picked the diamond... - Huh?!\earrings. That's a good choice.\- No, I'd rather have this one! - That's some tea.\- What about this? - A pearl necklace.\Wristwatch.\Shoes. A handbag. Cashmere scarf.\Where's the ring?! response:	Well, that's different from a souvenir. You already have it.
context: - You picked the diamond... - Huh?!\earrings. That's a good choice.\- No, I'd rather have this one! - That's some tea.\- What about this? - A pearl necklace.\Wristwatch.\Shoes. A handbag. Cashmere scarf.\Where's the ring?!\Well, that's different from a souvenir. You already have it. response:	Your left pocket.
context: earrings. That's a good choice.\- No, I'd rather have this one! - That's some tea.\- What about this? - A pearl necklace.\Wristwatch.\Shoes. A handbag. Cashmere scarf.\Where's the ring?!\Well, that's different from a souvenir. You already have it.\Your left pocket. response:	A magic trick?
context: - No, I'd rather have this one! - That's some tea.\- What about this? - A pearl necklace.\Wristwatch.\Shoes. A handbag. Cashmere scarf.\Where's the ring?!\Well, that's different from a souvenir. You already have it.\Your left pocket.\A magic trick? response:	It's that tendency to let your guard down that let's men trick you.
context: - What about this? - A pearl necklace.\Wristwatch.\Shoes. A handbag. Cashmere scarf.\Where's the ring?!\Well, that's different from a souvenir. You already have it.\Your left pocket.\A magic trick?\It's that tendency to let your guard down that let's men trick you. response:	I do have a list of priorities that I cannot change.
context: Wristwatch.\Shoes. A handbag. Cashmere scarf.\Where's the ring?!\Well, that's different from a souvenir. You already have it.\Your left pocket.\A magic trick?\It's that tendency to let your guard down that let's men trick you.\I do have a list of priorities that I cannot change. response:	First is work.
context: Shoes. A handbag. Cashmere scarf.\Where's the ring?!\Well, that's different from a souvenir. You already have it.\Your left pocket.\A magic trick?\It's that tendency to let your guard down that let's men trick you.\I do have a list of priorities that I cannot change.\First is work. response:	That makes up for more than ninety percent of my brain.
context: Where's the ring?!\Well, that's different from a souvenir. You already have it.\Your left pocket.\A magic trick?\It's that tendency to let your guard down that let's men trick you.\I do have a list of priorities that I cannot change.\First is work.\That makes up for more than ninety percent of my brain. response:	Everything else doesn't matter as much.
context: Well, that's different from a souvenir. You already have it.\Your left pocket.\A magic trick?\It's that tendency to let your guard down that let's men trick you.\I do have a list of priorities that I cannot change.\First is work.\That makes up for more than ninety percent of my brain.\Everything else doesn't matter as much. response:	But I'd say my girl comes second. I need her so I can relax.
context: Your left pocket.\A magic trick?\It's that tendency to let your guard down that let's men trick you.\I do have a list of priorities that I cannot change.\First is work.\That makes up for more than ninety percent of my brain.\Everything else doesn't matter as much.\But I'd say my girl comes second. I need her so I can relax. response:	I won't be able to care for you too much,
context: A magic trick?\It's that tendency to let your guard down that let's men trick you.\I do have a list of priorities that I cannot change.\First is work.\That makes up for more than ninety percent of my brain.\Everything else doesn't matter as much.\But I'd say my girl comes second. I need her so I can relax.\I won't be able to care for you too much, response:	but I won't let you have a hard life.
context: It's that tendency to let your guard down that let's men trick you.\I do have a list of priorities that I cannot change.\First is work.\That makes up for more than ninety percent of my brain.\Everything else doesn't matter as much.\But I'd say my girl comes second. I need her so I can relax.\I won't be able to care for you too much,\but I won't let you have a hard life. response:	Okay.
context: I do have a list of priorities that I cannot change.\First is work.\That makes up for more than ninety percent of my brain.\Everything else doesn't matter as much.\But I'd say my girl comes second. I need her so I can relax.\I won't be able to care for you too much,\but I won't let you have a hard life.\Okay. response:	As long as I'm your number one second priority.
context: First is work.\That makes up for more than ninety percent of my brain.\Everything else doesn't matter as much.\But I'd say my girl comes second. I need her so I can relax.\I won't be able to care for you too much,\but I won't let you have a hard life.\Okay.\As long as I'm your number one second priority. response:	I'm sorry but you're number two in my second priority.
context: That makes up for more than ninety percent of my brain.\Everything else doesn't matter as much.\But I'd say my girl comes second. I need her so I can relax.\I won't be able to care for you too much,\but I won't let you have a hard life.\Okay.\As long as I'm your number one second priority.\I'm sorry but you're number two in my second priority. response:	Huh?!
context: Everything else doesn't matter as much.\But I'd say my girl comes second. I need her so I can relax.\I won't be able to care for you too much,\but I won't let you have a hard life.\Okay.\As long as I'm your number one second priority.\I'm sorry but you're number two in my second priority.\Huh?! response:	Maybe this souvenir would best suit my number one woman.
context: But I'd say my girl comes second. I need her so I can relax.\I won't be able to care for you too much,\but I won't let you have a hard life.\Okay.\As long as I'm your number one second priority.\I'm sorry but you're number two in my second priority.\Huh?!\Maybe this souvenir would best suit my number one woman. response:	Shoes?
context: I won't be able to care for you too much,\but I won't let you have a hard life.\Okay.\As long as I'm your number one second priority.\I'm sorry but you're number two in my second priority.\Huh?!\Maybe this souvenir would best suit my number one woman.\Shoes? response:	They wouldn't fit you anyway.
context: but I won't let you have a hard life.\Okay.\As long as I'm your number one second priority.\I'm sorry but you're number two in my second priority.\Huh?!\Maybe this souvenir would best suit my number one woman.\Shoes?\They wouldn't fit you anyway. response:	She must be petite.
context: Okay.\As long as I'm your number one second priority.\I'm sorry but you're number two in my second priority.\Huh?!\Maybe this souvenir would best suit my number one woman.\Shoes?\They wouldn't fit you anyway.\She must be petite. response:	Sachiko...
context: As long as I'm your number one second priority.\I'm sorry but you're number two in my second priority.\Huh?!\Maybe this souvenir would best suit my number one woman.\Shoes?\They wouldn't fit you anyway.\She must be petite.\Sachiko... response:	TRAUMA
context: I'm sorry but you're number two in my second priority.\Huh?!\Maybe this souvenir would best suit my number one woman.\Shoes?\They wouldn't fit you anyway.\She must be petite.\Sachiko...\TRAUMA response:	TRAUMA Is it you again?
context: Huh?!\Maybe this souvenir would best suit my number one woman.\Shoes?\They wouldn't fit you anyway.\She must be petite.\Sachiko...\TRAUMA\TRAUMA Is it you again? response:	You've already given her a name? And what a traditional name.
context: Maybe this souvenir would best suit my number one woman.\Shoes?\They wouldn't fit you anyway.\She must be petite.\Sachiko...\TRAUMA\TRAUMA Is it you again?\You've already given her a name? And what a traditional name. response:	Well, whatever name's fine with me.
context: Shoes?\They wouldn't fit you anyway.\She must be petite.\Sachiko...\TRAUMA\TRAUMA Is it you again?\You've already given her a name? And what a traditional name.\Well, whatever name's fine with me. response:	Here! Then these are for our lil' Sachiko.
context: They wouldn't fit you anyway.\She must be petite.\Sachiko...\TRAUMA\TRAUMA Is it you again?\You've already given her a name? And what a traditional name.\Well, whatever name's fine with me.\Here! Then these are for our lil' Sachiko. response:	They're so cute! Thank you, Daddy!
context: She must be petite.\Sachiko...\TRAUMA\TRAUMA Is it you again?\You've already given her a name? And what a traditional name.\Well, whatever name's fine with me.\Here! Then these are for our lil' Sachiko.\They're so cute! Thank you, Daddy! response:	So many!
context: Sachiko...\TRAUMA\TRAUMA Is it you again?\You've already given her a name? And what a traditional name.\Well, whatever name's fine with me.\Here! Then these are for our lil' Sachiko.\They're so cute! Thank you, Daddy!\So many! response:	But doesn't that sound awkward? Sachiko Ichinose.
context: TRAUMA\TRAUMA Is it you again?\You've already given her a name? And what a traditional name.\Well, whatever name's fine with me.\Here! Then these are for our lil' Sachiko.\They're so cute! Thank you, Daddy!\So many!\But doesn't that sound awkward? Sachiko Ichinose. response:	It's like a tongue twister.
context: TRAUMA Is it you again?\You've already given her a name? And what a traditional name.\Well, whatever name's fine with me.\Here! Then these are for our lil' Sachiko.\They're so cute! Thank you, Daddy!\So many!\But doesn't that sound awkward? Sachiko Ichinose.\It's like a tongue twister. response:	Stop it with that ominous name.
context: You've already given her a name? And what a traditional name.\Well, whatever name's fine with me.\Here! Then these are for our lil' Sachiko.\They're so cute! Thank you, Daddy!\So many!\But doesn't that sound awkward? Sachiko Ichinose.\It's like a tongue twister.\Stop it with that ominous name. response:	You gave her that name!
context: Well, whatever name's fine with me.\Here! Then these are for our lil' Sachiko.\They're so cute! Thank you, Daddy!\So many!\But doesn't that sound awkward? Sachiko Ichinose.\It's like a tongue twister.\Stop it with that ominous name.\You gave her that name! response:	REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF.
context: Here! Then these are for our lil' Sachiko.\They're so cute! Thank you, Daddy!\So many!\But doesn't that sound awkward? Sachiko Ichinose.\It's like a tongue twister.\Stop it with that ominous name.\You gave her that name!\REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF. response:	REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF. Reira. The reason I bought a laptop computer was because
context: They're so cute! Thank you, Daddy!\So many!\But doesn't that sound awkward? Sachiko Ichinose.\It's like a tongue twister.\Stop it with that ominous name.\You gave her that name!\REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF.\REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF. Reira. The reason I bought a laptop computer was because response:	REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF. I wanted to spend all the money I got from you quickly,
context: So many!\But doesn't that sound awkward? Sachiko Ichinose.\It's like a tongue twister.\Stop it with that ominous name.\You gave her that name!\REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF.\REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF. Reira. The reason I bought a laptop computer was because\REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF. I wanted to spend all the money I got from you quickly, response:	REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF.
context: But doesn't that sound awkward? Sachiko Ichinose.\It's like a tongue twister.\Stop it with that ominous name.\You gave her that name!\REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF.\REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF. Reira. The reason I bought a laptop computer was because\REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF. I wanted to spend all the money I got from you quickly,\REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF. response:	REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF. but I didn't wanna spend it only on myself.
context: It's like a tongue twister.\Stop it with that ominous name.\You gave her that name!\REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF.\REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF. Reira. The reason I bought a laptop computer was because\REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF. I wanted to spend all the money I got from you quickly,\REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF.\REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF. but I didn't wanna spend it only on myself. response:	REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF.
context: Stop it with that ominous name.\You gave her that name!\REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF.\REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF. Reira. The reason I bought a laptop computer was because\REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF. I wanted to spend all the money I got from you quickly,\REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF.\REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF. but I didn't wanna spend it only on myself.\REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF. response:	I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU.
context: You gave her that name!\REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF.\REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF. Reira. The reason I bought a laptop computer was because\REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF. I wanted to spend all the money I got from you quickly,\REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF.\REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF. but I didn't wanna spend it only on myself.\REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF.\I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU. response:	I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU. I bought the acoustic guitar for the same reason,
context: REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF.\REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF. Reira. The reason I bought a laptop computer was because\REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF. I wanted to spend all the money I got from you quickly,\REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF.\REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF. but I didn't wanna spend it only on myself.\REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF.\I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU.\I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU. I bought the acoustic guitar for the same reason, response:	I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU. but I could never become romantic enough to sing
context: REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF. Reira. The reason I bought a laptop computer was because\REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF. I wanted to spend all the money I got from you quickly,\REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF.\REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF. but I didn't wanna spend it only on myself.\REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF.\I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU.\I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU. I bought the acoustic guitar for the same reason,\I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU. but I could never become romantic enough to sing response:	I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU. where my voice would not reach you.
context: REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF. I wanted to spend all the money I got from you quickly,\REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF.\REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF. but I didn't wanna spend it only on myself.\REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF.\I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU.\I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU. I bought the acoustic guitar for the same reason,\I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU. but I could never become romantic enough to sing\I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU. where my voice would not reach you. response:	I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU.
context: REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF.\REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF. but I didn't wanna spend it only on myself.\REIRA, THE REASON I BOUGHT A LAPTOP COMPUTER WAS BECAUSE I WANTED TO SPEND ALL THE MONEY I GOT FROM YOU QUICKLY, BUT I DIDN'T WANNA SPEND IT ONLY ON MYSELF.\I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU.\I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU. I bought the acoustic guitar for the same reason,\I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU. but I could never become romantic enough to sing\I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU. where my voice would not reach you.\I BOUGHT THE ACOUSTIC GUITAR FOR THE SAME REASON, BUT I COULD NEVER BECOME ROMANTIC ENOUGH TO SING WHERE MY VOICE WOULD NOT REACH YOU. response:	SO FROM NOW ON I'LL SEND YOU AN EMAIL FROM TIME TO TIME LIKE I'M DOING NOW. IF YOU FEEL UP TO IT, PLEASE WRITE BACK.
