context: Hang in there! response:	Reach out your hand!
context: Their time's me-out! Set the fire!\Oh, no!\Max headwind!\Meow! The direction of the wind!\That should buy us some time.\Let's hurry, Kirihito.\There's no one here to tell me what I should do.\There's only the two of us here. response:	So it's up to me to handle it!
context: Oh, no!\Max headwind!\Meow! The direction of the wind!\That should buy us some time.\Let's hurry, Kirihito.\There's no one here to tell me what I should do.\There's only the two of us here.\So it's up to me to handle it! response:	What's wrong, Kirihito?
context: Max headwind!\Meow! The direction of the wind!\That should buy us some time.\Let's hurry, Kirihito.\There's no one here to tell me what I should do.\There's only the two of us here.\So it's up to me to handle it!\What's wrong, Kirihito? response:	The white talisman has stopped here.
context: Meow! The direction of the wind!\That should buy us some time.\Let's hurry, Kirihito.\There's no one here to tell me what I should do.\There's only the two of us here.\So it's up to me to handle it!\What's wrong, Kirihito?\The white talisman has stopped here. response:	My divine power wasn't strong enough?!
context: That should buy us some time.\Let's hurry, Kirihito.\There's no one here to tell me what I should do.\There's only the two of us here.\So it's up to me to handle it!\What's wrong, Kirihito?\The white talisman has stopped here.\My divine power wasn't strong enough?! response:	No, this scenery looks familiar.
context: Let's hurry, Kirihito.\There's no one here to tell me what I should do.\There's only the two of us here.\So it's up to me to handle it!\What's wrong, Kirihito?\The white talisman has stopped here.\My divine power wasn't strong enough?!\No, this scenery looks familiar. response:	It's where we started.
context: There's no one here to tell me what I should do.\There's only the two of us here.\So it's up to me to handle it!\What's wrong, Kirihito?\The white talisman has stopped here.\My divine power wasn't strong enough?!\No, this scenery looks familiar.\It's where we started. response:	We're near the Yomotsu Hirasaka entrance.
context: There's only the two of us here.\So it's up to me to handle it!\What's wrong, Kirihito?\The white talisman has stopped here.\My divine power wasn't strong enough?!\No, this scenery looks familiar.\It's where we started.\We're near the Yomotsu Hirasaka entrance. response:	What? Was it this dark?
context: So it's up to me to handle it!\What's wrong, Kirihito?\The white talisman has stopped here.\My divine power wasn't strong enough?!\No, this scenery looks familiar.\It's where we started.\We're near the Yomotsu Hirasaka entrance.\What? Was it this dark? response:	Before, there was light from the surface shining through the hole.
context: What's wrong, Kirihito?\The white talisman has stopped here.\My divine power wasn't strong enough?!\No, this scenery looks familiar.\It's where we started.\We're near the Yomotsu Hirasaka entrance.\What? Was it this dark?\Before, there was light from the surface shining through the hole. response:	Looks like someone went and plugged the damn thing up.
context: The white talisman has stopped here.\My divine power wasn't strong enough?!\No, this scenery looks familiar.\It's where we started.\We're near the Yomotsu Hirasaka entrance.\What? Was it this dark?\Before, there was light from the surface shining through the hole.\Looks like someone went and plugged the damn thing up. response:	Seal
context: My divine power wasn't strong enough?!\No, this scenery looks familiar.\It's where we started.\We're near the Yomotsu Hirasaka entrance.\What? Was it this dark?\Before, there was light from the surface shining through the hole.\Looks like someone went and plugged the damn thing up.\Seal response:	Seal
context: No, this scenery looks familiar.\It's where we started.\We're near the Yomotsu Hirasaka entrance.\What? Was it this dark?\Before, there was light from the surface shining through the hole.\Looks like someone went and plugged the damn thing up.\Seal\Seal response:	Meanwhile, back on the surface...
context: It's where we started.\We're near the Yomotsu Hirasaka entrance.\What? Was it this dark?\Before, there was light from the surface shining through the hole.\Looks like someone went and plugged the damn thing up.\Seal\Seal\Meanwhile, back on the surface... response:	Hey, you.
context: We're near the Yomotsu Hirasaka entrance.\What? Was it this dark?\Before, there was light from the surface shining through the hole.\Looks like someone went and plugged the damn thing up.\Seal\Seal\Meanwhile, back on the surface...\Hey, you. response:	Move aside.
context: What? Was it this dark?\Before, there was light from the surface shining through the hole.\Looks like someone went and plugged the damn thing up.\Seal\Seal\Meanwhile, back on the surface...\Hey, you.\Move aside. response:	I have business below.
context: Before, there was light from the surface shining through the hole.\Looks like someone went and plugged the damn thing up.\Seal\Seal\Meanwhile, back on the surface...\Hey, you.\Move aside.\I have business below. response:	Long time no see, fox.
context: Looks like someone went and plugged the damn thing up.\Seal\Seal\Meanwhile, back on the surface...\Hey, you.\Move aside.\I have business below.\Long time no see, fox. response:	I have no interest in you.
context: Seal\Seal\Meanwhile, back on the surface...\Hey, you.\Move aside.\I have business below.\Long time no see, fox.\I have no interest in you. response:	So you wished to go to the Netherworld?
context: Seal\Meanwhile, back on the surface...\Hey, you.\Move aside.\I have business below.\Long time no see, fox.\I have no interest in you.\So you wished to go to the Netherworld? response:	Too bad for you.
context: Meanwhile, back on the surface...\Hey, you.\Move aside.\I have business below.\Long time no see, fox.\I have no interest in you.\So you wished to go to the Netherworld?\Too bad for you. response:	I sealed this hole with a new barrier boulder.
context: Hey, you.\Move aside.\I have business below.\Long time no see, fox.\I have no interest in you.\So you wished to go to the Netherworld?\Too bad for you.\I sealed this hole with a new barrier boulder. response:	Move the rock aside.
context: Move aside.\I have business below.\Long time no see, fox.\I have no interest in you.\So you wished to go to the Netherworld?\Too bad for you.\I sealed this hole with a new barrier boulder.\Move the rock aside. response:	My lady and mistress is still inside.
context: I have business below.\Long time no see, fox.\I have no interest in you.\So you wished to go to the Netherworld?\Too bad for you.\I sealed this hole with a new barrier boulder.\Move the rock aside.\My lady and mistress is still inside. response:	If that maiden is truly a god, she can free herself.
context: Long time no see, fox.\I have no interest in you.\So you wished to go to the Netherworld?\Too bad for you.\I sealed this hole with a new barrier boulder.\Move the rock aside.\My lady and mistress is still inside.\If that maiden is truly a god, she can free herself. response:	If she were not a god...
context: I have no interest in you.\So you wished to go to the Netherworld?\Too bad for you.\I sealed this hole with a new barrier boulder.\Move the rock aside.\My lady and mistress is still inside.\If that maiden is truly a god, she can free herself.\If she were not a god... response:	If she were simply a human being, she is sure to be long dead.
context: So you wished to go to the Netherworld?\Too bad for you.\I sealed this hole with a new barrier boulder.\Move the rock aside.\My lady and mistress is still inside.\If that maiden is truly a god, she can free herself.\If she were not a god...\If she were simply a human being, she is sure to be long dead. response:	Going to her rescue would be a waste of time.
context: Too bad for you.\I sealed this hole with a new barrier boulder.\Move the rock aside.\My lady and mistress is still inside.\If that maiden is truly a god, she can free herself.\If she were not a god...\If she were simply a human being, she is sure to be long dead.\Going to her rescue would be a waste of time. response:	Move aside!
context: I sealed this hole with a new barrier boulder.\Move the rock aside.\My lady and mistress is still inside.\If that maiden is truly a god, she can free herself.\If she were not a god...\If she were simply a human being, she is sure to be long dead.\Going to her rescue would be a waste of time.\Move aside! response:	You think a familiar can win against a god, fox?
context: Move the rock aside.\My lady and mistress is still inside.\If that maiden is truly a god, she can free herself.\If she were not a god...\If she were simply a human being, she is sure to be long dead.\Going to her rescue would be a waste of time.\Move aside!\You think a familiar can win against a god, fox? response:	In all likelihood, you are using that maiden to do as you please, just as you have done in the past.
context: My lady and mistress is still inside.\If that maiden is truly a god, she can free herself.\If she were not a god...\If she were simply a human being, she is sure to be long dead.\Going to her rescue would be a waste of time.\Move aside!\You think a familiar can win against a god, fox?\In all likelihood, you are using that maiden to do as you please, just as you have done in the past. response:	I will do away with you here once more, as befits a fox.
context: If that maiden is truly a god, she can free herself.\If she were not a god...\If she were simply a human being, she is sure to be long dead.\Going to her rescue would be a waste of time.\Move aside!\You think a familiar can win against a god, fox?\In all likelihood, you are using that maiden to do as you please, just as you have done in the past.\I will do away with you here once more, as befits a fox. response:	Please wait one moment, Lord War God!
context: If she were not a god...\If she were simply a human being, she is sure to be long dead.\Going to her rescue would be a waste of time.\Move aside!\You think a familiar can win against a god, fox?\In all likelihood, you are using that maiden to do as you please, just as you have done in the past.\I will do away with you here once more, as befits a fox.\Please wait one moment, Lord War God! response:	As a familiar, Master Tomoe is a most excellent fox.
context: If she were simply a human being, she is sure to be long dead.\Going to her rescue would be a waste of time.\Move aside!\You think a familiar can win against a god, fox?\In all likelihood, you are using that maiden to do as you please, just as you have done in the past.\I will do away with you here once more, as befits a fox.\Please wait one moment, Lord War God!\As a familiar, Master Tomoe is a most excellent fox. response:	I beg of you... I beg of you...
context: Going to her rescue would be a waste of time.\Move aside!\You think a familiar can win against a god, fox?\In all likelihood, you are using that maiden to do as you please, just as you have done in the past.\I will do away with you here once more, as befits a fox.\Please wait one moment, Lord War God!\As a familiar, Master Tomoe is a most excellent fox.\I beg of you... I beg of you... response:	Kotetsu.
context: Move aside!\You think a familiar can win against a god, fox?\In all likelihood, you are using that maiden to do as you please, just as you have done in the past.\I will do away with you here once more, as befits a fox.\Please wait one moment, Lord War God!\As a familiar, Master Tomoe is a most excellent fox.\I beg of you... I beg of you...\Kotetsu. response:	He speaks the truth.
context: You think a familiar can win against a god, fox?\In all likelihood, you are using that maiden to do as you please, just as you have done in the past.\I will do away with you here once more, as befits a fox.\Please wait one moment, Lord War God!\As a familiar, Master Tomoe is a most excellent fox.\I beg of you... I beg of you...\Kotetsu.\He speaks the truth. response:	I cannot possibly win as a familiar.
context: In all likelihood, you are using that maiden to do as you please, just as you have done in the past.\I will do away with you here once more, as befits a fox.\Please wait one moment, Lord War God!\As a familiar, Master Tomoe is a most excellent fox.\I beg of you... I beg of you...\Kotetsu.\He speaks the truth.\I cannot possibly win as a familiar. response:	That is the way of things.
context: I will do away with you here once more, as befits a fox.\Please wait one moment, Lord War God!\As a familiar, Master Tomoe is a most excellent fox.\I beg of you... I beg of you...\Kotetsu.\He speaks the truth.\I cannot possibly win as a familiar.\That is the way of things. response:	Tomoe, from now on, you should live here at this shrine as a familiar.
context: Please wait one moment, Lord War God!\As a familiar, Master Tomoe is a most excellent fox.\I beg of you... I beg of you...\Kotetsu.\He speaks the truth.\I cannot possibly win as a familiar.\That is the way of things.\Tomoe, from now on, you should live here at this shrine as a familiar. response:	I am a spirit.
context: As a familiar, Master Tomoe is a most excellent fox.\I beg of you... I beg of you...\Kotetsu.\He speaks the truth.\I cannot possibly win as a familiar.\That is the way of things.\Tomoe, from now on, you should live here at this shrine as a familiar.\I am a spirit. response:	I cannot live in such a stifling place.
context: I beg of you... I beg of you...\Kotetsu.\He speaks the truth.\I cannot possibly win as a familiar.\That is the way of things.\Tomoe, from now on, you should live here at this shrine as a familiar.\I am a spirit.\I cannot live in such a stifling place. response:	You'll be fine.
context: Kotetsu.\He speaks the truth.\I cannot possibly win as a familiar.\That is the way of things.\Tomoe, from now on, you should live here at this shrine as a familiar.\I am a spirit.\I cannot live in such a stifling place.\You'll be fine. response:	Once we seal the familiar contract, you'll be able to live here with ease.
context: He speaks the truth.\I cannot possibly win as a familiar.\That is the way of things.\Tomoe, from now on, you should live here at this shrine as a familiar.\I am a spirit.\I cannot live in such a stifling place.\You'll be fine.\Once we seal the familiar contract, you'll be able to live here with ease. response:	However, becoming a familiar means that even what is dark will be overcome with light.
context: I cannot possibly win as a familiar.\That is the way of things.\Tomoe, from now on, you should live here at this shrine as a familiar.\I am a spirit.\I cannot live in such a stifling place.\You'll be fine.\Once we seal the familiar contract, you'll be able to live here with ease.\However, becoming a familiar means that even what is dark will be overcome with light. response:	It means that you will be under the constraint of gods.
context: That is the way of things.\Tomoe, from now on, you should live here at this shrine as a familiar.\I am a spirit.\I cannot live in such a stifling place.\You'll be fine.\Once we seal the familiar contract, you'll be able to live here with ease.\However, becoming a familiar means that even what is dark will be overcome with light.\It means that you will be under the constraint of gods. response:	I understand, Master Tomoe.
context: Tomoe, from now on, you should live here at this shrine as a familiar.\I am a spirit.\I cannot live in such a stifling place.\You'll be fine.\Once we seal the familiar contract, you'll be able to live here with ease.\However, becoming a familiar means that even what is dark will be overcome with light.\It means that you will be under the constraint of gods.\I understand, Master Tomoe. response:	If you long for your mistress, I will send you to her!
context: I am a spirit.\I cannot live in such a stifling place.\You'll be fine.\Once we seal the familiar contract, you'll be able to live here with ease.\However, becoming a familiar means that even what is dark will be overcome with light.\It means that you will be under the constraint of gods.\I understand, Master Tomoe.\If you long for your mistress, I will send you to her! response:	Return to being a spirit!
context: I cannot live in such a stifling place.\You'll be fine.\Once we seal the familiar contract, you'll be able to live here with ease.\However, becoming a familiar means that even what is dark will be overcome with light.\It means that you will be under the constraint of gods.\I understand, Master Tomoe.\If you long for your mistress, I will send you to her!\Return to being a spirit! response:	Though he may dissolve the contract,
context: You'll be fine.\Once we seal the familiar contract, you'll be able to live here with ease.\However, becoming a familiar means that even what is dark will be overcome with light.\It means that you will be under the constraint of gods.\I understand, Master Tomoe.\If you long for your mistress, I will send you to her!\Return to being a spirit!\Though he may dissolve the contract, response:	Master Tomoe is still a loyal familiar of the shrine.
context: Once we seal the familiar contract, you'll be able to live here with ease.\However, becoming a familiar means that even what is dark will be overcome with light.\It means that you will be under the constraint of gods.\I understand, Master Tomoe.\If you long for your mistress, I will send you to her!\Return to being a spirit!\Though he may dissolve the contract,\Master Tomoe is still a loyal familiar of the shrine. response:	Curse you, damnable fox!
context: However, becoming a familiar means that even what is dark will be overcome with light.\It means that you will be under the constraint of gods.\I understand, Master Tomoe.\If you long for your mistress, I will send you to her!\Return to being a spirit!\Though he may dissolve the contract,\Master Tomoe is still a loyal familiar of the shrine.\Curse you, damnable fox! response:	Netherworld gate, open!
context: It means that you will be under the constraint of gods.\I understand, Master Tomoe.\If you long for your mistress, I will send you to her!\Return to being a spirit!\Though he may dissolve the contract,\Master Tomoe is still a loyal familiar of the shrine.\Curse you, damnable fox!\Netherworld gate, open! response:	It didn't work?!
context: I understand, Master Tomoe.\If you long for your mistress, I will send you to her!\Return to being a spirit!\Though he may dissolve the contract,\Master Tomoe is still a loyal familiar of the shrine.\Curse you, damnable fox!\Netherworld gate, open!\It didn't work?! response:	What do I do?
context: If you long for your mistress, I will send you to her!\Return to being a spirit!\Though he may dissolve the contract,\Master Tomoe is still a loyal familiar of the shrine.\Curse you, damnable fox!\Netherworld gate, open!\It didn't work?!\What do I do? response:	Meow!
context: Return to being a spirit!\Though he may dissolve the contract,\Master Tomoe is still a loyal familiar of the shrine.\Curse you, damnable fox!\Netherworld gate, open!\It didn't work?!\What do I do?\Meow! response:	Kirihito, run as far away as you can.
context: Though he may dissolve the contract,\Master Tomoe is still a loyal familiar of the shrine.\Curse you, damnable fox!\Netherworld gate, open!\It didn't work?!\What do I do?\Meow!\Kirihito, run as far away as you can. response:	I'll draw their attention.
context: Master Tomoe is still a loyal familiar of the shrine.\Curse you, damnable fox!\Netherworld gate, open!\It didn't work?!\What do I do?\Meow!\Kirihito, run as far away as you can.\I'll draw their attention. response:	How?
context: Curse you, damnable fox!\Netherworld gate, open!\It didn't work?!\What do I do?\Meow!\Kirihito, run as far away as you can.\I'll draw their attention.\How? response:	It'll be okay.
context: Netherworld gate, open!\It didn't work?!\What do I do?\Meow!\Kirihito, run as far away as you can.\I'll draw their attention.\How?\It'll be okay. response:	I have one white talisman left.
context: It didn't work?!\What do I do?\Meow!\Kirihito, run as far away as you can.\I'll draw their attention.\How?\It'll be okay.\I have one white talisman left. response:	We'll be getting back to the surface real soon.
context: What do I do?\Meow!\Kirihito, run as far away as you can.\I'll draw their attention.\How?\It'll be okay.\I have one white talisman left.\We'll be getting back to the surface real soon. response:	Just hang in there.
context: Meow!\Kirihito, run as far away as you can.\I'll draw their attention.\How?\It'll be okay.\I have one white talisman left.\We'll be getting back to the surface real soon.\Just hang in there. response:	What can she do with one single talisman?
context: Kirihito, run as far away as you can.\I'll draw their attention.\How?\It'll be okay.\I have one white talisman left.\We'll be getting back to the surface real soon.\Just hang in there.\What can she do with one single talisman? response:	Dammit! My head is spinning.
context: I'll draw their attention.\How?\It'll be okay.\I have one white talisman left.\We'll be getting back to the surface real soon.\Just hang in there.\What can she do with one single talisman?\Dammit! My head is spinning. response:	What is wrong with this body?
context: How?\It'll be okay.\I have one white talisman left.\We'll be getting back to the surface real soon.\Just hang in there.\What can she do with one single talisman?\Dammit! My head is spinning.\What is wrong with this body? response:	It kills me to back down, but right now, I need to get back to the surface and regroup.
context: It'll be okay.\I have one white talisman left.\We'll be getting back to the surface real soon.\Just hang in there.\What can she do with one single talisman?\Dammit! My head is spinning.\What is wrong with this body?\It kills me to back down, but right now, I need to get back to the surface and regroup. response:	With her hair, I can return as I please. She's of no use to me now.
context: I have one white talisman left.\We'll be getting back to the surface real soon.\Just hang in there.\What can she do with one single talisman?\Dammit! My head is spinning.\What is wrong with this body?\It kills me to back down, but right now, I need to get back to the surface and regroup.\With her hair, I can return as I please. She's of no use to me now. response:	We'll be getting back to the surface real soon.
context: We'll be getting back to the surface real soon.\Just hang in there.\What can she do with one single talisman?\Dammit! My head is spinning.\What is wrong with this body?\It kills me to back down, but right now, I need to get back to the surface and regroup.\With her hair, I can return as I please. She's of no use to me now.\We'll be getting back to the surface real soon. response:	Just hang in there.
context: Just hang in there.\What can she do with one single talisman?\Dammit! My head is spinning.\What is wrong with this body?\It kills me to back down, but right now, I need to get back to the surface and regroup.\With her hair, I can return as I please. She's of no use to me now.\We'll be getting back to the surface real soon.\Just hang in there. response:	I'll get as far away as possible and buy time for Kirihito to escape.
context: What can she do with one single talisman?\Dammit! My head is spinning.\What is wrong with this body?\It kills me to back down, but right now, I need to get back to the surface and regroup.\With her hair, I can return as I please. She's of no use to me now.\We'll be getting back to the surface real soon.\Just hang in there.\I'll get as far away as possible and buy time for Kirihito to escape. response:	I have to be the one to handle this.
context: Dammit! My head is spinning.\What is wrong with this body?\It kills me to back down, but right now, I need to get back to the surface and regroup.\With her hair, I can return as I please. She's of no use to me now.\We'll be getting back to the surface real soon.\Just hang in there.\I'll get as far away as possible and buy time for Kirihito to escape.\I have to be the one to handle this. response:	I have to.
context: What is wrong with this body?\It kills me to back down, but right now, I need to get back to the surface and regroup.\With her hair, I can return as I please. She's of no use to me now.\We'll be getting back to the surface real soon.\Just hang in there.\I'll get as far away as possible and buy time for Kirihito to escape.\I have to be the one to handle this.\I have to. response:	Found you, meow!
context: It kills me to back down, but right now, I need to get back to the surface and regroup.\With her hair, I can return as I please. She's of no use to me now.\We'll be getting back to the surface real soon.\Just hang in there.\I'll get as far away as possible and buy time for Kirihito to escape.\I have to be the one to handle this.\I have to.\Found you, meow! response:	Too bright!
context: With her hair, I can return as I please. She's of no use to me now.\We'll be getting back to the surface real soon.\Just hang in there.\I'll get as far away as possible and buy time for Kirihito to escape.\I have to be the one to handle this.\I have to.\Found you, meow!\Too bright! response:	Light?
context: We'll be getting back to the surface real soon.\Just hang in there.\I'll get as far away as possible and buy time for Kirihito to escape.\I have to be the one to handle this.\I have to.\Found you, meow!\Too bright!\Light? response:	Nanami!
context: Just hang in there.\I'll get as far away as possible and buy time for Kirihito to escape.\I have to be the one to handle this.\I have to.\Found you, meow!\Too bright!\Light?\Nanami! response:	Tomoe!
context: I'll get as far away as possible and buy time for Kirihito to escape.\I have to be the one to handle this.\I have to.\Found you, meow!\Too bright!\Light?\Nanami!\Tomoe! response:	I missed you.
context: I have to be the one to handle this.\I have to.\Found you, meow!\Too bright!\Light?\Nanami!\Tomoe!\I missed you. response:	Are you well?
context: I have to.\Found you, meow!\Too bright!\Light?\Nanami!\Tomoe!\I missed you.\Are you well? response:	Yeah.
context: Found you, meow!\Too bright!\Light?\Nanami!\Tomoe!\I missed you.\Are you well?\Yeah. response:	Thank goodness.
context: Too bright!\Light?\Nanami!\Tomoe!\I missed you.\Are you well?\Yeah.\Thank goodness. response:	I was worried.
context: Light?\Nanami!\Tomoe!\I missed you.\Are you well?\Yeah.\Thank goodness.\I was worried. response:	Tomoe. Tomoe!
context: Nanami!\Tomoe!\I missed you.\Are you well?\Yeah.\Thank goodness.\I was worried.\Tomoe. Tomoe! response:	Now, Nanami,
context: Tomoe!\I missed you.\Are you well?\Yeah.\Thank goodness.\I was worried.\Tomoe. Tomoe!\Now, Nanami, response:	mind telling me why you missed the Divine Assembly to play around with a cat in the Netherworld?
context: I missed you.\Are you well?\Yeah.\Thank goodness.\I was worried.\Tomoe. Tomoe!\Now, Nanami,\mind telling me why you missed the Divine Assembly to play around with a cat in the Netherworld? response:	What do you have to say for yourself?
context: Are you well?\Yeah.\Thank goodness.\I was worried.\Tomoe. Tomoe!\Now, Nanami,\mind telling me why you missed the Divine Assembly to play around with a cat in the Netherworld?\What do you have to say for yourself? response:	His hair's so long.
context: Yeah.\Thank goodness.\I was worried.\Tomoe. Tomoe!\Now, Nanami,\mind telling me why you missed the Divine Assembly to play around with a cat in the Netherworld?\What do you have to say for yourself?\His hair's so long. response:	What's that about?
context: Thank goodness.\I was worried.\Tomoe. Tomoe!\Now, Nanami,\mind telling me why you missed the Divine Assembly to play around with a cat in the Netherworld?\What do you have to say for yourself?\His hair's so long.\What's that about? response:	Oh, how I've missed you.
context: I was worried.\Tomoe. Tomoe!\Now, Nanami,\mind telling me why you missed the Divine Assembly to play around with a cat in the Netherworld?\What do you have to say for yourself?\His hair's so long.\What's that about?\Oh, how I've missed you. response:	It's been a while, Tomoe.
context: Tomoe. Tomoe!\Now, Nanami,\mind telling me why you missed the Divine Assembly to play around with a cat in the Netherworld?\What do you have to say for yourself?\His hair's so long.\What's that about?\Oh, how I've missed you.\It's been a while, Tomoe. response:	The sun will be setting soon.
context: Now, Nanami,\mind telling me why you missed the Divine Assembly to play around with a cat in the Netherworld?\What do you have to say for yourself?\His hair's so long.\What's that about?\Oh, how I've missed you.\It's been a while, Tomoe.\The sun will be setting soon. response:	I wonder if Master Tomoe was able to find his way safely to Lady Nanami.
context: mind telling me why you missed the Divine Assembly to play around with a cat in the Netherworld?\What do you have to say for yourself?\His hair's so long.\What's that about?\Oh, how I've missed you.\It's been a while, Tomoe.\The sun will be setting soon.\I wonder if Master Tomoe was able to find his way safely to Lady Nanami. response:	Kotetsu!
context: What do you have to say for yourself?\His hair's so long.\What's that about?\Oh, how I've missed you.\It's been a while, Tomoe.\The sun will be setting soon.\I wonder if Master Tomoe was able to find his way safely to Lady Nanami.\Kotetsu! response:	Lady Nanami!
context: His hair's so long.\What's that about?\Oh, how I've missed you.\It's been a while, Tomoe.\The sun will be setting soon.\I wonder if Master Tomoe was able to find his way safely to Lady Nanami.\Kotetsu!\Lady Nanami! response:	I am so glad you are safe!
context: What's that about?\Oh, how I've missed you.\It's been a while, Tomoe.\The sun will be setting soon.\I wonder if Master Tomoe was able to find his way safely to Lady Nanami.\Kotetsu!\Lady Nanami!\I am so glad you are safe! response:	Same to you, Kotetsu. Thank you for coming.
context: Oh, how I've missed you.\It's been a while, Tomoe.\The sun will be setting soon.\I wonder if Master Tomoe was able to find his way safely to Lady Nanami.\Kotetsu!\Lady Nanami!\I am so glad you are safe!\Same to you, Kotetsu. Thank you for coming. response:	I'm finally back.
context: It's been a while, Tomoe.\The sun will be setting soon.\I wonder if Master Tomoe was able to find his way safely to Lady Nanami.\Kotetsu!\Lady Nanami!\I am so glad you are safe!\Same to you, Kotetsu. Thank you for coming.\I'm finally back. response:	And Kirihito too.
context: The sun will be setting soon.\I wonder if Master Tomoe was able to find his way safely to Lady Nanami.\Kotetsu!\Lady Nanami!\I am so glad you are safe!\Same to you, Kotetsu. Thank you for coming.\I'm finally back.\And Kirihito too. response:	H-H-Hey! What are you doing, Tomoe?!
context: I wonder if Master Tomoe was able to find his way safely to Lady Nanami.\Kotetsu!\Lady Nanami!\I am so glad you are safe!\Same to you, Kotetsu. Thank you for coming.\I'm finally back.\And Kirihito too.\H-H-Hey! What are you doing, Tomoe?! response:	I brought him with us because he was there, but I have no idea who this man is.
context: Kotetsu!\Lady Nanami!\I am so glad you are safe!\Same to you, Kotetsu. Thank you for coming.\I'm finally back.\And Kirihito too.\H-H-Hey! What are you doing, Tomoe?!\I brought him with us because he was there, but I have no idea who this man is. response:	He appears to be human, but he is lifeless.
context: Lady Nanami!\I am so glad you are safe!\Same to you, Kotetsu. Thank you for coming.\I'm finally back.\And Kirihito too.\H-H-Hey! What are you doing, Tomoe?!\I brought him with us because he was there, but I have no idea who this man is.\He appears to be human, but he is lifeless. response:	It is as though he is dead.
context: I am so glad you are safe!\Same to you, Kotetsu. Thank you for coming.\I'm finally back.\And Kirihito too.\H-H-Hey! What are you doing, Tomoe?!\I brought him with us because he was there, but I have no idea who this man is.\He appears to be human, but he is lifeless.\It is as though he is dead. response:	If necessary, I could always return him to the Netherworld.
context: Same to you, Kotetsu. Thank you for coming.\I'm finally back.\And Kirihito too.\H-H-Hey! What are you doing, Tomoe?!\I brought him with us because he was there, but I have no idea who this man is.\He appears to be human, but he is lifeless.\It is as though he is dead.\If necessary, I could always return him to the Netherworld. response:	Nanami, what is wrong?!
context: I'm finally back.\And Kirihito too.\H-H-Hey! What are you doing, Tomoe?!\I brought him with us because he was there, but I have no idea who this man is.\He appears to be human, but he is lifeless.\It is as though he is dead.\If necessary, I could always return him to the Netherworld.\Nanami, what is wrong?! response:	Lady Nanami!
context: And Kirihito too.\H-H-Hey! What are you doing, Tomoe?!\I brought him with us because he was there, but I have no idea who this man is.\He appears to be human, but he is lifeless.\It is as though he is dead.\If necessary, I could always return him to the Netherworld.\Nanami, what is wrong?!\Lady Nanami! response:	She is asleep?
context: H-H-Hey! What are you doing, Tomoe?!\I brought him with us because he was there, but I have no idea who this man is.\He appears to be human, but he is lifeless.\It is as though he is dead.\If necessary, I could always return him to the Netherworld.\Nanami, what is wrong?!\Lady Nanami!\She is asleep? response:	What is this woman to you?
context: I brought him with us because he was there, but I have no idea who this man is.\He appears to be human, but he is lifeless.\It is as though he is dead.\If necessary, I could always return him to the Netherworld.\Nanami, what is wrong?!\Lady Nanami!\She is asleep?\What is this woman to you? response:	Master Tomoe!
context: He appears to be human, but he is lifeless.\It is as though he is dead.\If necessary, I could always return him to the Netherworld.\Nanami, what is wrong?!\Lady Nanami!\She is asleep?\What is this woman to you?\Master Tomoe! response:	So...
context: It is as though he is dead.\If necessary, I could always return him to the Netherworld.\Nanami, what is wrong?!\Lady Nanami!\She is asleep?\What is this woman to you?\Master Tomoe!\So... response:	This is the thanks I get for saving you?
context: If necessary, I could always return him to the Netherworld.\Nanami, what is wrong?!\Lady Nanami!\She is asleep?\What is this woman to you?\Master Tomoe!\So...\This is the thanks I get for saving you? response:	By no means.
context: Nanami, what is wrong?!\Lady Nanami!\She is asleep?\What is this woman to you?\Master Tomoe!\So...\This is the thanks I get for saving you?\By no means. response:	This is hardly enough to repay you in full.
context: Lady Nanami!\She is asleep?\What is this woman to you?\Master Tomoe!\So...\This is the thanks I get for saving you?\By no means.\This is hardly enough to repay you in full. response:	But I have grown tired as well.
context: She is asleep?\What is this woman to you?\Master Tomoe!\So...\This is the thanks I get for saving you?\By no means.\This is hardly enough to repay you in full.\But I have grown tired as well. response:	This will be as far as we go today.
context: What is this woman to you?\Master Tomoe!\So...\This is the thanks I get for saving you?\By no means.\This is hardly enough to repay you in full.\But I have grown tired as well.\This will be as far as we go today. response:	So long!
context: Master Tomoe!\So...\This is the thanks I get for saving you?\By no means.\This is hardly enough to repay you in full.\But I have grown tired as well.\This will be as far as we go today.\So long! response:	Daemons, huh?
context: So...\This is the thanks I get for saving you?\By no means.\This is hardly enough to repay you in full.\But I have grown tired as well.\This will be as far as we go today.\So long!\Daemons, huh? response:	Master Tomoe, who in the world was that man?
context: This is the thanks I get for saving you?\By no means.\This is hardly enough to repay you in full.\But I have grown tired as well.\This will be as far as we go today.\So long!\Daemons, huh?\Master Tomoe, who in the world was that man? response:	A paltry matter. Ignore him.
context: By no means.\This is hardly enough to repay you in full.\But I have grown tired as well.\This will be as far as we go today.\So long!\Daemons, huh?\Master Tomoe, who in the world was that man?\A paltry matter. Ignore him. response:	We are going to the Grand Shrine.
context: This is hardly enough to repay you in full.\But I have grown tired as well.\This will be as far as we go today.\So long!\Daemons, huh?\Master Tomoe, who in the world was that man?\A paltry matter. Ignore him.\We are going to the Grand Shrine. response:	I shall carry Nanami there.
context: But I have grown tired as well.\This will be as far as we go today.\So long!\Daemons, huh?\Master Tomoe, who in the world was that man?\A paltry matter. Ignore him.\We are going to the Grand Shrine.\I shall carry Nanami there. response:	Yes, sir.
