context: Congratulations, Louise FranCoise. response:	I really am unworthy of such an honorary title as Chevalier.
context: I had tied it to my thigh in case of an emergency.\I went to the trouble of serving you...\Why do I have to be insulted so?!\Are you a noble?\I have no name to give to a lowly official like you.\Before you regret it, just shut up and get out of here!\Are you a fallen noble that is hiding her identity?\Who do you think I am... response:	Who are you calling a fallen noble?
context: I went to the trouble of serving you...\Why do I have to be insulted so?!\Are you a noble?\I have no name to give to a lowly official like you.\Before you regret it, just shut up and get out of here!\Are you a fallen noble that is hiding her identity?\Who do you think I am...\Who are you calling a fallen noble? response:	A writ from the Palace?
context: Why do I have to be insulted so?!\Are you a noble?\I have no name to give to a lowly official like you.\Before you regret it, just shut up and get out of here!\Are you a fallen noble that is hiding her identity?\Who do you think I am...\Who are you calling a fallen noble?\A writ from the Palace? response:	Please, please forget what just happened. I'll offer this.
context: Are you a noble?\I have no name to give to a lowly official like you.\Before you regret it, just shut up and get out of here!\Are you a fallen noble that is hiding her identity?\Who do you think I am...\Who are you calling a fallen noble?\A writ from the Palace?\Please, please forget what just happened. I'll offer this. response:	Please, I beg you!
context: I have no name to give to a lowly official like you.\Before you regret it, just shut up and get out of here!\Are you a fallen noble that is hiding her identity?\Who do you think I am...\Who are you calling a fallen noble?\A writ from the Palace?\Please, please forget what just happened. I'll offer this.\Please, I beg you! response:	Forget everything you've seen and heard here today. Understood?
context: Before you regret it, just shut up and get out of here!\Are you a fallen noble that is hiding her identity?\Who do you think I am...\Who are you calling a fallen noble?\A writ from the Palace?\Please, please forget what just happened. I'll offer this.\Please, I beg you!\Forget everything you've seen and heard here today. Understood? response:	Yes! In the name of the Royal Highness and our Founder,
context: Are you a fallen noble that is hiding her identity?\Who do you think I am...\Who are you calling a fallen noble?\A writ from the Palace?\Please, please forget what just happened. I'll offer this.\Please, I beg you!\Forget everything you've seen and heard here today. Understood?\Yes! In the name of the Royal Highness and our Founder, response:	I will not say one word of this!
context: Who do you think I am...\Who are you calling a fallen noble?\A writ from the Palace?\Please, please forget what just happened. I'll offer this.\Please, I beg you!\Forget everything you've seen and heard here today. Understood?\Yes! In the name of the Royal Highness and our Founder,\I will not say one word of this! response:	That was amazing, Louise!
context: Who are you calling a fallen noble?\A writ from the Palace?\Please, please forget what just happened. I'll offer this.\Please, I beg you!\Forget everything you've seen and heard here today. Understood?\Yes! In the name of the Royal Highness and our Founder,\I will not say one word of this!\That was amazing, Louise! response:	To depress that sketchy creep! You're the best!
context: A writ from the Palace?\Please, please forget what just happened. I'll offer this.\Please, I beg you!\Forget everything you've seen and heard here today. Understood?\Yes! In the name of the Royal Highness and our Founder,\I will not say one word of this!\That was amazing, Louise!\To depress that sketchy creep! You're the best! response:	Idiot. You shouldn't be using magic.
context: Please, please forget what just happened. I'll offer this.\Please, I beg you!\Forget everything you've seen and heard here today. Understood?\Yes! In the name of the Royal Highness and our Founder,\I will not say one word of this!\That was amazing, Louise!\To depress that sketchy creep! You're the best!\Idiot. You shouldn't be using magic. response:	But...
context: Please, I beg you!\Forget everything you've seen and heard here today. Understood?\Yes! In the name of the Royal Highness and our Founder,\I will not say one word of this!\That was amazing, Louise!\To depress that sketchy creep! You're the best!\Idiot. You shouldn't be using magic.\But... response:	We don't ask any of our employees about their background.
context: Forget everything you've seen and heard here today. Understood?\Yes! In the name of the Royal Highness and our Founder,\I will not say one word of this!\That was amazing, Louise!\To depress that sketchy creep! You're the best!\Idiot. You shouldn't be using magic.\But...\We don't ask any of our employees about their background. response:	So we didn't see anything, and we didn't hear anything.
context: Yes! In the name of the Royal Highness and our Founder,\I will not say one word of this!\That was amazing, Louise!\To depress that sketchy creep! You're the best!\Idiot. You shouldn't be using magic.\But...\We don't ask any of our employees about their background.\So we didn't see anything, and we didn't hear anything. response:	Right, everyone?
context: I will not say one word of this!\That was amazing, Louise!\To depress that sketchy creep! You're the best!\Idiot. You shouldn't be using magic.\But...\We don't ask any of our employees about their background.\So we didn't see anything, and we didn't hear anything.\Right, everyone? response:	Right, of course!
context: That was amazing, Louise!\To depress that sketchy creep! You're the best!\Idiot. You shouldn't be using magic.\But...\We don't ask any of our employees about their background.\So we didn't see anything, and we didn't hear anything.\Right, everyone?\Right, of course! response:	You're the winner.
context: To depress that sketchy creep! You're the best!\Idiot. You shouldn't be using magic.\But...\We don't ask any of our employees about their background.\So we didn't see anything, and we didn't hear anything.\Right, everyone?\Right, of course!\You're the winner. response:	There's no need to count.
context: Idiot. You shouldn't be using magic.\But...\We don't ask any of our employees about their background.\So we didn't see anything, and we didn't hear anything.\Right, everyone?\Right, of course!\You're the winner.\There's no need to count. response:	But he just put this here.
context: But...\We don't ask any of our employees about their background.\So we didn't see anything, and we didn't hear anything.\Right, everyone?\Right, of course!\You're the winner.\There's no need to count.\But he just put this here. response:	He put it here on his own, so it's a tip. Right, Papa?
context: We don't ask any of our employees about their background.\So we didn't see anything, and we didn't hear anything.\Right, everyone?\Right, of course!\You're the winner.\There's no need to count.\But he just put this here.\He put it here on his own, so it's a tip. Right, Papa? response:	Oui!
context: So we didn't see anything, and we didn't hear anything.\Right, everyone?\Right, of course!\You're the winner.\There's no need to count.\But he just put this here.\He put it here on his own, so it's a tip. Right, Papa?\Oui! response:	The winner of the tip race is Louise!
context: Right, everyone?\Right, of course!\You're the winner.\There's no need to count.\But he just put this here.\He put it here on his own, so it's a tip. Right, Papa?\Oui!\The winner of the tip race is Louise! response:	They say that,
context: Right, of course!\You're the winner.\There's no need to count.\But he just put this here.\He put it here on his own, so it's a tip. Right, Papa?\Oui!\The winner of the tip race is Louise!\They say that, response:	but now that our cover is blown, we have to leave.
context: You're the winner.\There's no need to count.\But he just put this here.\He put it here on his own, so it's a tip. Right, Papa?\Oui!\The winner of the tip race is Louise!\They say that,\but now that our cover is blown, we have to leave. response:	What are you doing?
context: There's no need to count.\But he just put this here.\He put it here on his own, so it's a tip. Right, Papa?\Oui!\The winner of the tip race is Louise!\They say that,\but now that our cover is blown, we have to leave.\What are you doing? response:	If you're going to change, I'll help...
context: But he just put this here.\He put it here on his own, so it's a tip. Right, Papa?\Oui!\The winner of the tip race is Louise!\They say that,\but now that our cover is blown, we have to leave.\What are you doing?\If you're going to change, I'll help... response:	Don't look!
context: He put it here on his own, so it's a tip. Right, Papa?\Oui!\The winner of the tip race is Louise!\They say that,\but now that our cover is blown, we have to leave.\What are you doing?\If you're going to change, I'll help...\Don't look! response:	What are you saying after all this...
context: Oui!\The winner of the tip race is Louise!\They say that,\but now that our cover is blown, we have to leave.\What are you doing?\If you're going to change, I'll help...\Don't look!\What are you saying after all this... response:	That's the Enchanting Fairy...
context: The winner of the tip race is Louise!\They say that,\but now that our cover is blown, we have to leave.\What are you doing?\If you're going to change, I'll help...\Don't look!\What are you saying after all this...\That's the Enchanting Fairy... response:	Since I was given the opportunity, I decided to borrow it.
context: They say that,\but now that our cover is blown, we have to leave.\What are you doing?\If you're going to change, I'll help...\Don't look!\What are you saying after all this...\That's the Enchanting Fairy...\Since I was given the opportunity, I decided to borrow it. response:	I mean, it would be a shame if I didn't, right?
context: but now that our cover is blown, we have to leave.\What are you doing?\If you're going to change, I'll help...\Don't look!\What are you saying after all this...\That's the Enchanting Fairy...\Since I was given the opportunity, I decided to borrow it.\I mean, it would be a shame if I didn't, right? response:	It's not because of magic, is it?
context: What are you doing?\If you're going to change, I'll help...\Don't look!\What are you saying after all this...\That's the Enchanting Fairy...\Since I was given the opportunity, I decided to borrow it.\I mean, it would be a shame if I didn't, right?\It's not because of magic, is it? response:	What? I went through the effort of putting it on, so say something!
context: If you're going to change, I'll help...\Don't look!\What are you saying after all this...\That's the Enchanting Fairy...\Since I was given the opportunity, I decided to borrow it.\I mean, it would be a shame if I didn't, right?\It's not because of magic, is it?\What? I went through the effort of putting it on, so say something! response:	Tres bien!
context: Don't look!\What are you saying after all this...\That's the Enchanting Fairy...\Since I was given the opportunity, I decided to borrow it.\I mean, it would be a shame if I didn't, right?\It's not because of magic, is it?\What? I went through the effort of putting it on, so say something!\Tres bien! response:	At the least, compliment me in some other way.
context: What are you saying after all this...\That's the Enchanting Fairy...\Since I was given the opportunity, I decided to borrow it.\I mean, it would be a shame if I didn't, right?\It's not because of magic, is it?\What? I went through the effort of putting it on, so say something!\Tres bien!\At the least, compliment me in some other way. response:	So late at night... What do you want?
context: That's the Enchanting Fairy...\Since I was given the opportunity, I decided to borrow it.\I mean, it would be a shame if I didn't, right?\It's not because of magic, is it?\What? I went through the effort of putting it on, so say something!\Tres bien!\At the least, compliment me in some other way.\So late at night... What do you want? response:	I have come to pick up our comrade.
context: Since I was given the opportunity, I decided to borrow it.\I mean, it would be a shame if I didn't, right?\It's not because of magic, is it?\What? I went through the effort of putting it on, so say something!\Tres bien!\At the least, compliment me in some other way.\So late at night... What do you want?\I have come to pick up our comrade. response:	Fouquet the Sculptor... no...
context: I mean, it would be a shame if I didn't, right?\It's not because of magic, is it?\What? I went through the effort of putting it on, so say something!\Tres bien!\At the least, compliment me in some other way.\So late at night... What do you want?\I have come to pick up our comrade.\Fouquet the Sculptor... no... response:	Matilda of South Gotha.
context: It's not because of magic, is it?\What? I went through the effort of putting it on, so say something!\Tres bien!\At the least, compliment me in some other way.\So late at night... What do you want?\I have come to pick up our comrade.\Fouquet the Sculptor... no...\Matilda of South Gotha. response:	You're...
context: What? I went through the effort of putting it on, so say something!\Tres bien!\At the least, compliment me in some other way.\So late at night... What do you want?\I have come to pick up our comrade.\Fouquet the Sculptor... no...\Matilda of South Gotha.\You're... response:	As if I were under a real magic spell
context: Tres bien!\At the least, compliment me in some other way.\So late at night... What do you want?\I have come to pick up our comrade.\Fouquet the Sculptor... no...\Matilda of South Gotha.\You're...\As if I were under a real magic spell response:	A bright smile is burnt onto my heart
context: At the least, compliment me in some other way.\So late at night... What do you want?\I have come to pick up our comrade.\Fouquet the Sculptor... no...\Matilda of South Gotha.\You're...\As if I were under a real magic spell\A bright smile is burnt onto my heart response:	But each time I see you, I give you a pointy, cold shoulder
context: So late at night... What do you want?\I have come to pick up our comrade.\Fouquet the Sculptor... no...\Matilda of South Gotha.\You're...\As if I were under a real magic spell\A bright smile is burnt onto my heart\But each time I see you, I give you a pointy, cold shoulder response:	Why do I act mean towards the one that I think about the most?
context: I have come to pick up our comrade.\Fouquet the Sculptor... no...\Matilda of South Gotha.\You're...\As if I were under a real magic spell\A bright smile is burnt onto my heart\But each time I see you, I give you a pointy, cold shoulder\Why do I act mean towards the one that I think about the most? response:	My true feelings, the shards of loneliness
context: Fouquet the Sculptor... no...\Matilda of South Gotha.\You're...\As if I were under a real magic spell\A bright smile is burnt onto my heart\But each time I see you, I give you a pointy, cold shoulder\Why do I act mean towards the one that I think about the most?\My true feelings, the shards of loneliness response:	In the deepest part of my heart, I'm calling for you
context: Matilda of South Gotha.\You're...\As if I were under a real magic spell\A bright smile is burnt onto my heart\But each time I see you, I give you a pointy, cold shoulder\Why do I act mean towards the one that I think about the most?\My true feelings, the shards of loneliness\In the deepest part of my heart, I'm calling for you response:	For the day to start from zero
context: You're...\As if I were under a real magic spell\A bright smile is burnt onto my heart\But each time I see you, I give you a pointy, cold shoulder\Why do I act mean towards the one that I think about the most?\My true feelings, the shards of loneliness\In the deepest part of my heart, I'm calling for you\For the day to start from zero response:	Noisy Kirche and Tabitha apparently went home for the summer,
context: As if I were under a real magic spell\A bright smile is burnt onto my heart\But each time I see you, I give you a pointy, cold shoulder\Why do I act mean towards the one that I think about the most?\My true feelings, the shards of loneliness\In the deepest part of my heart, I'm calling for you\For the day to start from zero\Noisy Kirche and Tabitha apparently went home for the summer, response:	so this Institute has gotten quite lonely!
context: A bright smile is burnt onto my heart\But each time I see you, I give you a pointy, cold shoulder\Why do I act mean towards the one that I think about the most?\My true feelings, the shards of loneliness\In the deepest part of my heart, I'm calling for you\For the day to start from zero\Noisy Kirche and Tabitha apparently went home for the summer,\so this Institute has gotten quite lonely! response:	Wait... Hey, dog!
context: But each time I see you, I give you a pointy, cold shoulder\Why do I act mean towards the one that I think about the most?\My true feelings, the shards of loneliness\In the deepest part of my heart, I'm calling for you\For the day to start from zero\Noisy Kirche and Tabitha apparently went home for the summer,\so this Institute has gotten quite lonely!\Wait... Hey, dog! response:	Who do you think you're flirting with while completely naked?!
