context: Come on! Hurry up! response:	That was pathetic.
context: We just need one more win.\Sudo-senpai and Amakasu-senpai are having more trouble\than I was expecting.\Which means it's my turn to save them!\But...\Why is this guy so tough?!\There are four A cards in total.\A house and A mountain village have been read, response:	A night A mountain stream
context: Sudo-senpai and Amakasu-senpai are having more trouble\than I was expecting.\Which means it's my turn to save them!\But...\Why is this guy so tough?!\There are four A cards in total.\A house and A mountain village have been read,\A night A mountain stream response:	so I can go for both of the A cards on my side at the same time.
context: than I was expecting.\Which means it's my turn to save them!\But...\Why is this guy so tough?!\There are four A cards in total.\A house and A mountain village have been read,\A night A mountain stream\so I can go for both of the A cards on my side at the same time. response:	For the Said cards, the two Said world cards have been read,
context: Which means it's my turn to save them!\But...\Why is this guy so tough?!\There are four A cards in total.\A house and A mountain village have been read,\A night A mountain stream\so I can go for both of the A cards on my side at the same time.\For the Said cards, the two Said world cards have been read, response:	but that leaves Said bed and Said night,
context: But...\Why is this guy so tough?!\There are four A cards in total.\A house and A mountain village have been read,\A night A mountain stream\so I can go for both of the A cards on my side at the same time.\For the Said cards, the two Said world cards have been read,\but that leaves Said bed and Said night, response:	so I can't move on Said.
context: Why is this guy so tough?!\There are four A cards in total.\A house and A mountain village have been read,\A night A mountain stream\so I can go for both of the A cards on my side at the same time.\For the Said cards, the two Said world cards have been read,\but that leaves Said bed and Said night,\so I can't move on Said. response:	Impassioned was has been read,
context: There are four A cards in total.\A house and A mountain village have been read,\A night A mountain stream\so I can go for both of the A cards on my side at the same time.\For the Said cards, the two Said world cards have been read,\but that leaves Said bed and Said night,\so I can't move on Said.\Impassioned was has been read, response:	so I can take both Impassionate and
context: A house and A mountain village have been read,\A night A mountain stream\so I can go for both of the A cards on my side at the same time.\For the Said cards, the two Said world cards have been read,\but that leaves Said bed and Said night,\so I can't move on Said.\Impassioned was has been read,\so I can take both Impassionate and response:	Impassioned vows at the same time on Im.
context: A night A mountain stream\so I can go for both of the A cards on my side at the same time.\For the Said cards, the two Said world cards have been read,\but that leaves Said bed and Said night,\so I can't move on Said.\Impassioned was has been read,\so I can take both Impassionate and\Impassioned vows at the same time on Im. response:	There are eight May cards.
context: so I can go for both of the A cards on my side at the same time.\For the Said cards, the two Said world cards have been read,\but that leaves Said bed and Said night,\so I can't move on Said.\Impassioned was has been read,\so I can take both Impassionate and\Impassioned vows at the same time on Im.\There are eight May cards. response:	May I live, May I see, May the scarlet, May it,
context: For the Said cards, the two Said world cards have been read,\but that leaves Said bed and Said night,\so I can't move on Said.\Impassioned was has been read,\so I can take both Impassionate and\Impassioned vows at the same time on Im.\There are eight May cards.\May I live, May I see, May the scarlet, May it, response:	and May the time we have been read,
context: but that leaves Said bed and Said night,\so I can't move on Said.\Impassioned was has been read,\so I can take both Impassionate and\Impassioned vows at the same time on Im.\There are eight May cards.\May I live, May I see, May the scarlet, May it,\and May the time we have been read, response:	so that only leaves May my and May the time spent.
context: so I can't move on Said.\Impassioned was has been read,\so I can take both Impassionate and\Impassioned vows at the same time on Im.\There are eight May cards.\May I live, May I see, May the scarlet, May it,\and May the time we have been read,\so that only leaves May my and May the time spent. response:	I have to be careful if the dead card May my lonely is read.
context: Impassioned was has been read,\so I can take both Impassionate and\Impassioned vows at the same time on Im.\There are eight May cards.\May I live, May I see, May the scarlet, May it,\and May the time we have been read,\so that only leaves May my and May the time spent.\I have to be careful if the dead card May my lonely is read. response:	Listen carefully.
context: so I can take both Impassionate and\Impassioned vows at the same time on Im.\There are eight May cards.\May I live, May I see, May the scarlet, May it,\and May the time we have been read,\so that only leaves May my and May the time spent.\I have to be careful if the dead card May my lonely is read.\Listen carefully. response:	Don't let yourself be tricked.
context: Impassioned vows at the same time on Im.\There are eight May cards.\May I live, May I see, May the scarlet, May it,\and May the time we have been read,\so that only leaves May my and May the time spent.\I have to be careful if the dead card May my lonely is read.\Listen carefully.\Don't let yourself be tricked. response:	I don't have Chihaya's instincts,
context: There are eight May cards.\May I live, May I see, May the scarlet, May it,\and May the time we have been read,\so that only leaves May my and May the time spent.\I have to be careful if the dead card May my lonely is read.\Listen carefully.\Don't let yourself be tricked.\I don't have Chihaya's instincts, response:	and I don't have Nishida's ability to feel the match...
context: May I live, May I see, May the scarlet, May it,\and May the time we have been read,\so that only leaves May my and May the time spent.\I have to be careful if the dead card May my lonely is read.\Listen carefully.\Don't let yourself be tricked.\I don't have Chihaya's instincts,\and I don't have Nishida's ability to feel the match... response:	May my lonely nights...
context: and May the time we have been read,\so that only leaves May my and May the time spent.\I have to be careful if the dead card May my lonely is read.\Listen carefully.\Don't let yourself be tricked.\I don't have Chihaya's instincts,\and I don't have Nishida's ability to feel the match...\May my lonely nights... response:	What?!
context: so that only leaves May my and May the time spent.\I have to be careful if the dead card May my lonely is read.\Listen carefully.\Don't let yourself be tricked.\I don't have Chihaya's instincts,\and I don't have Nishida's ability to feel the match...\May my lonely nights...\What?! response:	Didn't she already read that card?!
context: I have to be careful if the dead card May my lonely is read.\Listen carefully.\Don't let yourself be tricked.\I don't have Chihaya's instincts,\and I don't have Nishida's ability to feel the match...\May my lonely nights...\What?!\Didn't she already read that card?! response:	The one thing I do have is my memory of which cards have been read.
context: Listen carefully.\Don't let yourself be tricked.\I don't have Chihaya's instincts,\and I don't have Nishida's ability to feel the match...\May my lonely nights...\What?!\Didn't she already read that card?!\The one thing I do have is my memory of which cards have been read. response:	I can become the backbone of this team!
context: Don't let yourself be tricked.\I don't have Chihaya's instincts,\and I don't have Nishida's ability to feel the match...\May my lonely nights...\What?!\Didn't she already read that card?!\The one thing I do have is my memory of which cards have been read.\I can become the backbone of this team! response:	though you have never known that pain
context: I don't have Chihaya's instincts,\and I don't have Nishida's ability to feel the match...\May my lonely nights...\What?!\Didn't she already read that card?!\The one thing I do have is my memory of which cards have been read.\I can become the backbone of this team!\though you have never known that pain response:	I won't make a mistake!
context: and I don't have Nishida's ability to feel the match...\May my lonely nights...\What?!\Didn't she already read that card?!\The one thing I do have is my memory of which cards have been read.\I can become the backbone of this team!\though you have never known that pain\I won't make a mistake! response:	I can win one card at a time!
context: May my lonely nights...\What?!\Didn't she already read that card?!\The one thing I do have is my memory of which cards have been read.\I can become the backbone of this team!\though you have never known that pain\I won't make a mistake!\I can win one card at a time! response:	Said bed was cold...
context: What?!\Didn't she already read that card?!\The one thing I do have is my memory of which cards have been read.\I can become the backbone of this team!\though you have never known that pain\I won't make a mistake!\I can win one card at a time!\Said bed was cold... response:	Thank you very much.
context: Didn't she already read that card?!\The one thing I do have is my memory of which cards have been read.\I can become the backbone of this team!\though you have never known that pain\I won't make a mistake!\I can win one card at a time!\Said bed was cold...\Thank you very much. response:	One win for Mizusawa!
context: The one thing I do have is my memory of which cards have been read.\I can become the backbone of this team!\though you have never known that pain\I won't make a mistake!\I can win one card at a time!\Said bed was cold...\Thank you very much.\One win for Mizusawa! response:	Excuse me.
context: I can become the backbone of this team!\though you have never known that pain\I won't make a mistake!\I can win one card at a time!\Said bed was cold...\Thank you very much.\One win for Mizusawa!\Excuse me. response:	Six more cards.
context: though you have never known that pain\I won't make a mistake!\I can win one card at a time!\Said bed was cold...\Thank you very much.\One win for Mizusawa!\Excuse me.\Six more cards. response:	I didn't expect this match to be so close.
context: I won't make a mistake!\I can win one card at a time!\Said bed was cold...\Thank you very much.\One win for Mizusawa!\Excuse me.\Six more cards.\I didn't expect this match to be so close. response:	I can't let her take one of my cards.
context: I can win one card at a time!\Said bed was cold...\Thank you very much.\One win for Mizusawa!\Excuse me.\Six more cards.\I didn't expect this match to be so close.\I can't let her take one of my cards. response:	May the time spent in...
context: Said bed was cold...\Thank you very much.\One win for Mizusawa!\Excuse me.\Six more cards.\I didn't expect this match to be so close.\I can't let her take one of my cards.\May the time spent in... response:	He was protecting his own card.
context: Thank you very much.\One win for Mizusawa!\Excuse me.\Six more cards.\I didn't expect this match to be so close.\I can't let her take one of my cards.\May the time spent in...\He was protecting his own card. response:	Attack!
context: One win for Mizusawa!\Excuse me.\Six more cards.\I didn't expect this match to be so close.\I can't let her take one of my cards.\May the time spent in...\He was protecting his own card.\Attack! response:	Sorry! Sorry! Sorry! Sorry!
context: Excuse me.\Six more cards.\I didn't expect this match to be so close.\I can't let her take one of my cards.\May the time spent in...\He was protecting his own card.\Attack!\Sorry! Sorry! Sorry! Sorry! response:	My dream is to become a Master
context: Six more cards.\I didn't expect this match to be so close.\I can't let her take one of my cards.\May the time spent in...\He was protecting his own card.\Attack!\Sorry! Sorry! Sorry! Sorry!\My dream is to become a Master response:	Mr. Mochida...
context: I didn't expect this match to be so close.\I can't let her take one of my cards.\May the time spent in...\He was protecting his own card.\Attack!\Sorry! Sorry! Sorry! Sorry!\My dream is to become a Master\Mr. Mochida... response:	You were the one who taught me
context: I can't let her take one of my cards.\May the time spent in...\He was protecting his own card.\Attack!\Sorry! Sorry! Sorry! Sorry!\My dream is to become a Master\Mr. Mochida...\You were the one who taught me response:	that karuta is fun
context: May the time spent in...\He was protecting his own card.\Attack!\Sorry! Sorry! Sorry! Sorry!\My dream is to become a Master\Mr. Mochida...\You were the one who taught me\that karuta is fun response:	whether the match is going well or poorly.
context: He was protecting his own card.\Attack!\Sorry! Sorry! Sorry! Sorry!\My dream is to become a Master\Mr. Mochida...\You were the one who taught me\that karuta is fun\whether the match is going well or poorly. response:	Got it!
context: Attack!\Sorry! Sorry! Sorry! Sorry!\My dream is to become a Master\Mr. Mochida...\You were the one who taught me\that karuta is fun\whether the match is going well or poorly.\Got it! response:	I got it!
context: Sorry! Sorry! Sorry! Sorry!\My dream is to become a Master\Mr. Mochida...\You were the one who taught me\that karuta is fun\whether the match is going well or poorly.\Got it!\I got it! response:	Two wins for Mizusawa!
context: My dream is to become a Master\Mr. Mochida...\You were the one who taught me\that karuta is fun\whether the match is going well or poorly.\Got it!\I got it!\Two wins for Mizusawa! response:	Great, Nishida!
context: Mr. Mochida...\You were the one who taught me\that karuta is fun\whether the match is going well or poorly.\Got it!\I got it!\Two wins for Mizusawa!\Great, Nishida! response:	I want to take Mr. Mochida-
context: You were the one who taught me\that karuta is fun\whether the match is going well or poorly.\Got it!\I got it!\Two wins for Mizusawa!\Great, Nishida!\I want to take Mr. Mochida- response:	Take everyone to the national tournament!
context: that karuta is fun\whether the match is going well or poorly.\Got it!\I got it!\Two wins for Mizusawa!\Great, Nishida!\I want to take Mr. Mochida-\Take everyone to the national tournament! response:	I want to win!
context: whether the match is going well or poorly.\Got it!\I got it!\Two wins for Mizusawa!\Great, Nishida!\I want to take Mr. Mochida-\Take everyone to the national tournament!\I want to win! response:	Impassionate gods...
context: Got it!\I got it!\Two wins for Mizusawa!\Great, Nishida!\I want to take Mr. Mochida-\Take everyone to the national tournament!\I want to win!\Impassionate gods... response:	Thank you very much.
context: I got it!\Two wins for Mizusawa!\Great, Nishida!\I want to take Mr. Mochida-\Take everyone to the national tournament!\I want to win!\Impassionate gods...\Thank you very much. response:	Chihaya!
context: Two wins for Mizusawa!\Great, Nishida!\I want to take Mr. Mochida-\Take everyone to the national tournament!\I want to win!\Impassionate gods...\Thank you very much.\Chihaya! response:	We did it!
context: Great, Nishida!\I want to take Mr. Mochida-\Take everyone to the national tournament!\I want to win!\Impassionate gods...\Thank you very much.\Chihaya!\We did it! response:	You scared me!
context: I want to take Mr. Mochida-\Take everyone to the national tournament!\I want to win!\Impassionate gods...\Thank you very much.\Chihaya!\We did it!\You scared me! response:	Impassioned vows was still on the field!
context: Take everyone to the national tournament!\I want to win!\Impassionate gods...\Thank you very much.\Chihaya!\We did it!\You scared me!\Impassioned vows was still on the field! response:	Whoa! She's already asleep!
context: I want to win!\Impassionate gods...\Thank you very much.\Chihaya!\We did it!\You scared me!\Impassioned vows was still on the field!\Whoa! She's already asleep! response:	Chihaya-chan!
context: Impassionate gods...\Thank you very much.\Chihaya!\We did it!\You scared me!\Impassioned vows was still on the field!\Whoa! She's already asleep!\Chihaya-chan! response:	This is great!
context: Thank you very much.\Chihaya!\We did it!\You scared me!\Impassioned vows was still on the field!\Whoa! She's already asleep!\Chihaya-chan!\This is great! response:	How was she still able to take that card?
context: Chihaya!\We did it!\You scared me!\Impassioned vows was still on the field!\Whoa! She's already asleep!\Chihaya-chan!\This is great!\How was she still able to take that card? response:	When her eyes no longer burned with the desire to win.
context: We did it!\You scared me!\Impassioned vows was still on the field!\Whoa! She's already asleep!\Chihaya-chan!\This is great!\How was she still able to take that card?\When her eyes no longer burned with the desire to win. response:	We did it, Chihaya!
context: You scared me!\Impassioned vows was still on the field!\Whoa! She's already asleep!\Chihaya-chan!\This is great!\How was she still able to take that card?\When her eyes no longer burned with the desire to win.\We did it, Chihaya! response:	Arata-kun, I thought you didn't spend much time on e-mail.
context: Impassioned vows was still on the field!\Whoa! She's already asleep!\Chihaya-chan!\This is great!\How was she still able to take that card?\When her eyes no longer burned with the desire to win.\We did it, Chihaya!\Arata-kun, I thought you didn't spend much time on e-mail. response:	Inbox
context: Whoa! She's already asleep!\Chihaya-chan!\This is great!\How was she still able to take that card?\When her eyes no longer burned with the desire to win.\We did it, Chihaya!\Arata-kun, I thought you didn't spend much time on e-mail.\Inbox response:	We're going to nationals!
context: Chihaya-chan!\This is great!\How was she still able to take that card?\When her eyes no longer burned with the desire to win.\We did it, Chihaya!\Arata-kun, I thought you didn't spend much time on e-mail.\Inbox\We're going to nationals! response:	Look, Arata. These are my teammates. Come watch us at Omi Jingu! -Chihaya
context: This is great!\How was she still able to take that card?\When her eyes no longer burned with the desire to win.\We did it, Chihaya!\Arata-kun, I thought you didn't spend much time on e-mail.\Inbox\We're going to nationals!\Look, Arata. These are my teammates. Come watch us at Omi Jingu! -Chihaya response:	Look, Arata!
context: How was she still able to take that card?\When her eyes no longer burned with the desire to win.\We did it, Chihaya!\Arata-kun, I thought you didn't spend much time on e-mail.\Inbox\We're going to nationals!\Look, Arata. These are my teammates. Come watch us at Omi Jingu! -Chihaya\Look, Arata! response:	These are my teammates!
context: When her eyes no longer burned with the desire to win.\We did it, Chihaya!\Arata-kun, I thought you didn't spend much time on e-mail.\Inbox\We're going to nationals!\Look, Arata. These are my teammates. Come watch us at Omi Jingu! -Chihaya\Look, Arata!\These are my teammates! response:	Come watch us at Omi Jingu!
