context: Rule the Court Aoba Johsai High School Volleyball Club response:	What? Again?
context: Is it coming?\There it is! It's so fast!\It's dead-on!\Hey, is the Seijoh setter going to try a dump again?\He's being even more obvious this time!\Don't underestimate me!\He went from a spike formation straight into\a set? response:	Rule the Court Aoba Johsai High School Volleyball Club
context: There it is! It's so fast!\It's dead-on!\Hey, is the Seijoh setter going to try a dump again?\He's being even more obvious this time!\Don't underestimate me!\He went from a spike formation straight into\a set?\Rule the Court Aoba Johsai High School Volleyball Club response:	Hey, that was a little low.
context: It's dead-on!\Hey, is the Seijoh setter going to try a dump again?\He's being even more obvious this time!\Don't underestimate me!\He went from a spike formation straight into\a set?\Rule the Court Aoba Johsai High School Volleyball Club\Hey, that was a little low. response:	Really? Sorry about that.
context: Hey, is the Seijoh setter going to try a dump again?\He's being even more obvious this time!\Don't underestimate me!\He went from a spike formation straight into\a set?\Rule the Court Aoba Johsai High School Volleyball Club\Hey, that was a little low.\Really? Sorry about that. response:	But Iwa-chan,
context: He's being even more obvious this time!\Don't underestimate me!\He went from a spike formation straight into\a set?\Rule the Court Aoba Johsai High School Volleyball Club\Hey, that was a little low.\Really? Sorry about that.\But Iwa-chan, response:	you usually hit it regardless.
context: Don't underestimate me!\He went from a spike formation straight into\a set?\Rule the Court Aoba Johsai High School Volleyball Club\Hey, that was a little low.\Really? Sorry about that.\But Iwa-chan,\you usually hit it regardless. response:	Wow...
context: He went from a spike formation straight into\a set?\Rule the Court Aoba Johsai High School Volleyball Club\Hey, that was a little low.\Really? Sorry about that.\But Iwa-chan,\you usually hit it regardless.\Wow... response:	That's slightly infuriating, but wow...
context: a set?\Rule the Court Aoba Johsai High School Volleyball Club\Hey, that was a little low.\Really? Sorry about that.\But Iwa-chan,\you usually hit it regardless.\Wow...\That's slightly infuriating, but wow... response:	So cool!
context: Rule the Court Aoba Johsai High School Volleyball Club\Hey, that was a little low.\Really? Sorry about that.\But Iwa-chan,\you usually hit it regardless.\Wow...\That's slightly infuriating, but wow...\So cool! response:	Oikawa-senpai!
context: Hey, that was a little low.\Really? Sorry about that.\But Iwa-chan,\you usually hit it regardless.\Wow...\That's slightly infuriating, but wow...\So cool!\Oikawa-senpai! response:	Well, he's an even more troublesome opponent than I thought...
context: Really? Sorry about that.\But Iwa-chan,\you usually hit it regardless.\Wow...\That's slightly infuriating, but wow...\So cool!\Oikawa-senpai!\Well, he's an even more troublesome opponent than I thought... response:	Indeed.
context: But Iwa-chan,\you usually hit it regardless.\Wow...\That's slightly infuriating, but wow...\So cool!\Oikawa-senpai!\Well, he's an even more troublesome opponent than I thought...\Indeed. response:	It's true that we won the practice match the other day,
context: you usually hit it regardless.\Wow...\That's slightly infuriating, but wow...\So cool!\Oikawa-senpai!\Well, he's an even more troublesome opponent than I thought...\Indeed.\It's true that we won the practice match the other day, response:	but now that this team has their conductor to lead them,
context: Wow...\That's slightly infuriating, but wow...\So cool!\Oikawa-senpai!\Well, he's an even more troublesome opponent than I thought...\Indeed.\It's true that we won the practice match the other day,\but now that this team has their conductor to lead them, response:	they're something else entirely.
context: That's slightly infuriating, but wow...\So cool!\Oikawa-senpai!\Well, he's an even more troublesome opponent than I thought...\Indeed.\It's true that we won the practice match the other day,\but now that this team has their conductor to lead them,\they're something else entirely. response:	Damn it...
context: So cool!\Oikawa-senpai!\Well, he's an even more troublesome opponent than I thought...\Indeed.\It's true that we won the practice match the other day,\but now that this team has their conductor to lead them,\they're something else entirely.\Damn it... response:	Hey, hey, hey...
context: Oikawa-senpai!\Well, he's an even more troublesome opponent than I thought...\Indeed.\It's true that we won the practice match the other day,\but now that this team has their conductor to lead them,\they're something else entirely.\Damn it...\Hey, hey, hey... response:	You knew that Oikawa was amazing to begin with.
context: Well, he's an even more troublesome opponent than I thought...\Indeed.\It's true that we won the practice match the other day,\but now that this team has their conductor to lead them,\they're something else entirely.\Damn it...\Hey, hey, hey...\You knew that Oikawa was amazing to begin with. response:	Our setter is just as skilled, and his attacks
context: Indeed.\It's true that we won the practice match the other day,\but now that this team has their conductor to lead them,\they're something else entirely.\Damn it...\Hey, hey, hey...\You knew that Oikawa was amazing to begin with.\Our setter is just as skilled, and his attacks response:	are just as flashy.
context: It's true that we won the practice match the other day,\but now that this team has their conductor to lead them,\they're something else entirely.\Damn it...\Hey, hey, hey...\You knew that Oikawa was amazing to begin with.\Our setter is just as skilled, and his attacks\are just as flashy. response:	Right!
context: but now that this team has their conductor to lead them,\they're something else entirely.\Damn it...\Hey, hey, hey...\You knew that Oikawa was amazing to begin with.\Our setter is just as skilled, and his attacks\are just as flashy.\Right! response:	Matsukawa, one more nice serve!
context: they're something else entirely.\Damn it...\Hey, hey, hey...\You knew that Oikawa was amazing to begin with.\Our setter is just as skilled, and his attacks\are just as flashy.\Right!\Matsukawa, one more nice serve! response:	Nishinoya!
context: Damn it...\Hey, hey, hey...\You knew that Oikawa was amazing to begin with.\Our setter is just as skilled, and his attacks\are just as flashy.\Right!\Matsukawa, one more nice serve!\Nishinoya! response:	Right!
context: Hey, hey, hey...\You knew that Oikawa was amazing to begin with.\Our setter is just as skilled, and his attacks\are just as flashy.\Right!\Matsukawa, one more nice serve!\Nishinoya!\Right! response:	Bring it!
context: You knew that Oikawa was amazing to begin with.\Our setter is just as skilled, and his attacks\are just as flashy.\Right!\Matsukawa, one more nice serve!\Nishinoya!\Right!\Bring it! response:	Number 5?!
context: Our setter is just as skilled, and his attacks\are just as flashy.\Right!\Matsukawa, one more nice serve!\Nishinoya!\Right!\Bring it!\Number 5?! response:	Or so they think...
context: are just as flashy.\Right!\Matsukawa, one more nice serve!\Nishinoya!\Right!\Bring it!\Number 5?!\Or so they think... response:	Pipe?!
context: Right!\Matsukawa, one more nice serve!\Nishinoya!\Right!\Bring it!\Number 5?!\Or so they think...\Pipe?! response:	He got them back with a dump!
context: Matsukawa, one more nice serve!\Nishinoya!\Right!\Bring it!\Number 5?!\Or so they think...\Pipe?!\He got them back with a dump! response:	He sure hates losing, doesn't he?
context: Nishinoya!\Right!\Bring it!\Number 5?!\Or so they think...\Pipe?!\He got them back with a dump!\He sure hates losing, doesn't he? response:	Do it again!
context: Right!\Bring it!\Number 5?!\Or so they think...\Pipe?!\He got them back with a dump!\He sure hates losing, doesn't he?\Do it again! response:	I'll...
context: Bring it!\Number 5?!\Or so they think...\Pipe?!\He got them back with a dump!\He sure hates losing, doesn't he?\Do it again!\I'll... response:	You...
context: Number 5?!\Or so they think...\Pipe?!\He got them back with a dump!\He sure hates losing, doesn't he?\Do it again!\I'll...\You... response:	Next Episode Preview
context: Or so they think...\Pipe?!\He got them back with a dump!\He sure hates losing, doesn't he?\Do it again!\I'll...\You...\Next Episode Preview response:	You're really not cute at all, Tobio.
context: Pipe?!\He got them back with a dump!\He sure hates losing, doesn't he?\Do it again!\I'll...\You...\Next Episode Preview\You're really not cute at all, Tobio. response:	It's not very different than the first dump you did on them.
context: He got them back with a dump!\He sure hates losing, doesn't he?\Do it again!\I'll...\You...\Next Episode Preview\You're really not cute at all, Tobio.\It's not very different than the first dump you did on them. response:	But everyone's got my back... V!
context: He sure hates losing, doesn't he?\Do it again!\I'll...\You...\Next Episode Preview\You're really not cute at all, Tobio.\It's not very different than the first dump you did on them.\But everyone's got my back... V! response:	You are so infuriating.
context: Do it again!\I'll...\You...\Next Episode Preview\You're really not cute at all, Tobio.\It's not very different than the first dump you did on them.\But everyone's got my back... V!\You are so infuriating. response:	Next time on Haikyu!! : Oikawa Toru is not a Genius.
context: I'll...\You...\Next Episode Preview\You're really not cute at all, Tobio.\It's not very different than the first dump you did on them.\But everyone's got my back... V!\You are so infuriating.\Next time on Haikyu!! : Oikawa Toru is not a Genius. response:	Episode 20: Oikawa Toru is not a Genius
